"","M110T41_2_pos","M195T35_pos","M74T42_pos","M145T253_neg","M383T176_neg","M258T41_neg","M89T71_neg","M229T45_neg","M339T37_neg","M306T80_neg","M174T41_neg","M145T39_neg","M203T264_neg","M664T67_neg","M122T103_neg","M288T106_neg","M180T105_neg","M243T133_neg","M151T114_neg","M283T230_neg","M204T285_neg"
"74",-0.565825311085563,-0.404106961931276,4.15312116659158,-0.236049751801779,0.281845981834757,-0.831174529239825,0.681171954212141,-0.74172536292273,-0.247994318203264,-0.532305218461573,-0.497291874404557,0.220489520695915,-4.49418580094511,-0.645288039198327,0.190042261737636,0.250811482602554,8.35197957864191,-2.1936177921185,-2.26176450718665,-0.605668970784995,-3.90689803888312
"77",0.447043904506175,-0.430442308532668,-0.725811062314626,-0.202256533084666,0.273340491802582,-0.126326521282873,0.351336826062086,1.75100641428903,-0.270260670712378,-0.452266066406628,0.852511829213933,1.48681679415717,6.71317398895399,-2.1183261567403,-0.386339686596689,-0.262512767639698,-0.586078818827524,-2.08832854709705,0.963863760545891,2.86483248822242,-0.792820380711796
"83",-0.568388443629542,-0.381579878424265,1.79876390585633,-0.197951934266549,-0.354423367259838,0.505428121753841,4.65418821387776,0.238929156382329,-0.234986235194941,-0.0641669563482936,0.0184401280135476,-0.544054962388421,-5.41295811272171,-0.461116142926368,0.321962186719786,0.66540311376824,2.94013993967322,0.262096813546817,-0.412205401779006,0.865936271975772,-1.55450150816579
"87",0.400484080672915,-0.327488629883742,-0.676774776810784,-0.120120852505426,0.406279717417429,0.402128827323044,0.718216550179421,1.69272438501198,-0.199247839052721,-0.444670234781655,0.238723382455114,-0.614333942748,4.96916814460686,-0.659677392152626,-0.483369419966933,-0.439040574929543,1.64981885697493,1.42502929165275,0.335854524881911,2.24059871922275,1.03521101484346
"93",-0.608280405794789,-0.333611802532754,1.63849401149331,-0.268773189825567,-0.20735766943049,0.429780787652447,3.54071796968627,-1.12260155985264,-0.184258998416496,-0.242015251759487,-0.362240456454773,-0.165595440397109,-3.63953932983691,0.353562552328277,0.380556502352219,-0.196016433536953,6.94546604929075,-0.632216622715275,-1.9588353575644,0.773644414655058,-3.33240359993745
"97",-0.824670409700064,-0.372553251838091,-2.22697674827856,-0.220057885682451,0.384402544824701,0.421093011950782,-2.52348148689277,-0.234113176877956,0.116047879413788,-0.312391180219938,1.46640320499995,-0.87772743244336,4.07609558636514,0.346782578932068,-0.232728635714626,-0.30253072195126,-2.6276344821042,-3.50437325937942,0.638674003878136,0.148011163850575,-0.340478060276016
"103",-1.11560670112805,-0.414010261629807,-0.926246305941684,-0.198863465058675,-0.299353296488392,-0.556926176130864,1.55500590030733,-0.535375705368965,-0.215256048025536,4.59355848246329,-0.369194089013407,-1.30970515163921,-1.91777847545368,1.47502876155514,0.523256611029995,0.895600924483934,-1.76076071514956,3.90112862056101,-1.94597952251426,2.43698883414812,-1.19095255787183
"106",0.0952470783384016,-0.369287184432638,-0.337330700254496,-0.255569557476061,0.501780046543416,0.750421938859489,0.625789124461782,2.34253388310334,-0.236141629649222,-0.330982528631032,0.67492588454029,1.35885973744727,0.790514729218735,-1.11193939462076,-0.266433273718719,-0.544861077885523,0.316722859289338,-1.55013301745638,-0.781413379758385,0.240864481178172,0.787650008230171
"109",-0.639438171996015,-0.408159460086553,2.27480269336591,-0.345125857988138,0.0223496487569055,-0.932600050494908,2.49699028152054,-0.66605109621053,-0.218976234727537,0.17309962694862,0.558498501580732,0.0844182978933598,-5.66819744691404,-0.540572331810214,0.274106082058182,0.608603108147681,7.61827223380019,1.22943556838846,-0.904862886321688,-0.567092161116003,-1.98148898869129
"112",-0.220986857769106,-0.00567916207552701,-0.00262771331439777,0.118685837860673,1.16787438568183,0.666981145374422,-1.86673706260468,4.33674893869381,0.0126656333804141,-0.588585187182959,0.140659227121954,1.18873917801245,-0.866373062338336,-1.402518212697,-0.492333952490725,-0.456315755284648,-2.58089522842498,-5.44165694045112,11.9651892559937,1.77270472886313,-0.13032307792332
"118",-0.674226768978261,-0.426995457288395,2.60392380696947,-0.297739371410156,-0.209765188794167,-0.950442486425706,1.57870646306705,-1.05248255934868,-0.269212175926051,3.30805286127896,-0.517981464869319,-0.739143982705432,-5.21069876079566,0.230035628662467,0.268868488124278,1.27927372750675,7.65201808670983,-0.266536209564699,-2.23091209067576,-0.398064675356516,-3.36530287647711
"155",1.19183259240626,0.405037303343004,-1.73187760926786,0.634927973877609,-0.100032194084395,1.68446138749638,-2.96824473542953,-0.221207342095828,0.601074295326497,-0.315220542154379,0.203185623707445,1.1610817550421,7.3158814607179,-0.36265946784447,-0.00485944264847133,-0.646310346861869,-2.17807602196392,-4.58064040630879,-1.87849343337437,-0.25152951289671,-2.28452691679794
"161",2.05643822524733,0.377665279168002,10.9026250847945,-0.338307173031054,-0.477495909318143,-1.00938418551674,-3.91698009463373,-1.41421428036896,-0.273398641556354,-0.808006038766041,-0.558178063290309,-1.77573775019818,-8.0074167738659,-1.97368158505672,-0.69741991730886,-0.904381513833245,-4.53363519383324,-5.47191240339507,-2.53306292568458,-1.19287776060849,-3.4651938239672
"169",0.0231736145688717,0.375510913147828,-2.05060969555397,-0.177252490167297,-0.0272122539413124,0.224100373326681,-1.51101285943329,-0.47482123107026,0.653795935490528,-0.78752572402381,-0.201767519388184,1.16371011369199,8.63445949145289,-0.0139387473633224,0.671355438735989,-0.564011168930111,-2.93571655895017,0.956509282782125,1.26229515009788,0.608111102122596,5.11359656914169
"175",0.706572753739261,0.146058712742638,0.824264030277941,-0.0756384042828601,0.241952908700083,0.0721607395864599,-2.35787009818873,1.49544273747288,0.222630006431971,-0.528105516448982,-0.333219407014652,0.367847295676602,-6.14865967339018,1.17409287128508,1.15665925485767,-0.360438864448227,-3.49311634534936,-2.74667395209232,-2.54009747611657,-1.1565727388128,-3.48835242045826
"179",0.663505089705493,0.430289627047124,-1.46489420430286,0.0231521901135005,-0.0770548292335663,2.01688878999264,0.6092735410213,-0.397417210436076,0.481204602072548,-0.243499567398942,-0.118385863824658,1.09309129970279,3.48863187892364,0.535016958728412,-0.0252761890047943,-0.688599506813167,-2.1112177407764,-0.89204007374545,-0.336917345635662,0.224598124189889,0.437544380637401
"185",-0.481699451041159,-0.35119158027441,-0.287644639107064,-0.143750500546928,-0.266482557518017,-0.43459448700644,3.89644527172148,-0.166380344342762,-0.0571183473023766,0.0160646298171451,0.155713610346052,0.0302194185422048,-7.38092778291261,1.76532279824299,0.427146542870888,1.35256824395574,-0.720693737471957,5.35720296919095,-1.03024845210386,-0.516655858509187,-0.929782067463843
"189",2.16085896269605,0.0504350161099416,-1.76702779643219,1.07729848078186,-0.0915746019097845,1.50720639365349,-1.45768905931276,-0.784532651070777,0.521774708835726,-0.309604075874966,-0.346232973891289,0.399554364415164,11.1678595790231,1.23223104174503,0.464945718425854,-0.531260296492772,-3.08444137062984,-0.588537418414005,2.79955949065685,-0.207037085512228,3.01370664188596
"195",-0.593654328995838,-0.418448580426842,-0.110563726558447,0.0794627165685943,-0.289188284394904,-0.709155966361803,-1.67680995131697,-0.496830194550831,0.0516318229477606,-0.477009064889924,0.151325663184507,-0.986776483603426,1.36806049430641,-0.098691191215225,0.279655169502973,-0.112198521354634,1.36091991147521,2.25586547309865,-2.32861707906078,-0.42890141699768,0.776713563836494
"198",0.245216000657261,-0.102103473508572,-0.455309199629475,0.0675294061987479,-0.102443949125119,0.953440826407476,-2.02740447189575,-1.23455501831025,0.046584865148026,0.391752769326431,0.621125174193821,0.871258135445381,4.4409152114639,-0.642586992734688,-0.203290236601103,-0.434323578158309,1.20506379984531,-1.2528720576558,2.05673788425299,0.298175188058517,-0.880944963126993
"202",-0.610437483951491,-0.379197903291035,-0.442431462712993,-0.127369878619015,-0.256907653164847,-0.250749414235882,2.02809888902895,-0.525649458161999,-0.022195778962898,-0.278406991141005,0.0452676448328109,-0.917262083950602,-4.24896458787467,2.74088806701991,0.544429964142656,0.43581160866096,1.54921988317355,8.56264172182553,-1.80014031458591,-0.742911728085955,2.08138372499582
"206",0.375653002422256,-0.20995726681528,-0.958215737111175,1.04939314989327,0.0175040541624753,-0.403711479255964,-2.02080547206863,-0.675681989140499,-0.11154816122168,-0.6061745382594,0.524210959991032,0.424482850425224,6.81984708942989,-1.0897369377205,-0.188202929022334,-0.608974890837051,-0.311099912112709,-0.0944698793324533,5.22235103720782,1.0324470587563,5.36846437883835
"215",-0.0581219100751776,0.931839233842547,-1.28110756532872,2.4863888616706,0.229065927772571,-0.892670115993139,1.53317901775903,-0.617561208973096,1.323529798533,-0.778133226852074,0.246193729190805,1.59843834988004,6.90201414486978,-1.11250744217168,-0.244253145185048,-0.7649548873458,-2.12321663037722,-2.36640351017631,-1.64128290110816,-0.603621908130481,-0.698116704744686
