"NMR" "Population" "X0.0801599" "X0.1002" "X0.12024" "X0.14028" "X0.16032" "X0.18036" "X0.2004" "X0.22044" "X0.24048" "X0.26052" "X0.28056" "X0.3006" "X0.32064" "X0.34068" "X0.36072" "X0.38076" "X0.4008" "X0.42084" "X0.44088" "X0.46092" "X0.48096" "X0.501" "X0.521039" "X0.541079" "X0.561119" "X0.581159" "X0.601199" "X0.621239" "X0.641279" "X0.661319" "X0.681359" "X0.701399" "X0.721439" "X0.741479" "X0.761519" "X0.781559" "X0.801599" "X0.821639" "X0.841679" "X0.861719" "X0.881759" "X0.901799" "X0.921839" "X0.941879" "X0.961919" "X0.981959" "X1.002" "X1.02204" "X1.04208" "X1.06212" "X1.08216" "X1.1022" "X1.12224" "X1.14228" "X1.16232" "X1.18236" "X1.2024" "X1.22244" "X1.24248" "X1.26252" "X1.28256" "X1.3026" "X1.32264" "X1.34268" "X1.36272" "X1.38276" "X1.4028" "X1.42284" "X1.44288" "X1.46292" "X1.48296" "X1.503" "X1.52304" "X1.54308" "X1.56312" "X1.58316" "X1.6032" "X1.62324" "X1.64328" "X1.66332" "X1.68336" "X1.7034" "X1.72344" "X1.74348" "X1.76352" "X1.78356" "X1.8036" "X1.82364" "X1.84368" "X1.86372" "X1.88376" "X1.9038" "X1.92384" "X1.94388" "X1.96392" "X1.98396" "X2.004" "X2.02404" "X2.04408" "X2.06412" "X2.08416" "X2.1042" "X2.12424" "X2.14428" "X2.16432" "X2.18436" "X2.2044" "X2.22444" "X2.24448" "X2.26452" "X2.28456" "X2.3046" "X2.32464" "X2.34468" "X2.36472" "X2.38476" "X2.4048" "X2.42484" "X2.44488" "X2.46492" "X2.48496" "X2.505" "X2.52504" "X2.54508" "X2.56512" "X2.58516" "X2.6052" "X2.62524" "X2.64528" "X2.66532" "X2.68536" "X2.7054" "X2.72544" "X2.74548" "X2.76552" "X2.78556" "X2.8056" "X2.82564" "X2.84568" "X2.86572" "X2.88576" "X2.9058" "X2.92584" "X2.94588" "X2.96592" "X2.98596" "X3.006" "X3.02604" "X3.04608" "X3.06612" "X3.08616" "X3.1062" "X3.12624" "X3.14628" "X3.16632" "X3.18636" "X3.2064" "X3.22644" "X3.24648" "X3.26652" "X3.28656" "X3.3066" "X3.32664" "X3.34668" "X3.36672" "X3.38676" "X3.4068" "X3.42684" "X3.44688" "X3.46692" "X3.48696" "X3.507" "X3.52704" "X3.54708" "X3.56712" "X3.58716" "X3.6072" "X3.62724" "X3.64728" "X3.66732" "X3.68736" "X3.7074" "X3.72744" "X3.74748" "X3.76752" "X3.78756" "X3.8076" "X3.82764" "X3.84768" "X3.86772" "X3.88776" "X3.9078" "X3.92784" "X3.94788" "X3.96792" "X3.98796" "X4.008" "X4.02804" "X4.04808" "X4.06812" "X4.08816" "X4.1082" "X4.12824" "X4.14828" "X4.16832" "X4.18836" "X4.2084" "X4.22844" "X4.24848" "X4.26852" "X4.28856" "X4.3086" "X4.32864" "X4.34868" "X4.36872" "X4.38876" "X4.4088" "X4.42884" "X4.44888" "X4.46892" "X4.48896" "X4.509" "X4.52904" "X4.54908" "X4.56912" "X4.72944" "X4.74948" "X4.76952" "X4.78956" "X4.8096" "X4.82964" "X4.84968" "X4.86972" "X4.88976" "X4.9098" "X4.92984" "X4.94988" "X4.96992" "X4.98996" "X5.01" "X5.03004" "X5.05008" "X5.07012" "X5.09016" "X5.1102" "X5.13024" "X5.15028" "X5.17031" "X5.19035" "X5.21039" "X5.23043" "X5.25047" "X5.27051" "X5.29055" "X5.31059" "X5.33063" "X5.35067" "X5.37071" "X5.39075" "X5.41079" "X5.43083" "X5.45087" "X5.47091" "X5.49095" "X5.51099" "X5.53103" "X5.55107" "X5.57111" "X5.59115" "X5.61119" "X5.63123" "X5.65127" "X5.67131" "X5.69135" "X5.71139" "X5.73143" "X5.75147" "X5.77151" "X5.79155" "X5.81159" "X5.83163" "X5.85167" "X5.87171" "X5.89175" "X5.91179" "X5.93183" "X5.95187" "X5.97191" "X5.99195" "X6.01199" "X6.03203" "X6.05207" "X6.07211" "X6.09215" "X6.11219" "X6.13223" "X6.15227" "X6.17231" "X6.19235" "X6.21239" "X6.23243" "X6.25247" "X6.27251" "X6.29255" "X6.31259" "X6.33263" "X6.35267" "X6.37271" "X6.39275" "X6.41279" "X6.43283" "X6.45287" "X6.47291" "X6.49295" "X6.51299" "X6.53303" "X6.55307" "X6.57311" "X6.59315" "X6.61319" "X6.63323" "X6.65327" "X6.67331" "X6.69335" "X6.71339" "X6.73343" "X6.75347" "X6.77351" "X6.79355" "X6.81359" "X6.83363" "X6.85367" "X6.87371" "X6.89375" "X6.91379" "X6.93383" "X6.95387" "X6.97391" "X6.99395" "X7.01399" "X7.03403" "X7.05407" "X7.07411" "X7.09415" "X7.11419" "X7.13423" "X7.15427" "X7.17431" "X7.19435" "X7.21439" "X7.23443" "X7.25447" "X7.27451" "X7.29455" "X7.31459" "X7.33463" "X7.35467" "X7.37471" "X7.39475" "X7.41479" "X7.43483" "X7.45487" "X7.47491" "X7.49495" "X7.51499" "X7.53503" "X7.55507" "X7.57511" "X7.59515" "X7.61519" "X7.63523" "X7.65527" "X7.67531" "X7.69535" "X7.71539" "X7.73543" "X7.75547" "X7.77551" "X7.79555" "X7.81559" "X7.83563" "X7.85567" "X7.87571" "X7.89575" "X7.91579" "X7.93583" "X7.95587" "X7.97591" "X7.99595" "X8.01599" "X8.03603" "X8.05607" "X8.07611" "X8.09615" "X8.11619" "X8.13623" "X8.15627" "X8.17631" "X8.19635" "X8.21639" "X8.23643" "X8.25647" "X8.27651" "X8.29655" "X8.31659" "X8.33663" "X8.35667" "X8.37671" "X8.39675" "X8.41679" "X8.43683" "X8.45687" "X8.47691" "X8.49695" "X8.51699" "X8.53703" "X8.55707" "X8.57711" "X8.59715" "X8.61719" "X8.63723" "X8.65727" "X8.67731" "X8.69735" "X8.71739" "X8.73743" "X8.75747" "X8.77751" "X8.79755" "X8.81759" "X8.83763" "X8.85767" "X8.87771" "X8.89775" "X8.91779" "X8.93783" "X8.95787" "X8.97791" "X8.99795" "X9.01799" "X9.03803" "X9.05807" "X9.07811" "X9.09815" "X9.11819" "X9.13823" "X9.15827" "X9.17831" "X9.19835" "X9.21839" "X9.23843" "X9.25847" "X9.27851" "X9.29855"
40 "S" 1671.73 1380.74 1596.28 2681.66 2022.12 1714.35 1921.64 2098.97 2363.75 2759.54 2758.21 3236.31 3793.01 3818.47 4209.53 4721.53 5370.08 5718.41 6544.71 7176.64 7649.84 8529.86 9346.04 10171.4 11472.7 13128.9 19984.6 35279.9 21487.9 25371 35408.9 32379.2 35218.4 44776.9 71258.4 69191 97152.6 174103 420057 737778 468208 392567 539254 462366 172508 163249 112417 147500 80285.6 76713.7 91425 97280.5 102201 119099 147531 208632 293197 368328 703418 1276560 1117650 1046660 564634 340330 315996 487919 324196 216321 232569 681122 158496 137942 146724 184197 268347 212959 173939 204601 266192 270486 240919 282577 205617 158566 126485 100186 106824 132728 141926 211949 446782 418326 172662 188654 227718 323429 387350 392870 318988 214133 209208 277523 302058 129932 125879 119482 168672 254430 176344 170661 141298 105930 201992 253380 123156 90798.9 82812.8 89308.6 50317.2 61651.6 64255.7 60638.8 60122.7 52431.9 54339.3 66384.6 107422 73366 68440.3 76458.9 95968.2 114848 99469.7 73299.9 67104.2 66915.2 49672.6 46332.7 37601 44961.3 67536.4 55606.2 66684.9 105890 203099 210722 127807 76188 65654.9 137379 124175 107629 88013.2 367559 838919 1003880 1364090 1328680 207656 109546 62391.5 89521.5 275897 51560.6 1048240 194176 75349 183385 176086 155972 129597 114370 235366 173143 201526 211935 285556 370876 302730 192767 312073 367481 346376 312413 151512 317942 421728 298972 544723 363548 308911 282697 357325 268282 228613 176009 138677 213709 122490 127335 158399 139639 130719 110934 107571 112433 114758 131014 192618 115173 178352 142500 193541 96417.4 101185 107332 117815 43666.7 42149.1 59273.4 37596.2 18223.2 19710.5 7770.47 2392.45 47777.9 35109.6 54462.3 19503.3 8043.26 9256.61 9381.47 10277 8570.68 8344.57 18994.9 20711 4998.81 5209.44 5682.45 5024.49 5154.85 7864.07 8631.64 7075.69 6882.43 13239.9 36656.9 57372.2 55721.7 39660.5 84934.7 155009 167547 95887.3 57433.5 40877 45532.2 8044.95 7031.17 4681.86 10158 3190.67 3720.79 1070.87 763.939 4720.47 17884.3 7127.92 1382.07 406.845 -113.909 -182.63 5.153 -255.881 -28.487 119.836 3153.47 2.589 367.335 897.867 1720.47 21559.1 6658.8 588.313 2224.55 6071.79 1512.8 123.736 1753.83 11178.2 67221 5779.06 16917.6 30679.6 900.024 808.158 856.76 83.714 -112.132 148.741 -163.941 -236.55 -43.708 -102.666 66.713 369.355 846.067 1084.1 1296.18 1789.34 2285.27 2236.7 3487.93 3858.71 3497.83 3763.34 4640.57 5475.73 5784.02 6567.76 31853.6 31439.3 7738.73 8296.84 9937 11354.9 16655.1 33859.9 48549 25208.4 57315 55802.2 13623.3 15493.8 17184.5 19107.2 20651.7 59540.7 45887.5 19221.1 20422 28453.3 39410.2 43140.7 25934.7 85699.3 85242.2 19661.8 27264.9 41618 53040.1 40946.9 102889 60183 45509.7 32562.8 33078.3 102070 15634.3 7358.85 8605.69 9408.99 30023.4 22050.4 7472.78 6843.47 6780.98 8164.82 9309.29 7887.12 7296.34 8952.71 40305.7 48131.2 11968.9 15409.8 15048.9 13208.6 16881.4 11079 32821.9 19567.7 389346 14213.8 2726.1 10348 2541.84 4430 7213.29 5409.37 9789.01 4700.39 4625.35 4139.17 5227.67 22091.1 10728.2 67529.3 5814.24 28375.8 3817.88 17650.3 60378 2578 1439.72 562.561 933.251 2180.32 1397.17 10738.4 1007.09 949.83 2456.79 1716.59 12699.1 2087.08 36612 -42.262 247.535 755.03 133.777 525.865 202.054 281.146 226.445 235.922 4114.64 5443.22 5389.06 26.135 -35.14 -110.471 20.551 65.927 -31.719 106.773 681.355 -18.73 -163.096 77.101 80.024 4865.89 1340.68 -151.974 611.04 153.917 -34.616 13.041 31.751 -207.045 188.842 145.517 269.148
60 "B" 5739.1 5122.62 5619.04 8713.11 7583.4 6335.59 7099.49 7998.48 8403.95 9596.91 10327.4 11721.9 12886.5 13686.5 15357.3 17201.1 18448.5 20669.7 22979.5 25052.5 26225.2 29186.4 31753.4 35660.4 39256.7 44144.2 56482 91345 72614.4 82653.3 105470 114619 117396 137485 182724 210015 273398 421517 822533 1429440 1184720 739314 922763 1000590 524106 506493 302570 491404 231893 210492 245412 258405 266959 286353 355838 457352 609532 803202 1481510 3165390 3333140 3034050 1608590 1034080 752312 875694 626059 540170 660611 1618930 510401 369942 360519 427496 708367 618557 391518 407972 539480 522121 478274 692224 517101 342410 283625 236033 238819 285425 335256 553254 842786 745478 377215 400583 489204 699121 1050140 1007640 785671 508732 549626 828789 717697 321349 290775 289128 388836 766492 546331 373869 285911 244414 515615 659408 309907 243873 239337 374182 178081 162096 139139 138364 137752 121216 126353 137835 237005 185481 165567 176693 204394 313569 296720 185551 196639 165810 120155 114553 102362 116898 174715 147191 166603 212424 327296 500325 374576 189581 164276 362118 334156 398991 199660 506802 2063810 1517830 2647260 2843810 527121 288062 169979 183298 347551 591152 1628760 645586 253796 578574 519193 458565 431273 537657 746732 377482 439127 459001 657866 1151580 602456 455133 954985 954207 773256 848874 459621 919011 1133840 718760 1110110 906407 714193 622395 816514 602655 372790 322971 357473 548594 397962 391961 284198 277938 263117 242788 277540 300543 303548 330243 522571 298799 273126 262996 267362 186442 193842 219168 245582 109686 99315 82124.3 69575 58643.2 64996.2 39984.1 27110.1 102199 76506.9 55189.5 67679.8 42387.6 46661.4 47119.3 41796.3 38556.2 55317.1 79797.9 64099.6 34828.2 30418.7 29475.4 29856.3 29093.4 34030.2 38071.1 38214.4 36990.6 51814.2 113064 202945 214704 115992 198105 399428 537611 308219 161676 121213 83605.1 36236.1 27857.1 21689.5 24318.2 20922.8 21040.9 15135.7 13530.2 17442.9 35356.5 57041.5 23612.1 13271.9 10036.2 9819.59 9387.69 9179.31 9430.07 10281.1 20839.7 10334.3 10897.2 11667.8 14710.3 66436.8 26178 12028.9 13766.9 20213.7 11311 6725.93 7174.56 10428.2 140118 45498.2 12136.7 14088.9 4486.38 7815.85 6465.59 3019.88 2780.8 3731.34 2647.48 653.934 67.239 207.833 -386.932 -215.15 -596.303 -198.464 142.214 197.814 1024.71 829.119 1898.68 1157.79 2900.31 3220.53 4547.31 5847.12 6241.68 8096 26499.8 46958 15805.8 15093 17505.8 20000.2 28678.8 51948.1 64779.4 41126.7 106371 168487 35772.6 27588.6 29262.7 32993.4 37747.4 72874.1 208258 48928.1 38304.6 53493.9 60416.1 62277.8 45516.9 160435 222575 46036.4 43997.1 59851.5 90545.2 68355.8 180892 119743 66973.6 63508.6 41889 158644 41289.4 10574.9 9298.03 8395.96 42749.1 51509.3 8018.17 5475.18 3255 5925.95 5770.54 5237.79 5267.89 7859.64 64428.8 218150 29230.6 39944.3 28750.4 12768.9 26982.1 12711.3 33724.8 91773.9 418121 35763.8 7565.52 28915.6 3629.07 6195.65 2036.69 3974.8 11083.2 6870.18 5369.36 5533.14 42073.9 161601 43605.8 154217 10782.4 5307.72 7162.73 93886.2 67973.3 4667.12 949.814 -391.618 -45.543 826.812 234.347 10975 278.454 -7.1 2502.1 1016.03 8273.08 598.648 3509.4 283.69 144.948 532.628 -238.912 126.713 825.548 639.191 288.281 419.901 4158.75 9429.03 7635.56 761.879 930.612 529.956 727.942 1131.45 293.238 1026.12 2305.1 681.013 359.002 364.258 201.368 4057.19 4538.98 292.087 -321.841 207.311 -94.57 -516.219 425.399 35.299 399.557 -260.081 5.754
70 "K" 868.297 474.644 -80.446 2092.03 1204.26 -260.487 -325.933 -415.399 -541.575 -690.169 -426.749 -100.995 550.714 295.314 753.886 669.386 1276.4 1536.75 2404.84 3068.07 3335.25 4119.31 4681.13 5871.82 8301.6 10679.9 19667 42742.8 23159.2 27679.1 40555.1 42458.1 48140.9 64954.6 114601 115510 164672 279786 561526 981576 669203 509519 609182 550085 305666 306462 192572 321787 153133 148181 168548 183105 195606 229102 293216 394281 537709 673531 1173420 2129420 2071810 1740620 1063790 738790 569033 566428 417421 371008 404977 506980 302419 283759 309022 368175 503659 381577 288309 307432 373623 350230 342670 436280 304244 228718 193014 160455 169437 190990 237416 408147 523100 412998 247641 271315 332034 488818 598840 635270 470860 333553 313903 401827 469094 230006 225173 221608 314714 523894 354020 255640 191238 159444 278370 386545 169046 139240 142768 131582 82844.6 94734.8 95685.7 116022 115430 77706.3 77471.5 87875.5 175955 118323 136497 119173 130631 307413 161672 113446 112864 91769.3 66862.5 61195.2 51298.3 66129.5 84854.8 65239.3 82078.7 144031 217295 325462 230393 92210.4 116336 237653 158291 173268 108207 531682 1012430 1726510 1766080 1599240 398267 230508 94755.3 106902 85598 1060710 506830 411814 160847 317799 269886 242379 184355 220425 297083 476870 489940 378636 580367 488073 476355 340957 766177 552447 674794 584252 293866 519300 635021 658117 808625 562062 476433 505049 530622 382518 305314 227102 307951 287963 190572 203998 210610 141974 176263 139335 155694 206067 203412 226854 299248 181127 201618 149983 198728 143628 166127 138033 108808 47310.4 46735.6 72003.6 38745.5 21340.7 27870.6 16965.5 5324.9 38220.4 54117.4 106308 18054.4 8271.54 13146 12129.2 11348.1 9490.41 9480.42 33987.8 45661.1 8329.95 7178.5 7992.05 9099.99 9589.39 13851 17022.2 17487.3 19616.4 34265.5 75338.7 129336 127261 77438.5 145797 268949 304618 198666 130506 193366 189739 23082.1 16249.6 12894.2 21852.4 7489.67 10448.9 3900.73 3382.67 6357.11 20868 9198.41 2126.85 1334.72 -724.674 -833.943 -979.014 -1004.86 -238.144 -37.453 598.787 -806.458 -663.818 -151.039 8951.28 50671 12547.9 3552.1 7041.91 16952.6 1493.82 -710.402 4124.39 60616.6 54021.7 6423.41 25731.3 108037 2083.49 -454.213 -391.908 316.529 66.442 -105.435 50.42 -357.613 194.688 -73.329 -26.316 365.705 471.564 664.264 1149.37 1610.86 2241.84 2304.17 4466.86 3094.39 3549.72 4167.42 5358.61 6762.09 6337.94 7868.94 36588.3 21409.7 9325.19 10743 13486.9 17028.2 25457.1 34807.7 31957.2 25039 118271 93852.1 19949.4 21523.1 23702.4 29355 46595 45196.1 169295 24716.6 25568.3 33519.6 35098.2 34702.6 30420.3 216631 145717 26852.5 35310.9 92684.4 110025 86415.3 189340 57331.1 55715.2 44494.1 41920.9 103966 15972.5 9600.61 15160.7 14391.6 110548 44363.3 10062.3 9506.84 9170.71 11116.5 14839.9 12425.7 12637.4 18689.1 141650 176878 15383.3 26613.6 14208.5 15163 35628.3 37587 116115 753320 21604.1 12798.9 2149.14 23145 3357.56 8896.51 9573.59 5665.6 7709.25 3718.91 6671.71 3568.86 7330.71 32951.9 21776.2 20631.9 25223.9 149347 4681 22298.7 79981.6 5093.49 1253.83 92.208 897.137 4961.42 1046.48 8561.99 1788.25 33135.3 52636.2 201.954 3795.68 1054.99 47298.7 -386.411 1967.18 2356.97 -215.465 -112.387 439.699 44.733 -276.497 129.221 4367.18 4601.07 7369.02 2306.52 -331.401 -2.806 199.024 372.984 115.957 11.044 455.123 19.545 77.62 447.833 443.133 5672.99 1422.52 293.759 4376.6 1023.85 386.025 416.942 414.176 294.046 532.776 792.746 777.474
90 "B" 354.287 -157.612 -177.974 1067.61 280.72 -244.496 -286.814 -507.278 -373.968 -402.745 -49.111 75.462 449.995 318.359 423.973 764.451 1124.33 1521.71 2228.8 2695.74 3122.67 3753.43 4281.85 5132.06 6526.27 7979.68 13926.7 26687.7 16422.9 20126.4 28123.2 27995.7 31261.4 43085.7 86988 68116.2 95176.4 169520 351985 557594 351864 289995 354573 294118 144998 142915 123467 146879 80419.6 83069.5 95629.7 105472 101658 114464 143575 195779 301174 365319 653518 1135870 1023560 833520 493133 331232 271936 288095 208179 182771 212666 262978 140603 135815 152995 182807 248714 183933 152038 183406 232544 203764 194959 235604 158594 116638 104603 82575.9 87372.1 96841 124941 230957 307717 223758 137151 146944 180176 265426 310145 349545 258463 187159 182587 271511 253168 118188 105909 107442 160109 236505 151645 132222 103874 78529.7 165272 237265 86190.2 65818.3 67070.9 86124.8 37978.5 41725.4 42570.6 73389 81157.1 35920.3 35501.6 53005.8 112901 58337.4 92235.4 81765.7 66268 99556.2 75460.1 50687.1 51795.3 38768 28455.8 28079.5 22604.8 32119.3 45452.5 34065.8 46934.1 74652.4 125236 138127 86406.4 40485.9 53974.4 104450 79847.5 84433.3 58071.4 296723 776118 707792 1134930 1405870 247946 144503 51985.5 53683.6 117664 627078 327398 246165 87088.8 185693 151687 154162 124765 136598 205784 295534 314336 235649 400585 433716 283383 219695 460591 384283 454162 385274 189853 355357 431366 462047 569693 326921 290964 282879 310222 225374 122873 118669 178750 210575 95477 106285 119093 81941.7 93739.8 86587.7 95204.1 84302.3 89851.6 98202.4 162045 93576.5 88166.2 77900.9 91666.7 59459.5 71540.1 79659.3 60429.7 24680 20375.4 19871.3 10998.7 6188.51 4923.58 -1702.16 -5470.59 6287.76 13394.9 28013.6 6896.35 -212.128 1798.88 2128.81 1555.7 1480.53 870.775 16342.6 27810.9 -385.911 -1870.56 -1525.6 -866.625 -745.208 1774.35 3577.63 2387.62 2514.01 9550.73 30292 62654.6 71372.2 32116.8 69713.2 133848 145878 100486 71012.3 122523 130741 8083.08 4940.51 2616.33 15391.4 1532.75 4776.11 -865.585 -1236.82 -237.51 6747.68 -1371.74 -1964.06 -2043.7 -2805.98 -2590.11 -2237.73 -2275.59 -1715.02 -1636.19 -860.017 -1920.1 -1385.53 -1135.13 2377.7 21261.6 1151.16 -1065.75 4570.38 13113.9 464.43 -1231.87 2676.8 42760.3 37496.5 2399.99 4388.17 9231.01 1115.16 351.821 121.875 -243.425 42.769 236.73 -50.902 144.227 21.648 -23.856 -133.592 -170.031 -45.169 -42.82 47.213 23.195 43.123 -142.018 1044.99 -149.671 90.804 373.844 836 1153.34 1032.36 1944.75 15237.3 9428.73 2627.33 3058.31 4364.79 5695.46 10184.8 18167 18419.9 13228.6 50531.4 46370 9689.91 10221.1 10062.6 10907.8 19738.8 19823.5 73292.8 10636.3 10888.7 15522.8 17388 18043.4 14515.7 101196 81506.3 13411.6 18780.4 52159.6 63246.6 48857.5 102624 34496.6 30261.5 20947.6 17672.3 50655.3 6304.18 1485.42 3919.5 4183.51 57266.5 25165.4 1602.38 375.739 560.204 1378.14 1876.01 1114.23 1530.52 5196.9 75561.8 76674.3 6924.31 10451.2 5574.35 6764.34 13080.5 12141.9 40615.8 458385 29787.4 12135.7 50.656 5601.57 -1023.09 1277.33 -1109.34 -123.854 1959.12 536.428 -857.149 -731.871 16.97 2995.04 7781.8 8594.52 4559.23 56915.9 792.973 13095.3 51666.7 5983.58 -1009.28 -2001.03 -1798.2 -20.447 -1708.97 2551.19 -1817.69 -1420.97 278.477 -1416.76 -507.349 -1273.61 7528.39 -1454.39 -1245.25 -1284.55 -1212.52 -1104.84 -821.732 -1210.28 -1113.81 -929.475 1540.78 1817.5 3228.14 -38.784 -876.138 -680.108 -588.495 -399.617 -561.239 -354.553 150.727 -475.948 -326.118 -190.866 -301.512 2811.82 506.905 -86.288 1485.39 -24.524 -52.65 -52.052 -158.709 26.082 114.348 117.248 306.41
100 "S" 1053.64 364.885 433.198 3237.39 835.721 -363.264 -204.289 -251.722 -151.005 -316.071 -177.493 319.944 151.251 141.734 -371.056 19.862 -49.264 257.636 691.274 1284.38 1088.34 1521.46 2248.43 2908.2 4124.89 5148.83 16602.1 47563.1 15725.6 19109.8 31188.9 29982 31345.6 41657.9 91671.5 84059 128032 235870 584656 1122820 801805 606469 847283 738819 265102 231745 132339 237891 108855 101922 121736 132489 142365 165226 213109 309622 414443 498333 916949 2021440 2079800 1678520 963888 657642 476208 530591 351755 286762 517640 672085 239241 190926 211748 261379 462695 385516 260002 295179 374469 387651 353533 398607 268341 208563 175186 134807 154928 192475 241283 367129 531128 280044 231533 272386 315320 459508 667488 546795 431463 325791 341253 327080 323236 156373 163958 155333 238685 469641 297465 250421 187743 144448 276458 234523 148469 96225.2 95219.7 80563.3 49156.6 59495.6 59715.3 73353.6 79585.2 63904.2 68325.1 88274.8 169528 101735 95223.8 95567.8 112023 138461 153500 98542.7 79858.6 62355.2 56447.2 50727.6 41782.1 69307.9 92434.2 64201 92400.5 157314 284578 306961 165599 80420.7 111902 227514 174177 205453 108403 449400 1252860 1168210 1033100 1384590 193113 130550 55413.7 100264 429904 694366 191919 181672 72442 270849 211862 217423 195808 238288 292584 183014 221054 220795 384468 500235 284654 239776 616135 285985 384972 387008 242680 448659 479151 302796 557776 389412 274328 270535 309342 226412 140806 133948 188422 286842 181966 153713 148578 126633 162054 147755 166001 161148 132702 170163 258480 138724 139429 147486 157784 108719 136592 119135 84791.4 40611.4 34474.9 22473.4 11249 6169.78 5460.67 -5614.29 -11640 37201.7 14386.9 6474.81 16598.5 -640.841 4751.23 2280.09 1878.77 967.184 5058.57 14108.1 12716.5 -2475.86 -2796.95 -1322 -1725.63 -1033.72 3372.44 5220.39 3919 4258.26 14831.9 58468.3 97593 54155.3 49450.2 115369 249372 311764 142305 61926.8 37363.8 25476.9 2788.47 936.787 -788.117 3155.12 3332.36 -1501.45 -4305.93 -5322.52 -1962.6 7353.57 7535.34 -3607.08 -4565.26 -4943.12 -4175.35 -3735.77 -3496.93 -2813.21 -1713.86 -746.854 -1678.4 -721.273 -249.893 3593.74 25208.9 1814.58 -781.251 3670.77 9585.35 411.631 -271.055 2460.55 4772.21 74806 -1143.05 1369.67 3196.69 -171.364 1335.34 14.223 -183.075 -307.315 606.511 15.947 -343.704 136.613 118.344 -140.211 75.096 -209.134 22.183 -237.869 -68.988 -216.72 -142.237 764.177 -406.87 -823.259 -619.712 37.674 403.752 137.963 409.625 6520.49 14134.4 973.901 1753.68 3399.48 5150.56 13425 35471.3 47728 29183.1 89421.7 62772.8 7026.33 8034.75 10544.1 9188.7 16723.2 18510.7 45423.6 7632.22 11866.8 21646 35268 44596 28450 118132 134133 13802 29738.3 50485.5 91379.4 57571.6 192820 99763.2 74691 39213 54133.3 100077 259.57 -10305.9 -6101.49 -2750.51 23812.7 32172.9 -7687.06 -7639.2 -5792.69 -4285.34 -2752.03 -1292.95 786.719 7338.28 52346 72271.2 83.64 17485.4 -27.792 6323.16 10888.7 8894.85 49336.3 356542 -9891.65 -3451.09 -8255.24 1182.38 -3763.62 -4754.04 -3242.64 -2776.78 -580.681 -105.547 -1208.05 3234.82 28619.7 31755 26922.6 39984.7 -1463.07 111.698 1700.81 63737.8 -3052.73 -3877.25 -3047.1 -3132.07 -2379.1 -2396.7 -1198.84 13142.2 -2036.16 -1630.25 -1037.58 -788.852 1453.22 -363.254 3493.2 -184.748 -199.944 800.914 -26.759 -460.713 320.353 214.234 -205.738 266.251 2658.43 2403.91 2401.04 -101.651 82.217 -379.761 148.791 230.264 124.199 611.087 1314.82 -2.909 0.832 31.943 -136.477 2342.13 464.404 -86.649 363.044 -33.062 -283.598 -312.857 151.453 8.266 232.222 110.313 992.272
