"NMR.exp" "Population" "X0.681361" "X0.701401" "X0.721441" "X0.741481" "X0.761521" "X0.781561" "X0.801601" "X0.821641" "X0.841681" "X0.861721" "X0.881761" "X0.901801" "X0.921841" "X0.941881" "X0.961921" "X0.981961" "X1.002" "X1.02204" "X1.04208" "X1.06212" "X1.08216" "X1.1022" "X1.12224" "X1.14228" "X1.16232" "X1.18236" "X1.2024" "X1.22244" "X1.24248" "X1.26252" "X1.28256" "X1.3026" "X1.32264" "X1.34268" "X1.36272" "X1.38276" "X1.4028" "X1.42284" "X1.44288" "X1.46292" "X1.48296" "X1.503" "X1.6032" "X1.62324" "X1.64328" "X1.66332" "X1.68336" "X1.7034" "X1.72344" "X1.74348" "X1.76352" "X1.78356" "X1.8036" "X1.82364" "X1.84368" "X1.86372" "X1.88376" "X1.9038" "X1.92384" "X1.94388" "X1.96392" "X1.98396" "X2.004" "X2.02404" "X2.04408" "X2.06412" "X2.08416" "X2.1042" "X2.12424" "X2.14428" "X2.16432" "X2.18436" "X2.2044" "X2.22444" "X2.24448" "X2.26452" "X2.28456" "X2.3046" "X2.32464" "X2.34468" "X2.36472" "X2.38476" "X2.4048" "X2.42484" "X2.44488" "X2.46492" "X2.48496" "X2.505" "X2.52504" "X2.54508" "X2.56512" "X2.58516" "X2.6052" "X2.62524" "X2.64528" "X2.66532" "X2.68536" "X2.7054" "X2.72544" "X2.74548" "X2.76552" "X2.78556" "X2.8056" "X2.82564" "X2.84568" "X2.86572" "X2.88576" "X2.9058" "X2.92584" "X2.94588" "X2.96592" "X2.98596" "X3.006" "X3.02604" "X3.04608" "X3.06612" "X3.08616" "X3.1062" "X3.12624" "X3.14628" "X3.16632" "X3.18636" "X3.2064" "X3.22644" "X3.24648" "X3.26652" "X3.28656" "X3.3066" "X3.32664" "X3.34668" "X3.36672" "X3.38676" "X3.4068" "X3.42684" "X3.44688" "X3.46692" "X3.48696" "X3.507" "X3.52704" "X3.54708" "X3.56712" "X3.58716" "X3.6072" "X3.62724" "X3.64728" "X3.66732" "X3.68736" "X3.7074" "X3.72744" "X3.74748" "X3.76752" "X3.78756" "X3.8076" "X3.82764" "X3.84768" "X3.86772" "X3.88776" "X3.9078" "X3.92784" "X3.94788" "X3.96792" "X3.98796" "X4.008" "X4.02804" "X4.04808" "X4.06812" "X4.08816" "X4.1082" "X4.12824" "X4.14828" "X4.16832" "X4.18836" "X4.2084" "X4.22844" "X4.24848" "X4.26852" "X4.28856" "X4.3086" "X4.32864" "X4.34868" "X4.36872" "X4.38876" "X4.4088" "X4.42884" "X4.44888" "X4.46892" "X4.48896" "X4.509" "X4.52904" "X4.54908" "X4.56912" "X4.58916" "X4.6092" "X4.62924" "X4.64928" "X4.66932" "X4.68936" "X4.7094" "X4.72944" "X4.74948" "X4.76952" "X4.78956" "X4.8096" "X4.82964" "X4.84968" "X4.86972" "X4.88976" "X4.9098" "X4.92984" "X4.94988" "X4.96992" "X4.98996" "X5.01" "X5.03004" "X5.05008" "X5.07012" "X5.09016" "X5.1102" "X5.13025" "X5.15029" "X5.17033" "X5.19037" "X5.21041" "X5.23045" "X5.25049" "X5.27053" "X5.29057" "X5.31061" "X5.33065" "X5.35069" "X5.37073" "X5.39077" "X5.41081" "X5.43085" "X5.45089" "X5.47093" "X5.49097" "X5.51101" "X5.53105" "X5.55109"
1201 "B" 110 7.432 7.028 7.9 46.395 180.036 410.941 624.28 3328.22 5828.94 514.454 197.549 153.593 338.207 253.977 376.961 114.095 125.049 247.502 255.268 146.776 180.029 222.81 128.204 197.687 307.54 1036.85 17242.6 13679.5 13965.2 12610.6 7333.81 3960.48 1276.33 390.922 289.642 277.866 275.018 234.547 242.43 322.826 259.177 1539.62 832.805 288.537 242.296 230.625 187.159 132.428 186.392 86.456 104.052 208.518 204.346 115.931 106.355 109.247 136.314 202.428 299.943 1061.15 4528.86 1149.91 2278.76 559.767 160.47 91.263 108.293 98.236 98.236 47.215 56.634 79.572 122.767 142.796 218.259 944.605 2923.09 849.854 790.224 96.383 -1.529 -5.349 -8.395 -4.988 120.946 31.827 12.973 11.138 9.923 9.88 12.674 12.537 11.507 13.521 16.422 24.016 35.968 50.173 194.941 930.15 274.895 440.207 144.436 112.149 26.727 4.113 6.495 3.15 0.492 0.345 -0.025 -0.018 0.048 0.265 0.119 0.097 -0.432 0.14 -0.11 1.765 16.399 154.342 0.892 0.591 7.642 13.327 6.251 12.15 157.893 16.498 1.642 1.896 2.073 3.454 0.286 5.017 21.683 45.647 7.251 -0.14 2.807 8.812 23.047 40.576 390.635 29.462 20.469 30.074 132.617 11.978 -0.874 30.741 10.072 -4.132 -6.892 -7.652 -6.6 -3.072 -6.243 -4.375 -1.377 -4.341 -5.122 26.308 21.312 16.045 6.162 345.778 1029.1 74.201 31.145 10.503 2.256 1.94 38.017 1077.5 226.571 25.983 10.049 9.361 2.942 3.413 0.726 0.112 0.306 -0.253 -0.267 -0.327 -0.284 0.291 5.084 14.684 5.983 3.065 3.42 1.986 3.998 1.275 0.229 0.066 -0.293 -0.085 0.434 0.274 0.307 -0.759 -0.475 0.843 0.062 -0.016 0.06 0.001 -0.106 0.891 5.346 9.955 10.653 5.232 4.437 5.94 11.936 7.119 15.987 300.748 398.086 32.833 279.296 1811.45 2503.64 1368.31 814.414 181.208 47.551 26.609 11.637 7.063 5.564 4.584 5.84
1221 "B" 109.399 9.896 10.672 13.199 44.153 155.027 391.753 614.158 2620.66 5302.58 510.566 182.699 142.688 200.707 199.152 339.054 110.553 126.638 249.364 259.485 155.295 176.652 223.663 123.474 184.051 286.431 836.529 12555.1 10516.9 10540.6 10422.9 6188.73 4068.38 1439.64 428.329 316.328 304.884 290.068 266.282 280.357 369.843 329.328 1284.82 991.132 291.738 252.011 250.654 212.466 121.685 167.138 73.532 85.412 175.021 165.754 91.589 82.039 87.527 108.359 174.699 267.699 737.368 3265.1 1104.66 2258 531.614 124.783 112.695 128.099 123.355 123.355 71.013 60.125 76.073 108.201 116.824 164.147 615.4 2079.46 772.966 1059.22 164.257 4.354 -2.381 -4.674 -2.764 110.91 33.615 13.429 12.64 10.814 9.558 12.726 12.3 12.344 13.843 16.215 23.95 38.196 50.889 182.487 942.364 257.926 342.275 187.433 150.941 19.892 5.128 3.686 3.346 0.936 0.011 0.306 0.276 -0.321 -0.325 0.187 0.648 -0.646 0.105 -0.603 1.829 15.155 143.057 1.261 4.006 12.515 13.667 5.496 6.041 63.797 9.707 -1.198 0.303 0.238 0.819 -1.138 2.219 19.327 39.664 5.332 -0.963 1.353 7.855 10.935 29.215 83.407 26.34 28.537 12.097 7.742 7.802 -2.68 7.516 7.571 -0.99 -4.533 -5.266 -3.849 3.135 -2.466 0.404 3.899 -0.683 -2.827 15.629 15.502 12.949 7.617 240.213 767.375 46.695 15.011 12.241 2.318 7.809 25.379 775.141 192.689 21.913 10.416 10.158 5.763 6.074 4.947 3.002 3.502 1.444 0.899 0.273 0.108 0.38 2.924 9.804 3.987 2.587 3.678 1.298 1.784 1.069 0.199 -0.213 0.024 0.102 0.402 -0.122 -0.141 -0.314 0.27 1.398 0.55 -0.274 -0.018 0.266 -0.161 0.43 3.181 7.512 13.075 7.195 6.473 6.443 11.099 5.341 12.787 218.739 305.608 36.072 236.129 1473.47 2011.73 1337.37 812.168 198.163 49.846 25.359 7.957 5.76 4.241 4.199 5.619
1251 "K" 119.315 12.358 13.859 13.754 65.423 214.801 472.75 664.778 1640.97 2253.12 450.077 180.406 109.986 139.807 201.325 406.806 108.428 143.724 279.057 280.757 149.557 170.028 223.205 113.86 138.279 214.348 533.148 7362.75 4813.48 3843.7 3865.96 2799.19 2263.03 830.141 314.775 258.732 272.822 309.711 310.59 345.557 475.62 449.647 680.684 783.082 186.585 139.707 143.027 145.278 58.229 97.375 18.312 32.727 137.107 119.359 34.588 23.296 24.869 30.599 63.271 111.638 236.829 993.649 395.864 964.422 273.858 80.063 40.3 90.352 89.515 89.515 20.944 25.915 45.067 78.344 59.373 64.899 190.677 259.589 355.491 974.629 123.584 -2.721 -0.834 -5.501 -4.953 92.123 20.404 5.306 3.252 2.083 1.731 3.654 3.098 2.718 4.591 5.238 10.508 18.581 24.884 75.415 387.395 116.327 193.344 116.782 87.968 19.207 3.137 0.57 0.276 -0.559 -0.054 -0.015 -0.293 -0.009 0.618 0.809 1.415 1.543 2.619 2.633 5.125 20.437 125.005 4.311 6.314 14.361 19.23 8.62 14.034 85.467 16.806 8.957 6.358 7.31 8.202 8.836 12.252 35.85 57.459 15.378 8.161 10.71 16.789 27.541 45.465 97.538 34.212 35.925 20.541 87.339 16.172 16.452 8.21 13.348 4.826 2.553 2.783 3.251 8.876 4.638 8.675 12.128 6.892 4.08 18.963 13.989 12.676 9.446 32.406 74.85 13.708 9.17 7.599 2.865 12.156 5.853 56.658 18.331 6.711 4.236 3.776 3.83 4.424 0.784 -0.271 -0.454 -0.469 0.788 0.21 0.031 0.591 2.185 5.263 1.944 1.927 3.386 0.365 2.018 0.64 -0.617 0.592 -0.303 0.214 0.149 -0.12 -0.151 0.395 0.509 1.096 0.153 0.225 0.07 0.231 0.441 0.093 1.102 2.394 7.939 3.71 1.724 2.066 2.029 -1.758 -0.827 15.774 19.943 6.701 71.487 500.25 788.114 605.275 403.156 127.484 35.584 17.449 7.266 4.204 3.767 3.08 3.765
1261 "O" 9.433 -4.24 -5.415 -8.244 9.014 67.407 172.937 218.171 1946.22 2617.58 291.801 133.533 107.554 149.922 113.088 156.247 54.189 67.322 110.039 98.531 57.966 64.614 72.837 32.41 55.358 93.762 394.801 7859.11 5492.5 5928.61 6073.4 4260.14 2889.71 1050.19 451.517 399.953 385.589 372.606 390.254 449.253 557.629 689.969 2153.37 942.571 238.127 172.354 152.139 99.476 61.688 88.724 8.314 13.851 52.697 37.628 14.266 13.728 17.506 29.036 64.09 108.137 486.934 1908.88 666.456 1489.47 232.816 67.343 50.15 96.107 57.671 57.671 16.005 14.491 25.956 38.884 43.516 70.571 300.567 634.008 1025.12 723.071 64.773 1.254 1.582 -7.795 0.221 102.3 13.189 2.6 1.055 0.517 0.578 2.857 1.691 0.569 0.941 1.937 8.746 14 18.317 146.228 609.965 127.074 224.677 114.065 76.077 6.717 3.309 0.159 -0.613 0.86 -0.817 9.07 -1.792 -1.878 -1.929 -1.858 -0.718 -1.304 -0.457 -0.269 4.133 21.525 126.27 0.683 -1.26 -0.416 2.526 -0.183 1.605 -0.209 -0.559 0.529 -0.442 -0.876 -1.231 -0.369 41.25 11.452 14.803 2.352 0.142 3.031 3.087 4.668 30.105 218.219 11.342 10.866 7.871 0.251 -2.11 -2.237 -1.908 0.474 -2.298 -3.287 -2.961 -2.401 -1.736 -3.124 -1.049 -0.03 -2.194 -2.06 13.815 4.698 2.839 1.258 81.387 165.274 6.22 1.273 0.135 -0.417 5.119 22.734 198.231 20.361 3.165 1.049 0.957 0.302 -0.283 -0.389 -0.558 -0.176 -0.275 0.615 0.969 1.625 2.79 5.656 9.89 11.717 22.479 51.037 97.234 114.796 186.5 141.486 76.815 56.158 36.215 23.048 14.84 9.252 5.568 3.811 3.073 1.871 1.047 -0.193 -0.885 -1.51 -0.308 1.762 1.438 4.935 0.543 -0.558 0.233 0.57 0.563 4.326 82.883 55.403 24.55 197.966 1039.08 1114.18 868.55 451.209 106.87 23.639 11.803 2.576 1.376 1.19 1.282 1.183
1271 "S" 123.471 5.562 4.656 4.557 36.202 159.242 495.175 725.63 3004.6 5422.57 625.289 252.35 193.676 225.106 243.479 442.718 163.011 175.956 343.301 340.381 204.335 238.131 283.707 161.978 224.928 361.7 1082.57 14517.9 11594.8 11606.6 10580.2 6331.22 3807.64 1431.45 518.217 421.398 422.649 448.932 440.107 513.798 725.102 900.661 1141.85 737.632 249.269 223.13 208.628 161.936 95.92 155.535 48.174 64.5 170.582 175.907 78.71 63.667 71.173 95.037 170.787 275.881 848.872 3597.43 1060.83 2091.95 449.925 94.938 89.534 94.968 85.339 85.339 57.023 47.834 68.024 105.127 121.509 184.085 702.393 2291.37 700.95 715.707 124.96 2.218 -7.254 -11.28 -9.69 123.359 28.138 5.88 5.506 3.718 2.682 5.044 4.759 5.267 5.84 8.032 16.9 30.603 41.747 173.868 873.624 223.059 288.355 154.963 117.725 16.066 3.089 1.413 0.385 -0.695 -0.647 -0.064 -0.192 0.06 0.355 -0.323 0.827 -0.717 0.712 -0.006 2.487 19.445 170.305 0.991 1.856 9.447 13.786 6.097 3.978 30.455 13.267 0.411 3.175 3.024 3.311 2.116 4.835 24.751 47.62 7.807 1.278 3.511 8.813 10.528 23.224 77.523 24.086 28.342 16.61 9.816 5.717 -0.213 3.875 6.294 0.608 -2.519 -2.711 -1.734 3.97 -0.868 3.472 6.232 0.014 -0.581 21.019 17.638 15.049 11.258 285.109 854.653 45.304 18.278 13.499 5.146 12.474 37.783 890.825 201.687 26.245 12.339 11.24 6.066 5.373 3.485 2.507 2.086 1.223 0.929 0.99 0.325 1.009 6.258 18.362 7.73 4.36 5.102 3.187 3.777 1.953 0.473 -0.031 -0.39 0.259 -0.101 -0.251 0.04 0.253 0.166 2.657 0.576 0.796 0.902 1.459 0.762 2.5 5.935 11.473 17.9 12.608 11.229 11.628 17.813 13.057 20.903 259.89 344.669 51.427 265.582 1556.8 2073.25 1250.27 714.242 168.054 48.063 26.989 12.481 9.506 8.972 8.804 11.598
1331 "O" 158.299 6.069 5.526 5.439 49.135 198.707 502.526 781.349 4340.76 8125.29 793.76 302.68 247.678 373.046 328.823 551.536 178.416 183.264 359.005 376.552 226.113 276.854 342.078 193.294 281.465 423.395 1399.08 23388.5 17676.2 17141.3 15885.7 9834.09 5924.4 1882.37 536.071 362.795 331.456 361.487 301.283 309.917 429.267 332.721 2205.52 1578 379.197 304.136 297.239 277.011 154.549 178.519 111.202 136.175 276.077 270.13 144.456 128.002 135.935 169.698 269.61 403.04 1264.54 5596.62 1588.43 3008.49 701.302 182.443 120.77 159.86 159.618 159.618 83.681 69.557 95.717 159.435 181.441 277.405 1044.4 3075.75 1215.47 1969.41 219.9 -17.522 -18.026 -20.585 -18.411 63.956 10.944 -1.537 0.753 -0.348 -0.671 2.857 3.149 3.404 5.841 9.674 20.275 35.304 50.163 224.149 1234.01 357.247 518.776 234.346 175.817 33.08 7.455 0.721 0.316 -0.703 0.636 5.892 -0.278 -0.027 -0.431 -0.652 1.87 0.546 0.648 1.077 4.811 12.423 102.481 4.427 7.836 12.849 17.854 9.12 16.734 170.312 16.644 8.144 12.656 12.31 10.584 7.05 30.806 38.621 72.508 19.179 8.289 17.795 26.677 40.291 56.74 376.256 48.392 53.246 67.524 146.461 22.166 8.781 28.058 22.93 7.725 0.548 0.546 2.334 18.036 4.206 5.009 8.545 5.147 3.606 35.32 39.232 33.313 19.435 393.896 1128.73 89.849 44.281 30.603 16.858 17.517 49.681 1140.05 271.42 39.094 16.824 14.204 8.171 11.359 10.402 4.235 5.99 7.317 5.744 3.766 2.272 2.501 8.862 22.251 9.404 3.717 3.008 2.608 5.241 2.049 -0.05 -0.025 0.073 -0.031 -0.149 -0.016 0.048 -0.097 0.211 3.42 1.214 0.966 -0.486 -0.01 -0.045 0.277 10.628 18.145 14.505 8.516 5.112 7.732 15.766 12.003 21.072 323.937 437.626 51.85 342.386 2233.69 3236.09 1840.68 1078.93 258.503 65.02 33.1 11.482 7.438 6.659 6.089 7.444
1351 "S" 46.92 2.366 3.385 3.585 15.296 92.799 235.407 369.1 811.577 1330.19 288.809 161.371 129.023 112.023 119.25 179.292 96.25 108.607 168.833 171.177 131.394 123.196 149.468 108.247 123.369 181.945 366.57 2795.95 2656.54 2200.12 2076.37 1502.29 1155.53 666.695 397.79 377.359 422.221 464.046 571.562 823.593 1601.89 7803.82 129.845 192.294 63.121 39.411 38.571 35.376 11.198 42.375 -9.937 -11.668 16.468 18.854 -6.751 -10.67 -8.988 -5.297 13.372 47.686 128.802 561.743 247.195 443.717 126.203 26.02 12.78 20.094 25.953 25.953 25.891 11.49 12.153 16.744 12.864 17.127 67.924 196.764 94.045 189.976 64.964 8.453 -1.091 -5.889 -8.886 53.621 12.791 -0.272 -2.401 -3.333 -3.815 -2.352 -2.409 -2.714 -3.855 -3.831 3.254 3.452 7.756 33.077 169.92 56.936 69.638 43.318 35.252 5.573 0.067 -0.788 -0.919 -1.386 -0.795 1.533 -0.679 -0.454 -0.612 -0.167 0.323 0.008 0.632 1.034 1.705 10.955 78.576 5.839 5.246 7.142 10.046 7.471 5.749 8.038 11.48 2.646 3.424 3.364 2.513 3.557 4.433 10.976 16.51 4.355 1.884 3.048 6.865 5.992 10.506 15.187 15.412 19.667 8.652 12.589 4.701 0.552 1.185 3.927 1.024 -0.469 -0.196 -0.079 1.326 -0.41 0.527 2.381 -0.387 -0.801 4.534 3.777 4.302 2.035 21.523 71.117 4.905 2.415 1.871 -0.477 8.718 1.559 69.296 23.169 4.988 3.443 2.777 2.742 2.269 1.292 0.838 0.061 -0.16 -0.262 -0.658 -0.329 0.192 0.834 3.648 0.874 1.792 2.964 1.438 1.752 0.537 -0.009 0.291 -0.127 -0.284 -0.042 -0.433 0.285 0.128 -0.279 0.496 0.153 0.044 0.074 -0.119 -0.097 0.605 1.495 1.483 6.258 3.273 0.369 -0.863 -0.119 -0.308 0.469 20.899 37.865 28.734 69.095 279.751 396.7 275.562 170.506 45.627 12.685 5.584 1.057 -0.283 -0.655 -0.261 1.042
1361 "O" 121.935 5.508 4.687 5.008 28.301 129.718 389.97 603.949 2767.14 4849.63 632.3 268.421 206.644 266.317 265.448 441.707 162.052 176.653 322.675 335.451 219.221 251.806 300.803 177.733 237.601 355.631 1001.49 13108.3 10683.3 10661.4 9482.89 5775.88 3322.33 1277.66 518.755 435.77 455.561 508.692 536.49 679.244 1060.78 1805.93 939.673 601.408 164.768 129.283 120.825 116.724 50.556 82.595 22.384 41.318 149.023 147.37 56.222 43.973 51.363 72.352 138.96 236.197 780.049 3386.7 919.093 1718.34 399.458 88.585 51.71 71.364 77.534 77.534 47.894 34.926 51.632 94.616 108.821 164.197 669.489 2136.37 561.87 657.051 141.606 1.03 -8.823 -11.308 -10.546 65.984 13.132 1.559 2.332 0.729 -0.234 2.028 1.788 2.219 2.614 4.224 11.47 19.98 28.82 130.488 701.777 202.709 294.484 130.221 95.322 13.464 3.406 2.136 1.642 0.61 0.319 -0.206 0.199 -0.024 0.566 -0.369 0.638 -0.741 0.199 -0.341 1.923 12.547 96.349 0.807 1.543 7.557 9.328 4.149 3.337 34.714 11.38 0.647 2.967 2.701 4.126 1.415 10.804 24.815 47.299 7.882 1.253 4.379 10.548 8.517 20.552 72.41 23.877 25.18 18.087 9.808 7.325 1.719 2.746 6.883 1.279 -2.385 -3.482 -2.277 4.924 -0.956 2.83 5.287 -0.585 -1.106 15.025 13.959 13.444 9.952 276.847 812.719 44.106 17.55 12.911 4.093 9.54 37.042 846.312 187.15 23.605 10.043 9.796 4.336 3.886 2.003 0.661 0.458 -0.586 -0.121 -0.473 -0.104 -0.158 4.856 15.505 6.604 3.311 2.511 2.389 3.896 1.76 0.419 -0.388 0.137 0.182 -0.09 -0.408 0.142 0.096 0.463 2.588 1.133 0.985 0.76 0.525 0.595 2.091 5.266 10.758 16.489 11.227 7.669 7.57 14.212 9.004 16.556 241.774 321.682 41.901 225.916 1372 1902.53 1048.98 594.922 139.333 36.603 17.209 4.888 2.738 2.53 1.852 4.963
1391 "S" 130.455 12.077 10.049 11.991 42.958 160.617 410.429 661.954 3233.62 6502.64 704.262 260.524 200.347 234.89 235.664 386.515 153.535 158.169 290.145 309.132 208.156 232.958 278.264 186.438 268.363 422.704 1180.36 14515.8 14031.5 14019.1 13076.3 8036.17 4617.53 1587.46 456.235 321.336 308.819 291.833 262.913 276.851 371.804 331.784 1515.31 967.141 313.249 244.096 230.274 180.692 122.843 173.08 79.73 90.641 177.692 181.65 103.58 93.309 104.649 137.071 213.856 327.924 1081.92 4670.63 1428.68 2486.04 571.145 106.319 78.432 87.172 81.823 81.823 61.893 51.724 71.975 107.891 127.356 199.616 784.096 2603.93 950.755 853.095 129.543 0.137 -13.07 -16.838 -14.613 93.785 21.658 1.159 1.095 0.195 0.337 3.608 3.843 4.003 6.667 9.222 19.599 38.086 51.983 202.008 1042.41 297.184 290.433 151.667 109.783 21.546 3.741 1.872 0.419 -0.639 -0.68 -0.679 0.045 0.553 0.395 0.659 1.295 1.147 2.236 1.667 4.692 20.317 151.441 10.025 11.707 19.889 28.203 15.135 20.013 122.13 23.2 4.886 7.5 7.954 8.535 5.908 13.488 28.059 50.909 13.364 4.937 4.225 11.024 17.218 34.747 47.563 37.527 35.037 22.486 13.96 14.297 3.44 18.567 11.463 2.248 -0.848 -2.551 -1.364 2.283 -0.095 1.4 3.364 2.289 1.318 30.516 28.353 21.064 17.122 325.591 1000.23 74.799 21.389 8.176 2.375 9.625 44.818 1015.01 261.381 24.519 9.332 8.871 3.108 3.936 2.153 1.027 0.3 -0.047 -0.893 -0.682 -0.101 0.173 3.408 12.544 5.928 2.992 3.352 2.769 2.761 1.786 0.268 0.927 2.939 1.085 -0.076 -0.329 0.409 -0.5 0.064 0.386 -0.091 -0.806 -0.797 -0.531 -1.092 0.162 3.979 8.732 12.71 8.342 5.384 8.491 15.564 13.414 22.943 290.06 419.193 68.133 317.41 1916.81 2687.01 1456.03 840.204 177.344 42.817 18.819 3.875 1.644 1.51 1.463 3.394
1411 "O" 12.34 -25.011 -28.998 -36.501 -30.873 34.663 191.367 288.046 1742.68 2322.7 494.226 273.466 199.667 201.034 172.003 230.463 102.579 112.566 167.5 151.633 94.376 82.901 81.443 6.941 -16.43 -11.591 352.824 6525.2 5439.58 5498.64 4989.82 3624.04 2436.46 1350.57 896.61 835.221 843.919 883.199 969.286 1153.5 1518.15 2169 2001.75 783.372 297.668 177.532 120.94 75.372 45.366 73.995 -8.272 -5.076 35.414 24.724 -4.603 -10.011 -11.425 -6.071 13.807 41.642 373.047 1521.5 528.995 963.706 246.029 90.061 55.081 69.632 51.759 51.759 56.189 38.1 48.13 40.959 40.937 53.17 283.264 760.632 490.923 302.182 84.005 36.486 23.949 15.187 21.22 106.171 36.371 20.62 16.775 13.69 10.767 11.192 9.515 8.311 6.224 5.91 10.902 12.177 12.83 92.208 375.03 118.486 161.777 85.563 59.031 17.703 14.999 8.103 6.737 10.021 5.528 9.954 2.761 1.858 0.689 0.421 -0.081 -0.381 -0.992 -1.763 -1.337 21.172 118.41 4.127 6.093 11.922 19.25 2.537 8.909 9.228 6.614 12.811 -0.132 -2.613 -4.01 -2.382 15.115 7.683 13.577 3.689 1.744 -1.649 8.451 1.95 32.789 99.427 20.706 15.476 53.423 137.028 -0.26 -5.235 -4.611 -4.288 -6.896 -8.56 -7.874 -6.791 -6.876 -8.606 -7.64 -6.804 -8.96 -8.726 -1.401 -3.261 -3.178 -5.47 105.627 237.115 9.473 -0.694 -2.493 -5.082 2.822 30.264 276.645 39.553 8.273 3.814 2.233 0.491 -0.314 -0.182 -0.371 -0.254 0.247 0.046 -0.133 -0.448 0.247 2.226 4.68 2.395 6.986 4.102 1.26 3.032 1.5 0.587 0.018 0.074 -0.624 -0.055 -0.162 0.353 -0.291 0.326 -0.04 -0.073 0.422 0.134 -0.539 -0.268 -0.139 1.547 1.949 5.472 2.363 2.911 2.664 3.563 0.437 3.587 107.284 74.912 22.372 162.056 797.116 847.108 570.094 303.098 73.915 18.879 8.913 1.604 0.183 -1.108 -0.8 0.918
1421 "S" 137.931 5.897 6.286 6.531 35.251 156.566 416.732 652.48 4189.55 8243.4 785.582 296.836 233.048 307.968 296.433 506.467 137.479 168.109 337.74 360.886 215.449 261.91 321.614 188.462 281.164 416.529 1327.28 22093.5 17237.5 16947.3 16042.8 10157.3 6542.18 1974.15 503.833 316.084 275.993 310.571 262.558 272.53 378.425 273.031 2243.74 1905.97 364.916 277.558 283.327 273.369 134.326 137.6 104.656 128.479 256.556 236.946 132.389 122.228 131.158 166.635 279.411 426.633 1239.94 5577.9 1690.63 3264.61 674.887 167.708 138.281 154.228 157.909 157.909 80.197 58.888 81.175 152.423 163.127 238.119 947.589 2880.7 1168.89 2617.62 264.528 -32.413 -27.264 -27.201 -26.171 15.372 -8.255 -11.337 -7.713 -6.367 -5.365 -2.741 -1.778 -0.262 2.216 6.06 14.73 30.614 45.496 234.468 1358.69 360.367 464.341 244.547 184.733 21.469 10.471 2.779 0 -1.08 -1.173 0.087 0.475 -0.208 -0.063 0.308 0.176 0.216 1.209 1.409 3.196 8.923 48.967 3.796 6.737 13.204 13.497 6.476 19.138 199.134 14.315 9.493 11.486 13.586 15.456 8.862 20.742 39.437 73.044 20.177 10.08 13.237 20.539 24.489 50.756 100.369 88.661 69.669 28.889 37.878 91.328 39.12 17.003 56.06 8.416 3.86 2.792 3.812 14.745 6.248 10.943 15.504 9.976 6.528 36.618 29.628 18.159 19.544 373.934 1109.61 57.242 21.788 23.117 8.898 13.589 59.749 1138.08 247.136 31.032 17.391 15.049 8.973 10.416 5.88 4.466 4.476 6.154 8.8 8.119 5.155 4.566 8.438 14.673 7.091 4.201 4.142 1.867 2.65 1.256 0.795 1.309 0.533 -0.487 0.243 -0.079 0.01 -0.267 0.112 2.28 0.481 0.14 -0.619 0.19 0.234 1.077 3.794 9.754 18.126 9.505 6.136 8.389 13.729 9.884 21.251 326.785 424.275 49.017 346.699 2300.79 3270.74 1933.53 1123.64 259.007 66.284 32.303 10.295 6.9 5.998 6.082 7.099
1431 "O" 60.527 3.694 0.968 -0.539 6.56 68.099 226.472 360.091 935.941 1367.21 319.631 173.954 129.254 109.11 127.094 206.761 108.433 110.679 185.273 187.452 132.084 131.445 155.869 91.175 106.284 148.529 367.43 4646.08 3126.95 2377.3 2024.78 1465.12 1051.93 633.767 406.466 392.813 437.443 485.514 587.067 817.445 1490.65 5710.03 124.07 133.229 49.604 33.37 32.906 29.434 9.552 38.611 -8.492 -5.751 32.583 39.2 2.08 -5.751 -4.399 -1.375 17.536 52.659 143.587 543.651 218.631 365.576 102.801 21.063 10.288 19.5 20.938 20.938 25.255 13.114 16.766 22.645 23.397 39.58 98.362 199.269 87.573 130.643 48.473 10.285 1.667 -2.087 -3.855 53.536 14.058 3.081 1.255 0 -0.592 0.336 0.012 -0.66 -2.108 -0.539 2.414 4.185 9.775 33.389 140.003 47.796 60.938 39.121 29.211 6.223 2.398 0.89 0.606 0.458 -0.248 -0.014 -0.03 0.023 0.186 0.266 -0.038 -0.371 -0.053 -0.246 0.263 7.387 69.553 2.838 1.85 4.408 6.758 4.178 2.143 6.958 10.708 -0.155 -0.734 -0.938 -0.842 -1.665 0.252 7.044 14.705 0.98 -2.215 -0.681 3.398 -0.082 3.721 16.676 6.131 11.686 2.393 0.033 -2.891 -3.853 -3.2 -2.738 -3.597 -5.033 -5.911 -5.569 -1.737 -4.544 -4.184 -3.558 -4.577 -5.166 14.635 6.758 0.955 -2.413 18.835 63.656 3.022 0.55 1.032 -2.715 4.86 -0.823 59.343 18.185 2.395 0.572 0.524 -0.14 0.252 -0.148 -0.383 0.086 0.009 -0.069 0.399 0.584 1.115 2.386 7.411 3.017 2.229 3.084 1.035 1.321 0.872 0.132 -0.187 0.066 0.127 -0.66 0.276 0.247 -0.161 0.064 -0.001 0.108 0.349 -0.114 0.147 -0.562 0.058 1.112 1.543 5.497 3.052 1.854 0.526 1.575 0.403 1.94 21.478 37.386 31.104 71.295 258.429 363.993 240.861 136.938 38.076 10.862 5.041 1.416 0.791 0.049 0.431 2.144
