"NMR.exp" "Population" "X0.681361" "X0.701401" "X0.721441" "X0.741481" "X0.761521" "X0.781561" "X0.801601" "X0.821641" "X0.841681" "X0.861721" "X0.881761" "X0.901801" "X0.921841" "X0.941881" "X0.961921" "X0.981961" "X1.002" "X1.02204" "X1.04208" "X1.06212" "X1.08216" "X1.1022" "X1.12224" "X1.14228" "X1.16232" "X1.18236" "X1.2024" "X1.22244" "X1.24248" "X1.26252" "X1.28256" "X1.3026" "X1.32264" "X1.34268" "X1.36272" "X1.38276" "X1.4028" "X1.42284" "X1.44288" "X1.46292" "X1.48296" "X1.503" "X1.6032" "X1.62324" "X1.64328" "X1.66332" "X1.68336" "X1.7034" "X1.72344" "X1.74348" "X1.76352" "X1.78356" "X1.8036" "X1.82364" "X1.84368" "X1.86372" "X1.88376" "X1.9038" "X1.92384" "X1.94388" "X1.96392" "X1.98396" "X2.004" "X2.02404" "X2.04408" "X2.06412" "X2.08416" "X2.1042" "X2.12424" "X2.14428" "X2.16432" "X2.18436" "X2.2044" "X2.22444" "X2.24448" "X2.26452" "X2.28456" "X2.3046" "X2.32464" "X2.34468" "X2.36472" "X2.38476" "X2.4048" "X2.42484" "X2.44488" "X2.46492" "X2.48496" "X2.505" "X2.52504" "X2.54508" "X2.56512" "X2.58516" "X2.6052" "X2.62524" "X2.64528" "X2.66532" "X2.68536" "X2.7054" "X2.72544" "X2.74548" "X2.76552" "X2.78556" "X2.8056" "X2.82564" "X2.84568" "X2.86572" "X2.88576" "X2.9058" "X2.92584" "X2.94588" "X2.96592" "X2.98596" "X3.006" "X3.02604" "X3.04608" "X3.06612" "X3.08616" "X3.1062" "X3.12624" "X3.14628" "X3.16632" "X3.18636" "X3.2064" "X3.22644" "X3.24648" "X3.26652" "X3.28656" "X3.3066" "X3.32664" "X3.34668" "X3.36672" "X3.38676" "X3.4068" "X3.42684" "X3.44688" "X3.46692" "X3.48696" "X3.507" "X3.52704" "X3.54708" "X3.56712" "X3.58716" "X3.6072" "X3.62724" "X3.64728" "X3.66732" "X3.68736" "X3.7074" "X3.72744" "X3.74748" "X3.76752" "X3.78756" "X3.8076" "X3.82764" "X3.84768" "X3.86772" "X3.88776" "X3.9078" "X3.92784" "X3.94788" "X3.96792" "X3.98796" "X4.008" "X4.02804" "X4.04808" "X4.06812" "X4.08816" "X4.1082" "X4.12824" "X4.14828" "X4.16832" "X4.18836" "X4.2084" "X4.22844" "X4.24848" "X4.26852" "X4.28856" "X4.3086" "X4.32864" "X4.34868" "X4.36872" "X4.38876" "X4.4088" "X4.42884" "X4.44888" "X4.46892" "X4.48896" "X4.509" "X4.52904" "X4.54908" "X4.56912" "X4.58916" "X4.6092" "X4.62924" "X4.64928" "X4.66932" "X4.68936" "X4.7094" "X4.72944" "X4.74948" "X4.76952" "X4.78956" "X4.8096" "X4.82964" "X4.84968" "X4.86972" "X4.88976" "X4.9098" "X4.92984" "X4.94988" "X4.96992" "X4.98996" "X5.01" "X5.03004" "X5.05008" "X5.07012" "X5.09016" "X5.1102" "X5.13025" "X5.15029" "X5.17033" "X5.19037" "X5.21041" "X5.23045" "X5.25049" "X5.27053" "X5.29057" "X5.31061" "X5.33065" "X5.35069" "X5.37073" "X5.39077" "X5.41081" "X5.43085" "X5.45089" "X5.47093" "X5.49097" "X5.51101" "X5.53105" "X5.55109"
701 "S" 143.553 69.747 77.475 83.223 284.097 704.137 1129.56 1370.46 4514.78 6143.85 1330.79 745.251 555.74 546.933 582.953 753.944 445.576 464.516 576.015 550.722 414.295 426.356 491.128 421.257 530.379 786.063 1790.18 16023.2 14551.9 14889.2 14503 10558.1 7469.78 3966.2 2430.02 1997.63 1748.8 1473.77 1305.15 1216.8 1243.87 1211.26 2408.31 1816.42 905.368 805.954 668.346 478.555 405.569 524.494 196.158 166.755 243.956 207.973 120.287 98.027 89.746 109.185 182.507 307.77 1064.08 4171.23 1632.6 2923.86 891.398 387.573 286.078 283.593 233.441 233.441 151.967 160.662 196.012 170.847 157.375 216.143 731.984 1896.93 1295.34 1465.99 282.516 96.395 47.069 5.456 4.081 361.114 106.134 36.657 -1.084 -20.407 -24.313 -33.491 -36.968 -43.268 -45.008 -41.949 -24.134 -3.095 16.031 244.337 1078.69 290.064 324.093 171.78 115.648 5.239 -11.043 -24.242 -29.544 -30.496 -34.827 -20.172 -40.97 -45.719 -47.802 -46.611 -47.674 -47.794 -45.219 -45.352 -36.91 29.402 417.702 -2.565 -22.792 -13.089 16.82 -13.881 3.498 9.652 -5.885 -25.562 -26.323 -26.516 -28.059 -25.012 -0.114 3.94 22.468 -13.246 -19.436 -14.61 -11.437 -4.468 44.868 367.296 44.303 35.793 31.067 19.642 -5.124 -9.655 -8.375 -6.094 -11.282 -15.861 -16.296 -14.439 -10.499 -15.419 -11.879 -7.629 -11.063 -10.769 27.082 20.251 19.446 12.748 226.911 588.596 91.517 53.491 31.48 23.778 23.621 53.117 626.203 177.006 65.696 42.926 34.018 22.91 19.513 15.295 9.713 4.994 3.642 3.35 0.002 0.56 -0.616 2.259 8.563 3.276 6.512 6.432 2.802 6.398 3.207 -0.345 -0.495 0.35 0.741 0.142 -0.052 -0.096 -0.943 -0.469 1.379 -0.241 -1.207 -2.094 -1.671 -3.041 -0.647 7.401 9.504 13.583 4.952 2.352 3.166 6.816 4.285 13.758 206.911 230.417 73.699 352.037 1946.1 2648.66 1868.42 1243.2 523.788 319.412 240.896 157.885 130.791 111.559 92.917 80.318
711 "S" 145.41 17.029 17.465 20.048 81.89 267.515 552.445 868.449 4867.1 8122.63 626.979 178.781 146.127 234.542 257.725 523.737 107.225 132.533 305 329.373 169.332 213.349 269.476 114.154 188.295 306.31 1211.4 22976.6 17793.9 18813 17312.1 10179.5 6188.37 1982.8 550.737 382.834 358.293 359.905 305.494 320.52 448.307 342.159 2287.37 1432.63 390.485 351.382 334.098 256.982 155.775 216.254 92.051 118.954 272.399 254.584 128.11 115.135 123.009 158.567 269.105 412.23 1374.48 5835.98 1708.82 3530.15 721.154 205.495 174.545 175.018 152.97 152.97 60.182 74.477 106.632 168.959 182.762 274.603 1235.07 3822.52 1248.94 1823.84 153.378 -27.799 -21.043 -23.206 -20.3 138.688 20.915 1.153 1.597 1.811 3.328 6.789 7.934 7.617 10.45 15.42 27.292 47.544 69.356 334.332 1475.22 317.201 461.033 230.172 166.493 3.443 -0.645 -5.123 -6.608 -6.812 -5.747 1.761 -5.572 -4.612 -3.903 -3.737 -2.97 -2.544 -0.901 -0.388 2.424 19.344 191.474 -0.317 0.846 9.157 19.188 7.608 81.085 154.455 23.869 11.094 12.455 16.368 15.466 9.99 27.582 45.462 80.451 20.218 11.018 15.896 21.295 24.56 80.758 558.143 64.079 45.673 62.568 316.723 68.815 6.75 15.324 39.798 7.658 2.065 0.785 4.14 9.366 3.875 10.585 16.388 7.334 7.339 54.478 33.463 21.688 19.602 469.22 1330.37 64.381 26.616 26.636 10.036 8.738 66.432 1400.12 281.067 37.109 19.603 19.1 14.26 20.942 9.84 4.45 3.743 3.123 4.469 5.468 3.789 3.744 9.251 19.152 8.14 4.487 4.635 3.069 5.379 1.701 0.19 2.081 0.576 0.104 0.038 0.063 -0.065 -0.084 0.174 2.543 0.902 0.703 0.393 1.127 0.472 2.214 7.192 13.505 20.494 11.83 8.28 12.274 16.827 13.529 29.477 420.029 497.956 45.763 409.918 2590.99 3336.01 2085.59 1160.46 260.028 67.299 35.779 12.62 8.998 8.174 7.619 9.82
731 "S" 131.493 9.902 9.544 10.229 60.341 218.26 484.946 752.515 3437.14 6080.18 643.497 220.294 162.174 218.781 248.351 452.364 128.811 144.394 284.144 304.099 170.704 201.862 250.877 121.792 182.49 295.095 961.42 15497.8 12831.3 13777.6 12740.9 7239.96 4299.53 1581.3 515.289 400.037 398.885 358.433 325.581 346.262 460.881 398.934 1489.73 894.219 351.885 322.534 295.257 223.157 142.195 209.733 81.209 98.741 212.425 203.988 105.79 91.096 97.974 123.712 211.494 331.6 988.777 4091.33 1279.72 2562.95 551.654 146.361 142.743 137.109 122.176 122.176 53.275 67.63 99.714 136.872 148.125 215.088 908.019 3092.24 914.721 919.645 136.434 1.887 -2.566 -7.807 -4.133 154.118 39.209 12.169 10.711 8.23 7.674 12.168 11.371 10.256 11.765 15.087 23.894 38.42 53.524 231.684 1057.98 259.737 349.096 193.253 142.314 21.102 2.839 0.956 0.036 -1.199 -1.811 -1.849 -1.138 -0.657 -0.526 -0.247 0.523 -0.484 1.062 0.759 3.571 26.334 200.617 2.897 3.006 11.767 21.249 10.267 22.349 73.542 21.529 4.712 6.158 6.194 6.41 3.04 5.895 29.357 56.145 11.628 2.951 8.195 15.98 18.894 27.527 120.074 24.502 35.406 31.896 11.436 4.025 2.792 3.81 7.623 2.163 -1.556 -2.449 -0.095 9.651 1.213 6.859 12.29 2.656 0.309 21.768 25.129 26.246 16.611 405.466 1150.81 78.482 38.505 21.69 9.761 12.901 56.329 1172.73 276.015 36.927 17.968 19.217 12.805 15.732 10.732 5.102 4.378 2.608 1.665 1.12 0.956 0.741 5.466 13.914 6.459 4.054 4.394 1.327 2.853 1.384 -0.048 -0.157 -0.024 0.289 -0.116 -0.05 0.005 0.204 0.085 2.433 0.578 -0.189 0.097 0.527 -0.174 1.942 8.494 13.318 17.411 12.378 9.908 13.607 17.784 10.275 21.073 344.135 432.629 35.345 300.849 1848.03 2377.37 1530.6 881.527 212.569 58.231 30.961 11.545 7.488 6.26 6.566 9.097
741 "B" 86.536 5.996 5.475 6.597 32.383 137.952 367.816 522.139 2344.44 4123.42 394.463 171.779 134.041 340.83 221.611 276.839 101.332 113.803 221.57 208.745 125.468 142.948 177.426 111.856 166.241 275.761 854.749 11599.4 9613.92 9664.18 8898.15 5145.91 2932.49 1023.51 342.228 276.313 288.871 256.072 238.075 255.377 340.271 341.802 979.049 601.999 222.75 190.746 166.798 119.341 91.913 149.544 48.858 57.456 128.619 131.349 69.181 62.911 66.996 86.782 136.881 217.64 729.64 3071.32 832.719 1648.32 465.69 148.655 70.217 65.267 55.88 55.88 31.106 43.561 63.615 83.89 96.366 142.67 616.78 2034.72 554.981 539.756 73.868 3.185 -3.358 -7.015 -5.04 121.355 29.626 9.956 8.145 6.717 6.347 9.761 8.914 8.085 8.985 10.602 17.819 28.401 40.684 143.214 650.006 233.696 391.253 99.285 72.221 14.688 2.747 3.02 1.487 -0.158 0.153 0.501 -0.228 -0.325 0.236 -0.186 0.003 -0.091 0.612 0.417 2.12 17.401 158.513 1.397 1.03 7.026 13.217 7.279 4.114 47.593 16.416 0.582 4.105 3.148 3.98 1.219 3.825 16.615 35.36 6.272 0.323 3.696 7.752 11.914 21.979 200.992 23.429 21.688 25.066 50.265 10.724 0.38 7.155 7.647 -0.485 -3.102 -3.393 -2.181 1.065 -2.443 -0.412 0.835 -0.114 -1.808 10.455 11.908 11.798 5.815 237.135 730.885 41.582 17.238 9.157 5.455 7.833 25.419 757.664 173.707 24.02 10.043 9.09 4.177 3.771 2.561 0.57 0.037 -0.003 -0.298 -0.134 0.056 0.188 3.167 10.467 4.001 2.642 3.083 1.281 3.102 1.013 0.159 0.261 -0.4 -0.032 -0.002 -0.272 0.207 -0.002 0.176 0.754 0.401 0.023 0.004 0.133 -0.226 0.62 5.499 8.391 8.363 4.329 4.032 4.083 9.943 5.512 11.749 212.178 291.96 41.892 235.432 1272.82 1773.22 1003.05 617.168 133.5 34.877 19.761 8.482 4.97 3.752 3.368 4.848
751 "O" 115.377 8.108 9.623 10.798 61.925 220.635 488.964 752.083 3393.4 6195.9 562.429 180.679 151.009 218.556 228.784 420.264 120.526 131.553 269.132 284.974 155.996 196.428 247.548 124.019 192.441 313.287 982.824 15546 12696.2 13016 12605.9 7548.22 4867.25 1633.11 454.153 337.644 351.454 317.36 275.659 292.078 393.191 326.829 1626.21 1194.16 342.652 293.717 276.194 222.946 134.724 203.447 74.404 91.977 207.833 199.916 103.331 91.828 97.849 122.905 202.142 316.032 967.132 4117.11 1307.04 2690.45 582.706 132.445 109.246 134.637 124.886 124.886 43.275 59.399 89.38 122.694 136.383 202.018 766.074 2528.48 891.916 1391.39 183.091 -8.304 -12.984 -16.147 -13.053 149.379 34.872 8.549 7.195 6.09 5.943 10.701 10.01 9.99 10.752 14.39 20.76 36.124 53.332 229.166 1119.65 281.923 370.241 190.029 138.957 12.512 3.281 0.562 0.291 -0.259 -0.381 -0.099 0.054 -0.098 0.344 0.189 1.041 0.873 2.167 1.705 4.29 21.285 202.008 4.953 2.584 9.857 19.122 10.361 19.136 72.984 20.564 4.136 6.01 6.199 5.616 2.014 7.159 25.384 51.679 11.538 3.635 9.891 17.123 13.736 27.287 211.411 21.3 29.506 30.349 12.704 8.533 6.289 4.786 11.13 3.919 -0.069 -0.382 1.241 13.731 2.999 5.524 8.77 3.305 0.849 17.607 20.901 15.719 9.395 296.393 905.909 57.104 24.321 22.5 7.748 10.278 32.701 924.18 217.411 30.458 15.353 14.069 9.581 12.122 9.753 3.159 2.715 2.419 2.151 1.534 1.642 1.833 6.594 16.479 7.201 4.294 4.581 2.212 3.658 2.053 -0.08 0.17 -0.184 0.081 -0.002 0.134 -0.092 -0.104 0.156 2.113 -0.026 -0.047 -0.884 -0.184 -1.031 0.731 5.755 9.27 14.353 8.416 6.003 7.688 11.698 5.298 12.46 263.248 348.763 38.071 289.693 1832.11 2469.82 1599.93 934.642 224.911 65.899 36.829 16.21 12.209 10.329 9.216 12.108
781 "O" 118.207 8.026 7.82 9.134 50.169 191.8 428.186 665.472 4606.45 8481.21 653.931 226.728 195.212 378.327 287.145 441.425 117.471 130.615 271.678 290.66 161.719 207.708 257.693 140.46 231.822 356.875 1320.02 22965 18754.4 19077.1 17819.9 10840.8 6243.24 1929.16 526.599 355.077 331.711 319.856 270.471 282.118 387.833 317.387 2674.2 1370.45 385.098 335.733 329.947 265.193 146.334 193.396 91.145 110.316 241.008 220.285 120.892 115.016 123.435 160.087 257.115 399.179 1448.28 6325.46 1737.04 3406.72 754.614 183.953 123.272 165.06 136.939 136.939 39.678 54.119 84.411 136.52 162.527 265.393 1176.35 3610.47 1532.47 1704.9 126.923 -37.017 -37.708 -42.161 -38.038 89.358 5.985 -15.008 -15.994 -16.216 -14.645 -11.432 -11.056 -10.852 -8.228 -3.85 5.734 23.213 41.972 264.134 1394.66 371.008 581.202 231.802 169.811 1.6 2.969 -15.805 -17.337 -17.92 -17.302 -15.471 -16.469 -16.292 -15.933 -16.604 -14.159 -14.474 -14.453 -14.766 -11.99 -0.501 137.568 -8.919 -10.298 -4.187 4.591 3.857 160.191 175.869 17.77 7.541 4.029 4.712 1.424 -4.45 -2.578 20.51 54.066 9.403 -0.684 7.034 14.552 13.091 73.617 585.108 25.1 22.796 78.14 444.111 9.83 39.946 1.848 5.78 -4.364 -8.326 -8.729 -5.511 3.959 -2.008 3.727 3.601 -4.132 4.443 22.982 18.467 17.31 10.215 433.157 1298.93 67.982 31.357 19.656 9.653 11.714 50.911 1307.58 285.18 35.201 14.494 15.662 14.648 22.159 5.229 0.323 -0.131 -0.28 0.263 1.185 1.696 3.347 6.511 15.929 6.365 3.022 3.049 1.574 4.762 1.557 0.161 0.067 0.065 -0.261 -0.17 0.16 -0.025 0.415 0.391 2.783 0.813 0.347 -0.129 0.377 -0.188 1.272 9.127 15.984 16.973 9.533 6.804 12.761 16.432 12.167 26.569 377.409 485.211 49.269 401.968 2597.26 3592.33 2085.52 1213.03 287.626 74.191 41.726 17.733 13.013 11.149 10.186 13.513
801 "B" 109.105 6.27 5.456 5.993 38.755 157.67 359.196 570.727 3331.53 6248.31 555.748 199.996 144.679 242.923 217.76 356.728 100.003 111.483 226.994 239.723 135.043 163.843 206.085 106.808 173.078 263.18 932.503 16500 13791.2 14306 13040.7 7736.24 4427.04 1507.24 480.447 353.252 345.918 304.025 273.77 283.857 376.439 329.683 1550.06 1070.5 320.861 270.739 250.579 200.276 124.656 182.447 72.414 86.687 181.585 175.455 96.056 86.811 94.653 122.887 195.22 299.199 1042 4506.7 1266.42 2356.83 536.805 142.563 100.824 110.664 108.221 108.221 45.761 60.587 84.347 120.657 135.694 203.263 895.873 3047.79 842.693 1254.15 154.086 -17.328 -17.839 -18.865 -14.783 118.698 23.554 2.65 4.461 1.636 -0.343 4.451 4.325 3.385 5.708 8.721 15.905 27.917 41.458 196.266 969.603 259.447 356.825 160.176 118.394 15.032 2.707 0.528 0.499 -0.693 -0.184 -0.522 -0.183 0.116 1.346 1.55 2.364 2.38 2.986 2.511 5.048 22.206 171.734 5.491 4.485 13.085 19.724 10.929 18.065 101.261 20.114 6.712 9.496 9.441 8.771 4.573 5.946 26.174 52.412 13.442 4.57 10.73 20.188 19.4 29.282 122.777 30.79 38.265 40.071 13.874 11.943 5.126 4.375 12.789 3.588 -1.194 -1.621 -0.075 14.883 2.414 3.982 7.794 3.503 1.597 23.896 28.687 23.753 18.126 401.99 1136.07 66.506 30.496 23.919 8.792 10.506 59.644 1160.55 261.21 34.219 12.762 15.515 7.69 13.9 9.536 0.476 0.017 -0.01 -0.054 -0.18 -0.4 -0.376 3.609 10.571 4.592 2.993 3.652 1.525 4.343 1.28 0.113 0.048 -0.138 -0.085 -0.025 -0.025 0.046 0.001 -0.266 1.613 -0.143 -0.284 -0.64 0.31 0.141 1.62 8.625 13.535 13.272 10.285 12.038 15.587 22.519 15.185 27.499 352.838 428.623 40.367 300.789 1873.86 2522.5 1416.74 800.428 177.374 44.028 20.816 6.278 3.153 0.86 2.258 6.794
811 "O" 54.137 0.291 -1.052 -3.115 15.656 99.468 222.946 326.114 871.588 1483.76 272.877 135.819 96.315 95.517 110.889 193.927 76.905 84.478 142.138 144.204 92.133 89.951 111.671 56.689 67.666 100.037 247.602 3769.74 3248.71 3083.01 2802.88 1879.71 1203.31 627.362 366.106 351.926 399.479 410.047 490.295 668.138 1186.84 4149.39 206.8 192.593 69.804 51.963 47.584 35.037 10.241 55.34 -11.866 -9.191 31.423 31.058 -2.595 -7.475 -6.115 -2.187 15.528 44.018 174.962 877.722 262.706 481.591 126.294 32.31 18.33 24.435 22.192 22.192 2.833 9.903 22.262 27.622 22.032 27.262 154.611 542.425 155.589 209.208 55.393 4.808 -1.796 -5.688 -6.656 78.276 18.596 3.097 0.822 -0.69 -0.989 0.632 -0.325 -1.103 -1.74 -1.133 0.632 3.072 5.997 33.069 194.347 54.43 73.122 40.639 33.957 4.747 1.122 0.132 0.313 -0.309 -0.056 -0.033 -0.031 -0.106 0.227 0.217 -0.082 -0.295 0.291 -0.225 0.222 11.119 102.04 2.902 1.1 4.237 9.252 6.086 2.931 25.765 15.196 0.302 0.613 0.86 0.549 -0.615 0.097 9.391 20.024 3.495 0.134 0.984 3.94 3.171 4.513 28.033 6.162 12.273 5.545 2.94 0.735 -0.533 0.932 2.044 -0.123 -2.109 -2.218 -1.779 1.277 -1.23 -0.2 1.03 0.316 -1.728 3.178 3.971 3.492 0.504 63.302 202.683 15.084 6.359 4.131 0.173 6.224 5.004 202.946 52.984 9.283 4.793 4.146 2.752 3.215 1.83 0.318 0.143 0.174 -0.309 -0.311 -0.181 -0.151 1.307 3.348 1.303 1.782 3.094 0.549 2.286 0.468 0.008 -0.091 -0.047 0.126 -0.178 0.309 -0.205 -0.072 -0.205 0.539 -0.299 0.108 -0.165 0.135 -0.076 0.629 2.062 1.992 4.812 3.641 3.382 2.833 4.676 1.557 1.926 56.594 79.429 11.426 57.66 363.742 524.376 298.663 177.474 46.681 14.195 7.521 2.789 1.95 1.125 0.433 2.814
831 "B" 105.372 6.173 5.422 6.033 29.923 125.961 295.545 471.067 2862.74 5606.54 566.607 211.448 163.121 207.858 211.77 379.818 101.392 115.702 232.557 256.494 147.178 180.347 225.38 115.959 169.497 247.99 818.307 14317.7 11509.2 11501.2 11181.4 6983.85 4486.18 1423.65 392.432 268.91 259.117 254.401 218.5 226.146 315.975 239.08 1647.66 1263.36 312.283 256.823 247.483 209.593 129.668 175.206 83.702 99.012 197.414 184.464 101.34 93.987 98.942 121.979 188.748 286.887 868.128 3800.34 1160.84 2318.08 484.655 120.831 101.887 119.775 111.587 111.587 44.489 54.346 77.16 117 124.407 183.326 681.887 1998.23 926.923 1594.39 138.505 -14.439 -10.902 -14.316 -10.769 99.016 18.291 2.301 1.916 2.697 2.408 5.943 5.58 4.951 6.544 9.532 19.51 30.365 38.452 176.504 970.68 246.686 316.164 161.212 117.813 19.469 9.572 0.249 -0.444 -1.101 -0.545 1.037 -0.434 -0.417 -0.264 -0.218 0.832 1.777 1.91 1.418 4.074 16.136 141.351 4.011 4.374 10.547 15.45 8.626 40.826 196.776 21.276 10.499 8.745 9.887 8.273 7.34 18.492 32.962 54.828 16.433 8.239 13.848 22.28 25.963 48.028 231.263 48.876 43.626 71.443 233.044 24.55 27.102 9.078 27.558 7.966 2.058 2.281 4.798 15.604 6.075 9.876 13.159 7.219 6.856 33.127 25.028 25.405 20.282 259.508 734.584 43.103 22.872 23.792 14.583 17.234 37.922 733.784 166.04 23.445 10.326 10.822 9.762 20.675 12.556 2.39 2.118 2.246 3.4 2.804 2.128 1.728 5.295 12.117 5.014 3.368 3.725 1.653 3.458 1.821 -0.258 0.17 0.075 -0.031 -0.135 0.202 -0.043 -0.066 -0.006 3.612 0.953 0.63 0.747 1.832 1.413 2.393 10.172 16.149 15.167 8.778 6.754 11.717 14.026 12.916 24.189 228.566 280.255 42.745 264.747 1629.06 2217.32 1331.42 747.419 155.871 31.411 13.689 2.077 0.485 0.128 0.865 3.406
841 "S" 95.068 4.382 3.764 3.667 37.731 160.48 354.372 548.864 3441.1 6566.71 611.28 234.265 191.875 257.478 236.427 399.497 127.09 131.249 249.64 272.013 167.93 208.027 243.38 141.105 213.218 330.676 1077.05 15908.2 13810 15125.7 13627.7 7783.35 4311.45 1433.12 402.154 283.82 280.312 263.942 220.85 234.213 322.544 269.248 1560.4 789.853 293.456 275.568 261.413 202.475 130.092 184.269 82.613 98.951 197.706 196.729 109.566 99.015 107.23 138.771 222.91 344.214 1165.62 4868.21 1312.72 2666.95 512.135 119.851 122.626 122.862 101.525 101.525 37.212 52.449 79.539 119.527 144.96 232.014 1020.27 3258.11 930.678 791.953 96.398 -12.005 -16.785 -20.363 -16.165 112.095 18.109 0.354 -0.62 -0.834 -0.363 3.531 3.495 2.996 4.398 7.469 14.714 28.663 42.448 222.943 1122.19 266.197 373.823 191.751 145.85 23.194 3.733 0.88 0.138 -1.058 -1.411 -0.916 -1.554 -0.216 -0.35 -0.489 0.37 0.186 0.891 0.937 3.021 18.741 158.977 3.733 3.425 10.27 18.789 14.405 67.169 112.703 22.397 12.674 11.248 10.96 10.186 5.514 6.952 25.894 50.59 14.717 7.76 9.905 15.359 27.836 39.712 278.588 27.979 29.917 40.616 114.01 15.445 19.22 9.693 13.859 2.387 0.915 0.744 2.616 6.666 4.756 9.76 11.771 4.151 7.802 25.803 23.481 22.575 18.148 429.005 1220.21 61.686 29.421 20.319 11.161 12.159 58.074 1275.74 263.336 32.179 16.438 16.614 13.541 16.557 8.33 4.304 4.757 4.39 3.547 2.473 2.12 3.426 7.594 18.188 7.529 3.683 4.102 2.229 3.945 1.618 0.045 0.097 -0.008 -0.17 -0.066 0.351 -0.097 0.064 0.2 1.873 0.366 0.013 -0.29 0.814 0.117 1.677 6.461 12.082 16.794 8.733 7.079 9.816 15.578 12.157 25.466 367.038 467.682 41.176 334.628 2104.32 2665.99 1591.09 889.841 196.652 46.819 23.907 7.027 4.3 3.303 3.166 4.845
861 "O" 90.798 4.047 4.025 4.078 34.128 139.885 298.418 461.254 2834.2 5859.75 552.394 211.806 171.031 226.309 206.233 340.623 98.924 114.89 219.491 237.379 144.642 176.217 223.47 140.452 211.923 318.689 968.247 14110.9 11564.6 11403.7 11505.7 7303.34 4746.14 1495.35 377.256 266.613 262.5 227.597 198.354 205.176 286.14 227.01 2020.58 1193.86 350.745 296.173 286.731 223.905 132.669 198.222 71.476 82.049 165.154 153.619 85.059 79.624 87.209 110.487 181.915 292.423 874.978 3799.14 1258.87 2527.97 524.088 103.327 75.591 129.703 101.817 101.817 31.175 46.287 72.823 100.081 106.693 164.443 625.902 1748.71 1308.1 1268.6 101.036 -14.355 -17.503 -25.177 -20.688 128.655 21.95 -2.52 -3.875 -4.231 -3.945 -0.281 -0.657 -1.447 -0.062 2.864 9.269 23.234 35.938 183.89 1070.44 276.245 347.485 181.321 134.942 15.106 10.78 -1.618 -1.123 -3.126 -2.864 -0.928 -2.772 -2.439 -3.109 -2.252 -1.031 -1.74 -0.903 -1.346 0.972 14.789 191.278 6.254 3.463 12.359 21.232 15.359 73.645 210.989 25.299 8.848 8.318 8.007 6.292 4.565 6.425 24.339 45.861 12.901 5.817 11.987 16.571 20.486 59.197 370.402 42.292 31.071 35.005 93.283 24.526 36.444 24.966 19.318 5.684 2.042 1.768 4.093 10.744 5.446 9.69 11.397 4.779 7.922 26.392 20.021 18.775 13.94 207.857 601.593 62.229 20.419 14.813 8.174 12.369 27.763 593.955 138.294 17.568 9.57 10.165 9.112 11.732 4.527 2.176 1.629 1.367 1.306 1.783 1.953 1.997 4.004 8.759 3.725 3.328 4.102 1.387 4.05 1.124 -0.038 -0.178 -0.011 0.244 0.1 0.049 -0.096 -0.208 0.213 1.903 0.302 0.289 -0.262 0.181 -0.452 0.957 4.487 7.666 14.189 7.101 4.772 7.236 8.156 6.597 14.762 178.279 235.101 44.24 280.714 1701.23 2308.07 1467.25 856.407 193.3 43.621 21.115 5.117 2.395 1.711 1.279 3.81
881 "O" 140.526 5.342 2.906 1.841 45.408 201.772 543.344 812.281 5755.45 10052.8 970.865 383.559 305.886 543.646 407.652 564.656 176.342 212.577 398.954 403.582 250.829 302.221 368.652 258.72 398.754 615.994 2020.13 29054.4 23368.3 24594 21116.1 12226.5 6576.1 2099.82 599.492 403.215 359.828 357.203 311.518 327.989 445.544 361.196 2482.81 1295.46 401.732 346.18 324.838 280.907 167.926 216.731 117.226 142.899 288.425 260.954 153.966 149.6 162.768 212.056 328.203 502.562 1878.77 7640.08 2038.9 3786.34 855.265 233.485 140.99 157.015 147.885 147.885 60.259 76.317 115.156 195.188 222.264 344.944 1674.77 5275.68 1463.37 1509.16 185.449 -25.937 -32.304 -33.797 -26.657 99.597 14.847 -5.172 -4.204 -4.778 -5.913 -1.49 -0.717 -0.368 2.111 7.103 17.85 34.305 54.274 310.709 1538.58 461.01 663.35 256.233 185.811 31.181 10.004 1.57 0.581 -0.96 -0.706 -0.32 -0.036 -0.05 0.721 0.775 3.249 1.943 2.621 2.759 5.527 21.93 157.516 7.745 6.291 12.651 18.889 9.942 27.096 172.183 21.874 11.422 13.163 12.254 11.184 4.57 6.968 37.649 75.379 19.734 7.149 13.589 21.89 30.665 48.127 247.518 35.623 40.192 58.398 36.893 15.202 10.386 4.988 13.762 2.03 -2.459 -3.556 -0.837 10.718 0.677 5.05 9.332 2.55 -0.401 25.633 35.948 29.7 29.315 742.34 1999.36 110.219 40.718 29.118 10.996 10.784 133.699 2125.19 436.049 51.58 21.033 20.896 11.693 22.462 14.534 0.713 -0.058 0.092 -0.235 -0.533 -0.53 -0.269 4.988 13.236 5.07 3.959 4.522 1.821 4.638 1.441 -0.305 -0.174 0.016 0.201 -0.183 -0.226 0.409 0.12 0.521 3.219 1.55 0.629 0.052 0.68 0.938 2.46 11.15 18.602 22.418 15.569 13.469 20.456 31.223 24.339 47.792 641.242 771.142 79.6 549.085 3228.24 4179.15 2301.33 1319.57 298.895 76.204 38.28 12.571 8.59 7.805 6.829 10.848
