"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102"
"X0.0801599",-0.0074219,0.0029313,-0.0089068,-0.0069424,0.0055633,0.011347,-0.0017762,0.004963,-0.0021958,0.00035372,0.0012395,0.0091326,-0.0066487,0.0052963,-0.0028528,0.00055407,0.0030724,-0.0057075,0.0025986,-0.0065987,0.00046892,-0.00034949,0.0076781,0.0034945,-0.017663,0.0013616,-0.012161,0.0065323,-0.0018359,0.0064367,-0.00017339,-0.0097031,0.028293,0.019771,0.0082652,0.0069595,-0.00437,0.0069292,0.011768,-0.0026135,0.0015185,0.024607,0.018721,-0.0033771,-0.00070442,0.017174,-0.024501,-0.0053692,0.015168,-0.0035199,0.019329,0.014666,-0.0033516,0.0044084,-0.02305,-0.02501,-0.044024,-0.029856,0.046362,0.038519,-0.014494,0.038842,-0.010036,0.0020765,-0.0079589,-0.0080321,0.0074132,-0.024013,0.0019042,-0.013206,0.071665,0.0042503,0.021203,0.018082,-0.025608,0.053677,0.021774,0.0021775,0.0066131,-0.050251,-0.012402,-0.0014732,-0.015512,-0.010033,-0.017001,-0.049594,0.0063348,0.043429,-0.0028015,-0.014593,-0.03075,0.0053966,-0.012988,0.035822,0.010965,-0.010771,-0.0079588,-0.050457,0.032751,-0.023884,0.0095773,-0.44293
"X0.1002",-0.0081064,0.00085662,-0.008639,-0.0037126,0.0045628,0.0087152,-0.0025896,0.0049935,-0.00022328,-0.00092301,0.0013086,0.0040053,0.0011833,0.0010145,-0.00059426,-0.0037782,-0.0028944,-0.0068669,0.0019875,-0.0083182,-0.001254,0.00036227,0.0046585,0.011857,-0.013722,7.1951e-05,-0.0031062,0.01071,0.00699,0.0073537,-0.0030962,-0.0047575,0.020484,0.011416,0.012831,0.011929,-0.0011507,0.011142,0.018489,0.018048,0.0076509,0.020376,0.018637,-0.012339,0.015341,0.030876,-0.030164,-0.0050871,0.01454,-0.0049022,0.034589,0.005509,-0.0064046,0.018183,-0.01837,-0.019482,-0.03955,-0.018344,0.061474,0.041917,-0.01325,0.030576,-0.00025162,-0.0035003,-0.0057381,-0.0094949,0.01263,-0.0010695,-0.0075935,-0.030289,0.062985,-0.0096367,0.033472,0.018031,-0.044175,0.033206,-0.004009,0.0001683,0.0073668,-0.047634,-0.0098192,0.010204,-0.012028,-0.0010961,0.040197,-0.048612,0.042093,0.05824,-0.0028435,-0.029637,-0.026532,-0.018711,-0.012204,0.019412,-0.001012,0.0071145,-0.052455,-0.024463,0.040448,-0.020325,-0.021535,-0.17016
"X0.12024",-0.0064145,0.00064939,-0.0055606,-0.0031826,0.0025513,0.0056137,-0.0016759,0.0042986,-0.0015654,0.0010727,0.0049183,0.002211,0.0011938,0.0022989,0.003982,-0.0022109,0.0038369,0.00057562,-0.00018932,-0.0057621,-0.0045829,0.0037318,0.0046175,0.015155,-0.015045,0.0021745,-0.0080345,-2.5851e-05,0.010866,0.0047532,-0.004702,0.0011456,0.023029,0.013216,0.00011339,0.0088577,0.00047109,0.0099618,0.013786,0.02968,0.0023154,0.020781,0.0087819,-0.016479,0.0089411,0.036433,-0.033239,0.023679,0.017043,-0.011641,0.040219,0.0085597,-0.010071,0.015178,-0.029047,-0.033239,-0.042645,-0.027845,0.050003,0.048016,-0.023084,0.051386,-0.00081695,0.0033674,0.0089542,-0.003802,0.010695,-0.012738,-0.0066483,-0.048462,0.077072,0.010017,0.006326,0.023791,-0.0052752,0.028592,0.0034593,-0.016569,0.0030676,-0.040631,-0.013747,0.021594,-0.0023721,0.010577,0.011122,-0.076503,0.020213,0.059194,0.055884,-0.026448,-0.046214,-0.047351,-0.023393,-0.019741,0.010487,0.019314,-0.064154,-0.010672,0.045231,-0.06276,0.0081214,0.13936
"X0.14028",0.0085147,0.0029147,0.0070134,-0.00045593,-0.0083434,0.0056707,0.016726,-0.0053523,-0.0019693,0.0013102,0.0046627,0.0060429,-0.0091416,0.0046974,0.0071352,-0.0030418,0.016747,-0.0017014,0.01162,0.0075844,-0.0050251,0.008549,0.012806,0.025091,-0.0090796,-0.01633,-0.012894,-0.0212,-0.005534,0.029218,-0.035103,0.011,0.027984,0.014435,0.0044109,0.0032222,0.016381,0.01181,-0.0091576,0.010314,0.013008,0.0085801,0.016806,-0.01991,0.0040028,0.013648,-0.017669,0.024375,0.03948,0.017182,0.015414,0.024842,-0.014514,-0.013917,-0.012871,-0.011626,-0.018594,-0.018054,0.019399,0.050303,-0.016239,0.032245,-0.010945,0.036495,0.0057632,0.035476,0.024566,-0.043433,-0.034322,-0.045982,0.040417,0.028375,0.031726,0.037286,0.0077032,0.01138,0.003181,-0.022306,-0.004323,-0.036078,0.0066496,0.050526,-0.037619,-0.0077704,0.030676,-0.049363,-0.016143,0.058178,-0.0089338,0.02526,0.039502,-0.072319,-0.025927,0.026446,0.013022,0.076406,-0.0024381,-0.06822,0.027885,0.030304,-0.0086356,0.036723
"X0.16032",0.002048,0.0027249,-0.00080317,-9.1212e-05,-0.0010665,0.001391,0.0077865,0.0016025,0.00025437,0.0020098,-0.0015885,0.0018931,0.0008741,0.0063261,0.01366,-0.0067397,0.0004547,0.0051718,0.0057553,0.0055026,-0.0054957,0.0083523,0.015173,0.032518,-0.0085992,-0.0062514,-0.0021563,-0.016436,0.012826,0.019062,-0.023136,0.0033066,0.027365,0.022736,0.0089485,0.027133,0.028743,0.0024976,0.0095295,0.023241,0.015535,0.0066893,0.024162,-0.031324,0.033519,0.01002,-0.023932,0.022578,0.054388,-0.0048614,0.0031252,0.0030217,-0.027252,0.0046436,-0.043801,-0.0063399,-0.036047,-0.035089,0.024824,0.04595,-0.028272,0.012768,-0.01254,0.052923,-0.0029995,-0.0056294,-0.013195,-0.040848,-0.028526,-0.00078798,0.021255,-0.0030957,0.006659,0.027508,-0.026115,0.01219,0.011904,-0.031158,-0.0068299,-0.048387,-0.05652,0.040083,-0.03209,0.0078205,-0.015629,-0.13063,0.024111,0.067345,-0.022154,0.007702,-0.0044062,-0.042354,-0.0052279,0.034331,0.0048605,0.024102,0.024735,-4.9113e-05,0.043046,-0.026757,0.034169,0.10062
"X0.18036",-0.005384,-0.00092564,-0.0022617,-0.00084019,0.00064383,0.0044109,-0.0024177,0.0040253,0.00097927,-0.00045901,0.0038019,-0.0063,0.0060835,0.0039656,0.0022033,-0.0016152,0.0016166,0.0039673,-0.0066895,0.0025162,0.0019263,0.0065426,0.007683,0.026196,-0.0076418,0.0025066,-0.0061707,0.0022877,0.012397,0.0075999,-0.023481,0.0090985,0.036269,0.017735,-0.0084037,0.011448,0.026451,0.018486,0.0092903,0.031439,0.011237,0.014116,0.026262,-0.019929,0.0035284,0.024202,-0.028014,0.024593,0.0026168,0.00041726,0.027429,0.025805,-0.021397,0.0024405,-0.02785,-0.015122,-0.041442,-0.043361,0.04406,0.019029,-0.040429,0.035611,0.0046696,0.0010625,-0.036518,-0.020859,0.0047131,-0.0017653,-0.0060237,-0.02973,0.067896,-0.0019704,0.024475,0.033132,-0.077807,0.032334,0.034107,-0.0033499,0.0033493,-0.050686,-0.028389,0.051817,-0.0042983,0.020433,0.014393,-0.053307,0.047865,0.014402,0.014976,-0.022765,-0.019661,-0.024018,0.00068163,0.022385,-0.077266,-6.0013e-05,0.010702,-0.010143,0.00018232,-0.028906,0.048156,-0.0036992
"X0.2004",-0.0051421,-0.001202,-0.0020871,-0.001802,0.002407,0.0033552,0.0017434,0.0028159,0.0014826,-0.0025071,0.0049175,-0.0046759,0.0054709,0.0057464,0.0060613,-0.004552,0.0054427,0.00694,-0.0094094,0.0033059,-0.0014453,0.0090388,0.010251,0.02519,-0.0074473,-0.0080789,-0.0032252,-0.0013948,0.016075,-0.0021313,-0.023345,0.0079284,0.046638,0.014162,-0.0045163,0.012967,0.019674,0.021382,0.0013228,0.043911,0.018948,0.0173,0.015736,-0.015744,0.0044099,0.026989,-0.024356,0.03347,-0.0018097,0.0094247,0.02521,0.025537,-0.022247,0.015658,-0.042475,-0.023452,-0.027746,-0.022887,0.041175,0.033956,-0.018126,0.022738,0.015956,0.012238,0.0072549,0.007728,0.0019468,-0.013545,-0.02314,-0.033837,0.091138,-0.021008,0.0085991,0.032878,-0.070244,0.033885,0.01298,-0.025364,0.0098891,-0.03251,-0.02011,0.046859,-0.010287,0.041603,0.011004,-0.063835,0.046589,0.032797,0.0042961,-0.058937,0.002492,0.00043522,0.038594,-0.016744,-0.026296,-0.0027431,0.020668,-0.027722,-0.02261,-0.025447,0.06683,0.081008
"X0.22044",-0.0049082,-0.0013083,-0.0017463,-0.00053742,0.00025198,0.003319,0.00075489,0.0048818,0.0027294,-0.00042192,0.0048029,-0.0038764,0.0072417,0.004597,0.0084086,-0.003305,0.0073354,0.004725,-0.0074818,0.0065507,-0.0028338,0.0099361,0.013635,0.030493,-0.0042237,-0.011948,0.00038224,-0.0014334,0.018307,0.0013376,-0.023862,0.012912,0.046088,0.016992,-0.010925,0.0046685,0.027317,0.012752,0.00038614,0.040702,0.01987,0.010726,0.018602,-0.022573,-0.0030191,0.022581,-0.032588,0.033075,0.0052128,0.0058487,0.022599,0.015917,-0.017022,-0.0011078,-0.03177,-0.016938,-0.040443,-0.052315,0.050017,0.0055877,-0.023556,0.026599,0.032491,0.010591,-0.0033888,0.00093556,0.0061443,-0.011199,-0.012017,-0.040619,0.073909,-0.014259,-0.011031,0.038264,-0.046997,0.0073086,-0.02624,-0.023142,0.0086638,-0.03308,-0.0055307,0.0037649,0.014164,0.04053,-0.020746,-0.071214,0.034852,-0.0082881,-0.0021792,-0.042685,-0.033534,-0.01795,-0.011397,0.024395,-0.013766,-0.0097174,-0.025725,0.022168,-0.0053775,0.0093469,0.047434,-0.048458
"X0.24048",-0.0044794,-0.00067046,-0.00087975,-0.00074169,0.0010847,0.0024101,-0.0010855,0.0035872,0.0043315,0.00074301,0.0047334,-0.007296,0.011464,0.001518,0.0043972,-0.0054727,0.0053663,0.006537,-0.011552,0.00041724,-0.001013,0.011021,0.014169,0.030826,0.0014131,-0.0093887,-0.0020423,-0.0075172,0.021564,-0.00040829,-0.026141,0.012778,0.049607,0.019881,-0.011399,0.011801,0.033809,0.016987,-0.0058268,0.03972,0.019433,0.010395,0.026364,-0.026522,-0.00047027,0.022045,-0.02396,0.031137,-0.0093088,0.00052164,0.021639,0.02904,-0.020043,0.01861,-0.03293,-0.02424,-0.045187,-0.039179,0.038991,0.030698,-0.012883,0.040219,0.037791,0.0079651,-0.02211,-0.0045026,-0.0045078,-0.0040011,-0.011299,-0.021732,0.069337,-0.026699,-0.021851,0.043312,-0.06513,0.0029294,-0.0060927,-0.034915,-0.0067016,-0.037226,-0.024827,0.01908,-0.0062914,0.02195,0.022115,-0.037499,0.044884,-0.002149,-0.037369,-0.048297,-0.00054148,-0.025388,0.0052732,0.031558,-0.075897,0.0081372,-0.0091331,-0.015886,-0.0036518,0.025238,0.063984,-0.20135
"X0.26052",-0.0040055,-0.00071964,-0.00084947,-0.00051153,0.00083644,0.0023856,-0.0023887,0.0036851,0.0030051,0.0010129,0.007377,-0.0053398,0.0083521,0.0022878,0.0082111,-0.0051982,0.0057989,0.011599,-0.012436,0.006504,0.00047619,0.015215,0.016229,0.035471,-0.0060009,-0.010964,-0.0046583,-0.0052856,0.023522,0.0019797,-0.02584,0.0044132,0.05681,0.01849,-0.0059963,0.016732,0.035148,0.010556,-0.0029258,0.030735,0.027336,0.0082284,0.015457,-0.021671,0.009374,0.012712,-0.02911,0.027314,0.0014114,0.0083756,0.01606,0.048492,-0.02754,0.0086765,-0.036813,-0.014303,-0.025143,-0.047875,0.027311,0.01726,-0.034278,0.03338,0.018889,0.033298,-0.0094272,-0.0044221,-0.018215,-0.022518,-0.02193,-0.016724,0.056249,-0.012397,-0.038729,0.047798,-0.052603,0.033882,0.0034253,-0.04742,0.024787,-0.040924,0.00021311,0.044338,0.0040259,0.023286,0.019036,-0.070615,0.053328,-0.018733,-0.01739,-0.041993,0.0056533,0.0080609,0.034356,0.0064366,-0.065166,-0.0079252,-0.0073212,-0.005603,-0.023992,0.0088374,0.010842,-0.078829
"X0.28056",-0.0035145,0.00078673,7.6302e-05,0.00036458,-0.0019737,0.0031155,0.0014319,0.0041101,0.002792,0.0018927,0.0055037,-0.0057722,0.011221,0.005598,0.0093222,-0.0060536,0.01073,0.011294,-0.01478,0.0082486,0.0022644,0.016061,0.0121,0.031104,-0.0033672,-0.012536,-0.000718,-0.0086795,0.021263,0.0017828,-0.030249,0.013885,0.052484,0.017721,-0.0074218,0.014833,0.029063,0.0092303,-0.0084565,0.046004,0.033718,0.018881,0.019405,-0.020174,0.0076662,0.017396,-0.028564,0.041398,-0.0041139,0.014816,0.023956,0.034447,-0.020983,0.0088096,-0.046476,-0.014609,-0.035357,-0.06584,0.01932,0.021716,-0.020792,0.027967,0.023864,0.028822,-0.024437,-0.0068987,-0.01906,-0.015958,-0.025313,-0.013579,0.065082,-0.01509,-0.018251,0.044398,-0.04807,-0.0027808,-0.021176,-0.039527,-0.0055928,-0.02595,0.010841,0.0089921,-0.016671,0.030614,-0.004069,-0.064811,0.082813,-0.011337,0.0082891,-0.014516,-0.0037766,-0.011479,0.059129,0.011015,-0.082011,-0.014569,-0.023175,-0.01275,-0.040624,0.018862,0.051841,0.20055
"X0.3006",-0.0045396,0.0005181,-0.0002998,-6.4995e-05,-0.0018835,0.0040648,0.0032975,0.0039604,0.0037369,0.0015147,0.0061873,-0.0091988,0.012607,0.008368,0.0070242,-0.0046972,0.012021,0.014353,-0.013841,0.0039398,0.0027201,0.014832,0.012845,0.033047,-0.0025903,-0.016223,0.0028362,-0.007225,0.020756,0.0031974,-0.030921,0.010856,0.059399,0.026543,-0.0030047,0.018721,0.03091,0.0084021,-0.01077,0.047536,0.025359,0.021244,0.011229,-0.018867,0.0091385,0.013006,-0.025032,0.039353,-0.011686,0.0090374,0.0086302,0.036581,-0.030152,0.018577,-0.052059,-0.024218,-0.01658,-0.061831,0.033706,0.016919,-0.007696,0.020786,0.026502,0.040787,-0.0050841,0.010394,-0.0097634,-0.022415,-0.042577,0.009245,0.05492,-0.016446,-0.011996,0.043452,-0.064885,0.016162,0.011864,-0.0059829,0.029559,-0.0036604,0.015868,0.017451,-0.038411,0.012843,-0.018895,-0.029601,0.041399,-0.019531,-0.031312,-0.041396,0.025538,-0.0061902,0.042455,0.013541,-0.051232,-0.044273,-0.0028529,-0.0092441,-0.034332,-0.025886,-0.00046498,-0.20633
"X0.32064",-0.0049458,0.0010539,-0.00030639,0.0010454,-0.0029067,0.0041754,-7.6635e-05,0.0037764,0.0048132,0.0005702,0.0058286,-0.0087184,0.014058,0.010404,0.0077913,-0.0030701,0.013435,0.012596,-0.015832,0.0059231,0.0016123,0.018917,0.014246,0.034795,-1.5616e-05,-0.01417,0.0049092,-0.014454,0.020994,0.0012696,-0.032141,0.013965,0.057217,0.021421,-0.0078676,0.022148,0.021918,0.0075957,-0.019763,0.048285,0.024835,0.025161,0.014036,-0.01445,0.0049662,0.0073553,-0.028734,0.048453,-0.016239,0.0090121,0.0024936,0.032612,-0.030544,0.0061936,-0.04697,-0.011621,-0.020986,-0.07645,0.033959,0.019513,-0.02373,0.013126,0.031084,0.036884,0.0022106,0.0088736,0.0014681,-0.013468,-0.037135,-0.004898,0.069521,-0.022954,-0.02098,0.038225,-0.05849,-0.0049928,0.0010732,0.0090965,0.016398,-0.0039263,0.0069451,0.035289,-0.034009,-0.019684,-0.011461,-0.022098,0.031184,-0.0068365,-0.047247,-0.028564,0.0060274,0.0065991,0.060257,-0.0051252,-0.029886,0.015195,-0.014381,0.016437,0.0089281,0.00014038,-0.002575,0.06864
"X0.34068",-0.0051653,0.00033342,-0.00042509,0.00035678,-0.0017316,0.0042793,0.0014929,0.0041275,0.0053434,-0.00022747,0.0055114,-0.0084503,0.016515,0.0089402,0.0090004,-0.0071658,0.011481,0.015697,-0.016498,0.0064211,0.0015132,0.020503,0.015908,0.035375,-0.0016065,-0.012847,0.0028664,-0.016935,0.025538,-0.0018049,-0.034361,0.018708,0.059966,0.022053,-0.015962,0.021025,0.031219,0.010492,-0.018858,0.053098,0.03057,0.020774,0.012259,-0.019023,0.0095369,0.015882,-0.019661,0.039588,-0.019252,0.0030816,0.0058661,0.045775,-0.030766,0.014479,-0.03976,-0.018579,-0.012612,-0.062318,0.025955,-0.0019525,-0.021552,0.021507,0.021258,0.021178,-0.017569,0.015691,-0.0087512,0.004803,-0.032115,0.0058224,0.047221,-0.023938,-0.013142,0.033921,-0.056859,0.026503,-0.017806,-0.021162,0.0068321,-0.0046121,0.008375,0.020344,-0.017761,0.020451,0.014611,-0.036403,0.077028,-0.026608,-0.016885,-0.031426,0.004773,-0.012261,0.020669,-0.020294,-0.062043,0.0035253,0.012103,0.0019608,-0.047519,0.026202,0.037248,0.1708
"X0.36072",-0.0055917,0.00058643,-0.00012209,0.00022047,-0.0020879,0.0044098,0.0022339,0.0054247,0.0049796,0.0021727,0.0058573,-0.0096068,0.014784,0.011055,0.011702,-0.0038165,0.016522,0.016667,-0.016266,0.0065204,0.0013537,0.021117,0.017569,0.039652,0.0012407,-0.0098385,0.0020859,-0.017084,0.02661,-0.0050809,-0.037199,0.016783,0.062957,0.021866,-0.012604,0.020456,0.034922,0.0114,-0.019146,0.045119,0.029492,0.017077,0.013554,-0.01879,0.016801,0.0082194,-0.015771,0.038388,-0.018182,0.010741,0.0021426,0.045235,-0.032861,0.021353,-0.041224,-0.016999,-0.020636,-0.061679,0.029886,-0.003743,-0.015718,0.020889,0.034868,0.016508,-0.0051116,0.010862,-0.0010827,0.0031625,-0.037184,-0.0030067,0.038612,-0.026866,-0.02398,0.042404,-0.060636,0.021103,-0.01534,-0.005383,0.0069327,-0.01108,-0.0053899,-0.0049991,-0.0012227,0.026721,0.014133,-0.01089,0.06817,0.00088467,-0.0079833,-0.036264,0.023885,-0.0092977,0.012774,-0.018047,-0.043904,0.018884,0.010012,-0.0059332,-0.032416,0.013299,0.0085717,-0.063901
"X0.38076",-0.0067269,0.00051464,-0.0021507,-0.00058296,-0.0028469,0.0060098,0.0020915,0.0055288,0.005821,0.0031249,0.0063921,-0.0070397,0.017194,0.0092534,0.011152,-0.0032546,0.018424,0.018662,-0.019962,0.004358,0.0029697,0.024051,0.014618,0.043431,0.0016078,-0.019021,0.0078419,-0.021406,0.024894,-0.010078,-0.031732,0.014614,0.061516,0.017996,-0.010792,0.023754,0.036283,0.010027,-0.021325,0.048126,0.033556,0.017144,0.0089442,-0.011579,0.016865,0.0072978,-0.022297,0.042004,-0.0098699,0.0056511,-0.0023189,0.037781,-0.038799,0.019025,-0.040962,-0.0057962,-0.014738,-0.052966,0.033487,0.013875,-0.015817,0.017993,0.026194,0.020328,0.0076436,0.0096155,0.0020675,-0.0042065,-0.036316,-0.0030312,0.0344,-0.01522,-0.037375,0.056536,-0.034292,0.0023585,-0.012439,-0.0099119,0.032991,0.0026939,0.0062218,0.0080032,-0.027335,0.013614,-0.0057871,-0.0079004,0.044671,-0.0046153,-0.025787,-0.025308,0.0086456,0.017408,0.030458,-0.018375,-0.025043,0.022534,-0.01133,-0.033051,-0.04773,-0.021162,-0.013706,-0.037324
"X0.4008",-0.0074674,0.0006309,-0.002779,0.00065594,-0.0050512,0.006377,0.00014196,0.0061012,0.0068571,0.0041335,0.005842,-0.0096958,0.019753,0.011607,0.01006,-0.0045279,0.020466,0.019114,-0.017292,0.0033816,0.0046501,0.024818,0.016874,0.041015,0.0048779,-0.012455,0.0058345,-0.025428,0.030019,-0.0073532,-0.035324,0.018198,0.061595,0.017853,-0.0074911,0.028884,0.028077,0.0094025,-0.02435,0.047968,0.032643,0.022481,0.0052947,-0.021263,0.020703,0.0042293,-0.014527,0.040599,-0.015919,0.0099559,-0.007833,0.02951,-0.032464,0.017368,-0.035528,-0.010176,-0.014249,-0.044551,0.030815,0.0063588,-0.0049154,0.019805,0.034502,0.032828,-0.0038336,0.0023713,-0.00080068,-0.00010004,-0.033277,-0.007813,0.015936,-0.0033742,-0.026206,0.060944,-0.035926,0.010083,-0.0089611,-0.014895,0.0098365,-0.0038179,-0.013589,0.003799,-0.028265,-0.010627,0.0090853,0.01688,0.010501,0.020865,-0.0007086,-0.018967,0.017807,0.018376,0.0079269,-0.019967,-0.026845,0.0066591,-0.019257,-0.0049078,-0.023425,0.0078606,-0.027165,-0.16806
"X0.42084",-0.0086878,0.0006516,-0.0030487,1.1033e-05,-0.0040215,0.0066983,-0.0013283,0.0076255,0.0068618,0.0048786,0.0082725,-0.012588,0.020323,0.0082421,0.0081992,-0.0035388,0.021483,0.020754,-0.0206,0.0035791,0.0038862,0.024716,0.013776,0.046296,0.0049938,-0.0087898,0.007007,-0.02087,0.026296,-0.0096148,-0.036328,0.024304,0.061464,0.014321,-0.01105,0.032702,0.034882,0.0093277,-0.021545,0.053072,0.036896,0.018214,0.0035015,-0.023955,0.023278,0.0051414,-0.0019281,0.037066,-0.025461,0.011142,-0.0067933,0.021382,-0.029309,0.030324,-0.034177,-0.0040439,-0.0086178,-0.039165,0.044253,-0.00047003,-0.003287,0.013992,0.025907,0.018816,-0.0068777,0.0098764,-0.0076038,0.013734,-0.026555,-0.0012569,0.019124,-0.018807,-0.021863,0.046417,-0.032303,-0.0095345,-0.016914,0.012018,0.0043762,-0.00033811,-0.00863,0.007862,-0.0094522,0.014291,0.029273,-0.0033511,0.022413,-0.0051211,0.004775,-0.023077,-0.009575,0.037929,0.020835,-0.020573,-0.016795,-0.021935,-0.0025696,-0.00076891,-0.017988,-0.0048984,-0.0081377,-0.13429
"X0.44088",-0.0098439,0.00097205,-0.0046596,-4.3888e-05,-0.0035964,0.008426,0.00080931,0.0087224,0.0086722,0.0063685,0.0076449,-0.01164,0.01959,0.012606,0.0090929,-0.0053119,0.022223,0.020766,-0.022807,0.0009965,0.0019126,0.027933,0.014606,0.04598,0.0049788,-0.010857,0.0076428,-0.023202,0.022448,-0.012989,-0.035919,0.019197,0.057725,0.016323,-0.0054952,0.03143,0.033723,0.0084742,-0.028287,0.054585,0.044398,0.022413,0.0084303,-0.024799,0.028908,0.0074864,-0.014472,0.038819,-0.024673,0.020262,-0.0066851,0.030119,-0.019202,0.023601,-0.026355,-0.010257,-0.0092436,-0.026902,0.033906,-0.0069949,0.0036638,0.0085358,0.03615,0.014235,0.0024846,3.6251e-05,-0.0018169,0.02461,-0.023058,-0.0046829,0.01875,-0.015847,-0.019304,0.049896,-0.022474,-0.001759,-0.016857,0.0094199,-0.021578,-0.0010232,0.0014092,0.017472,-0.010207,-0.006563,0.011011,0.012073,0.033909,-0.014558,0.012306,-0.031394,-0.0036337,0.023702,0.0064785,-0.018126,0.0080513,-0.0023695,-0.022255,-0.015832,0.0081266,-0.013441,-0.061279,0.13487
"X0.46092",-0.011014,0.00085225,-0.0046684,-0.0014152,-0.0047285,0.0083205,0.00076626,0.0071929,0.0083828,0.0071226,0.0069484,-0.010155,0.020842,0.010339,0.0091926,-0.0032519,0.026396,0.024508,-0.021383,0.0015467,0.0010725,0.028931,0.015243,0.046346,0.0048907,-0.010938,0.010331,-0.027448,0.024939,-0.014422,-0.037438,0.029347,0.060328,0.01704,-0.010015,0.032744,0.028779,0.006555,-0.032945,0.053935,0.039553,0.023862,-0.0031101,-0.02648,0.032645,0.002276,0.0001145,0.039674,-0.021202,0.014461,-0.0077325,0.02143,-0.022959,0.022037,-0.030244,-0.0071681,-0.00083592,-0.021715,0.039246,-0.0061844,0.014372,-0.00070628,0.032361,0.004751,-0.0013926,-0.0063708,0.006857,0.00058939,-0.032851,-0.0013363,-0.0060902,-0.0037111,-0.010524,0.048453,-0.030291,0.0023427,-0.0018072,0.018616,0.0021789,-0.004704,-0.015265,0.0060734,-0.0087505,0.011765,0.0019177,0.0097445,0.015456,-0.019027,0.010812,-0.013937,-0.0052334,0.012465,-0.0123,-0.028223,0.018895,0.027335,-0.024197,0.0053698,-0.003971,0.0014795,-0.028765,0.15832
"X0.48096",-0.011209,0.00095877,-0.0041877,-0.00082554,-0.004692,0.0081331,0.0010143,0.007226,0.0098355,0.0073918,0.0070277,-0.01226,0.020544,0.011488,0.011583,-0.0051631,0.029004,0.026227,-0.020769,0.0025112,0.0041246,0.0333,0.0157,0.04807,0.0051141,-0.012488,0.0091872,-0.028235,0.028713,-0.018411,-0.034854,0.026471,0.062104,0.014592,-0.0061895,0.034773,0.031505,0.012397,-0.034741,0.049297,0.0398,0.024305,-0.0025832,-0.030012,0.03606,0.0059157,0.0049694,0.033268,-0.016383,0.014295,-0.011881,0.029721,-0.027492,0.023213,-0.033588,-0.010317,0.0088272,-0.021552,0.038192,-0.018385,0.010565,0.0053224,0.026057,0.015475,0.0095497,0.0030764,-0.0086562,0.012025,-0.038867,-0.001951,-0.006638,-0.016725,-0.0091432,0.036129,-0.027384,0.0099759,-0.0066931,0.011964,-0.0077326,0.0033116,-0.020108,-0.0058359,0.0051198,-0.0080887,0.02055,0.0051542,0.028109,-0.024543,0.018318,-0.027848,-0.0066009,0.033199,-0.014958,-0.02522,0.037221,0.014901,-0.021412,0.0062972,0.0012517,-0.021555,-0.021986,-0.033471
"X0.501",-0.012109,0.0019385,-0.0052698,-0.0009435,-0.0067857,0.007665,-4.2783e-05,0.0071111,0.011665,0.0089941,0.0066244,-0.011273,0.02187,0.013122,0.008809,-0.003018,0.031329,0.030462,-0.022034,0.0015498,0.0027644,0.033155,0.013582,0.050549,0.0080819,-0.010433,0.0088618,-0.027137,0.028573,-0.019898,-0.03969,0.026056,0.058373,0.016812,-0.012189,0.035067,0.037222,0.011748,-0.030326,0.053724,0.03803,0.024713,-0.0082725,-0.031769,0.030938,-0.00077484,0.0060692,0.030796,-0.020004,0.012883,-0.015547,0.022697,-0.019816,0.026287,-0.028578,-0.0052195,0.012357,-0.017987,0.03806,-0.026966,0.016938,-0.0029594,0.027753,0.0084759,-0.0036308,0.001902,-0.0008473,0.014484,-0.037161,-0.0050996,-0.0031551,-0.0085302,-0.017299,0.040531,-0.025416,0.014625,-0.017629,0.02009,-0.025029,-0.01731,-0.016806,-0.0096989,0.017273,0.0054751,0.019825,0.022311,0.016309,-0.014582,0.025818,-0.021912,-0.016909,0.023517,-0.010658,-0.014322,0.030657,0.035124,-0.01561,0.019362,0.021059,-0.0069389,-0.011892,0.11398
