"","X0.761519","X0.901799","X0.921839","X0.941879","X0.961919","X0.981959","X1.02204","X1.3026","X1.44288","X1.64328","X1.66332","X1.68336","X1.7034","X1.82364","X1.84368","X1.86372","X1.9038","X2.02404","X2.06412","X2.08416","X2.34468","X2.4048","X2.58516","X2.6052","X2.62524","X2.64528","X2.7054","X2.86572","X2.96592","X2.98596","X3.04608","X3.12624","X3.14628","X3.18636","X3.2064","X3.36672","X3.44688","X3.52704","X3.54708","X3.58716","X3.62724","X3.64728","X3.66732","X3.68736","X3.72744","X3.98796","X4.06812","X4.08816","X4.1082","X4.12824","X4.14828","X4.16832","X4.28856","X4.3086","X4.36872","X4.4088","X4.76952","X5.19035","X5.21039","X5.33063","X5.35067","X5.37071","X6.11219","X6.65327","X6.67331","X6.79355","X6.81359","X6.85367","X6.87371","X6.97391","X7.01399","X7.03403","X7.09415","X7.11419","X7.17431","X7.21439","X7.25447","X7.27451","X7.29455","X7.33463","X7.49495","X7.51499","X7.65527","X7.67531","X7.69535","X7.85567","X8.05607","X8.15627","X8.19635","X8.23643","X8.29655","X8.49695","X8.77751","X8.79755","X8.81759","X8.97791","X9.07811","X9.09815","X9.25847"
"80",0.18713820878983,0.0851578986381954,-0.795272336402404,-0.921236033209107,0.358815998488112,-0.940304914530563,0.568997655824856,-0.0475798924462143,1.49162682893738,0.435873213751952,0.615627131149436,0.570124461187535,0.48456333979613,0.134351854786244,0.0456218285263293,0.706826384081886,0.248755068753165,-0.132241223217284,0.993482746926353,2.13309504667918,-1.23603171748919,0.165257368702542,0.323409477421649,1.260578052567,0.417310271156615,0.180479704766411,-0.149374180062947,1.03654519642985,0.248862149726172,0.664325388198954,0.708578618956658,-0.738471089236129,-0.498974533178408,-0.791228209029556,-2.57903194926267,-4.39270261521165,-1.21404399377199,-2.18280494139985,1.05583165316874,-1.09610772034458,-1.04809205242467,-1.03322468616551,-0.622485933184076,1.48732598922899,-0.411679260884934,0.12153966506623,0.112401440287504,-0.79403218638749,-0.371994461410728,0.676174322793859,0.179779806350911,0.327477571008588,-0.271936366973225,-0.35108265326581,1.09509397790928,-0.676822233993928,1.65830004906123,-0.283775947251238,-0.812397711220758,0.207109677525495,0.632106092808666,0.795162381092514,1.30001059553823,-0.59417344468222,-0.391134790352414,-0.426786150693392,-0.243351917869965,-0.497567291882369,-0.687945957510148,-0.365069492712029,1.24761522304686,-0.481260086108928,-0.589380282863692,-0.547186749509351,0.14444657497181,-0.461844044193373,0.358107584969105,-0.141899461208219,0.327390555912123,0.184100910484376,-0.941169517303285,0.657377589267242,-0.365105016753138,-0.364411503665606,-0.621967606752958,-0.121201016775822,-0.543733413954678,-0.929284215753702,-0.70574372283734,0.480790821779113,-0.705124552413437,1.56446593996774,-0.249569477545844,-0.344841519304744,-0.304180139741699,0.0153442359718668,-0.325100939268726,-0.0515451748121197,0.0704613644474548
"140",-0.279177677736336,-0.836408854289284,-1.46343777014069,-1.12485857111497,-0.826615264285236,-0.524331300826097,-0.972388379146122,-0.373638545663161,-1.52255963903088,0.51419713509793,0.08548451638127,-0.119663362501236,0.162033285297256,-0.555556937672581,-0.951309368899839,-1.06140066749106,0.0649853251396151,0.477308220697776,-0.139806171215773,-0.655678258198729,-0.559919458616554,-0.388280931689638,0.0786126483652972,-0.364188178824782,-0.338079886676788,0.261102950122933,-0.240955055351406,-0.0418899146833932,0.0186600767306103,-0.857946498052537,-0.415271447457416,-0.866939256763848,-1.27696373405252,-3.01673577674866,-1.04931884426254,0.951410759735041,1.29987862600174,1.30388501933677,0.19094287036352,-0.0614461813272564,1.05370737717445,-0.557823989680048,0.20949236602777,0.375823678643402,1.3437259568865,1.29192131630133,-0.114145207487554,0.963625601326016,0.161238439474674,-0.0520202860501178,-0.317158885245563,-0.232700051840928,-0.480240996072378,-0.471759207611898,-0.399285406598532,-0.0989263927245233,-0.484007656369948,1.01132221266172,1.04422605026845,1.28004906179804,0.584136709506202,0.125797399996231,-0.432000117492779,0.259538243412311,0.134257631661198,0.0748969863110185,0.0335184641190722,-0.482703329588686,-0.532670618610814,0.0870271168502933,0.656422435688064,0.0487925094133687,0.0160249991587966,0.0560453285492902,-0.929648582612123,-0.0717772400530823,-0.636038759349138,-0.413154050146019,-1.15857932506932,-0.693522886816444,-0.17671814765089,-0.660412780123732,0.0779402485128907,0.0541755648376193,-0.386570359729321,-0.861208160371173,-0.177497317230728,0.750111732455222,0.394548551539718,-0.689000476973483,0.496253930112739,-0.323217218855902,-0.142070582430811,-0.184871870246241,-0.246521636245662,0.0328365603954012,-0.166745421368864,-0.116232839858848,0.0147552613030907
"230",-0.359555865483857,-0.302577498349599,-1.33768369896959,-1.38128010410249,-0.693668563893483,-0.850211446098607,-1.08619895383759,0.855639713290659,-0.792289484717085,0.694343442115085,0.337820412715509,0.249725804398063,0.11441862673588,-0.215967804852003,-0.364493637926823,-0.0441937390297493,-0.0905232955896502,1.96418287382741,0.0486279346704283,-0.0100493854453495,0.140170039732042,0.240363995784547,0.141252646107083,-0.294144742945954,-0.361469448688393,0.0832265288533436,0.113195302675262,0.172811200788892,0.185773121810351,-0.832822404812479,-0.166880886085592,-0.737781764802375,-1.19425491253903,-0.580880158339866,0.96691395759224,0.334086049860294,-0.571635700892218,0.545533607179589,-0.613248112829545,-0.54548300742127,1.03797679340579,-0.403336448745395,-0.797614578249261,-0.681462263419126,-1.32531224501226,0.156606309806932,0.610928397170614,0.573859473331195,1.25892847058299,0.454336306540682,-0.0474068568757362,-0.376083654570965,0.567361391643827,0.114217670068482,-0.682926730227326,0.345857446320769,-0.44900077310292,0.182713539674241,0.129546350901784,0.177544715638178,-0.11433249189136,-0.383925306781774,-0.510838391268564,0.828436848115237,1.04239456692023,0.309001560008113,0.468082259980235,-0.364052728382222,-0.571924647355536,0.661564318175558,0.195245434734122,-0.168379911622786,0.0439472406877832,0.0801639999558953,-0.980741412779566,-0.0725246685110699,-0.779863180534782,-0.368926967503689,-1.20335299829437,-0.649963539643516,-0.639197419577983,-0.483345698251576,0.0819575488811013,0.0695573222167685,-0.768761334118231,-0.808598275566032,0.0295623910268559,0.671365737151821,0.272272990278865,-0.694325289258876,-0.906835897544539,-0.416944480517228,0.0667866014200774,-0.015994648186504,-0.0724005983129731,0.148918124749941,0.0335967506380266,-0.053885503760986,0.136326059713591
"250",1.27935065560372,1.35064198051974,0.744843071005833,0.25684491811413,1.52395894771203,-0.00177327070855678,1.01351726453392,-2.14453173227533,2.46218840180071,0.716174376861552,0.700172408585004,0.870439432868226,0.125384526264547,0.595046253707061,0.92337350760976,1.05494630686399,-0.282776319531761,-0.505978359256342,1.4778059632203,1.65958845985732,-1.62026718160626,-0.0530261451816282,-0.0390016410077137,-0.0279172152231983,-0.0459045109589244,0.00165908428694584,-0.73327896987876,0.484250472039322,-0.125015241146364,4.29003721236135e-06,0.956776074057004,-0.0626098489975106,1.15806077186233,2.24058757283464,-5.01558834813029,-4.69728294733756,-1.80529155015762,-0.726973370332167,0.250892379197522,-1.05716046602151,-0.0295590413425776,-0.961510507230349,0.428272333792757,-0.00125418522480803,-1.66867913523883,-0.183107160199295,-0.112133831936675,-1.34849790732441,-0.528398799328478,0.290903442212461,-0.0406955788418666,-0.168244343427667,0.473363295361762,-0.374868422219409,-0.293146195871248,-0.672407896971073,0.463231465207597,-0.505062401713642,-0.642504019619229,-0.148172728767549,-0.245605957554428,-0.214973205764602,-0.366159628010428,0.0224805243728142,0.0854608747121823,0.634843648928076,0.683735400518531,0.64781749602595,-0.142756362991812,0.825705851482049,0.495545821744038,0.0394266185311584,0.559306125618471,0.584236131504853,-0.128870444014651,0.448993455382049,0.218860860273069,0.322833199630703,0.379928970181406,0.384651494169976,-0.366151114894988,0.36733355515886,0.578924379863997,0.733918275481371,0.15418373409908,4.28833123397548,-0.216720690027756,-0.948314135317952,-0.946458378612113,1.1148312606415,0.0421701862276614,-0.367379164953637,-0.167445097049949,-0.226301840620268,-0.210936770542744,0.0117357081780632,-0.231800650601266,-0.0983581873305296,0.0249534088431376
"340",-0.0187064113853795,0.958330161483334,1.00849588136301,0.828081685831087,2.26861423053043,0.195793669005204,0.61942714839324,-4.80310617490574,3.77640415388293,0.286944464968281,0.568624391726643,1.24994641189571,1.44710194302265,1.1826119814468,1.80563314849039,1.67868304113077,-0.0746082425634554,-0.845342309005204,2.12792109692376,1.68045744228064,-0.359565604560913,-0.0527261365297401,0.908994423492325,0.364031336988653,-0.0394244127699944,0.2369707751139,-0.853902037864202,0.90745071337178,1.07497350518342,2.52367792638425,2.15029864147034,1.20760934117879,2.05103379203036,1.20014348899117,-5.90585228655782,-4.53751940707892,-0.923668980447687,-1.91328403851219,1.40416240849106,-1.15676251254403,-0.253560181904512,-0.471995472827221,3.33734095824409,0.783188952685476,-0.141066380888472,1.55450266214482,-0.213718115539225,-0.684081597641379,-0.0710774262316416,0.726780715156568,0.986073794921753,1.31664699417367,-0.099506649400061,-0.203468640267253,0.472564125489135,-0.567149250370272,0.894063718340716,-0.591696620376592,-0.640455259551215,-0.362659335921947,-0.326228002476759,-0.305690270913236,0.637657299183638,-0.162137754931177,-0.222344683613895,0.482669960574926,0.543529485915982,2.03534999978163,-0.355258356294915,0.354888307535914,-0.0403680511954549,-0.131200567986896,0.252719579536323,0.247175543322096,0.689849905750311,0.350357113520745,0.808362469543574,0.476416184806379,1.98962834348383,1.93096209708303,0.149722731532159,0.729738321253408,0.371644157509204,0.611077512524093,0.584479766617076,8.20934440597822,-0.359986007992651,-1.11547606587182,-1.06761304130529,0.814032639873409,-0.460904144530129,0.177613674176123,-0.259105707618883,-0.308706094049232,-0.294862698533907,-0.014930032941345,-0.264722634652771,-0.155579040355069,0.00764735218156434
"350",1.03478690767976,0.92612825276698,0.4901545419725,0.554320129140802,0.454871581077287,0.762502849233001,0.612811988449765,-1.48680802777689,-0.0277183765120399,1.44654865198941,1.00714680325439,0.860545452130742,0.961850028335715,-0.360485856314631,-0.210436443805894,0.722105990408574,-0.0615693703928799,-0.422302633596019,0.226617320968028,0.164783881296299,-1.54155067220893,-0.837815870235742,0.217434403494001,1.29146946115291,-0.111328837083594,0.375007669569838,-0.37676322580657,-0.223175671228277,0.03027870117139,-0.632167885754247,-0.384894211397513,-0.70679814202215,-0.156335878822982,-1.62381654312548,-0.0656788848661195,-0.689997797847857,-1.15925002364477,-0.0205713986992952,-0.582801291393971,-0.426111946974668,3.54884783874047,0.313326284267335,-0.6049208311689,-0.425098220953962,0.935179364959688,1.0397311055862,-0.853442135593925,1.95261967465333,-0.360653998653266,-0.241675488806829,-0.26737945155973,-0.407871438129325,0.242792255570772,-0.609775812933881,-0.228493334893829,-0.629299859935612,-0.943667191466948,-0.392299908832828,-0.173107710789549,0.456073868131596,0.0255373406903222,-0.143893395123839,-0.708062858032379,-0.254985633412821,-0.312329891473346,-0.210024755243594,-0.252787613621753,0.0210142132358478,-0.025573898081233,-0.0756763153912734,-0.110971201510207,-0.215731827214806,-0.17115874101298,-0.142270422034742,-0.645456756502167,-0.222755335671739,-0.758304385822286,-0.311840822864469,-0.847631582910045,-0.501029213171039,-0.519329010504737,-0.516927039434928,-0.146242876507959,-0.1130269094894,-0.725230611846829,-0.611021291704103,-0.348470921335228,-0.624192305696008,0.763186161943581,-0.667264810200679,-0.679330194771754,-0.389396904066851,-0.183229091852933,-0.23337833432368,-0.26254882270666,0.0290747203730163,-0.170200530429485,-0.113588666534301,0.00519131629249993
"400",-0.457657957120128,-0.774199212743288,-1.00919676701423,-0.426471469114362,-0.433370739113267,0.215965545954065,-0.112903741219017,-0.979211513279859,-1.31703116514795,0.341546231873355,0.616213908779586,0.384187626010196,0.845948099305394,0.413737896612911,0.067964416437254,-0.0765223440458491,-0.0131671973469823,2.09392273578466,0.149061019808405,-0.119331970615315,1.92515335032428,0.00887257182429816,0.404750191968805,0.14750161341351,0.0564734002324292,0.304902676976955,0.810452164099747,0.150702277021957,0.7920928926389,0.734329439773089,-0.132749272651097,-0.0916399998293109,-0.854392527537658,-2.83970403691437,-2.05957610091492,0.814891666503207,0.738547792815026,1.89764196995227,-0.646948156738271,-0.764485212483249,-0.565949603883384,-1.05519408188746,-0.429590449211345,-0.800322547946752,-0.424028970743151,0.4735939751957,0.157344778973287,0.360403107569998,0.66923743217574,0.232616655092004,-0.0985187435777919,-0.178106103723334,-0.336384049363945,-0.139955331034181,-0.621329716009464,-0.111776387319442,-0.440214528235583,0.454494608018619,0.238048653692422,0.311703182757542,-0.0429619488764787,-0.293576422548157,-0.545248926890113,0.100357985402828,0.374869285506883,0.43296669180024,0.616228171177473,-0.304703992865106,0.370850266490437,-0.0246710231347194,1.75082023251866,0.166197563649124,-0.0224572387637145,0.0194576850672435,0.230354161964274,-0.119493520578139,-0.125429031500441,-0.456855169148224,-0.451809505377599,-0.614461799078792,-0.18709310173294,-0.149350052011857,0.0321196336509827,0.0202136403349315,-0.316876693579907,-0.892991051418391,-0.20221949761761,1.2058633070602,0.234688058060494,-0.698353978657842,0.426220242829539,-0.379749120156603,-0.137846597084797,-0.19454854659253,-0.262509197117233,0.0658442291014472,-0.194317073151724,-0.131734014393261,0.0424808224447441
"440",-0.354465957151077,-0.431546804482382,-1.08505530038717,-0.887119023645213,-0.96260781600095,-0.515259326919576,-1.05360456198975,0.218361775568449,-1.06216772380621,-0.702716952681424,-0.361350378217912,-0.479485705388137,-0.895798568007146,-0.174742882725143,-0.429617686538577,-1.15344400628248,-0.491897249505156,-0.481508971641973,-0.223321561717038,-0.745503450182875,-0.259017098852813,-0.859023857742914,-0.213226155508348,-0.677731752233902,-0.258003099220778,-0.0845470334739027,-0.397587320693042,-0.1763077629712,-0.104815817909739,-0.0126484552503701,0.0682850079776237,0.256833286009352,-0.0780169781922347,-3.68022388939355,-1.93302105650085,0.242486528614474,-0.0220686356848197,0.026415957432684,-0.41696534111447,-0.990334697774037,-0.722137430837143,-1.24865598213163,-0.765670323581648,-1.34413020177058,1.09452301392973,0.061362528993708,-0.998873110260104,0.07304557979728,-0.585741301269698,-0.537414462158038,-0.604224167114533,-0.536090155055264,-0.804836995235419,-0.794155585779477,-0.0523864191017402,0.17062079615887,0.0693928209358375,0.194439277028995,0.1391023658195,0.669957735331579,0.0803956653299306,0.00809920111386335,-0.116377016477705,0.122708645357813,-0.0905682705951028,0.22782424683222,0.208033221624391,-0.478861283383581,-0.987795767088259,-0.0712810621192836,0.0368784020961599,0.169517505923335,-0.0109157427221647,0.0141263358936058,-0.805868166141597,-0.0374147103608233,-0.171412753369874,-0.159455854736818,0.323344391069112,-0.0304707025417289,0.676394910278544,-0.624382833506326,0.0319549144586102,-0.0278529804803016,0.350507775833304,-0.516172155590834,-0.253969663544669,-0.370979157467771,0.764548078079401,0.238555675114717,1.69738878452524,-0.237670048722713,-0.129927053122673,-0.206397584522414,-0.220707320078281,-0.0131785607850878,-0.147082949059473,-0.120120439097692,0.0936959599127576
"750",-0.062195098985198,-0.0536488072312596,-0.360814167726834,-0.0963011235647434,-0.294225286300267,0.0306463092350998,-0.0850051134242932,-2.87736474146039,-0.260048415755056,-0.830855605232847,0.265447800107499,0.045184734600204,0.144239030169237,1.25912031737877,0.669329828118133,0.688781979378343,-0.199473964771012,0.230784080496953,0.458222824143728,0.26790700378358,0.709736922024139,-0.0294454550992511,0.014812923049061,0.365240521277621,0.592520261133972,0.391217952679878,1.69954555087741,-0.234690672668001,0.18907353356134,1.36975732973897,-0.116405056281735,0.114354511883281,0.616587069625764,-1.3996558441123,-2.68309129783778,-0.441424646140566,-0.860824437285577,-0.280981450960848,-0.6632298468424,-0.425320106668291,0.120424472679258,-0.258147229986982,-1.10999810755277,-1.33864665457271,-1.19263288809108,-0.24806051573143,-0.813142518736924,-0.295507364927819,-0.244633883052663,-0.242389152064511,-0.174963534299552,0.132090473593383,0.577085629586598,-0.192478817993745,-0.0217066461561968,-0.794353441878343,-0.0030177843342309,-0.247988103434394,-0.293428329832167,0.0579399686278976,-0.0608901843190588,0.171927984299816,0.127451503120973,0.0154706163253828,0.0684645143466846,0.235805373024895,0.127140259008144,0.620434045462377,1.02534049608584,0.232087643287113,3.22215329532778,0.569945827656771,0.309759853484425,0.258855800438198,1.07284346704883,0.301157771696917,0.624188586251676,0.301339268904571,1.28737782002128,0.975014306484622,0.33804724284215,0.389019866581522,0.185509173886233,0.170445837185142,0.414662653227166,-0.587650197248257,-0.234431881117594,0.606070620954035,-0.362575547156203,0.469824865836963,-0.170017167639089,-0.04973955306324,-0.179723392523034,-0.23812597908589,-0.216802936088198,-0.153674661345606,-0.187058726994817,-0.155268062283128,-0.0511447550518112
"760",-0.0710914210206933,1.27565549370534,3.46599261137029,4.80581246931876,3.26929959878688,3.22730765808038,2.70477087616032,-2.25592209425726,2.85575054903624,1.67074575211755,2.3946414138451,2.28286202492945,3.1217983147038,0.240244946632028,1.14471980243855,2.09759483318853,-1.02858070696116,0.246096317743524,0.662662517379509,1.81255433362248,-1.14615518363271,-0.224396200565173,0.852943120964238,2.03935656491339,0.522862300796472,0.754795294430226,-0.330771755032414,1.29388016506056,1.91305916568931,2.81344260609207,0.883524286474007,0.124362492472696,0.440781776251458,-2.08825462311247,-4.41244925462138,-4.77377088382923,-2.121302307381,-1.96444213400573,-0.395968407051238,-1.29184448718128,-1.05999097974467,-1.59074768152411,-0.644770037620971,1.71509340299763,-1.24194263577082,-0.227587425038176,-0.26976572368538,-0.256821538442602,-0.207016484911452,0.101019665920335,-0.0735813442578334,-0.339558438586636,-0.416897323969018,-0.274557803542628,0.233810793331487,-0.592182405056249,-0.603940452468866,-0.811083491290313,-0.743355093133807,-0.512618616661479,-0.714517704914158,-0.685124617608337,-0.606056685390017,-0.239696336992004,-0.28915336503221,0.682020384186517,1.03913017128977,0.512996021764444,-0.00908774889503696,-0.110029394997754,-0.574913322068642,-0.318742438749774,0.134806669453142,0.209364528493079,-0.568145507146267,-0.0386121647402068,-0.777124727387287,-0.382386540262541,-0.484240636245192,-0.17683453970029,-0.86732080111656,-0.504189355071962,0.0984207274583042,0.144904435694858,-0.956354687169677,-0.0596183224949487,-0.369619770095609,-0.112250304728271,-0.492092453515484,-0.723708295348073,-1.04274399407412,-0.481639139524379,-0.273340545714512,-0.317520252029606,-0.364091965869238,-0.0453287722823328,-0.290292485227065,-0.16554524547959,0.061408097824331
