"","X0.761519","X0.901799","X0.921839","X0.941879","X0.961919","X0.981959","X1.002","X1.02204","X1.3026","X1.44288","X1.46292","X1.58316","X1.68336","X1.82364","X1.84368","X2.02404","X2.04408","X2.06412","X2.3046","X2.34468","X2.94588","X2.96592","X2.98596","X3.04608","X3.06612","X3.12624","X3.14628","X3.52704","X3.54708","X3.74748","X3.76752","X3.88776","X3.9078","X4.04808","X4.08816","X4.14828","X4.16832","X4.18836","X4.2084","X4.22844","X4.32864","X4.34868","X4.36872","X4.76952","X4.92984","X5.91179","X6.05207","X6.11219","X6.83363","X6.85367","X6.99395","X7.01399","X7.15427","X7.19435","X7.21439","X7.23443","X7.25447","X7.27451","X7.29455","X7.31459","X7.33463","X7.37471","X7.39475","X7.61519","X7.69535","X8.01599","X8.09615","X8.15627","X8.23643","X8.47691","X8.49695","X8.63723","X8.77751","X8.79755","X8.95787","X8.97791","X9.07811","X9.13823","X9.29855"
"80",0.18713820878983,0.0851578986381954,-0.795272336402404,-0.921236033209107,0.358815998488112,-0.940304914530563,-0.525339655425388,0.568997655824856,-0.0475798924462143,1.49162682893738,-1.8279467850408,0.891247399751396,0.570124461187535,0.134351854786244,0.0456218285263293,-0.132241223217284,-0.0252422287619215,0.993482746926353,0.108003552647499,-1.23603171748919,0.123553849839522,0.248862149726172,0.664325388198954,0.708578618956658,1.95399066257306,-0.738471089236129,-0.498974533178408,-2.18280494139985,1.05583165316874,-1.06610881302155,0.469150627135738,-0.977138447456115,2.11130772116503,0.453330449785296,-0.79403218638749,0.179779806350911,0.327477571008588,1.04629924830713,0.972193422149835,0.562334108848525,0.680142627087234,0.808815345641201,1.09509397790928,1.65830004906123,-0.576871972273867,-0.393094513064376,-0.586667055667183,1.30001059553823,-0.432615866546818,-0.497567291882369,-0.348886424785822,1.24761522304686,-0.974077739832939,-0.410578452483699,-0.461844044193373,-0.917664705628376,0.358107584969105,-0.141899461208219,0.327390555912123,0.567346020946977,0.184100910484376,0.0698512432622965,0.170016718239063,-0.464356573857083,-0.621967606752958,-0.372312052974776,0.0304739227466225,-0.929284215753702,0.480790821779113,-0.146904150557075,1.56446593996774,-0.0103885675797097,-0.249569477545844,-0.344841519304744,0.0574129278146403,0.0153442359718668,-0.325100939268726,0.323424924654627,-0.0473841334500807
"140",-0.279177677736336,-0.836408854289284,-1.46343777014069,-1.12485857111497,-0.826615264285236,-0.524331300826097,0.0754680060995884,-0.972388379146122,-0.373638545663161,-1.52255963903088,-0.882614983285799,0.61164753937583,-0.119663362501236,-0.555556937672581,-0.951309368899839,0.477308220697776,0.456634354445215,-0.139806171215773,-0.169576629440414,-0.559919458616554,-0.0638394836962001,0.0186600767306103,-0.857946498052537,-0.415271447457416,-0.605633087883673,-0.866939256763848,-1.27696373405252,1.30388501933677,0.19094287036352,1.44410186954208,-0.402797307854723,0.0783432607817923,0.0966890166121471,0.86189405714953,0.963625601326016,-0.317158885245563,-0.232700051840928,-0.817048974395694,-0.483775866611656,-0.436409177171922,-0.490649582220868,-0.479146060969494,-0.399285406598532,-0.484007656369948,1.39380927926717,-0.203574328420685,-0.229582115083025,-0.432000117492779,0.065621873744725,-0.482703329588686,0.088326193682662,0.656422435688064,-0.559229677801309,-0.0911849082851992,-0.0717772400530823,-0.157972107740489,-0.636038759349138,-0.413154050146019,-1.15857932506932,-0.944073020477415,-0.693522886816444,-0.581183805860469,-1.01242156824989,0.0121287568105395,-0.386570359729321,-0.0405216429216805,-0.178658995226243,0.750111732455222,-0.689000476973483,-0.253787056947297,-0.323217218855902,-0.118344089427222,-0.142070582430811,-0.184871870246241,0.115185165774709,0.0328365603954012,-0.166745421368864,-0.117480741433335,0.0498761483748604
"230",-0.359555865483857,-0.302577498349599,-1.33768369896959,-1.38128010410249,-0.693668563893483,-0.850211446098607,-0.37649224822239,-1.08619895383759,0.855639713290659,-0.792289484717085,0.635004551410966,0.662349751993018,0.249725804398063,-0.215967804852003,-0.364493637926823,1.96418287382741,0.497174271640265,0.0486279346704283,0.0548344271669323,0.140170039732042,0.207757856539493,0.185773121810351,-0.832822404812479,-0.166880886085592,-0.116002480557502,-0.737781764802375,-1.19425491253903,0.545533607179589,-0.613248112829545,-0.233989824546457,-0.861676308263564,-0.242081176057126,-0.0699347718344103,0.991669387517668,0.573859473331195,-0.0474068568757362,-0.376083654570965,-0.252579369094147,-0.544997796029132,0.0449185244837373,-0.364306942893598,-0.32050102845138,-0.682926730227326,-0.44900077310292,0.316814143604565,-0.115302393494297,0.219582305899204,-0.510838391268564,0.0777741497976484,-0.364052728382222,0.708573605363815,0.195245434734122,-0.6341222462356,-0.053172148138954,-0.0725246685110699,-0.434469167484989,-0.779863180534782,-0.368926967503689,-1.20335299829437,-0.852460978074758,-0.649963539643516,-0.379240454873288,-0.179767339565624,0.0100733846705471,-0.768761334118231,-0.267428955371452,-0.0921417572761895,0.671365737151821,-0.694325289258876,-0.255835541988625,-0.416944480517228,-0.108986800302828,0.0667866014200774,-0.015994648186504,0.161442497243188,0.148918124749941,0.0335967506380266,-0.0686406207244379,0.149072501238237
"250",1.27935065560372,1.35064198051974,0.744843071005833,0.25684491811413,1.52395894771203,-0.00177327070855678,0.909142387572321,1.01351726453392,-2.14453173227533,2.46218840180071,-1.91521355481354,0.456268837836498,0.870439432868226,0.595046253707061,0.92337350760976,-0.505978359256342,-0.349177596511091,1.4778059632203,0.213702031825886,-1.62026718160626,-0.0401039893567213,-0.125015241146364,4.29003721236135e-06,0.956776074057004,0.600111678040513,-0.0626098489975106,1.15806077186233,-0.726973370332167,0.250892379197522,-1.04541137017822,0.464327784029366,0.137760781958218,1.15403544413796,-0.680687165973519,-1.34849790732441,-0.0406955788418666,-0.168244343427667,-0.0380257405382273,-0.83631303159807,-0.947843832560946,-0.100779831865126,-0.503782972272002,-0.293146195871248,0.463231465207597,-0.798159014036939,-0.28961551163014,0.321525459996707,-0.366159628010428,0.635585087438291,0.64781749602595,0.311172112310475,0.495545821744038,0.454591433448985,0.371203672625872,0.448993455382049,0.00968936077925322,0.218860860273069,0.322833199630703,0.379928970181406,0.0784109607692481,0.384651494169976,0.369494466636141,-0.0539554762840103,0.29358714703544,0.15418373409908,-0.2232074554129,0.0725337243301671,-0.948314135317952,1.1148312606415,-0.235574736840974,-0.367379164953637,-0.0564523712795613,-0.167445097049949,-0.226301840620268,0.0329645220508879,0.0117357081780632,-0.231800650601266,0.0692022106343572,-0.00163455353779825
"340",-0.0187064113853795,0.958330161483334,1.00849588136301,0.828081685831087,2.26861423053043,0.195793669005204,0.729542912877851,0.61942714839324,-4.80310617490574,3.77640415388293,-0.547103912790498,-0.0215228158631151,1.24994641189571,1.1826119814468,1.80563314849039,-0.845342309005204,-0.0493393061802983,2.12792109692376,1.94983581573804,-0.359565604560913,0.406132428474173,1.07497350518342,2.52367792638425,2.15029864147034,1.906514406478,1.20760934117879,2.05103379203036,-1.91328403851219,1.40416240849106,0.665989624097979,0.365086436735699,0.783854317559629,0.864075553790205,-0.858484812058423,-0.684081597641379,0.986073794921753,1.31664699417367,1.32368990666335,-0.160772110578687,-0.704594160419518,0.952610494258689,0.356913050854174,0.472564125489135,0.894063718340716,-0.162660550319903,0.0112726403426252,0.191787430034852,0.637657299183638,0.874528015340577,2.03534999978163,0.458863155564887,-0.0403680511954549,1.55402474081649,0.319240037338317,0.350357113520745,0.249610968187745,0.808362469543574,0.476416184806379,1.98962834348383,1.20654325408089,1.93096209708303,1.48779905035102,1.64480544830154,0.0322337360247835,0.584479766617076,-0.262268474462857,-0.0797888401640711,-1.11547606587182,0.814032639873409,-0.00309726304876318,0.177613674176123,-0.0506815220667045,-0.259105707618883,-0.308706094049232,0.0421385013657232,-0.014930032941345,-0.264722634652771,0.00761289471105411,-0.0336439345865234
"350",1.03478690767976,0.92612825276698,0.4901545419725,0.554320129140802,0.454871581077287,0.762502849233001,0.968475139966041,0.612811988449765,-1.48680802777689,-0.0277183765120399,0.0267413319526515,-0.161016773055321,0.860545452130742,-0.360485856314631,-0.210436443805894,-0.422302633596019,-0.327266448952806,0.226617320968028,-0.133273829171419,-1.54155067220893,0.0775425981575341,0.03027870117139,-0.632167885754247,-0.384894211397513,-0.499159371877469,-0.70679814202215,-0.156335878822982,-0.0205713986992952,-0.582801291393971,1.90513781517464,-0.516881720612944,0.452412714905815,0.183108988102736,-0.614108245261235,1.95261967465333,-0.26737945155973,-0.407871438129325,-0.718548667278959,-0.765736164502785,-0.0741123949393958,-0.783234119680372,-0.755171450015653,-0.228493334893829,-0.943667191466948,0.175051109528277,-0.800218108481809,0.486240585147957,-0.708062858032379,-0.156923806025204,0.0210142132358478,-0.320419832281747,-0.110971201510207,-0.141490987242025,-0.299818186212289,-0.222755335671739,-0.429673427541209,-0.758304385822286,-0.311840822864469,-0.847631582910045,-0.591516905570068,-0.501029213171039,-0.544686277325743,-0.326324337374289,-0.316690273792014,-0.725230611846829,-0.434403173215755,-0.362188327402356,-0.624192305696008,-0.667264810200679,-0.271711698024798,-0.389396904066851,-0.174642524512879,-0.183229091852933,-0.23337833432368,0.0825681292006273,0.0290747203730163,-0.170200530429485,-0.14709458274979,-0.0281102418944756
"400",-0.457657957120128,-0.774199212743288,-1.00919676701423,-0.426471469114362,-0.433370739113267,0.215965545954065,-0.179868727484464,-0.112903741219017,-0.979211513279859,-1.31703116514795,0.413616446153296,1.27698365436037,0.384187626010196,0.413737896612911,0.067964416437254,2.09392273578466,1.46087931185363,0.149061019808405,0.157155480935964,1.92515335032428,0.468595983118027,0.7920928926389,0.734329439773089,-0.132749272651097,0.334434268242848,-0.0916399998293109,-0.854392527537658,1.89764196995227,-0.646948156738271,0.0653714635570852,-0.451639145801212,0.0917922500046134,-0.0370964656521801,0.950786166539241,0.360403107569998,-0.0985187435777919,-0.178106103723334,-0.440618976759244,-0.0045022355207416,-0.199897465581832,-0.282065204287933,-0.267033106742026,-0.621329716009464,-0.440214528235583,0.493590267141598,-0.257992505206918,-0.407118534335271,-0.545248926890113,0.0620294166575138,-0.304703992865106,0.209861462849109,1.75082023251866,-0.196121064858024,-0.152238484465143,-0.119493520578139,-0.22603577102997,-0.125429031500441,-0.456855169148224,-0.451809505377599,-0.372127745941246,-0.614461799078792,-0.564500764355594,-0.27590986350413,-0.0380264383332516,-0.316876693579907,-0.0495903342202897,-0.186315765375839,1.2058633070602,-0.698353978657842,-0.246313746193512,-0.379749120156603,-0.0347262230777089,-0.137846597084797,-0.19454854659253,0.206065684046011,0.0658442291014472,-0.194317073151724,-0.120464311425293,0.0160390869309379
"440",-0.354465957151077,-0.431546804482382,-1.08505530038717,-0.887119023645213,-0.96260781600095,-0.515259326919576,0.229538862104678,-1.05360456198975,0.218361775568449,-1.06216772380621,-0.00423774487117441,0.936461039330036,-0.479485705388137,-0.174742882725143,-0.429617686538577,-0.481508971641973,0.826411959130347,-0.223321561717038,0.0384107835232308,-0.259017098852813,-0.11424525310356,-0.104815817909739,-0.0126484552503701,0.0682850079776237,0.669974460940457,0.256833286009352,-0.0780169781922347,0.026415957432684,-0.41696534111447,-0.214896602656867,-0.94928537701896,-0.765675057951933,-0.824792224820248,0.12591220724857,0.07304557979728,-0.604224167114533,-0.536090155055264,-0.275687496957475,-0.0856952954402189,0.0871770700056216,-0.633226038387177,-0.518522179649129,-0.0523864191017402,0.0693928209358375,0.390313283852599,0.0456491997479493,0.434449577536018,-0.116377016477705,0.129160231836286,-0.478861283383581,-0.0783453899318642,0.0368784020961599,-0.525158901512697,-0.112125735821892,-0.0374147103608233,0.307805451655105,-0.171412753369874,-0.159455854736818,0.323344391069112,0.0799553279445778,-0.0304707025417289,0.647053952886765,-0.308914535154021,-0.0371863152670729,0.350507775833304,0.0403642884789096,-0.110200611530371,-0.370979157467771,0.238555675114717,0.20203889088312,-0.237670048722713,-0.048270380168487,-0.129927053122673,-0.206397584522414,0.0649677966770222,-0.0131785607850878,-0.147082949059473,0.010302472486116,-0.0113608871409957
"750",-0.062195098985198,-0.0536488072312596,-0.360814167726834,-0.0963011235647434,-0.294225286300267,0.0306463092350998,-0.0151603854520043,-0.0850051134242932,-2.87736474146039,-0.260048415755056,-0.610513419237008,0.876216911752449,0.045184734600204,1.25912031737877,0.669329828118133,0.230784080496953,0.858324638498303,0.458222824143728,0.317449490705148,0.709736922024139,0.348094548312165,0.18907353356134,1.36975732973897,-0.116405056281735,2.78860473663413,0.114354511883281,0.616587069625764,-0.280981450960848,-0.6632298468424,-0.851226045982325,-0.234081277205638,0.419141719487647,-0.45480419265391,-0.181932404628826,-0.295507364927819,-0.174963534299552,0.132090473593383,0.906981820365714,0.521568117511225,0.396659298285035,-0.159038097824314,-0.112542425138628,-0.0217066461561968,-0.0030177843342309,-0.468872809091816,0.103505782166813,-0.284185953205563,0.127451503120973,0.271554874454902,0.620434045462377,0.00586735437751182,3.22215329532778,0.64342119023363,0.246288181110792,0.301157771696917,0.380751220839689,0.624188586251676,0.301339268904571,1.28737782002128,1.23936171670202,0.975014306484622,0.821118675143613,1.59815237266543,0.175676830027547,0.414662653227166,-0.20456577302769,0.166111575299402,0.606070620954035,0.469824865836963,0.322491236293528,-0.04973955306324,-0.0748472589928589,-0.179723392523034,-0.23812597908589,-0.0231337783432622,-0.153674661345606,-0.187058726994817,0.228602943663087,-0.0284795651296129
"760",-0.0710914210206933,1.27565549370534,3.46599261137029,4.80581246931876,3.26929959878688,3.22730765808038,0.419625058516729,2.70477087616032,-2.25592209425726,2.85575054903624,-0.448563358013227,0.510389399620808,2.28286202492945,0.240244946632028,1.14471980243855,0.246096317743524,-0.16208567126138,0.662662517379509,0.386745604966249,-1.14615518363271,1.28850966873735,1.91305916568931,2.81344260609207,0.883524286474007,0.354969429131184,0.124362492472696,0.440781776251458,-1.96444213400573,-0.395968407051238,-0.987005356234627,1.84437767303811,-0.237679849855463,0.176628049377711,0.029636498334928,-0.256821538442602,-0.0735813442578334,-0.339558438586636,0.658041748149156,-0.827917322891416,-0.227590792440188,-0.453041873805543,-0.301323526279707,0.233810793331487,-0.603940452468866,-0.383633441206994,-0.177787886126242,-0.0221971627806095,-0.606056685390017,0.292713752197803,0.512996021764444,-0.374884443559699,-0.574913322068642,0.248084366452453,-0.264356666708064,-0.0386121647402068,-0.540957318385103,-0.777124727387287,-0.382386540262541,-0.484240636245192,-0.512329018727523,-0.17683453970029,-0.579112596778538,-0.157189164683962,-0.136897142402121,-0.956354687169677,-0.396768250948008,-0.308205023251102,-0.112250304728271,-0.723708295348073,-0.291865477017242,-0.481639139524379,-0.168216229977923,-0.273340545714512,-0.317520252029606,-0.00526374746249845,-0.0453287722823328,-0.290292485227065,-0.121151542288537,0.0183209488843819
