"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102"
"1070",4.8758,-11.585,4.2627,0.051871,-4.7259,5.3115,1.1887,-1.4993,-1.5661,-3.7299,0.79135,-2.9965,0.38116,-5.5931,2.5648,-1.7836,-1.633,0.53239,1.3251,-5.8246,-3.5381,2.905,-1.2581,-2.0644,0.75796,0.83177,-0.98044,-0.093175,0.43476,0.3777,-0.70213,-0.42315,0.05633,0.46215,-0.34915,-0.61034,-0.83875,0.45398,-0.44098,0.82664,0.49628,-0.47145,0.036231,1.0399,-0.41256,0.18274,0.10362,-0.17182,-0.13433,-0.16833,0.39325,0.18824,0.36632,0.08852,-0.021744,0.025593,0.23309,-0.26089,0.63283,-0.11443,-0.52832,0.14726,0.19347,0.22802,-0.46469,0.044982,-0.25522,-0.087035,0.20261,0.29561,-0.23466,0.31516,-0.12647,-0.10732,-0.34467,0.11444,0.046754,-0.18336,0.070703,0.039092,-0.15474,-0.3277,-0.054339,-0.0067026,-0.13316,0.052559,-0.064698,-0.010181,-0.077714,-0.0171,-0.058094,0.064618,0.12108,-0.026818,-0.0093016,0.077775,0.0056269,-0.021761,0.013724,-0.05545,0.055494,-7.7716e-16
"1230",-2.4181,-6.0285,6.3253,-0.35475,-1.0896,-2.3827,-1.2805,-6.222,-0.24867,-4.8061,-0.39543,-1.5621,0.82061,0.05849,0.74872,1.2629,0.19693,-1.1341,1.4214,1.5654,-0.6242,-2.109,-0.80348,1.4124,-0.18428,-1.9721,-0.99752,-1.8115,-0.51855,-0.35355,1.2743,-0.79483,-0.047147,0.035425,-0.27245,1.5708,0.86923,-0.54133,0.42821,-0.23113,-0.43102,0.87426,-0.50541,0.75771,0.43934,0.19025,-0.41364,0.36147,0.0013747,-0.26476,0.69961,-0.1529,0.55448,-0.2567,-0.14848,0.00023035,-0.31765,0.22608,0.36605,-0.22926,0.18965,-0.19257,0.014745,-0.066547,-0.25837,-0.19288,-0.16298,-0.5441,0.55458,0.17768,-0.41269,-0.27605,0.047257,-0.11624,-0.25677,-0.41854,-0.09379,-0.080649,0.17848,-0.40774,-0.054255,0.15539,-0.005692,0.18661,0.00068698,-0.031014,0.20964,0.028903,0.15975,0.21293,-0.078563,-0.094316,0.021078,0.081628,0.0013345,0.10003,0.11332,-0.14617,0.1844,-0.026584,-0.016426,1.7382e-15
"1410",8.6715,3.103,-1.5186,2.0309,7.2817,-1.678,-0.84444,0.46859,-0.34313,-3.8041,-0.20823,-2.4538,-4.8923,3.1223,2.9087,0.68931,2.5091,-1.2273,-0.17853,1.9033,-0.77007,1.209,-1.6151,-1.6911,-0.49345,-1.0958,0.86578,1.3235,1.4202,-0.28228,-0.72313,0.50404,0.20569,-1.1112,-1.8928,-0.78814,0.57415,-0.13255,0.93317,-0.10285,0.59195,-0.8359,-0.85835,-0.75406,-0.024522,0.89019,-0.53405,0.37593,-0.59744,-0.17951,0.38915,-0.43912,-0.3582,0.17717,0.86768,0.099653,0.00098191,-0.32017,0.08769,-0.89841,-0.1426,-0.39163,0.27191,0.052066,-0.058802,0.39299,0.13704,0.15323,0.15711,0.35817,0.017648,-0.17064,0.1908,-0.173,-0.033516,0.051048,-0.080618,-0.14531,0.071002,0.054862,0.064011,0.18244,0.16824,0.057307,0.059494,-0.045668,-0.11004,-0.28322,-0.10027,-0.10795,-0.081003,0.075518,-0.0022807,0.03752,0.032627,-0.0023537,0.13776,-0.0055736,-0.048452,-0.015218,0.064746,2.1719e-15
"1470",2.5333,-4.3386,1.1698,2.4848,0.045473,-5.4775,1.6579,-1.2134,-4.531,0.13781,-1.713,-4.7804,-2.6734,-0.45664,-0.18751,-0.12738,1.8189,-0.89702,0.98967,0.46034,2.2322,2.1616,-0.89376,1.5373,0.49413,-0.69633,-0.42876,0.47769,-0.34762,-0.41055,-0.80992,-1.3766,0.74786,-1.438,1.5061,0.0056061,-0.29008,-0.23023,1.5169,-0.44176,-0.21716,-0.37892,0.71378,0.98303,0.15293,0.77165,0.50874,0.2657,-0.43612,0.05452,0.09541,-0.24897,-0.3012,0.17945,-0.52799,0.064694,0.15578,-0.33934,-0.54111,0.044179,0.29628,-0.54471,-0.78127,0.10942,-0.15277,-0.041309,-0.56156,-0.066088,0.074331,-0.18606,0.14404,-0.23183,-0.15119,0.15248,0.01309,0.18247,0.14598,0.0064004,0.21854,0.10909,-0.1401,0.088188,-0.24811,-0.20928,-0.25584,0.21631,-0.074076,0.19363,0.056448,-0.018997,0.063746,0.12243,0.097004,-0.14012,-0.046665,-0.031701,0.052229,0.21688,0.051576,0.0096842,0.016062,5.6292e-16
"1510",4.4466,-10.89,5.6134,10.501,2.8757,-1.0504,1.2196,6.4963,-1.6438,-0.29582,4.1784,2.8626,0.4245,-1.5777,2.5999,-0.189,-0.90267,-0.65929,1.437,0.27274,0.22841,-0.3624,1.0522,0.94669,1.163,0.81269,0.021225,-1.5643,-0.48707,-0.011059,-0.14303,0.030078,0.20932,0.65139,0.73816,0.081717,-0.35194,-0.31341,0.86692,-0.36226,-0.32795,0.043261,0.20703,-0.58117,-0.90239,0.1759,0.17158,-0.11987,-0.087504,-0.48296,-0.13476,0.031486,0.32542,-0.66203,-0.21697,0.19477,0.44714,-0.16446,-0.58176,-0.088805,0.31667,-0.02983,0.57881,0.35512,-0.19355,-0.046485,0.060892,0.30103,0.0013382,0.10148,0.22041,-0.23662,0.43791,-0.12683,0.07688,-0.23747,-0.32236,0.25215,0.033468,-0.43015,0.12099,-0.26443,0.023167,0.35493,-0.074963,-0.0012129,-0.0089137,-0.24247,-0.12937,-0.030807,-0.038303,0.33745,-0.075011,-0.17825,-0.047066,-0.13207,-0.10837,0.1148,0.078635,-0.07673,0.01812,5.8287e-16
"1570",10.453,-7.9197,-1.8907,-6.6483,1.514,-7.3531,0.25735,-1.9734,6.0345,-0.63258,4.7793,0.8839,1.1172,5.3401,-1.3423,-0.80078,-1.4765,1.4193,0.5531,-2.206,-1.7997,-0.19446,-0.34188,1.024,-0.69642,-0.76299,1.1984,-0.045006,0.9745,1.806,-0.51869,-0.16975,-0.043811,-0.47305,-0.083139,0.70787,-0.9568,-0.70736,-0.13849,-0.9463,-0.4609,0.32359,0.33026,-0.57737,0.025369,0.062483,0.2172,-0.14247,0.47685,-0.18399,0.052532,0.42736,-0.37592,-0.093546,0.46493,-0.23386,-0.40894,-0.13753,-0.79185,0.37758,-0.26976,-0.49347,0.13277,-0.15062,-0.067318,-0.012614,-0.060458,-0.36866,0.24503,0.075665,-0.16505,0.36438,-0.51545,-0.25729,0.0031672,0.26499,-0.45956,-0.30592,-0.15261,-0.16406,0.11536,-0.18633,-0.12222,-0.14387,-0.14565,-0.0046416,-0.14275,-0.080188,0.13227,-0.0072167,-0.042911,0.14781,-0.027497,0.10979,-0.13712,0.091696,-0.021323,0.10142,-0.0037978,0.021484,-0.00075024,-1.9984e-15
"1720",2.7796,-8.4855,3.1943,3.1395,3.1233,-6.1405,1.5321,-5.8662,-2.1983,4.8494,1.7472,2.0807,-0.34043,0.35517,-1.5347,2.4663,-2.1473,0.73959,3.6526,-2.6168,1.2046,0.59493,-0.028094,1.3481,0.7176,-1.9371,-0.22797,-0.19547,0.053507,-0.56397,0.65697,0.15743,0.15525,-0.53571,1.6313,-0.27319,2.1686,0.66885,-0.51833,0.36552,0.23346,0.25065,0.34947,0.59337,-0.1858,0.20716,-0.69705,0.13936,-0.33331,-0.11684,0.21362,-0.2887,0.34041,0.52302,-0.14607,0.49657,0.053871,0.2149,-0.089575,0.14777,-0.20151,0.021383,0.21744,-0.14323,0.36162,0.39086,-0.11457,0.16914,0.011246,0.15453,0.15351,0.39707,-0.24531,-0.21147,0.14189,0.053337,0.23183,0.25118,-0.28349,-0.023339,-0.17606,0.17852,0.25892,-0.08739,0.27567,0.014402,-0.095693,-0.35524,-0.23615,-0.010124,0.039136,0.029243,0.01111,0.1234,-0.11782,-0.0017741,-0.047843,-0.040793,-0.047782,0.062159,0.08997,1.2629e-15
"1730",17.137,-3.307,-3.9662,7.9853,8.2027,0.85745,-0.87813,0.37552,-1.1315,3.8132,-8.2579,-2.9715,2.1891,0.88668,-3.1151,-2.4131,3.814,2.9201,-0.47633,-2.4908,-3.5127,-0.19671,0.42325,0.90638,2.793,-1.2873,2.0411,0.12007,-1.1858,-0.086569,-0.30492,0.29007,-0.88613,-0.6896,0.25318,-0.74288,0.42122,0.25802,0.051128,-0.075931,0.4098,0.21278,0.19411,0.10782,-0.094227,0.14593,0.12808,0.19872,0.28168,0.74671,-0.080598,-0.064304,-0.33552,-0.40307,-0.16882,-0.74766,-0.051912,-0.51594,0.12247,0.50427,-0.00033256,0.025717,-0.037498,0.015844,0.069721,-0.22416,0.36858,0.18183,0.39232,0.043637,-0.16902,-0.28256,0.19954,-0.31222,-0.017579,-0.14848,0.031473,0.2489,-0.028754,0.069808,0.10508,-0.036163,0.05898,-0.027196,-0.097539,-0.12788,0.010372,-0.067837,0.040013,0.091137,-0.11233,0.018832,-0.015478,0.12854,0.096671,-0.021794,-0.065645,-0.066709,0.10861,-0.0049407,-0.018817,1.5543e-15
"1770",15.782,-5.3309,-4.9,10.123,2.6948,-0.3183,0.7577,-0.0038983,-1.686,-1.6523,-3.6916,2.1387,4.834,0.1056,0.70837,0.98114,-0.16055,0.45135,1.7279,0.5791,-2.0279,-0.19492,2.1713,0.21223,1.6768,0.57905,-1.1347,0.3352,-0.67955,0.12835,-0.19852,0.80574,-0.17892,-0.13963,-0.035319,-0.30884,0.53529,0.64867,-0.61452,-0.40599,1.1238,0.033037,-0.1037,-0.33352,0.17225,0.24497,-0.93058,-0.82196,0.018592,-0.35098,-0.088372,-0.097439,0.16857,-0.17015,0.48052,-0.01432,0.018828,0.51309,0.47419,-0.2939,0.14028,-0.56846,-0.1412,0.28391,0.2366,-0.39245,0.048726,-0.44268,-0.35976,-0.23681,-0.028033,-0.15346,-0.35877,0.13577,0.1205,0.45683,-0.11413,-0.26819,0.18036,-0.13309,-0.0068323,0.16823,-0.18692,0.26807,-0.14268,0.35715,-0.031785,-0.043377,0.077961,-0.092273,0.23618,-0.17264,-0.087283,-0.15146,-0.12585,0.014667,0.0049488,0.051854,-0.10932,0.05535,-0.026011,2.72e-15
"1780",18.633,-13.384,-10.997,-2.9084,-7.7549,-4.4291,2.5351,-2.1209,0.51028,1.0615,0.91032,-2.7011,0.76475,1.2736,-2.0045,-4.3609,-1.0417,-0.78154,-0.9867,-0.62885,-2.0997,-1.0137,-0.5979,1.2074,-1.9197,-0.32002,-1.3362,0.17945,0.23903,-0.10055,-0.52609,-1.4329,-0.49044,0.76171,0.75592,1.1563,-1.1869,-0.64554,0.29142,0.28033,0.64171,-0.1523,0.15218,-0.61557,-0.024896,0.48108,0.31656,0.16939,-1.0966,0.32374,-0.28468,0.78895,0.050231,-0.084034,0.2287,0.6702,0.41688,0.46922,0.73525,0.16654,0.022638,-0.27387,0.0029503,0.29527,0.49382,0.030294,0.21643,0.12196,0.35154,-0.23214,0.35217,-0.021035,0.36601,0.089256,0.39589,-0.013339,0.104,-0.056645,0.19872,0.042158,-0.12388,0.1515,0.12241,0.036526,0.12405,-0.2241,0.024084,-0.031891,-0.12772,0.026197,-0.030757,-0.0044903,-0.068696,-0.11042,0.031843,-0.018968,0.048983,-0.091582,-0.024828,0.01158,-0.019184,-2.3592e-15
"1830",11.808,-9.1837,-4.3751,-6.3789,-5.5359,1.1317,-0.12162,-4.4551,-2.953,0.93599,1.7906,-1.4436,-3.492,0.017683,1.6396,-0.42633,0.8404,-0.73386,1.6665,-0.43016,-1.5175,-3.3685,0.99724,0.64456,1.3588,0.80403,0.85636,0.16881,1.2572,-0.27726,0.41078,0.36779,0.45778,0.62226,-0.46463,0.67938,-0.52356,0.54311,-0.91731,0.30387,-0.71854,-0.59517,0.61453,-0.32308,-0.076387,0.24952,0.17334,0.75666,0.85192,-0.8055,-0.0086263,-0.85007,-0.83564,0.39453,-0.21045,-0.080539,-0.20875,0.084968,0.48568,0.27523,0.27069,-0.029541,-0.28656,-0.13924,0.13645,0.56014,-0.045166,-0.29144,-0.65011,-0.30525,0.16172,-0.44319,0.080239,-0.32013,-0.13893,-0.0092358,-0.16274,0.30689,0.16356,0.045585,-0.15593,-0.18935,0.03545,0.20329,0.069786,0.12292,-0.19064,0.021209,-0.06456,0.10239,-0.014663,-0.018247,-0.012765,0.11576,0.16269,0.04097,-0.0078989,0.089856,-0.016563,-0.04823,0.027896,2.6194e-16
"1860",21.052,-16.878,-6.0709,1.2503,-5.4315,-1.0564,1.0539,-3.0338,-1.8336,6.1272,3.2604,-2.7531,-3.0421,-4.3694,1.9539,-2.4176,-0.83872,-1.5948,-2.934,2.5734,-0.53052,0.37826,0.8703,2.9262,0.40717,1.5602,-0.68517,-0.49068,1.0919,-0.92447,-0.38244,-0.87978,-0.51576,-0.97301,-0.60572,-1.8505,1.5854,-0.2275,-0.84791,-0.44593,-0.41859,-1.0386,0.020266,-0.28502,0.68048,-0.84682,-0.33943,-0.29202,0.4174,0.22171,-0.19408,0.050128,0.20638,0.063603,0.03562,-0.44127,-0.0049978,-0.0010273,-0.63173,-0.28316,-0.16505,0.54311,0.13134,0.25271,-0.18024,-0.06368,-0.057282,0.13833,0.16972,-0.093003,-0.21034,0.12623,-0.065792,-0.092104,0.027853,-0.050448,-0.16557,-0.20606,-0.0074829,-0.073509,0.10988,0.11796,0.042931,-0.056846,0.14491,-0.0022078,0.10832,0.089995,0.15075,0.046992,-0.039945,-0.061652,-0.0024336,-0.0028839,-0.097667,-0.014197,0.089848,-0.0046665,0.041222,0.055478,0.017919,-4.4686e-15
"1870",6.7139,-10.616,5.0328,12.635,2.5308,0.53784,0.83563,7.0953,1.3897,-2.1725,3.6989,1.9909,-0.4284,0.27599,1.407,-0.90107,-0.86843,-0.45961,1.0569,1.1025,-0.86461,0.98409,1.9213,-0.15766,-0.25282,1.101,0.28972,-1.2309,-1.0503,0.16599,0.41594,0.31599,0.67077,-0.48943,0.3555,1.2252,-1.032,1.368,0.94136,-0.85634,-0.3174,0.49107,-0.23426,0.11914,-0.19634,-0.34629,0.33764,0.1597,-0.041761,0.12578,0.16796,-0.60956,-0.67202,0.035797,0.54486,0.2286,0.042345,-0.15227,0.072238,0.085574,-0.22814,0.36213,-0.44107,0.31611,-0.29211,0.058799,0.037125,0.31811,0.32206,-0.36006,0.3475,0.12719,-0.3523,-0.24581,-0.2029,0.21471,0.25334,-0.14418,-0.26568,0.24494,0.027261,0.22542,0.1002,0.075119,0.24328,-0.12357,-0.059656,0.24357,-0.051339,0.23127,-0.060482,-0.1981,-0.050412,0.14211,0.041027,0.10162,0.15451,-0.093162,0.015384,0.037886,-0.031644,2.8588e-15
"1890",12.779,-12.711,0.77015,-7,1.3754,-8.1257,-1.2175,5.1851,-0.76676,3.679,-4.8491,4.6208,4.1381,1.2126,1.8399,1.2967,-0.057384,-0.45486,-1.1804,0.81447,-1.4065,1.5339,0.62545,0.17191,0.9246,1.3575,-1.0353,0.2423,-0.99458,1.8545,1.7851,-0.062811,1.1641,0.35402,-0.339,-0.31147,-0.097103,-0.45546,-0.039465,0.1694,-0.15591,-0.22765,-0.18034,-0.34291,0.25661,-0.24146,-0.8463,0.23758,0.021431,0.15033,0.41288,-0.17537,0.15377,0.16188,0.40746,0.30597,0.36985,-0.047495,0.068704,0.19458,0.40128,-0.0055336,-0.045137,-0.051048,0.057279,0.36131,-0.52919,-0.30669,-0.21052,0.25333,-0.32701,-0.043606,0.10829,0.45281,-0.014529,-0.33713,0.062176,-0.0031122,-0.23729,0.36926,-0.082524,-0.045511,-0.07254,-0.11214,-0.042546,-0.42416,-0.028622,0.05571,-0.0010318,0.051488,-0.026309,0.10912,0.12913,-0.020001,0.061875,0.0078187,0.1226,0.12367,0.049674,-0.11369,0.081039,-1.3878e-15
"1950",0.55913,4.5192,-3.9539,-5.9239,5.0974,1.4467,-1.0797,-1.9698,-3.1089,2.6698,3.3385,-3.9151,2.1337,1.207,0.61123,-1.0371,-1.1828,1.161,0.5801,3.1218,0.61823,0.54249,-1.2168,-1.663,-0.67424,-0.25877,-2.7353,-0.52042,-0.75511,0.9055,-0.072363,0.065496,-0.013306,-0.10151,0.62985,-0.2656,-0.010238,0.54359,0.77541,0.37683,0.07963,-0.17324,-0.067308,-0.43955,-0.015622,-0.81983,0.18425,-0.082608,-0.84631,0.14571,0.22656,-0.79499,-0.053821,-0.22822,0.3162,-0.29135,-0.16418,-0.2685,0.19948,0.41452,0.1576,0.20084,0.21395,-0.34202,0.029661,-0.26868,0.21726,-0.057613,-0.26196,0.19013,-0.24944,0.016473,-0.20901,-0.72915,0.39857,-0.055805,0.098676,-0.31771,-0.11436,0.045303,-0.35072,-0.18122,-0.23614,0.21813,0.12814,0.043843,-0.0016794,0.014164,-0.069972,-0.16258,-0.0018792,-0.061969,0.08944,-0.041985,0.15453,-0.092632,-0.15778,0.10659,0.22195,0.071843,-0.072162,-7.6328e-16
"1990",-8.8607,-0.049896,1.7092,-2.9963,-0.92925,8.5411,-0.25937,-0.95039,1.3053,0.24317,2.284,0.30961,1.2588,-1.0488,3.1201,1.3902,2.2522,0.39874,1.0953,0.34064,0.17058,0.35038,1.4215,4.0498,-0.015221,-1.2932,-0.018023,0.086116,-0.21738,-0.10854,-0.45225,1.1649,0.25496,0.26881,-0.89902,0.38327,0.45602,-0.34305,0.88693,0.93921,0.069058,-0.48939,0.76308,0.065483,-0.0044919,0.15813,-0.77342,0.11017,-0.76751,0.61686,-0.0064598,0.53831,-0.61179,-0.4458,-0.21451,-0.28187,0.17686,-0.016787,0.14338,0.54356,0.26832,-0.0031366,-0.10179,-0.34843,-0.36787,0.35446,0.34893,-0.38447,0.059386,-0.011591,0.12668,0.25215,0.44573,0.21712,-0.11602,0.063351,0.097227,-0.56404,-0.2065,-0.031974,0.3682,-0.019923,0.10133,-0.054339,0.1231,0.070231,-0.3603,0.075995,-0.10119,0.063209,0.16013,-0.071916,0.093946,-0.079028,-0.078708,0.038549,-0.13162,0.0046126,0.025512,-0.019672,0.019522,-4.1633e-16
"2080",1.4772,16.836,0.25463,-1.6771,3.0903,2.3731,-2.5474,-0.97581,-2.5399,2.9552,0.4836,0.29971,-2.4535,3.8097,3.0473,1.5031,-0.5452,-2.0548,1.5699,-2.4299,0.29271,0.48688,0.31343,0.8973,-0.68345,-0.91503,-0.73289,0.59346,-0.86206,0.90316,1.1298,-2.1183,2.4318,-0.13043,0.14029,-0.11685,0.41527,-0.89001,-0.33407,-1.6561,-0.40604,0.11821,-0.32506,0.23614,0.064881,-1.0857,-0.060922,-1.0017,0.2292,-0.039468,-0.32527,0.65936,-0.96293,-0.15712,-0.085624,-0.37677,0.53755,0.22192,0.40836,-0.022385,-0.60755,0.26494,0.04455,0.3899,0.048194,-0.25295,0.15691,-0.062903,-0.19989,0.12612,-0.13165,-0.081542,0.13026,-0.079914,-0.059648,0.082496,0.33483,0.051164,0.35575,-0.028649,0.092451,-0.033396,0.20063,0.034509,-0.18394,0.014725,-0.019018,-0.059189,-0.14731,0.012324,-0.071706,-0.0012042,-0.061223,-0.020152,0.11358,-0.00025827,0.0295,0.0026546,-0.0017086,-0.0028529,0.00354,6.4532e-16
"2140",4.9918,-2.7446,-6.6271,-6.957,0.79363,-0.18009,0.66068,5.7337,-2.6683,-2.1267,1.7153,1.9857,3.2674,1.3901,-0.25063,-0.33593,0.55127,-0.47609,2.2956,0.55987,0.47142,-0.14065,-0.39717,-0.63528,-0.32927,-0.082143,-2.1467,0.61677,-0.77968,-0.43062,0.31189,1.1145,-0.41158,0.28659,0.34528,-0.29438,0.36973,1.2849,0.50479,0.048226,-0.98592,-0.96966,0.090091,-0.43685,0.15226,0.17357,-0.77932,0.23297,0.44718,-0.52056,-0.28963,0.21567,-0.1624,0.17736,-0.66863,-0.19608,-0.0095172,-0.079207,0.006687,0.064679,0.074892,-0.15221,-0.081172,-0.14114,0.097451,0.12187,-0.29649,0.57256,0.4243,-0.27908,-0.22212,0.32433,0.32726,-0.061018,-0.22308,0.24602,0.2716,-0.083782,0.44246,-0.080567,0.1405,0.040451,-0.078598,-0.13212,-0.023879,-0.044866,0.23315,-0.00069321,0.25851,-0.29225,-0.13718,0.11628,-0.14961,0.17474,0.050073,0.24897,-0.1843,-0.12163,-0.027466,-0.032643,0.022718,-2.5535e-15
"2200",-7.6419,-5.3717,3.0682,-0.23904,-2.0102,5.1751,-0.14927,3.6578,-1.0261,5.5249,-0.054541,-2.3073,-0.3413,-1.6881,0.30011,-1.5953,0.78243,0.66856,0.91412,-0.76585,1.5965,-1.0293,-0.19818,1.1724,0.11898,-0.81083,-0.51621,-0.59154,0.53603,0.061525,1.6122,-0.31244,-0.77736,0.82968,0.094661,-0.38675,-0.66425,0.018066,0.86271,-0.86845,1.3144,-0.19299,0.24714,0.5303,-0.32301,0.10444,0.63713,-0.3164,0.21939,-0.17267,-0.14717,-0.0046832,-0.39037,0.26999,0.17742,0.10167,0.2839,-0.29536,-0.13621,-0.19175,0.087721,-0.46906,0.39346,-0.40458,0.34457,-0.20658,-0.18424,-0.16548,-0.50166,0.5565,0.17964,0.1133,0.12199,-0.1299,-0.13417,-0.41937,-0.10001,-0.15045,-0.2872,0.054073,-0.062271,0.27615,-0.2504,0.062218,-0.089037,-0.026554,-0.12867,0.083177,0.26553,-0.18598,-0.23328,-0.13967,-0.27086,0.048219,-0.055548,0.11753,0.085134,-0.16356,-0.22087,-0.011174,0.025662,1.1102e-15
"2220",-6.5714,-5.6793,1.5822,-1.357,-1.929,8.4042,-0.35578,6.5549,2.5834,0.60033,0.53257,0.60941,-2.5076,-0.60853,0.19257,-1.1215,0.11901,0.31211,0.84614,-0.72763,0.12456,-0.11475,-0.08592,0.67938,0.58507,-0.37707,-1.1798,0.72457,0.41615,0.11419,2.7006,0.53347,-1.0317,0.18298,-0.46192,0.27468,0.16266,0.052596,-0.26868,-0.76508,1.4933,0.55805,0.7306,0.34644,-0.37852,-0.017674,0.28867,0.65657,0.29066,0.075966,0.48102,-0.30192,-0.2083,0.80881,0.16736,-0.042522,-0.32889,0.58447,-0.53531,-0.16298,-0.28723,-0.4394,0.088053,0.14682,-0.20291,-0.14566,0.24922,0.018747,0.092857,-0.082786,-0.31815,-0.44033,-0.030822,0.061481,0.44814,0.13632,0.069967,-0.15267,0.45373,0.10492,0.084263,-0.13039,0.040328,-0.21548,0.22847,-0.22522,0.2328,0.043059,-0.15476,-0.017914,0.13778,0.12589,0.21175,0.062492,-0.13803,-0.12086,-0.099564,0.053515,0.053461,0.023759,-0.065266,0
"2230",2.1237,2.9689,-1.1634,4.7768,6.5324,1.5181,1.0859,-0.045913,0.9204,2.0316,2.678,1.8292,1.5949,1.6313,-2.2601,-0.51858,1.5208,0.7626,-1.4952,-3.7054,3.2843,0.66878,-0.97276,0.1491,-0.017068,-0.062081,0.41921,-0.39485,0.26715,-0.55628,0.44662,-0.9436,-0.96613,0.90426,-0.4743,-0.041372,0.7525,-0.006417,-0.43621,-0.18653,0.54909,-0.71672,-0.94041,-0.62422,0.11134,0.20633,0.46288,0.0205,-0.088746,-0.40283,-0.11449,0.072826,-0.06501,-0.50948,0.4021,-0.10631,0.56634,0.46179,0.23921,-0.14095,-0.00033059,0.11109,-0.17177,0.14164,-0.22,0.53314,-0.52774,0.025987,0.079843,-0.24929,0.073671,-0.24384,-0.34908,0.45365,-0.047738,-0.33792,-0.2141,-0.0087361,0.034025,-0.065281,0.060748,-0.023905,-0.25879,0.0077799,0.22121,0.24714,-0.22782,0.22461,-0.10135,-0.20538,-0.013819,0.038599,0.11206,0.14507,0.13813,0.082644,-0.073609,-0.1112,0.27609,0.10482,-0.064323,1.7399e-15
"280",-15.16,2.4823,-2.3816,0.70591,-0.8101,-0.89398,0.33624,1.9119,4.9119,0.21725,-0.51182,-1.8868,0.3018,0.92196,1.0522,-0.027394,0.93392,0.44569,-0.072691,1.2959,-0.32322,0.12301,-0.047105,-0.68479,-1.217,-0.81665,0.28465,0.86632,0.51424,0.93495,1.0876,0.033974,0.17534,-0.44985,0.078511,-0.92533,-0.38578,0.81458,-0.6239,-0.23566,-0.044785,-0.36848,0.65451,0.16449,0.40476,0.53187,0.24924,-0.064389,-0.36774,-0.62648,-0.88631,-0.33017,0.71475,-0.37377,0.15844,-0.34084,0.52501,-0.23758,-0.25253,0.36978,0.023191,0.26128,0.084408,0.42109,0.062878,0.33868,-0.010554,0.044938,0.36502,0.15944,-0.25628,-0.12004,-0.078843,-0.15206,0.074302,-0.44038,0.17275,0.22298,0.15368,-0.086266,-0.27777,-0.081489,0.35604,0.10938,-0.051553,-0.024662,-0.22341,0.14583,0.017865,0.042226,0.40811,-0.15658,-0.07793,-0.043994,-0.24248,0.31099,-0.0027692,0.072742,-0.077871,-0.094062,-0.16984,-2.6888e-16
"360",-5.5802,1.0917,-3.4402,-2.2286,-0.62901,-3.6132,0.69798,-1.1843,8.7426,1.5103,-1.1281,-1.1139,-0.61631,-2.1729,1.8158,1.1692,1.1274,-0.22721,0.16875,2.329,0.74667,1.3542,0.19343,0.66639,1.6091,0.81243,-0.08804,0.11253,1.6895,-0.18076,0.3682,0.59559,-0.88209,0.87469,-0.25392,-0.26197,-0.17288,0.47645,0.24306,-0.83385,-0.26954,-0.31995,-1.0686,0.14879,-0.84222,-0.35464,0.071621,-0.31626,0.41857,-0.063869,0.63973,-0.036732,0.30958,-0.48052,-0.069785,0.061333,0.17879,0.62536,0.27237,0.2406,-0.16049,-0.30062,-0.11199,-0.37475,0.33936,-0.1502,-0.33354,0.21734,0.25612,0.11227,0.27016,-0.22286,0.0094369,-0.1196,-0.086208,0.44164,0.21484,-0.00452,-0.11996,-0.31453,-0.33222,-0.045596,0.31126,-0.30557,-0.35153,-0.13589,-0.29967,0.075851,0.051537,0.05241,0.02549,-0.030708,-0.037142,-0.011836,0.15942,-0.22753,-0.13528,-0.10144,0.068171,-0.023747,0.0032228,-9.1593e-16
