"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102","PC103","PC104","PC105","PC106","PC107","PC108","PC109","PC110","PC111","PC112"
"1600",11.287,-7.5345,-4.1359,-1.8044,3.4168,3.1862,7.332,0.50085,0.041537,0.67415,-0.11626,-2.9213,-0.79095,2.4074,-4.1018,1.8432,-1.6102,0.65887,0.74895,0.89385,1.105,0.1479,-1.5417,-1.1663,1.721,1.0621,-0.56278,0.68004,0.75824,1.3262,0.85748,0.62882,-0.23748,1.7523,-1.0626,0.31962,0.022291,0.46707,0.34488,-0.23829,-0.25796,-0.44901,-0.34942,-0.57532,0.44654,0.44349,0.057253,0.30027,-0.035758,-0.74388,-0.066095,-0.064138,0.6302,-0.37929,0.46038,-0.68498,-0.3704,-0.74905,-0.11868,0.60048,-0.37633,-0.32139,0.93991,-0.10588,0.20568,-0.51941,0.062009,0.20189,-0.12009,0.23136,0.014842,-0.37216,-0.11454,-0.14655,0.13046,-0.29497,0.21623,-0.10132,0.059263,0.070152,-0.13966,0.53933,0.18406,-0.22912,0.048348,-0.17172,-0.0044415,0.0061383,0.36495,0.059416,-0.12441,0.090647,0.03139,0.12391,0.11399,0.053623,-0.076192,-0.025103,-0.072876,0.052387,-0.012295,0.17157,-0.031799,0.17894,-0.020598,0.049882,0.038962,-0.029636,-0.028415,0.057499,0.0010468,-4.4964e-15
"300",-8.4792,3.6345,-6.5634,7.7265,-0.82708,1.3052,-3.8564,-1.0456,-3.4349,0.80043,-2.983,1.6211,-2.7996,-0.56681,0.35264,3.5347,-0.12309,-2.7573,4.5036,-0.28725,-2.8718,-0.43244,0.89647,-0.63289,1.0271,0.062903,-0.75999,0.73388,-1.1059,0.66478,0.071872,-0.32882,-0.92837,0.28284,-1.0032,-0.50836,-0.41503,0.15394,-0.7448,0.153,0.51966,-0.13075,-0.20058,0.61499,0.04091,-1.2088,0.11085,0.63468,0.18482,-0.11011,-0.28633,-0.49684,0.37821,-0.77551,0.66518,-0.28834,-0.044652,0.31383,0.11196,-0.083901,0.24481,-0.43779,-0.25692,0.19787,0.053921,0.24243,-0.11413,0.026051,0.14567,-0.13363,0.46782,0.054366,-0.49604,0.13642,-0.32547,0.40374,0.011983,-0.079283,0.015523,0.061745,0.28933,-0.10504,0.2291,0.06984,0.22629,-0.040374,0.13512,0.19747,-0.057737,0.13304,0.16449,0.029832,-0.0093133,0.10416,-0.26377,0.22746,-0.13521,0.12159,-0.075619,0.009004,-0.08118,0.053219,-0.054105,0.17769,-0.14273,-0.06303,0.076699,0.047887,-0.04506,-0.077071,0.082895,3.8199e-15
"380",-9.6948,5.9102,-1.129,0.14772,-1.3336,1.2601,0.59474,1.468,-1.5532,-1.1998,-2.4676,-4.6881,1.1,-0.72391,0.13301,0.50217,0.86805,0.24821,0.097546,-0.30143,-0.54132,-0.23937,0.86832,0.41872,-1.996,-0.78248,-1.3257,1.6997,-0.3501,1.4524,-0.40066,-0.50902,-0.15661,1.4371,-0.07171,0.67805,-0.095017,1.2772,-0.28001,-0.50279,0.59142,-0.54894,0.28348,-0.44209,-0.95978,0.11098,-0.75487,-0.12058,-0.36831,0.28753,-0.15644,0.18842,-0.10935,0.18181,0.33202,-0.18554,0.18957,-0.31821,0.95669,-0.72754,0.20829,-0.16437,-0.25662,0.2954,-0.74089,0.47744,0.15089,-0.23033,0.21358,0.48989,-0.040329,-0.39933,-0.33533,-0.12087,-0.18888,-0.094052,-0.01576,0.10628,-0.26263,-0.12875,-0.31767,-0.0023516,0.029476,-0.050848,0.37893,-0.18257,0.077765,-0.15277,-0.024851,-0.20632,-0.11607,0.072484,-0.15666,-0.12178,0.086436,-0.086088,-0.21467,0.032975,-0.1791,-0.0051506,0.10831,0.078082,0.17,-0.16977,0.12202,-0.061351,-0.019564,-0.036306,-0.061606,0.13574,-0.10194,5.6239e-15
"410",-16.306,-0.70092,3.4586,-5.5157,-1.0645,-2.6702,3.2845,1.7229,0.63043,2.4751,-1.2042,-0.098222,0.1066,1.8933,1.325,0.71397,1.3606,-0.65252,-1.9237,-0.88942,1.4282,0.94257,0.56037,1.1837,-0.86965,0.18244,0.37142,0.42358,0.69597,0.56126,-0.95482,-0.15967,0.048571,0.18076,0.95261,0.05249,-0.42895,0.13454,0.086085,-0.28777,0.31386,-0.61331,-0.41754,-0.25908,-0.14381,-0.050054,-0.053854,0.30245,-0.065828,0.47572,-0.15731,0.19206,-0.16591,-0.41352,0.09777,0.12,-0.12177,-0.23495,-0.013604,-0.20314,0.053793,0.2543,-0.21788,0.1701,0.112,-0.085248,0.085116,-0.063891,0.0188,-0.11256,0.059314,-0.32058,0.51789,0.085741,0.40828,-0.12992,-0.006343,-0.115,-0.041295,-0.34342,0.018416,0.24932,0.15686,-0.24974,-0.05202,-0.17016,0.11843,0.14815,-0.20289,-0.15056,0.034627,0.16937,0.20418,0.058396,-0.093817,0.15493,-0.081099,0.24537,-0.11826,-0.090301,0.062665,0.017724,0.09446,0.0094034,-0.11321,0.060336,-0.048448,0.02451,0.29593,-0.024497,0.39901,5.0793e-15
"510",-7.5614,-2.6755,-2.9733,7.514,-1.4594,0.94466,3.6927,0.52654,-4.2846,-2.8051,-0.20245,1.2466,-0.051152,-1.2015,1.3429,-1.8856,-2.2694,3.3931,0.64357,0.90321,0.94976,0.70029,0.58991,2.0936,0.033528,0.51604,0.76665,-0.050122,0.2784,1.1484,0.79941,-0.30444,-0.99765,-0.83542,0.028575,0.10918,-1.2587,0.022866,0.46111,-0.21743,0.64668,-0.78153,-0.57924,0.67226,-0.24202,-0.22209,-0.70559,0.45526,-0.081497,0.36119,-0.15336,0.24631,0.046934,-0.29301,0.18452,-0.51578,0.12759,0.15118,-0.65105,-0.016117,-0.29911,-0.58519,0.23701,0.43238,-0.067886,0.22056,-0.29111,-0.26239,0.061026,-0.21371,-0.21162,0.36779,-0.016824,0.39321,-0.30456,-0.185,-0.25148,0.064969,-0.30342,0.29701,0.2887,-0.10366,-0.18072,-0.30643,-0.23358,0.17727,0.15773,-0.47897,0.014134,-0.13777,0.018175,0.083709,0.025641,-0.13091,0.12926,-0.1243,0.043047,-0.11474,0.16785,-0.02778,0.074958,-0.025766,0.11798,0.25292,-0.064842,0.10466,-0.13883,-0.047741,0.051672,0.13825,0.017609,3.3654e-15
"630",-11.903,1.7863,2.6004,-6.0111,-0.94186,2.0969,1.9504,-0.42233,-2.3213,-0.45905,-2.655,-5.1875,2.6588,1.8294,0.51051,1.802,-0.62953,0.037969,0.25778,0.20751,0.30583,-1.1068,0.51163,-1.0659,0.90014,0.41811,0.084119,0.41928,0.94352,-0.2867,0.30527,-0.99182,1.0687,0.023958,-0.3983,-0.22891,0.36798,-0.080888,-0.86769,-1.1045,0.39245,0.025662,-0.76177,-0.21812,-0.73381,0.14424,-0.3216,0.48585,0.33237,0.048571,-0.48278,0.024408,-0.052585,0.10382,0.074315,0.63369,0.57038,0.092638,0.090798,0.11425,-0.1977,-0.26816,-0.2017,0.15983,0.051126,0.30147,-0.020468,0.11588,-0.14817,-0.067417,0.29141,0.05057,0.28582,-0.17391,0.050361,0.06033,0.14485,-0.13435,-0.05303,0.048722,0.25211,0.33351,0.11621,-0.1463,-0.46643,0.081891,0.25204,0.05383,-0.24813,-0.053911,-0.28862,-0.23375,0.1613,-0.41088,0.11621,0.3554,0.27342,0.062146,-0.0035519,0.029827,-0.087308,-0.037661,-0.071239,0.043466,0.052293,0.045146,-0.034544,-0.038475,-0.078521,-0.18736,-0.17382,5.5754e-15
"770",-1.6004,9.4431,-3.8397,6.0365,0.84723,-0.054894,5.5939,2.8277,-1.2572,-0.95412,-0.0092158,1.9133,0.61767,1.3146,0.31531,0.82334,-1.1158,-0.89677,0.95371,-0.93504,0.31013,-0.61182,-0.025889,0.50072,1.0095,0.70616,-1.2847,-0.18042,0.10803,-0.7523,-0.083709,0.58399,0.23069,1.4792,-0.2026,-0.6079,-0.068358,-0.1259,-0.55743,-0.40592,-0.68602,-0.059904,0.26531,0.020701,-0.87773,0.086953,0.70524,-0.53012,-0.16977,0.37593,-0.3802,0.058671,0.27395,-0.17309,0.10708,0.51206,-0.078669,-0.41843,0.25464,-0.46451,-0.2501,-0.0097945,-0.041449,0.31068,-0.10083,-0.33507,0.15088,0.11094,-0.076087,0.041068,0.1655,-0.045777,0.044794,-0.072816,0.3616,0.4597,0.071207,-0.14738,-0.17478,-0.069447,0.16209,-0.041509,0.14617,0.30037,-0.071343,-0.15905,-0.18069,0.14914,-0.049598,-0.16574,-0.2034,0.0047682,-0.23332,0.091472,0.12759,-0.39501,0.2733,-0.019833,0.2074,-0.10013,0.1646,-0.1667,-0.023645,0.0813,-0.21264,0.021768,-0.30899,0.1961,-0.15516,0.034763,0.064788,2.1094e-15
"800",-12.514,1.6556,0.10632,1.364,-1.9286,-0.92404,-1.7543,-0.51137,7.5848,1.3192,2.4682,0.097878,0.064933,1.9934,-2.3941,-0.87517,0.47837,-0.12977,-1.143,-0.89654,0.21667,-0.75408,0.90091,-1.6869,0.39436,-1.5389,-0.90215,-0.70904,1.5956,-1.4491,-1.4011,0.074563,-1.1494,-0.16077,-0.31334,0.44454,0.21983,0.1463,0.12282,-0.74427,0.45249,0.80608,-0.57537,-0.82446,0.0029435,0.57894,0.87822,-0.5377,0.71066,-0.55628,0.035111,-0.084712,-0.74137,-0.94644,0.77098,-0.40793,-0.26893,0.045272,0.1371,-0.95954,0.93398,-0.51222,0.3779,-0.14536,-0.088667,-0.076938,-0.11188,0.12981,-0.082672,-0.30108,-0.026457,0.3574,0.20976,0.26194,0.074834,-0.21014,0.3456,0.00095041,0.043267,0.47363,0.03773,-0.35584,-0.2617,-0.098361,0.057056,-0.11532,0.187,0.037291,-0.085631,0.017652,-0.055845,-0.15447,-0.0047422,-0.086522,0.12752,-0.039997,-0.1095,0.0074744,0.023648,0.072923,-0.012504,0.054813,-0.013962,0.0040215,-0.049523,0.09547,-0.002802,-0.062651,-0.071067,0.05553,0.037249,6.8279e-15
"810",2.0382,7.8502,-11.427,8.0003,1.8324,-2.2768,2.3653,-0.080639,-2.716,-1.6983,1.1169,1.4958,0.64845,0.34531,0.57589,0.74605,-0.17465,-0.47676,0.52422,0.76856,0.15799,0.21651,0.10777,0.76836,-0.11756,1.7586,-1.6794,0.0082322,-0.20994,-0.23893,-0.16894,-0.92746,1.6137,0.86642,1.2981,-1.3765,-0.32036,0.35416,-0.40629,0.014645,-0.33162,-0.88348,0.26861,-0.53455,-0.57072,0.044859,0.90206,0.069088,0.71102,-0.15838,-0.37325,0.2886,0.040201,0.12662,0.32162,-0.35241,0.24013,0.50487,0.63491,0.30858,0.028995,-0.058738,-0.20204,0.17017,0.47933,-0.29611,-0.15086,-0.24108,-0.065952,-0.10884,-0.38578,0.1706,-0.11593,0.048889,0.096696,-0.17987,0.29391,-0.12705,-0.10809,-0.11764,-0.27873,-0.05145,-0.2684,0.37321,-0.094813,0.39103,-0.24591,-0.088627,-0.039569,0.11785,0.039382,-0.13303,-0.12734,-0.090299,0.25052,0.059471,-0.054087,0.070065,0.0040683,0.34607,-0.22497,0.1255,0.0228,-0.063211,-0.037706,-0.07123,0.031488,-0.10432,0.22582,-0.0011371,0.019488,-2.498e-16
"830",-0.64936,6.5108,3.7006,2.0894,1.7475,-0.91679,2.3934,5.6736,-2.6026,-0.88724,0.38451,0.42299,0.74753,-0.031567,2.1917,-0.46474,-1.8811,-0.4161,-0.10729,-0.61329,0.28906,-0.78712,2.6479,-2.1356,-2.6996,0.71482,-0.1711,0.50464,-1.0432,-0.84795,-1.5179,-0.71823,1.2247,0.70692,-1.3293,-0.29943,0.30059,0.24488,1.0061,-0.57302,0.63396,0.063758,-0.046166,-0.15526,-0.2146,1.3965,0.7,0.27819,0.61952,0.37862,0.57612,-0.44342,0.035839,0.66834,0.22682,0.23303,0.58123,-0.86204,-0.30139,0.047607,-0.56018,-0.46392,-0.13837,-0.48934,-0.27897,-0.3008,-0.18768,-0.033875,0.23406,0.3092,-0.030223,0.30339,-0.099924,0.23876,-0.35054,-0.27853,-0.072266,-0.051443,0.54081,0.14714,0.20959,-0.047971,0.31856,0.0024282,0.00066024,-0.0224,0.14675,-0.16549,0.23397,0.21419,0.19178,-0.0046846,0.053039,0.064676,-0.18014,-0.088475,0.040735,0.036468,0.088249,0.00079547,1.4083e-05,-0.067772,0.020913,-0.06202,-0.019223,-0.09058,0.015771,0.031995,0.088334,-0.032632,0.037469,1.2768e-15
"850",-9.28,2.6114,-0.3237,-0.10408,0.8282,0.054088,0.59587,-3.6609,-0.21973,0.6624,-2.0292,-6.3656,4.3811,2.1966,-1.2121,1.9088,-1.1874,-0.76363,0.80141,0.39995,-0.091317,-0.53447,-0.091963,1.3448,-1.7392,-1.8462,0.14745,0.052878,0.74279,1.9047,-1.5318,1.7734,0.31464,-1.1362,-0.18556,0.53939,-0.386,-0.032137,0.01594,0.42926,-0.87357,-1.2178,-0.23153,0.33129,0.25888,-0.30146,0.30718,-0.13683,0.25298,-0.086408,-0.08177,-0.42328,-0.43126,0.03565,0.15785,0.48658,-0.21967,-0.62716,-0.26869,0.23477,0.44852,-0.11982,-0.33597,0.39834,0.11204,-0.0033376,-0.4989,-0.49318,-0.18539,-0.10329,-0.2457,0.32363,0.16866,-0.12756,-0.5928,0.11894,0.42703,-0.093811,0.15331,0.029098,-0.36755,0.077632,-0.27018,0.11174,-0.13496,0.27266,-0.21182,0.21162,0.23385,0.033197,-0.092396,0.14128,-0.0041479,0.20389,-0.15209,0.018914,0.036889,-0.13255,0.091594,-0.10602,-0.006593,-0.14342,-0.096564,0.0021228,0.073922,-0.029442,-0.023299,-0.013656,-0.050203,0.018482,0.047186,2.6645e-15
"880",7.8173,11,-4.301,12.981,3.2633,0.70558,3.1318,3.3955,-1.2887,0.014158,0.42128,1.2625,1.0123,-2.2765,0.82793,-0.023978,-0.69616,0.32442,1.2439,-0.88843,1.1381,-0.86144,0.73792,-0.077056,-0.10363,0.11017,-0.64772,-2.1829,1.4073,-0.32518,0.28401,0.42024,-0.25954,0.27325,1.1936,-0.74595,0.23845,-1.4329,0.10633,1.1014,0.47327,-0.1733,-0.10715,0.02944,-0.52957,-0.60534,-0.21654,-0.83152,0.12114,0.1276,1.0008,-0.51368,0.19457,-0.22013,-0.1359,0.42104,0.25744,-0.77814,0.030091,0.40938,0.44627,0.050865,0.046482,0.2253,-0.1881,-0.41099,0.74551,0.32426,-0.41942,-0.48155,0.42953,0.36936,0.051694,-0.049036,-0.24384,-0.15699,0.019468,0.15691,-0.21128,-0.11213,-0.29547,0.081935,0.030827,-0.15303,0.1756,0.0023294,0.18743,-0.11558,-0.044122,-0.054753,-0.21373,0.17923,0.25363,-0.1791,-0.071629,-0.0209,-0.15927,0.087573,-0.094549,-0.1988,-0.080718,0.071681,-0.057743,-0.062724,0.023139,0.042567,0.094079,0.05726,0.05155,-0.02801,-0.093401,-2.8866e-15
"920",-9.842,0.24431,-1.6334,9.1217,-2.6872,-2.6885,2.1328,0.14039,4.6493,-3.885,-1.1782,-2.4635,-1.9163,0.27913,3.3403,-0.78753,4.6468,-1.3522,1.3371,-1.0611,-0.44785,-1.0855,-0.44536,-0.024029,-0.03727,-0.60903,-1.4082,0.98087,2.1048,-0.72446,0.19537,0.16568,1.3637,0.41753,-0.57161,0.54692,0.89724,0.60041,0.050322,-0.065255,0.039688,0.29569,-0.070941,0.068229,1.5153,-0.43247,0.16298,0.86472,0.1716,-0.17777,1.2134,-0.15551,-0.041128,-0.26843,-0.34629,-0.17782,-0.34041,0.40194,0.67008,0.60023,-0.86436,0.71116,0.22598,0.37371,-0.047234,0.29943,-0.0531,-0.016843,-0.11133,-0.093266,0.18455,0.10762,0.17594,-0.40607,-0.085514,-0.057057,-0.16294,-0.13,0.020088,0.2766,-0.29875,-0.31384,0.19472,-0.12027,-0.0053599,-0.012321,-0.004087,-0.11343,0.15911,-0.09797,-0.046604,-0.29051,-0.01286,-0.021844,-0.0003483,-0.0089585,0.018938,-0.054988,0.11992,-0.093706,0.03098,-0.15505,0.1343,0.066754,0.0061016,0.0066507,-0.0075222,-0.017116,0.063335,0.027591,0.036484,3.3307e-15
"930",14.5,9.2004,4.6136,6.5547,-10.939,-1.7154,-4.8748,1.0798,-8.0255,3.9762,3.3071,0.23822,1.9296,7.0925,0.068436,-2.6241,0.31986,-0.99078,-1.7907,0.59952,-0.29671,0.19948,0.68883,-1.7237,0.82607,0.23977,-2.3628,-0.76903,0.3647,-0.25417,0.21695,1.8321,0.77508,0.39659,0.18577,-0.97252,-1.1172,1.2361,1.2855,0.3822,0.22798,1.0916,-0.53887,-0.43075,-0.036557,-0.82248,-1.1417,0.27374,-1.2038,-0.74357,-0.32955,-0.10615,-0.32606,-0.22752,-0.17641,-0.28247,0.74215,-0.054755,-0.095293,-0.021386,-0.23302,0.16152,-0.39547,0.002981,-0.17541,0.082321,-0.10966,-0.20964,0.24332,-0.45503,0.019817,-0.16676,0.22549,0.14081,-0.089354,-0.023107,0.030208,0.011262,0.055355,0.055252,-0.058565,0.067495,-0.018627,0.014279,-0.12585,-0.1287,-0.17646,0.0094264,0.11002,0.051001,0.035211,0.0026221,-0.03548,-0.0054607,-0.073527,0.029162,-0.0099961,-0.039495,-0.028912,0.061986,0.085498,-0.017284,-0.0074354,-0.044951,-0.044309,0.056762,0.01365,-0.0066179,-0.019007,-0.010671,-0.0092138,-7.0707e-15
"1060",10.696,-3.2226,-12.675,1.1978,0.94036,-7.3528,1.0236,2.5329,-5.1383,0.8136,0.20156,-0.20504,2.9319,-0.66635,0.28314,0.70298,-1.4272,0.96807,1.1431,0.51235,0.65237,0.49842,0.36398,0.21912,-1.2857,-0.46448,-0.83056,0.32596,0.013773,-1.0668,-0.92277,-0.10735,1.9114,0.59953,0.66697,-0.67875,0.16969,0.075867,-0.33882,0.2912,-0.26585,1.0995,-0.22341,0.59082,0.79048,0.21563,0.00069881,0.46931,0.33461,0.78303,0.22548,0.60618,0.017636,0.5138,0.11502,-0.31043,-0.29991,0.15271,-0.061662,-0.22526,0.44027,0.074011,0.5227,0.0049244,-0.27252,0.74687,0.21437,0.080596,-0.58352,-0.15425,-0.26685,-0.056742,0.1148,0.11868,0.34626,-0.21279,-0.15445,-0.06637,-0.11175,0.31147,0.53562,0.26746,-0.010216,0.36405,0.074942,-0.03732,-0.090842,0.1852,-0.061071,-0.025189,-0.10553,0.149,0.041355,0.09493,-0.16464,0.1765,0.03206,-0.12977,-0.05493,-0.16407,-0.058832,0.03579,0.026058,0.026647,0.17441,0.035868,0.085544,-0.08693,-0.14577,0.13358,0.080691,-1.5613e-15
"1130",5.1665,-2.6317,1.4419,-5.587,-0.61872,4.765,-2.9133,3.8867,3.8832,2.4676,-3.258,4.2034,2.9601,-1.7933,1.7182,-2.0624,-0.51194,0.5477,-0.61277,-0.051638,-4.6087,-0.91386,0.28758,1.8537,-0.6766,-1.1629,-2.7714,1.0786,0.043118,1.692,1.3982,-1.1837,0.015576,-0.2858,-1.3574,-1.4494,-0.18151,0.56414,-0.62174,0.28827,-1.0938,-0.17221,-1.1109,-0.018761,0.050977,0.82217,-0.44004,0.54934,0.052636,0.34569,0.10146,-0.46432,-0.33669,0.07322,-0.29176,0.022917,0.42183,-0.093859,-0.30029,-0.3331,0.59642,0.59478,0.13186,-0.10261,0.0517,-0.45216,-0.10367,0.71732,-0.3379,-0.15429,-0.57866,0.15685,-0.029056,0.015592,-0.027231,0.19596,-0.1366,-0.059932,0.097699,0.038896,-0.14946,0.032855,0.038364,-0.028021,0.033693,-0.15153,-0.1342,0.028627,0.049498,-0.053042,-0.10538,-0.11993,0.20718,0.024086,0.1107,-0.0065415,-0.018077,-0.011316,-0.023131,0.028823,0.02791,0.054943,0.033283,0.10536,-0.038115,0.01671,-0.017363,0.013048,0.056241,-0.0079397,-0.027876,-1.2212e-15
"1160",-6.5401,-13.426,6.2253,1.27,1.0715,-2.7087,-2.3136,3.6537,0.79332,0.49912,-0.49441,2.5985,2.5911,0.62031,-0.79701,0.96079,-0.62684,0.34302,1.403,0.51963,-0.39007,-0.89651,1.0925,0.22827,-1.0189,1.0189,1.5429,1.0129,-0.41627,1.0006,0.61998,-1.0599,1.3012,0.14833,-0.31071,0.95031,-0.085587,-0.47245,1.079,0.41603,-0.37349,-0.39572,-0.91015,-0.78982,-0.035523,0.80936,-0.57435,-0.53024,-0.42328,-0.66876,0.52579,0.58853,-0.2709,-0.1926,-0.3937,-0.40683,-0.53857,0.19618,0.14438,0.2446,-0.027022,-0.2654,-0.53113,-0.64069,-0.26398,0.04073,0.84169,-0.27842,0.17368,-0.26438,0.12996,-0.16746,0.023823,0.015105,-0.36488,-0.17003,0.13228,-0.047293,-0.32026,0.050117,-0.070775,-0.38527,0.43931,0.17726,-0.24037,0.20843,-0.14508,0.37293,-0.25288,0.061623,-0.030478,-0.066177,-0.12926,0.019576,0.14706,-0.099165,-0.040036,-0.059108,-0.050489,-0.11966,-0.13016,0.066282,-0.14125,0.16062,-0.012349,0.052012,-0.010285,0.0086346,-0.026664,0.0063658,0.03153,2.2204e-15
"1170",0.13253,-13.652,-0.75686,-2.2548,-5.404,-0.84369,-1.968,5.2049,2.5636,1.2541,-1.1627,-0.43767,-1.165,-0.58177,2.5892,0.1947,1.0518,-3.6151,2.2359,0.82884,1.936,0.55014,1.2255,-0.83727,-0.88264,-1.9028,-0.075402,2.1022,1.3429,-1.6624,0.73317,-0.51367,0.30561,0.27439,-0.44882,1.066,-1.0214,0.22194,0.21025,-0.35561,1.3702,-0.98803,-0.52315,-0.088546,-0.21063,-1.0553,0.28672,-1.0105,0.49903,0.17167,-0.14041,-0.31851,0.041684,0.44852,-0.033964,-0.31,-0.0060875,-0.0018682,-0.76794,0.86486,0.24671,0.11053,-0.10949,-0.30774,0.20548,0.023649,-0.20825,0.5275,0.018333,-0.33624,-0.11902,-0.63149,0.25217,0.41,0.08402,0.28684,0.057788,0.0047875,0.077536,-0.22434,0.0555,0.010208,-0.19063,0.099079,0.03873,0.058687,-0.16027,-0.29978,-0.091298,-0.047277,-0.16136,0.11926,-0.10315,0.15353,0.062706,-0.054932,0.0058813,-0.015522,0.02551,0.078601,-0.057301,0.044985,0.060854,-0.064529,0.034501,0.040614,-0.0028664,0.093944,-0.067089,0.012352,-0.063172,-1.4988e-15
"1210",-0.9006,-14.951,-1.8824,6.5012,-2.0752,-0.53217,-1.3112,-0.0073938,3.6228,-1.4104,-0.38869,3.7126,0.82882,0.78022,-6.707,-2.3551,0.28544,3.1796,1.0468,-1.6419,-2.0086,0.77671,1.2198,-2.0115,1.2571,-1.8696,0.43383,0.86847,-0.29108,1.3073,-2.2616,-0.69989,-0.16639,0.59982,0.27708,0.3885,-1.0491,-1.2532,-0.39726,-0.52271,-0.03326,-0.72092,-0.072036,0.48992,0.24476,-0.36331,-0.55783,0.70459,-0.046238,0.66311,0.066634,0.27187,0.31936,-0.61044,-0.29279,0.85427,0.35487,-0.21209,-0.031726,0.20978,-0.49827,0.3753,-0.040179,-0.19821,0.074256,0.091982,-0.22675,0.25963,0.31667,0.052051,0.21742,-0.012551,-0.095157,0.016221,0.39783,-0.28436,0.2574,-0.0059755,-0.24915,0.17499,-0.1032,-0.004093,0.046681,0.2832,-0.13874,0.087424,-0.014267,-0.037881,-0.040498,0.2076,-0.12759,0.13591,0.045745,0.066885,-0.029566,-0.02259,-0.0053693,0.043579,0.087324,0.070398,0.027379,-0.047746,0.043862,-0.25947,-0.064363,0.069874,0.083571,-0.053085,-0.0092346,0.04305,-0.03927,6.6613e-16
"1250",7.3123,-12.21,-8.9194,3.3609,-1.5244,-5.0839,1.9925,-0.52019,3.3478,1.7347,-1.1027,-2.8287,-0.085656,1.3095,0.0052004,2.4244,-2.4151,1.4798,2.8548,2.3667,0.86129,3.1591,0.25733,-1.916,-0.4506,0.43009,1.4041,-0.92619,-0.61981,-0.89831,0.40974,0.20497,-0.65803,0.09661,0.68209,-0.37946,-0.12529,0.64384,1.2814,0.23595,-0.016997,0.022844,-0.4132,-0.85085,0.65919,0.1429,-0.14892,0.3341,0.44422,0.22356,-0.033366,-0.25531,-0.28845,0.0023062,-0.38071,0.57009,0.394,0.69276,-0.16179,-0.43367,0.56837,0.046283,0.42874,0.45257,0.039113,0.095685,-0.065682,0.24445,0.22223,0.43102,-0.26717,0.08423,-0.38895,0.069927,-0.26597,0.033386,-0.098089,0.17073,-0.2911,-0.34788,-0.31244,-0.1293,0.18315,0.15337,-0.41942,-0.42328,0.082623,-0.02533,0.12056,-0.20196,-0.022136,-0.3178,0.026045,0.13692,-0.031987,-0.050054,-0.070977,0.077324,0.032393,-0.038032,0.0045452,-0.043999,-0.032561,-0.051876,0.028973,0.019204,-0.03791,0.10592,0.047958,-0.098165,0.010009,-2.7478e-15
"1370",-0.48112,-11.071,0.11007,-1.7134,-1.0346,-2.8288,-0.68967,0.70798,0.80146,0.17901,1.1523,0.60947,-0.88214,2.133,0.060905,4.8819,-1.0897,-0.55787,-0.43217,-0.30665,0.24467,0.21084,1.1363,-0.91205,-0.036243,0.70808,1.0669,-0.19529,-0.32037,0.39664,1.24,-0.14038,0.47891,-0.042076,0.59721,-0.593,-0.22769,0.33018,0.56755,0.26265,-0.381,-0.5966,0.37996,-0.28882,-0.45844,0.40481,-0.091228,0.039314,0.49968,0.061901,0.45934,-0.2138,-0.33983,-0.33873,0.25996,0.32288,-0.41071,0.45854,0.43793,-0.2312,-0.56395,0.56982,-0.24304,0.48878,-0.68012,-0.60364,-0.40503,0.055005,0.085697,-0.087157,-0.16707,-0.033197,0.17158,-0.3077,0.080072,0.29468,-0.22752,0.033265,0.44642,-0.13384,0.31648,-0.32398,-0.26085,0.03773,-0.031494,0.15182,-0.00063954,0.039211,0.23599,-0.14838,0.1918,0.39535,0.21561,-0.12955,0.11642,0.056837,0.0093878,0.12199,0.040277,-0.13406,0.01392,0.1709,0.073969,-0.021939,-0.11431,0.19542,0.18221,-0.095177,-0.15317,0.081013,-0.085827,2.7756e-17
