"NMR.exp" "Population" "X0.681361" "X0.701401" "X0.721441" "X0.741481" "X0.761521" "X0.781561" "X0.801601" "X0.821641" "X0.841681" "X0.861721" "X0.881761" "X0.901801" "X0.921841" "X0.941881" "X0.961921" "X0.981961" "X1.002" "X1.02204" "X1.04208" "X1.06212" "X1.08216" "X1.1022" "X1.12224" "X1.14228" "X1.16232" "X1.18236" "X1.2024" "X1.22244" "X1.24248" "X1.26252" "X1.28256" "X1.3026" "X1.32264" "X1.34268" "X1.36272" "X1.38276" "X1.4028" "X1.42284" "X1.44288" "X1.46292" "X1.48296" "X1.503" "X1.6032" "X1.62324" "X1.64328" "X1.66332" "X1.68336" "X1.7034" "X1.72344" "X1.74348" "X1.76352" "X1.78356" "X1.8036" "X1.82364" "X1.84368" "X1.86372" "X1.88376" "X1.9038" "X1.92384" "X1.94388" "X1.96392" "X1.98396" "X2.004" "X2.02404" "X2.04408" "X2.06412" "X2.08416" "X2.1042" "X2.12424" "X2.14428" "X2.16432" "X2.18436" "X2.2044" "X2.22444" "X2.24448" "X2.26452" "X2.28456" "X2.3046" "X2.32464" "X2.34468" "X2.36472" "X2.38476" "X2.4048" "X2.42484" "X2.44488" "X2.46492" "X2.48496" "X2.505" "X2.52504" "X2.54508" "X2.56512" "X2.58516" "X2.6052" "X2.62524" "X2.64528" "X2.66532" "X2.68536" "X2.7054" "X2.72544" "X2.74548" "X2.76552" "X2.78556" "X2.8056" "X2.82564" "X2.84568" "X2.86572" "X2.88576" "X2.9058" "X2.92584" "X2.94588" "X2.96592" "X2.98596" "X3.006" "X3.02604" "X3.04608" "X3.06612" "X3.08616" "X3.1062" "X3.12624" "X3.14628" "X3.16632" "X3.18636" "X3.2064" "X3.22644" "X3.24648" "X3.26652" "X3.28656" "X3.3066" "X3.32664" "X3.34668" "X3.36672" "X3.38676" "X3.4068" "X3.42684" "X3.44688" "X3.46692" "X3.48696" "X3.507" "X3.52704" "X3.54708" "X3.56712" "X3.58716" "X3.6072" "X3.62724" "X3.64728" "X3.66732" "X3.68736" "X3.7074" "X3.72744" "X3.74748" "X3.76752" "X3.78756" "X3.8076" "X3.82764" "X3.84768" "X3.86772" "X3.88776" "X3.9078" "X3.92784" "X3.94788" "X3.96792" "X3.98796" "X4.008" "X4.02804" "X4.04808" "X4.06812" "X4.08816" "X4.1082" "X4.12824" "X4.14828" "X4.16832" "X4.18836" "X4.2084" "X4.22844" "X4.24848" "X4.26852" "X4.28856" "X4.3086" "X4.32864" "X4.34868" "X4.36872" "X4.38876" "X4.4088" "X4.42884" "X4.44888" "X4.46892" "X4.48896" "X4.509" "X4.52904" "X4.54908" "X4.56912" "X4.58916" "X4.6092" "X4.62924" "X4.64928" "X4.66932" "X4.68936" "X4.7094" "X4.72944" "X4.74948" "X4.76952" "X4.78956" "X4.8096" "X4.82964" "X4.84968" "X4.86972" "X4.88976" "X4.9098" "X4.92984" "X4.94988" "X4.96992" "X4.98996" "X5.01" "X5.03004" "X5.05008" "X5.07012" "X5.09016" "X5.1102" "X5.13025" "X5.15029" "X5.17033" "X5.19037" "X5.21041" "X5.23045" "X5.25049" "X5.27053" "X5.29057" "X5.31061" "X5.33065" "X5.35069" "X5.37073" "X5.39077" "X5.41081" "X5.43085" "X5.45089" "X5.47093" "X5.49097" "X5.51101" "X5.53105" "X5.55109"
421 "O" 173.491 24.873 27.054 32.911 81.629 236.848 524.274 893.169 5131.91 8485.46 420.711 42.919 43.722 225.672 208.565 396.332 45.799 59.009 219.604 237.566 81.422 121.959 175.977 25.017 101.39 189.874 1059.02 23908.3 20315.9 20448.5 18978.6 11177.6 6638.56 2145.58 627.316 435.621 403.783 389.362 327.213 321.279 430.847 327.658 2487.16 1706.55 420.973 359.893 325.032 241.69 156.558 217.913 105.253 128.531 272.952 260.722 140.511 120.894 116.173 142.302 223.963 328.558 1299.18 6415.89 1952.79 3581.71 968.776 293.763 224.177 184.391 162.456 162.456 79.467 83.545 107.442 165.897 178.306 243.993 1105.46 4485.41 1335.08 2275.93 200.675 -4.855 -7.311 -10.121 -9.272 137.98 38.61 14.42 12.428 12.587 12.611 16.323 17.305 17.199 20.27 25.495 38.311 57.319 81.435 339.861 1462.24 377.693 535.707 213.239 169.477 14.446 5.416 0.19 -1.491 -1.514 -0.959 0.7 -0.539 -0.283 0.702 0.577 2.367 1.627 2.714 2.803 5.899 21.409 177.462 3.732 1.612 9.024 16.578 8.965 55.901 88.372 22.243 9.966 12.694 12.861 12.787 6.277 16.615 39.557 77.708 19.839 7.025 14.177 23.112 16.688 45.268 287.296 39.462 45.639 61.882 22.68 18.022 13.098 5.928 22.507 9.716 0.76 -0.305 2.109 16.011 3.291 5.864 10.595 3.886 -0.688 19.868 23.86 17.559 2.172 473.302 1576.37 111.284 47.456 35.442 17.165 10.481 44.043 1574.68 423.065 66.67 34.598 31.874 21.333 25.577 17.76 10.451 8.562 8.046 8.256 7.461 6.341 5.844 9.213 18.27 9.859 6.376 6.495 3.479 5.721 2.221 0.513 0.143 -0.068 -0.662 -1.289 -1.452 -1.993 -1.97 -2.528 2.214 -2.205 -3.361 -4.14 -4.309 -5.225 -4.045 4.512 10.883 8.848 0.212 -4.506 -0.53 3.984 -5.487 3.329 416.899 589.453 13.55 338.237 2562.52 3747.14 2164.57 1302.77 324.899 110.806 68.479 36.882 29.416 25.969 23.974 25.332
431 "S" 25.433 1.15 0.868 -0.424 3.919 58.037 164.474 266.878 541.582 875.316 150.676 77.848 62.988 48.782 54.859 87.712 50.287 52.082 89.133 84.07 55.519 44.288 51.466 15.474 18.758 35.949 113.334 2433.73 2070.28 1913.86 1710.57 1077.25 673.95 406.223 248.466 242.202 279.968 242.755 274.97 366.617 692.61 7854.01 155.213 137.334 120.334 106.452 97.466 60.32 52.222 107.409 27.619 19.468 34.18 37.385 19.901 14.435 12.624 12.052 18.396 26.341 80.965 468.384 157.935 277.959 93.018 38.921 36.198 29.471 21.306 21.306 13.321 20.048 30.456 20.03 17.421 23.275 85.737 406.411 109.928 81.675 35.896 15.076 9.254 3.962 0.632 102.721 32.044 13.372 9.579 7.233 5.861 7.39 6.796 4.081 2.788 2.808 5.644 4.519 3.921 19.573 107.145 26.896 33.065 20.44 18.681 4.349 1.183 0.207 0.167 -0.061 -0.141 0.259 0.038 -0.025 -0.347 -0.356 0.256 0.098 0.945 0.648 1.786 16.987 111.33 6.559 2.42 5.519 11.078 9.42 3.321 8.717 16.853 1.707 2.137 1.693 1.709 1.77 2.813 5.504 8.821 2.806 1.501 2.573 6.292 3.622 6.354 13.629 8.985 12.355 6.524 11.858 2.646 1.025 0.842 1.672 0.615 -0.152 -0.418 -0.275 2.186 -0.098 0.207 0.569 0.72 -0.784 4.376 3.637 3.818 -1.517 38.146 148.362 13.612 5.767 4.519 1.036 4.591 0.685 141.412 46.861 9.14 5.44 4.704 3.363 2.464 2.051 0.813 -0.075 0.093 -0.238 -0.809 -0.763 -0.349 0.523 3.504 1.11 1.081 2.186 0.604 1.496 0.199 -0.344 -0.024 0.242 -0.029 -0.161 0.285 -0.132 -0.176 -0.1 0.327 -0.008 0.158 -0.232 0.024 -0.092 0.716 2.455 1.687 3.544 2.348 1.884 1.61 2.175 0.05 -0.383 36.023 55.212 -0.063 20.114 182.556 270.443 162.511 96.774 27.014 11.452 7.235 4.424 3.802 3.015 2.758 5.418
441 "O" 125.77 16.994 18.382 20.75 70.508 221.237 457.327 716.282 3240.49 4545.23 377.303 90.179 65.536 116.966 168.885 367.696 70.267 90.401 216.94 229.422 97.191 132.129 182.424 60.788 110.221 180.013 881.256 15975 11162.9 10918.6 9667.62 6024.48 3194.22 1112.61 352.808 252.24 261.617 258.485 229.257 243.789 368.292 289.7 1774.62 606.827 280.48 253.094 227.27 132.094 99.62 156.81 46.85 62.007 171.786 159.431 65.683 55.317 56.269 74.204 134.548 210.426 745.378 3224.47 963.827 1940.46 451.594 139.114 113.711 131.132 74.705 74.705 46.948 50.874 74.762 111.132 115.359 177.698 686.492 1954.46 1411.43 392.216 53.778 14.074 3.405 -1.54 -0.97 139.048 35.724 16.018 13.115 11.583 11.658 14.881 13.834 12.939 13.601 16.462 21.356 31.748 44.586 196.64 808.836 185.194 251.183 123.188 86.69 8.732 4.223 0.849 -0.152 -0.181 -0.249 -0.255 0.737 0.994 0.919 2.626 8.243 14.6 8.511 6.628 10.452 31.169 180.79 30.946 84.76 104.63 59.786 186.27 88.197 70.008 52.137 37.118 21.952 23.213 10.575 5.339 7.874 32.143 66.322 16.51 10.78 41.223 53.593 18.333 49.88 518.878 60.929 70.743 74.462 31.064 19.446 9.654 18.495 31.373 23.218 12.086 14.308 26.151 79.373 45.249 40.599 32.268 18.848 13.997 43.692 47.664 51.462 26.203 196.852 603.172 71.076 43.558 60.792 8.348 8.674 14.68 550.621 149.613 36.537 39.45 37.887 21.239 16.484 4.951 3.563 3.223 2.296 2.157 2.24 1.152 1.074 5.033 12.146 5.48 3.944 3.708 1.611 3.393 2.048 0.418 -0.296 -0.129 0.163 -0.041 0.004 0.008 -0.203 -0.412 4.911 2.173 0.013 -1.05 -0.916 -1.576 -0.642 3.671 6.964 8.556 5.507 6.895 0.563 5.355 4.425 7.299 141.739 195.333 4.291 191.895 1385.76 1884.8 1148.35 671.744 166.67 63.394 44.306 21.783 17.304 15.406 14.06 15.526
461 "B" 186.089 21.689 22.495 26.534 83.087 279.07 620.812 991.759 4776.55 7378.56 505.858 119.865 93.275 319.196 275.087 489.498 117.253 116.038 298.536 300.08 130.359 185.031 243.721 84.984 148.556 270.856 1186.95 21292.5 18379.4 19034.3 17018.1 9655.42 5167.13 1698.81 503.074 347.35 329.483 354.926 294.194 304.123 426.032 336.094 1922.69 867.114 296.138 258.656 231.266 175.539 106.811 153.258 62.168 85.563 237.627 249.547 105.872 87.128 86.253 115.722 200.666 318.029 1328.46 6100.31 1590.74 3029.73 804.433 223.594 127.912 128.751 103.98 103.98 44.825 53.92 75.982 139.255 165.175 251.052 1157.61 4340.76 1051.07 866.772 112.537 -7.041 -17.462 -22.256 -20.831 95.55 15.587 -1.489 -3.493 -5.465 -6.387 -2.72 -2.939 -2.865 -0.35 4.233 15.503 32.947 57.363 289.131 1225.98 305.617 502.898 141.583 106.458 -8.041 -19.707 -19.858 -21.021 -22.282 -21.79 -19.831 -21.136 -20.797 -19.912 -19.623 -18.636 -18.797 -17.954 -17.554 -14.542 -0.506 118.905 -16.668 -16.559 -10.348 -3.963 -9.832 -7.725 40.264 -1.517 -12.602 -6.825 -9.784 -8.506 -13.23 -3.328 19.511 57.935 -3.273 -12.781 -7.535 -6.647 1.544 29.87 483.693 2.055 8.251 18.739 12.899 -9.818 -10.676 -7.455 -8.278 -13.151 -15.685 -16.168 -14.498 -11.485 -14.51 -11.36 -10.315 -13.386 -14.255 14.352 9.666 1.574 -8.512 437.252 1469.36 76.378 23.205 8.62 0.86 -4.778 33.104 1514.24 350.248 44.842 18.743 16.9 6.335 4.994 2.744 0.729 0.405 -0.167 -0.44 -0.146 -0.306 0.226 7.37 23.748 10.216 4.01 3.238 2.931 5.632 2.085 -0.039 -0.132 0.105 -0.002 -0.075 -0.109 0.103 -0.015 0.1 1.973 0.445 0.067 -0.342 0.331 -0.103 0.47 6.783 14.172 13.943 5.945 4.933 5.311 14.564 6.418 16.36 419.185 568.794 38.246 369.808 2443.87 3404.98 1862.58 1086.81 253.044 83.193 51.737 28.219 22.306 19.257 17.612 20.432
471 "B" 98.968 13.555 14.935 17.8 54.15 175.189 355.844 569.778 3331.8 5856.92 298.468 62.274 53.081 187.071 150.677 257.721 37.08 50.701 150.247 157.066 64.923 83.388 116.728 26.821 76.825 140.719 707.549 14925.5 13254.1 14113.7 13074.2 7528.35 4344.59 1449.08 431.381 309.339 286.104 258.73 230.506 235.803 316.036 272.27 1532.32 955.31 295.822 262.519 236.915 170.696 112.839 166.066 63.779 74.022 158.625 149.267 79.888 73.703 76.591 100.361 157.189 241.216 968.042 4555.18 1292.91 2501.36 627.635 185.766 148.325 131.301 114.117 114.117 53.923 62.002 83.404 116.378 121.245 165.474 856.615 3199.92 847.854 1072.24 139.811 5.916 1.037 -2.201 -0.888 130.347 35.165 16.132 15.033 13.589 13.444 16.355 16.079 16.402 17.267 20.779 28.733 42.013 59.213 241.361 1032.1 256.114 385.068 158.994 124.027 13.745 2.281 0.786 0.13 -0.425 -0.32 0.008 0.002 0.106 -0.11 -0.046 0.334 0.389 1.16 0.982 2.704 18.228 155.759 0.828 0.092 6.65 13.13 6.63 4.788 71.119 13.252 1.101 4.145 3.245 3.569 -0.687 6.06 20.297 44.155 7.296 0.294 3.182 5.36 11.891 30.719 370.205 14.902 20.796 18.66 12.131 5.054 -0.712 3.969 3.046 -3.064 -4.889 -5.857 -5.013 -1.555 -4.893 -2.795 -0.9 -3.225 -5.639 10.155 14.853 10.468 -1.837 342.295 1112.75 68.456 27.831 11.973 3.364 -0.014 26.907 1140.38 269.076 36.385 17.9 15.745 8.251 9.813 7.501 2.926 2.682 1.742 1.361 1.007 0.793 0.938 3.18 7.744 3.265 2.591 2.591 1.459 3.485 1.038 -0.021 -0.035 0.044 -0.026 0.2 0.023 -0.181 -0.149 -0.115 0.655 -0.279 -1.308 -1.785 -1.413 -1.971 -1.745 2.284 6.427 8.057 2.091 0.85 1.375 7.17 -1.195 6.125 309.61 419.725 18.171 265.831 1867.93 2588.84 1494.73 882.113 210.08 63.986 37.06 15.802 11.796 9.343 7.937 8.885
481 "B" 78.447 9.581 9.763 11.455 33.555 106.87 246.447 408.208 1785.87 3005.39 226.487 58.119 37.821 86.077 97.166 197.888 39.409 49.582 127.34 130.807 59.921 76.722 104.185 35.066 62.764 115.817 440.168 7736.21 6766.83 6545.14 6344.23 4072.86 2553.27 832.104 252.737 204.415 204.009 164.995 143.596 146.13 204.205 162.831 869.785 786.397 219.852 179.393 163.371 121.259 71.038 112.851 32.166 39.433 98.584 94.511 40.362 32.887 35.32 45.533 77.405 123.513 441.362 2182.79 652.636 1192.84 318.366 84.491 54.554 68.482 61.584 61.584 22.999 30.797 44.759 60.535 59.01 80.849 334.352 1140.48 465.114 897.525 84.066 -7.905 -7.535 -10.292 -9.736 90.052 17.747 2.076 1.485 -0.495 -1.389 1.573 1.363 0.877 2.981 4.129 8.607 16.845 26.384 102.717 494.276 125.138 176.913 81.354 65.738 10.303 -0.85 -0.762 0.018 0.602 -0.068 -0.389 0.13 -0.051 0.087 0.092 0.211 -0.333 0.058 -0.056 1.574 13.571 121.337 -0.871 2.313 10.21 12.98 4.39 5.713 73.141 9.067 -1.875 -1.438 -0.426 -1.39 -3.429 -1.47 11.869 26.699 1.632 -3.363 0.255 5.442 8.457 26.875 130.814 16.315 20.232 12.551 4.053 2.932 -2.631 7.932 2.714 -2.718 -5.679 -5.499 -4.844 2.512 -3.579 -2.913 -1.685 -2.394 -3.538 7.198 7.268 5.901 0.438 120.341 386.497 34.541 11.389 8.757 1.213 5.878 10.793 381.474 97.542 15.235 6.116 6.118 2.751 3.305 1.717 0.174 0.01 -0.091 -0.063 -0.527 -0.494 0.018 2.159 5.308 2.039 1.65 2.514 1.07 2.382 0.711 0.035 -0.163 0.127 0.034 0.516 1.236 1.173 0.374 0.353 1.539 0.457 0.144 0.292 0.55 0.384 0.831 4.316 6.044 6.804 7.024 8.519 7.652 10.203 3.232 4.813 111.585 145.091 13.84 115.404 849.354 1310.2 734.634 441.924 113.876 37.413 23.016 13.024 10.388 8.405 8.605 11.162
491 "B" 67.254 7.549 7.209 7.672 32.793 118.598 294.313 447.062 973.115 1435.31 243.144 95.654 62.035 72.631 106.833 208.865 65.001 87.07 161.774 159.06 87.941 94.891 128.401 69.548 94.95 154.263 363.269 4353.11 2937.41 2359.57 2418.01 1791.36 1427.82 617.287 261.271 231.101 262.185 254.407 279.301 332.483 472.531 641.912 324.095 410.921 135.477 102.611 99.007 80.844 40.45 88.862 6.116 10.762 63.626 56.365 14.048 8.455 9.401 13.288 34.533 68.411 149.019 616.592 281.701 622.436 181.344 46.632 31.555 57.562 53.901 53.901 15.271 23.7 38.883 43.218 31.677 37.356 98.805 110.453 193.352 414.577 84.463 8.841 1.957 -2.532 -3.65 103.356 26.89 9.07 6.415 4.971 4.43 6.379 5.357 4.56 4.638 5.249 7.954 13.76 20.574 58.056 254.487 72.376 113.126 74.363 55.013 8.062 1.665 0.677 0.432 -0.288 -0.484 0.355 -0.116 -0.085 0.127 -0.158 0.093 0.389 1.084 0.897 2.06 15.125 131.027 1.481 1.384 7.184 13.3 7.296 4.409 16.951 30.768 -0.43 -0.068 -0.255 0.031 -0.134 1.365 14.02 25.104 3.477 1.05 2.534 4.777 5.311 9.513 20.672 11.263 15.307 4.386 9.814 4.56 3.354 5.384 6.425 2.132 -0.471 -0.258 0.247 3.214 0.399 1.89 3.357 2.126 1.921 20.383 10.735 5.255 3.87 10.532 25.099 4.28 5.761 3.555 0.686 7.694 1.843 20.006 7.91 3.066 1.922 1.831 1.839 0.875 0.173 -0.117 0.016 -0.091 0.138 -0.06 -0.286 0.207 1.131 2.318 0.753 1.946 2.722 0.738 1.488 0.846 0.178 0.08 -0.036 -0.065 -0.02 -0.06 0.079 -0.154 -0.121 0.195 0.009 0.146 -0.227 0.244 -0.222 0.659 1.415 1.004 4.862 2.507 1.862 0.392 0.731 -0.699 -0.45 7.271 13.826 19.221 65.704 334.528 487.095 390.437 254.18 78.681 22.23 11.466 4.383 3.366 2.313 1.854 2.29
511 "S" 121.421 16.24 17.558 20.508 56.999 182.447 416.082 667.101 3700.05 6642.01 370.952 74.473 66.944 156.128 157.062 316.405 44.206 65.49 195.6 202.408 78.222 103.395 141.704 25.573 78.483 151.809 765.759 16520 14333.5 15343.2 14562.9 8384.65 5109.2 1762.99 547.053 393.718 375.74 361.984 348.084 384.159 536.718 592.301 1670.7 1172.17 303.047 278.248 241.559 167.861 97.905 149.749 48.911 63.074 164.672 154.443 69.738 59.977 63.845 89.019 178.159 285.253 991.154 4813.5 1467.18 2886.88 673.466 183.541 182.858 131.624 109.563 109.563 44.858 50.216 72.045 115.674 119.221 161.062 885.662 3430.07 914.671 1453.45 172.659 -11.095 -19.092 -21.734 -20.992 108.717 14.096 -3.133 -3.563 -4.623 -5.097 -1.769 -0.967 -1.097 0.656 4.82 13.666 30.531 49.745 261.592 1193.77 261.057 368.971 171.591 128.997 -6.187 -14.9 -16.435 -16.868 -17.315 -17.212 -15.682 -16.942 -16.559 -16 -15.535 -15.318 -15.254 -14.122 -14.01 -10.977 4.275 138.68 -13.594 -14.618 -9.423 -2.853 -8.515 -12.158 6.21 -2.471 -13.511 -9.377 -11.037 -10.716 -13.697 -3.318 13.245 39.95 -5.038 -11.023 -4.259 1.324 -2.995 14.425 281.127 13.158 18.258 29.214 3.891 -0.499 -11.926 -10.517 2.779 -6.314 -13.918 -14.132 -12.478 -0.373 -11.482 -7.662 -7.143 -11.602 -13.643 2.739 7.407 7.606 -8.428 377.192 1223.05 74.325 33.227 18.13 5.145 2.225 25.891 1239 306.543 38.109 14.817 13.292 4.748 3.35 1.697 0.498 0.474 -0.022 -0.523 -1.38 -0.88 -0.796 2.244 7.98 3.189 1.99 2.407 1.038 2.333 0.466 -0.113 -0.03 0.083 0.133 -0.271 0.064 0.213 -0.21 0.208 5.031 0.726 -0.22 -0.962 -0.119 -1.255 0.144 8.948 14.548 13.136 5.106 0.674 1.624 6.306 0.336 8.565 341.172 463.947 22.202 294.558 2042.56 2825.46 1721.98 1011.88 241.953 76.966 45.196 20.783 16.449 13.727 12.808 13.361
531 "B" 98.002 12.658 13.205 14.969 65.015 216.36 462.809 667.582 2156.33 3166.21 330.297 123.396 93.919 105.426 146.238 298.311 93.428 113.727 221.68 216.665 115.382 128.4 167.261 82.067 122.053 200.735 709.181 10491.2 7452.15 7683.68 6411.16 3648.06 1987.04 852.173 346.223 299.264 315.634 298.809 304.668 340.368 460.997 492.149 766.295 219.504 151.119 153.109 132.84 55.218 47.313 102.278 10.024 20.279 103.084 96.201 29.785 21.144 24.83 36.23 80.369 137.777 478.219 2020.88 616.453 1277.26 285.214 82.907 86.214 83.415 34.466 34.466 23.003 32.388 48.6 70.027 75.664 146.488 488.275 1696.34 414.396 164.133 31.97 9.028 0.86 -3.518 -3.82 116.808 27.831 8.938 6.649 5.19 4.734 7.515 6.646 5.538 5.14 6.889 14.161 21.471 27.27 130.556 530.973 113.385 163.822 84.951 62.58 13.696 -1.101 -2.839 -3.159 -3.979 -3.292 -3.31 -2.442 -1.58 -0.725 0.763 -0.381 -2.454 -1.588 -1.464 0.725 17.925 135.135 -0.505 3.713 19.907 30.474 103.321 154.164 98.504 33.909 21.089 12.712 15.352 6.124 3.426 3.809 22.287 44.163 9.846 3.889 25.533 44.463 11.65 17.99 103.854 44.287 40.189 44.978 19.618 10.943 11.352 3.875 13.499 10.186 4.509 4.65 10.026 53.334 19.51 17.422 26.338 32.217 9.869 21.001 17.95 18.824 20.389 186.068 572.895 55.896 29.13 47.28 9.37 9.092 14.094 520.416 140.762 24.079 19.863 35.28 32.658 27.352 9.127 3.308 2.964 2.069 2.051 2.57 4.005 2.042 3.687 8.28 3.932 3.367 3.47 1.49 3.291 1.447 0.076 -0.071 0.231 -0.252 -0.046 -0.041 0.127 -0.267 0.126 2.625 0.31 -0.294 -0.471 0.133 -0.476 0.135 2.504 5.111 9.406 7.425 7.706 4.134 5.788 8.552 24.953 140.26 193.211 5.423 142.613 931.557 1167.94 758.366 441.824 103.945 37.031 26.249 12.983 10.404 8.955 7.983 9.081
551 "S" 108.634 7.726 8.032 8.77 47.872 184.223 428.012 635.655 1860.42 2633.88 364.642 132.572 90.576 122.464 161.795 320.183 93.804 110.625 228.107 232.582 132.733 136.536 183.473 86.421 118.146 217.04 625.245 8064.58 6257.89 5562.82 5163.75 3408.85 2069.48 822.186 310.053 260.393 282.969 259.181 249.697 268.061 365.764 334.019 828.488 552.709 250.588 208.148 183.98 126.174 94.135 166.113 39.237 45.808 132.298 125.65 51.402 40.067 40.46 49.261 85.448 147.157 419.422 1727.57 554.257 1048.69 296.484 87.407 63.937 86.39 63.774 63.774 29.349 41.631 62.15 76.767 70.455 94.142 307.088 810.208 512.367 374.493 63.28 14.699 8.358 1.107 -0.734 158.046 43.833 16.921 12.911 11.013 10.33 13.145 11.703 9.55 10.056 11.375 17.677 26.487 36.37 103.575 424.135 119.093 178.634 94.605 74.811 31.286 5.382 2.955 1.435 0.176 0.483 4.651 0.773 1.51 1.024 0.615 1.184 0.798 2.347 2.305 4.765 24.133 197.075 3.493 3.722 12.603 21.62 14.788 37.272 120.367 24.032 6.134 5.279 6.612 5.024 3.391 14.742 25.524 45.208 10.549 4.965 11.554 27.789 25.46 25.069 158.82 37.022 33.097 20.58 45.914 9.558 6.152 23.29 12.886 5.068 0.29 0.326 2.063 16.108 3.187 4.739 7.351 2.932 2.205 27.52 16.582 12.787 6.649 81.378 261.185 44.823 15.271 19.092 4.334 8.311 7.293 242.646 69.711 14.92 7.519 7.187 9.041 7.586 4.222 2.637 2.308 1.101 0.896 0.357 0.568 0.53 2.68 7.993 3.91 3.071 3.639 1.58 4.232 1.885 0.237 0.097 -0.07 -0.278 -0.258 0.318 0.079 -0.054 0.046 1.926 0.472 -0.154 -0.34 0.392 -0.187 0.191 3.383 5.729 10.043 4.851 1.309 1.757 2.104 -1.882 -0.446 65.303 98.018 21.437 119.049 714.856 1060.97 644.079 400.568 107.134 32.501 19.291 8.967 6.333 4.645 4.039 4.772
581 "B" 99.788 9.643 11.347 14.267 43.648 146.165 341.464 533.676 2689.56 4975.28 317.369 74.927 50.357 125.66 128.962 259.069 27.286 58.669 168.226 170.609 65.503 84.869 130.049 36.489 83.516 143.665 667.398 13427.9 10328.2 10107.4 10205.5 6336.72 4269.97 1365.5 354.391 242.431 229.878 200.324 177.499 178.861 260.881 190.965 1736.52 1216.12 306.187 253.113 233.724 185.449 109.087 158.923 60.226 68.816 154.161 133.275 67.406 63.498 64.983 81.485 135.373 218.056 664.016 3114.31 1080.86 2283.45 542.661 135.927 107.557 124.224 99.64 99.64 43.352 51.181 67.464 96.929 88.566 120.549 523.553 1614.31 939.98 1641.43 115.087 -14.117 -15.034 -21.175 -18.113 105.714 16.851 -1.255 -2.73 -2.337 -2.495 0.708 0.255 -0.255 1.611 5.105 12.64 25.991 41.014 191.511 949.104 221.569 287.377 138.734 102.453 -0.522 -7.808 -11.098 -11.249 -11.866 -11.047 -8.916 -11.368 -11.015 -10.674 -10.28 -8.59 -8.151 -7.965 -8.614 -6.515 7.281 140.725 -6.685 -6.439 3.013 19.891 24.12 66.462 76.46 15.514 4.33 0.292 1.484 -2.32 -5.223 0.708 18.733 39.951 4.858 -1.277 22.238 45.187 9.235 34.915 313.385 53.274 47.186 37.82 26.556 8.331 8.029 0.815 22.881 11.144 -3.772 -3.097 0.114 49.455 8.04 5.672 7.298 0.607 1.612 14.763 12.541 14.299 7.318 178.759 572.546 54.9 26.663 55.123 7.246 10.459 13.845 521.793 138.162 19.844 8.03 8.858 8.52 9.339 4.149 0.798 0.082 -0.459 0.035 -0.114 -0.276 0.143 0.707 2.856 1.195 1.957 2.866 0.686 2.548 1.16 0.28 0.032 -0.014 -0.29 -0.103 0.163 0.018 -0.291 -0.186 6.927 0.985 0.343 -0.23 0.022 -0.475 0.702 7.09 10.78 11.376 4.331 2.678 5.159 3.644 1.644 7.149 149.57 199.557 18.546 209.23 1419.07 1983.41 1307.83 794.775 184.63 52.269 30.483 14.028 9.635 8.239 7.382 8.088
591 "O" 112.984 11.044 10.591 11.095 29.106 99.581 268.519 442.635 1640.74 2455.93 383.618 120.494 80.95 97.514 149.664 334.228 82.717 92.445 206.124 221.5 110.73 138.954 184.098 68.222 85.53 143.002 480.107 7370.41 5128.29 4446.36 4508.98 3114.73 2275.79 870.843 298.857 231.472 253.201 259.794 241.502 263.241 377.462 344.328 675.111 702.777 220.1 175.086 170.237 145.938 84.01 133.681 38.695 51.147 146.885 138.44 55.601 43.101 42.743 49.127 86.893 142.752 335.466 1367.35 523.559 1068.15 296.674 80.899 66.413 95.79 87.198 87.198 31.202 39.352 56.157 78.946 72.234 93.503 234.595 474.535 367.608 751.872 133.317 11.104 4.433 -0.757 -0.76 119.275 31.524 12.309 9.865 8.426 7.823 9.905 9.401 7.716 8.002 9.445 12.804 19.182 29.619 94.332 433.584 119.377 186.739 112.604 84.215 11.22 2.201 0.625 0.212 0.296 -0.484 1.061 -0.371 -0.45 -0.21 0.103 -0.076 -0.076 0.735 0.924 2.786 17.031 145.773 2.178 1.349 7.37 13.228 7.387 3.943 30.662 14.144 0.984 1.414 1.556 1.804 0.758 6.062 24.137 43.548 7.301 2.121 5.342 8.571 10.33 16.551 89.942 17.068 20.001 12.822 11.221 5.796 1.713 4.174 6.473 3.086 -0.251 -0.393 0.786 6.789 1.422 3.084 3.753 2.049 1.608 22.83 14.083 8.491 2.909 46.392 138.531 15.861 8.69 8.481 2.897 8.543 4.528 131.951 39.165 8.689 3.845 2.743 1.838 2.249 1.018 0.185 0.14 -0.035 -0.037 -0.204 -0.015 0.262 2.994 9.551 4.307 2.195 2.962 1.304 2.905 0.645 -0.219 0.201 0.04 0.018 -0.028 0.197 -0.181 -0.031 -0.029 1.214 0.058 -0.23 -0.389 -0.243 -0.785 -0.229 2.08 4.079 8.059 2.871 0.452 0.209 1.712 -0.959 -0.034 37.514 55.973 21.8 105.767 626.965 939.379 670.116 406.982 118.714 33.001 17.163 7.452 5.369 4.372 4.104 5.15
