"NMR.exp" "Population" "X0.681361" "X0.701401" "X0.721441" "X0.741481" "X0.761521" "X0.781561" "X0.801601" "X0.821641" "X0.841681" "X0.861721" "X0.881761" "X0.901801" "X0.921841" "X0.941881" "X0.961921" "X0.981961" "X1.002" "X1.02204" "X1.04208" "X1.06212" "X1.08216" "X1.1022" "X1.12224" "X1.14228" "X1.16232" "X1.18236" "X1.2024" "X1.22244" "X1.24248" "X1.26252" "X1.28256" "X1.3026" "X1.32264" "X1.34268" "X1.36272" "X1.38276" "X1.4028" "X1.42284" "X1.44288" "X1.46292" "X1.48296" "X1.503" "X1.6032" "X1.62324" "X1.64328" "X1.66332" "X1.68336" "X1.7034" "X1.72344" "X1.74348" "X1.76352" "X1.78356" "X1.8036" "X1.82364" "X1.84368" "X1.86372" "X1.88376" "X1.9038" "X1.92384" "X1.94388" "X1.96392" "X1.98396" "X2.004" "X2.02404" "X2.04408" "X2.06412" "X2.08416" "X2.1042" "X2.12424" "X2.14428" "X2.16432" "X2.18436" "X2.2044" "X2.22444" "X2.24448" "X2.26452" "X2.28456" "X2.3046" "X2.32464" "X2.34468" "X2.36472" "X2.38476" "X2.4048" "X2.42484" "X2.44488" "X2.46492" "X2.48496" "X2.505" "X2.52504" "X2.54508" "X2.56512" "X2.58516" "X2.6052" "X2.62524" "X2.64528" "X2.66532" "X2.68536" "X2.7054" "X2.72544" "X2.74548" "X2.76552" "X2.78556" "X2.8056" "X2.82564" "X2.84568" "X2.86572" "X2.88576" "X2.9058" "X2.92584" "X2.94588" "X2.96592" "X2.98596" "X3.006" "X3.02604" "X3.04608" "X3.06612" "X3.08616" "X3.1062" "X3.12624" "X3.14628" "X3.16632" "X3.18636" "X3.2064" "X3.22644" "X3.24648" "X3.26652" "X3.28656" "X3.3066" "X3.32664" "X3.34668" "X3.36672" "X3.38676" "X3.4068" "X3.42684" "X3.44688" "X3.46692" "X3.48696" "X3.507" "X3.52704" "X3.54708" "X3.56712" "X3.58716" "X3.6072" "X3.62724" "X3.64728" "X3.66732" "X3.68736" "X3.7074" "X3.72744" "X3.74748" "X3.76752" "X3.78756" "X3.8076" "X3.82764" "X3.84768" "X3.86772" "X3.88776" "X3.9078" "X3.92784" "X3.94788" "X3.96792" "X3.98796" "X4.008" "X4.02804" "X4.04808" "X4.06812" "X4.08816" "X4.1082" "X4.12824" "X4.14828" "X4.16832" "X4.18836" "X4.2084" "X4.22844" "X4.24848" "X4.26852" "X4.28856" "X4.3086" "X4.32864" "X4.34868" "X4.36872" "X4.38876" "X4.4088" "X4.42884" "X4.44888" "X4.46892" "X4.48896" "X4.509" "X4.52904" "X4.54908" "X4.56912" "X4.58916" "X4.6092" "X4.62924" "X4.64928" "X4.66932" "X4.68936" "X4.7094" "X4.72944" "X4.74948" "X4.76952" "X4.78956" "X4.8096" "X4.82964" "X4.84968" "X4.86972" "X4.88976" "X4.9098" "X4.92984" "X4.94988" "X4.96992" "X4.98996" "X5.01" "X5.03004" "X5.05008" "X5.07012" "X5.09016" "X5.1102" "X5.13025" "X5.15029" "X5.17033" "X5.19037" "X5.21041" "X5.23045" "X5.25049" "X5.27053" "X5.29057" "X5.31061" "X5.33065" "X5.35069" "X5.37073" "X5.39077" "X5.41081" "X5.43085" "X5.45089" "X5.47093" "X5.49097" "X5.51101" "X5.53105" "X5.55109"
241 "B" 231.235 71.909 70.444 80.101 145.816 314.685 649.396 1106.6 3915.76 6393.13 938.39 335.607 268.439 400.268 455.449 577.354 274.529 240.406 365.087 377.056 232.393 236.461 318.474 225.038 309.019 482.971 1260.18 15093.3 15264.3 14281.7 14726.9 10402.8 7775.24 3985.16 2219.17 1730 1456.91 1153.69 866.669 623.321 554.035 349.539 1973.43 2131.06 691.66 506.987 448.493 339.021 169.043 185.926 57.984 40.171 134.58 121.166 11.797 -22.647 -31.062 -20.684 41.683 138.767 563.526 3635.97 1821.43 2817.86 1240.02 526.57 416.138 384.649 343.492 343.492 205.619 167.174 152.332 144.18 113.349 129.099 528.671 2068.24 1094.31 2731.64 601.616 147.795 86.004 43.912 15.633 127.749 51.921 2.426 -39.598 -48.812 -59.578 -64.724 -64.788 -68.232 -66.114 -60.921 -50.448 -31.896 -8.619 158.956 1043.11 345.422 396.559 247.328 211.482 40.128 6.723 -12.051 -22.351 -31.363 -38.891 -43.346 -50.681 -54.371 -56.351 -59.2 -58.85 -60.637 -59.208 -58.98 -53.349 -36.001 95.342 -37.541 -46.456 -36.839 -29.792 -34.799 -30.735 72.937 -17.522 -35.718 -36.94 -35.721 -34.071 -35.324 -31.736 -5.414 25.557 -19.458 -29.558 -14.101 8.587 -7.418 20.984 324.786 60.742 53.135 21.147 10.358 12.566 0.461 2.287 11.274 -2.542 -15.52 -17.289 -16.012 21.336 -4.737 -9.605 -4.961 -9.006 -12.958 5.17 5.076 4.48 -3.639 172.376 710.448 153.62 67.275 74.009 29.637 25.095 29.653 625.466 283.805 79.547 52.871 40.123 28.498 26.622 20.84 14.094 9.243 11.234 9.516 8.101 4.381 2.58 5.246 8.163 4.718 3.877 4.8 1.752 3.6 1.453 0.109 -0.041 0.171 -0.19 0.228 0.016 0.12 0.105 0.084 5.274 1.306 -0.046 0.49 0.198 -0.808 0.619 4.088 7.129 15.449 9.58 4.897 4.536 6.76 -1.486 1.668 159.654 290.401 56.504 238.141 1589.55 2723.55 1959.71 1427.48 622.666 356.289 272.816 179.318 142.246 112.647 87.468 68.969
261 "B" 141.467 25.794 28.559 34.263 74.965 208.067 440.437 742.952 3590.97 5904.52 186.394 -19.19 -7.501 118.291 131.371 264.11 14.598 35.237 157.113 164.828 52.859 77.186 132.153 29.973 82.829 163.28 750.827 14960.2 13413.8 14181.3 13466.1 7518.66 4526.17 1522.67 422.066 297.316 294.35 277.896 271.174 304.17 447.838 496.404 1534.5 902.66 253.491 214.506 176.619 118.1 53.087 101.057 11.097 20.687 114.957 108.919 23.05 11.558 8.482 21.913 69.642 138.199 742.48 4359.37 1452.21 2698.99 785.034 229.062 171.328 137.043 110.73 110.73 49.921 51.113 64.749 100.38 94.223 110.495 671.669 3440.2 896.483 1085.76 179.765 29.337 12.126 5.058 1.493 118.039 35.587 16.974 15.025 13.177 12.384 15.309 15.032 14.361 15.866 19.161 27.693 41.908 61.991 261.949 1126.52 257.572 364.758 152.255 126.439 13.292 2.862 1.034 -0.131 -0.91 -0.364 2.162 -0.768 -0.665 -0.17 -0.258 0.038 0.126 0.93 1.521 3.548 18.106 133.21 -0.119 -0.475 4.726 10.588 5.877 2.098 17.506 11.903 0.294 4.128 2.024 3.39 -0.227 10.832 24.91 50.609 5.276 -1.025 4.242 6.735 4.218 15.952 266.896 18.751 24.176 37.599 17.117 3.964 -1.682 -0.253 9.72 4.388 -5.256 -5.959 -4.796 2.315 -4.908 -1.198 -1.075 -6.801 -8.14 7.37 4.839 0.708 -15.735 302.846 1163.61 80.589 33.268 20.069 7.759 1.715 3.631 1144.88 326.01 49.887 25.387 21.61 12.003 9.493 7.247 5.318 4.652 4.085 3.259 2.705 1.795 1.75 3.994 8.435 4.342 3.157 3.5 1.839 2.807 1.251 0.352 -0.129 -0.096 0.011 0.056 -0.071 -0.067 -0.05 -0.654 3.822 -0.252 -1.249 -1.836 -1.895 -3.182 -1.782 5.159 9.925 9.025 0.471 -4.603 -4.936 -1.496 -9.681 -5.985 290.818 446.081 11.823 256.817 1851.18 2636.78 1589.32 956.245 233.948 80.029 48.236 23.163 17.454 13.729 12.193 12.068
271 "S" 61.921 10.413 11.138 12.421 31.331 121.98 287.776 456.106 1449.17 2346.67 179.725 60.908 57.404 67.561 83.901 153.01 65.392 64.084 127.061 124.752 74.117 73.894 91.229 33.027 51.181 92.624 308.935 5659.93 5498.87 5655.31 5265.08 3113.94 1796.79 819.206 404.529 377.122 423.01 421.825 497.888 688.857 1278.5 5709.82 429.885 285.047 113.056 98.115 74.365 23.947 9.917 77.21 -20.301 -20.616 18.383 27.749 -11.027 -19.706 -20.455 -15.809 5.371 30.071 250.164 1698.1 519.562 913.173 267.146 75.878 66.125 43.101 26.463 26.463 8.802 15.294 27.03 25.527 27.168 43.682 225.651 1319.68 322.35 331.545 85.399 16.307 6.325 -1.38 -6.072 125.697 33.678 10.462 6.875 4.984 3.963 5.915 5.677 3.953 2.922 4.016 9.879 13.434 17.199 79.115 378.666 87.805 108.682 52.965 46.805 6.944 1.578 0.808 0.089 -0.287 -0.378 -0.2 0.076 -0.061 0.4 0.426 0.362 0.793 1.735 1.387 3.524 21.556 145.462 1.341 0.319 4.518 11.041 7.824 1.778 6.013 13.004 -0.526 2.074 0.503 1.155 -0.251 3.017 8.708 17.759 1.582 -1.315 3.101 10.861 0.675 5.179 41.47 16.78 20.185 25.657 6.513 1.199 -2.623 -1.985 6.339 3.544 -4.231 -5.319 -4.672 5.768 -3.263 -3.907 -3.419 -5.015 -6.52 0.66 0.823 1.665 -9.798 114.569 467.69 39.443 17.095 14.055 4.575 4.476 -4.559 442.565 143.894 25.099 11.225 8.72 5.249 3.449 2.126 0.926 0.136 -0.197 -0.229 -0.162 -0.607 -0.343 2.033 7.418 3.268 2.217 2.997 1.023 2.274 1.006 -0.12 -0.038 -0.118 0.356 -0.061 -0.199 0.122 0.135 -0.169 3.106 0.424 0.18 0.165 0.153 -0.532 0.669 7.157 9.727 6.81 3.126 0.736 -0.245 2.158 -3.322 -3.325 107.26 178.414 0.836 71.904 649.597 1005.94 560.173 339.054 90.3 38.63 25.37 14.737 12.685 10.972 10.029 11.977
301 "S" 121.625 21.755 24.185 28.298 70.017 200.961 426.503 682.955 2995.84 4648.19 240.335 19.307 31.289 96.472 127.132 286.707 57.301 62.111 177.831 190.272 83.79 115.005 153.34 50.756 93.53 177.248 726.511 12342.1 10613.3 11484.4 10296.9 5753.89 3182 1098.01 313.074 225.593 230.37 214.605 183.571 196.22 288.979 241.797 1183.01 527.694 213.674 217.679 185.581 112.818 64.74 114.844 26.643 37.431 127.694 131.046 44.502 29.663 29.713 43.843 100.703 167.256 678.3 3442.65 1048.15 2040.09 533.916 154.711 153.2 119.472 81.991 81.991 39.398 44.941 61.115 87.968 96.74 152.092 635.041 2749.25 803.874 549.382 80.739 16.388 6.935 1.444 1.278 117.657 32.139 14.592 12.628 10.924 10.92 13.701 13.252 12.528 14.221 17.406 24.736 38.182 52.146 211.235 851.678 186.534 280.296 140.623 114.836 25.318 3.587 1.338 -0.233 -0.524 -0.449 -0.725 -0.259 -0.171 0.339 0.298 0.825 0.442 0.979 1.104 3.896 19.279 136.222 -0.956 1.061 7.115 15.515 14.454 78.638 79.721 21.954 7.282 7.722 8.478 5.676 1.222 2.116 22.177 43.84 7.794 0.64 7.446 18.063 16.342 18.47 163.046 19.082 23.174 32.05 12.134 1.256 -0.597 6.312 2.862 -0.998 -3.633 -3.713 -2.391 9.581 -0.288 3.43 3.735 -2.316 4.497 16.457 7.807 4.053 -4.877 270.186 948.961 64.657 24.528 20.244 3.326 1.593 14.056 932.434 249.946 35.442 19.693 18.131 17.539 23.113 11 3.812 3.293 1.849 1.192 1.294 1.297 1.328 4.913 13.436 5.741 2.813 2.76 1.551 3.534 1.406 -0.055 0.028 -0.042 0.03 -0.228 0.131 -0.031 0.141 0.127 2.158 0.229 -0.6 -1.243 -1.177 -2.117 -1.392 2.186 6.195 10.183 2.644 -0.625 1.764 2.109 -3.687 3.318 248.894 354.754 4.688 196.783 1466.95 2018.47 1247.91 740.28 185.19 58.429 35.494 16.349 12.198 9.055 8.165 10.027
311 "S" 140.303 26.88 29.433 34.701 81.56 230.227 497.673 786.576 3698.12 6111.51 192.866 -16.09 -1.216 90.054 112.852 265.704 17.744 40.113 171.235 172.923 56.322 74.45 120.389 16.738 72.259 156.445 779.104 15691.7 13617.6 14374.5 13543 7677.69 4632.32 1551.3 411.119 271.583 251.55 222.452 191.408 191.07 278.606 212.382 1685.22 1066.65 323.227 293.886 250.459 170.652 98.753 153.03 48.708 57.493 151.717 142.901 56.229 42.469 41.058 56.371 125.402 208.426 790.329 4384 1459.23 2751.64 756.558 232.761 201.672 163.494 134.58 134.58 64.18 64.288 80.408 113.71 109.865 140.937 742.691 3346.68 999.589 1307.74 150.036 23.694 14.441 7.262 4.856 140.642 41.363 20.915 18.596 16.842 16.324 18.878 19.385 18.208 19.808 23.642 31.684 47.982 65.912 269.833 1146.32 254.174 356.36 179.156 145.204 22.131 6.541 1.95 0.655 -0.27 -0.232 -0.607 -0.198 -0.432 -0.51 -0.648 0.114 0.465 1.091 0.817 4.006 19.481 154.691 -0.774 -0.023 6.455 12.561 7.839 32.879 140.219 19.761 5.084 4.32 5.049 3.083 -0.027 2.72 23.444 47.264 6.021 -0.737 4.374 8.727 14.931 27.663 374.671 22.004 23.679 37.518 15.937 9.094 7.022 7.578 5.867 -3.133 -5.735 -6.09 -4.577 2.492 -3.609 1.472 3.79 -6.073 -6.256 17.828 10.391 7.02 -10.996 319.043 1134.69 85.391 39.319 18.254 4.193 -1.034 10.917 1102.41 307.659 43.081 23.624 20.648 15.142 23.303 14.268 5.305 4.533 4.96 4.373 2.868 1.89 1.894 4.248 9.011 4.184 2.897 2.796 1.597 3.989 1.105 0.116 0.342 -0.094 -0.414 0.346 -0.046 -0.247 -0.163 -0.163 2.274 0.16 -0.952 -1.726 -1.157 -2.135 -1.619 2.662 7.648 12.074 3.381 -1.606 -0.203 0.089 -6.736 -1.049 291.344 427.54 9.872 246.906 1857.29 2657.4 1642.35 997.266 250.219 83.384 51.035 25.717 19.816 16.62 15.052 15.197
331 "K" 117.958 17.564 18.998 22.764 57.955 171.042 387.121 630.764 2270.97 3507.27 253.527 49.111 29.838 70.808 117.875 273.181 42.609 66.933 176.809 183.541 80.384 99.05 146.716 51.827 86.356 160.619 556.023 9115.94 7707.52 7646.18 7480.79 4545.8 2890.71 996.132 287.86 210.786 212.163 190.46 174.929 180.34 264.156 200.596 1112.86 758.612 260.708 225.83 199.502 136.271 85.76 151.671 35 42.944 126.081 116.395 41.628 31.503 30.451 38.84 83.048 140.144 448.273 2310.85 810.406 1609.75 442.022 122.454 95.066 102.389 81.584 81.584 37.918 44.539 60.504 83.505 73.204 91.021 390.669 1462.9 670.476 823.491 93.624 12.274 4.122 -3.594 -4.52 145.225 36.884 13.571 10.944 8.342 7.292 9.775 8.823 8.025 9.696 11.967 17.54 29.31 40.436 151.199 672.229 152.302 197.336 104.98 86.277 11.444 1.227 0.509 0.395 -0.25 -0.544 -0.561 -0.022 0.187 0.849 1.154 1.348 1.386 2.554 3.284 6.2 25.213 178.691 2.837 3.594 12.352 17.724 14.54 49.46 125.548 22.846 6.802 6.841 8.378 6.09 3.797 5.63 26.383 48.597 10.784 4.248 16.44 30.371 13.139 25.367 164.971 37.755 40.576 29.443 14.841 10.155 16.828 15.905 17.526 9.106 2.044 1.741 3.779 30.005 7.484 6.35 8.407 3.378 3.949 19.408 12.689 11.03 3.929 145.99 507.485 67.613 26.873 35.396 6.397 9.433 8.66 476.376 134.455 26.162 14.267 13.935 13.374 12.902 7.115 4.428 4.848 3.634 2.602 1.904 1.42 1.704 3.148 6.642 3.087 2.783 3.875 1.084 3.514 1.01 0.288 0.137 -0.361 0.039 0.317 -0.085 -0.111 -0.272 -0.152 2.717 -0.403 -0.725 -1.035 -0.64 -1.158 -1.176 2.697 5.075 6.73 3.145 1.637 2.728 2.409 -3.285 -0.812 125.839 179.79 7.651 136.292 1015.94 1468.09 944.997 591.635 153.174 53.335 33.799 18.774 14.919 12.458 12.019 13.657
341 "S" 90.125 13.035 14.198 16.678 37.674 114.45 285.249 451.69 1510.52 2370.48 205.09 44.752 26.803 65.603 95.234 213.612 34.718 57.524 149.599 149.536 64.233 79.269 119.844 44.982 72.17 136.408 444.386 6372.56 4826.07 4298.71 4522.66 3094.34 2275.93 795.703 219.808 159.121 167.534 151.858 137.491 140.63 207.174 151.609 751.605 766.019 224.588 176 171.755 146.031 77.009 122.341 34.741 39.635 105.224 94.465 36.735 29.185 27.809 31.819 60.99 103.223 272.983 1358.6 550.358 1099.31 338.414 98.696 73.288 106.943 93.423 93.423 34.196 38.059 50.132 65.804 54.435 63.944 192.885 402.781 403.292 881.023 131.55 12.136 6.616 1.102 -0.007 113.025 28.144 11.995 10.044 8.621 7.526 9.926 8.824 7.82 8.322 9.902 14.161 21.324 31.199 100.462 446.278 118.806 194.281 115.237 92.437 14.611 3.495 2.142 1.168 0.755 -0.327 1.173 -0.379 -0.513 -0.341 -0.212 -0.223 -0.246 0.472 0.586 2.287 15.73 131.003 0.279 0.483 5.47 10.07 5.872 13.59 40.277 12.585 1.632 0.399 1.519 0.674 0.015 5.107 18.846 32.749 5.426 0.785 4.5 9.08 9.81 17.252 121.715 19.897 24.359 9.633 13.518 8.266 0.667 7.114 7.281 2.225 -0.456 -0.176 0.434 7.838 1.223 2.577 3.889 1.975 1.782 20.951 12.261 7.018 1.036 34.603 109.349 17.012 8.249 8.867 1.626 7.644 2.628 99.738 31.323 7.007 3.786 2.947 2.962 3.81 1.253 0.516 0.715 0.222 0.284 0.036 0.076 0.34 1.194 3.849 1.553 1.787 2.787 0.761 2.026 0.519 0.022 -0.446 0.283 0.158 -0.265 0.314 -0.09 -0.23 -0.304 1.207 -0.354 -0.608 -1.101 -1.759 -2.116 -1.482 -0.42 -0.061 3.834 -0.48 -3.074 -3.246 -3.534 -6.461 -6.684 21.362 37.019 9.714 88.16 621.765 973.664 702.312 453.256 137.982 41.193 22.6 10.041 7.401 5.562 4.439 4.349
361 "O" 115.131 17.738 19.276 22.331 83.273 274.014 595.639 912.487 3755.99 5881.81 268.05 41.17 51.077 165.429 165.272 294.686 60.927 79.332 199.864 192.066 76.833 94.726 136.012 38.314 101.839 192.607 785.006 16673.2 14518.4 15244.9 13485.2 7650.87 4118.8 1483.78 531.424 419.348 422.369 417.946 443.512 534.927 788.833 1250.33 1349.66 745.643 235.019 207.21 166.442 101.159 60.832 127.381 13.08 23.641 119.722 112.844 35.798 26.582 27.561 46.788 103.137 175.295 885.747 4735.15 1321.43 2341.15 641.406 193.915 139.661 107.768 91.201 91.201 43.81 50.096 68.468 99.713 105.869 143.569 809.378 3782.13 828.594 862.538 136.732 15.392 3.313 -1.042 -2.249 151.712 43.033 18.25 15.558 14.013 12.517 15.717 15.301 14.376 15.87 18.889 25.466 38.409 55.32 231.099 959.962 227.714 337.844 124.007 98.557 10.862 1.813 0.344 0.07 -0.294 -0.12 -0.025 -0.236 0.242 0.032 0.034 0.656 0.262 1.282 0.828 3.605 21.861 176.245 -1.742 -2.815 3.511 10.672 4.778 0.551 39.923 10.634 -1.655 2.086 0.463 1.275 -3.809 -1.08 15.822 40.65 2.321 -4.625 -2.464 0.715 1.165 6.331 164.99 9.011 14.897 17.167 2.028 -1.098 -7.303 -6.64 -0.812 -7.893 -11.61 -12.459 -11.742 -7.673 -11.997 -9.303 -7.89 -12.32 -16.193 -3.205 1.778 -4.107 -17.74 364.744 1325.62 75.309 24.704 9.871 -2.613 -8.121 11.313 1338.67 336.123 44.083 20.131 18.393 8.396 7.228 6.301 1.305 0.412 -0.385 -0.406 -1.431 -1.167 -1.031 2.535 9.148 3.542 2.084 2.764 1.464 3.437 1.541 -0.009 0.06 -0.143 0.021 0.096 0.164 -0.54 -0.566 -1.036 0.872 -0.996 -1.802 -2.463 -2.877 -3.595 -2.657 2.243 6.211 7.108 0.39 -2.765 -2.404 3.284 -5.653 -0.699 347.732 503.387 6.445 234.949 1836.22 2631.06 1405.68 824.324 196.571 68.087 40.523 18.468 13.867 10.75 9.855 11.518
371 "B" 108.181 16.681 18.09 20.676 70.803 235.406 503.76 752.352 3112.5 4815.47 257.481 63.911 55.275 134.931 142.203 268.6 63.042 82.968 197.466 185.466 81.253 95.122 129.26 43.701 96.596 170.349 782.774 14756.3 12002.5 12819.2 11172.2 6008.64 3158.56 1193.38 452.524 384.787 391.173 368.061 381.015 435.932 600.89 751.403 1147.9 337.308 171.154 172.344 135.023 59.346 48.567 117 6.085 15.532 99.394 96.345 26.493 18.493 20.531 37.598 82.185 143.393 731.361 3700.28 1049.99 2037.82 517.929 151.528 125.303 94.863 59.981 59.981 37.376 46.71 65.658 89.05 93.174 143.521 724.497 3234.82 824.842 290.605 56.663 22.711 12.261 5.792 4.188 151.848 44.813 20.878 18.15 16.129 15.282 18.577 18.094 16.415 16.674 19.646 29.272 41.179 52.355 214.669 856.073 184.352 249.569 97.514 80.337 13.975 3.532 2.513 1.112 0.469 0.168 0.178 -0.138 0.01 0.043 0.067 0.673 -0.677 -0.1 -0.051 1.487 23.008 165.092 -3.059 -1.098 7.42 18.648 18.331 100.525 96.262 25.008 9.087 7.511 8.337 3.126 -2.211 -0.656 18.16 41.046 4.95 -3.316 10.908 25.961 1.772 10.556 140.073 29.851 27.961 33.798 8.943 -2.24 6.494 -3.013 1.845 -2.35 -7.023 -6.708 -4.638 22.613 1.796 -0.035 -0.349 -1.441 3.903 11.359 8.49 5.989 -4.983 325.442 1156.73 84.373 36.117 37.062 4.293 0.233 14.935 1129.69 292.402 43.419 23.552 24.083 23.791 22.441 10.916 4.599 2.884 2.07 1.829 1.356 1.99 2.2 3.738 8.59 4.013 3.194 3.218 1.554 3.634 1.92 0.212 0.175 -0.234 -0.193 -0.086 0.107 -0.073 -0.001 -0.292 1.857 -0.077 -0.353 -1.196 -0.779 -0.763 -0.614 4.129 8.503 8.774 3.345 3.056 4.25 5.554 -0.522 8.84 300.741 422.507 4.084 209.49 1545.29 2061.25 1174.47 686.641 157.883 60.823 41.266 24.214 19.202 16.336 14.786 15.948
381 "B" 18.601 -2.836 -3.058 -4.738 8.641 97.75 230.401 343.225 754.453 1335.85 143.639 71.436 59.102 59.803 59.729 84.936 45.481 49.331 82.621 69.956 39.422 27.08 32.993 -0.167 8.236 25.547 114.415 3299.27 3109.66 3174.75 2943.58 1727.23 1005.61 538.764 309.003 291.491 323.672 287.798 333.08 434.308 749.393 5851.73 229.154 111.79 85.727 77.084 63.394 28.041 25.287 75.59 3.003 -1.612 12.416 15.264 0.612 -2.727 -4.229 -3.699 4.044 13.084 129.357 870.44 269.758 489.625 149.386 51.526 39.057 27.312 15.918 15.918 9.242 15.155 24.303 15.179 13.05 17.176 132.425 764.651 183.198 113.827 36.579 14.315 10.807 3.257 0.428 94.636 27.462 9.886 6.723 4.88 3.939 5.426 4.644 2.501 1.849 2.161 4.11 4.83 6.505 37.944 194.687 46.79 56.779 22.142 18.187 2.851 0.759 0.381 -0.052 -0.126 0.002 -0.035 -0.13 0.123 -0.178 -0.061 0.05 0.035 0.726 0.789 1.663 16.084 100.971 3.933 0.609 3.64 9.635 7.538 2.237 3.843 10.719 0.393 1.246 0.473 0.775 0.061 2.068 4.032 7.722 0.859 -0.639 1.726 4.393 0.274 5.031 45.188 8.22 10.931 8.313 2.515 -0.568 -1.714 -0.809 1.512 -0.649 -3.206 -3.133 -3.009 1.889 -2.641 -2.868 -1.874 -2.592 -4.586 -0.774 0.481 1.313 -6.222 71.828 277.473 25.338 11.709 6.764 0.188 1.451 -2.001 264.207 81.962 13.685 6.873 5.689 3.568 1.437 0.866 0.136 0.16 -0.09 -0.055 -0.443 -0.43 -0.33 0.468 3.239 1.105 1.821 2.507 0.769 2.57 0.98 -0.24 0.153 -0.005 0.031 -0.09 0.171 -0.053 -0.044 -0.285 0.172 -0.846 -1.258 -1.284 -1.459 -1.871 -1.198 0.654 0.785 1.161 -0.34 -2.264 -3.185 -2.24 -5.15 -5.315 61.613 99.377 -4.3 36.666 341.892 494.005 272.508 161.04 35.87 12.461 7.193 1.689 0.651 -0.261 -0.406 1.581
391 "B" 128.259 21.675 24.003 29.527 77.748 230.936 455.893 760.577 4293.62 7541.95 267.824 8.332 27.891 155.616 139.607 279.721 20.505 34.974 155.019 167.289 62.438 81.796 128.566 18.123 85.116 166.688 873.355 19580.3 17086.5 18367.1 17270.3 9625.26 5661.16 1838.9 492.736 332.74 299.665 273.879 241.021 248.222 343.751 287.929 2053.98 1116.31 311.192 275.19 246.21 174.345 95.346 139.809 50.868 63.012 162.077 157.202 70.317 61.675 64.555 91.003 165.266 268.939 1154.89 5792.78 1746.29 3378.79 848.108 226.696 187.267 155.121 127.795 127.795 54.152 61.531 84.266 126.898 133.582 189.625 1060.4 4317 1099.48 1351.58 159.151 -0.386 -8.77 -13.454 -12.567 102.372 22.025 5.547 4.803 4.679 4.937 8.638 9.45 9.814 12.523 17.273 28.335 48.156 73.573 328.431 1420.5 308.539 434.674 180.988 139.375 4.203 -6.274 -8.302 -8.636 -8.779 -7.556 -7.052 -6.792 -6.359 -5.597 -5.297 -4.422 -4.331 -3.081 -2.513 0.457 13.278 132.834 -2.198 -1.565 5.058 12.133 5.956 4.608 62.014 15.483 2.202 7.258 6.358 6.834 1.101 17.092 26.923 57.008 12.057 3.047 8.013 10.657 15.658 44.816 548.706 23.996 28.456 33.425 14.604 13.005 2.701 7.209 11.709 2.677 -1.154 -1.273 -0.934 4.178 -0.107 3.483 5.178 1.592 -0.872 27.704 28.656 23.203 0.738 452.18 1483.8 106.647 55.288 24.242 12.121 5.542 33.212 1491.47 381.515 55.761 30.068 26.899 16.834 17.065 12.203 8.823 8.216 7.428 6.634 5.734 5.113 4.89 7.425 13.325 7.482 5.44 5.242 3.568 4.843 2.123 0.548 0.286 -0.214 -0.518 -1.229 -1.035 -1.58 -2.18 -2.683 -0.806 -2.716 -3.651 -4.359 -4.303 -5.306 -4.449 1.782 6.726 6.608 -0.522 -3.825 -1.829 5.588 -4.892 4.356 396.573 556.505 19.702 338.292 2427.32 3344.48 1977.13 1155.34 270.039 85.731 50.586 22.544 16.913 13.986 12.745 13.62
401 "S" 85.842 13.512 15.992 19.802 45.821 128.207 309.77 482.839 1862.14 3100.93 200.448 33.591 24.225 59.515 87.091 196.939 25.825 49.905 141.474 141.572 58.149 72.934 109.705 38.191 73.752 133.513 472.807 8628.65 6888.08 6151.42 6314.56 4249.95 3001.09 933.911 230.971 158.323 170.217 133.732 117.358 118.281 178.273 125.826 1064.11 1118.97 261.705 201.022 188.418 155.934 84.625 129.15 40.149 44.811 107.273 97.92 42.169 35.209 35.109 42.725 82.162 135.291 364.227 1975.5 709.5 1372.07 382.074 103.522 75.192 97.17 94.509 94.509 36.032 39.844 54.617 67.698 56.954 73.449 277.823 756.616 544.04 1429.21 104.884 -11.827 -8.499 -13.339 -13.29 99.088 18.729 1.7 0.363 -1.068 -0.718 1.969 1.501 0.898 1.572 4.583 8.115 17.448 28.003 111.347 565.786 136.961 187.707 107.939 81.597 10.061 -2.947 -7.008 -6.533 -7.5 -6.131 -7.109 -8.259 -7.639 -7.619 -7.633 -7.387 -7.764 -6.772 -6.776 -4.133 9.613 126.562 -5.948 -4.134 4.845 9.597 0.205 3.87 102.535 8.27 -4.258 -4.646 -4.029 -4.359 -5.167 -2.377 11.176 26.949 -0.05 -5.131 -0.128 5.007 11.045 29.055 204.19 21.122 24.288 7.297 6.504 10.347 2.322 11.511 6.715 -2.65 -5.91 -5.915 -4.797 4.747 -2.596 -0.352 2.103 0.418 -2.707 13.364 9.687 4.684 -1.755 69.172 242.9 22.357 10.227 8.271 -0.379 5.384 3.188 218.73 60.623 9.093 4.174 3.587 1.972 3.897 1.475 -0.462 -0.18 0.022 0.348 0.762 0.594 0.828 2.495 3.469 1.46 2.223 3.357 1.147 2.603 0.717 0.235 -0.098 -0.01 -0.207 -0.092 -0.492 -0.689 -1.333 -1.125 0.856 -1.549 -2.118 -2.719 -2.726 -3.097 -3.076 -1.624 -1.149 3.275 -1.412 -4.106 -4.351 -4.521 -8.342 -7.332 52.309 77.364 -1.341 84.988 790.395 1298.26 822.093 530.04 142.896 44.06 23.905 9.342 6.376 5.091 4.695 4.193
