"","X0.621239","X0.901799","X0.981959","X1.28256","X1.3026","X1.38276","X1.4028","X1.46292","X1.52304","X1.58316","X1.64328","X1.82364","X1.84368","X1.86372","X1.9038","X2.02404","X2.06412","X2.08416","X2.12424","X2.22444","X2.24448","X2.28456","X2.34468","X2.36472","X2.48496","X2.58516","X2.7054","X2.76552","X2.78556","X2.86572","X2.96592","X3.006","X3.04608","X3.1062","X3.2064","X3.22644","X3.36672","X3.42684","X3.44688","X3.58716","X3.64728","X3.66732","X3.68736","X3.7074","X3.84768","X3.88776","X3.9078","X3.92784","X3.94788","X3.96792","X3.98796","X4.008","X4.08816","X4.1082","X4.12824","X4.14828","X4.16832","X4.26852","X4.28856","X4.3086","X4.32864","X4.34868","X4.36872","X4.4088","X4.42884","X4.44888","X4.46892","X4.48896","X4.92984","X4.94988","X5.19035","X5.33063","X5.57111","X5.95187","X6.07211","X6.09215","X6.65327","X6.67331","X6.79355","X6.81359","X6.83363","X6.87371","X6.95387","X7.01399","X7.09415","X7.11419","X7.15427","X7.17431","X7.21439","X7.23443","X7.25447","X7.27451","X7.29455","X7.49495","X7.51499","X7.65527","X7.67531","X7.69535","X7.71539","X7.75547","X8.05607","X8.13623","X8.19635","X8.29655","X8.53703","X8.57711","X8.77751","X8.79755","X8.81759","X8.97791","X9.07811","X9.09815"
"60",0.295536386037029,-0.18376835216974,-0.38115484778241,1.74324150075138,1.03693241836298,0.463991826176618,0.678100367876963,-1.01053457381823,0.16952100157171,0.833051997610551,0.400774296741602,0.0619933013655005,-0.163221553668052,-0.16714558146732,0.838539253934546,0.501385489419466,0.565558272567322,0.496731511831213,-0.59256157459702,0.951792756090118,1.05604776706115,0.218934151184581,-0.844419691872217,0.50726046193472,0.530323898189769,0.366815929150068,0.320939426037281,0.875160887136226,0.719917181653281,0.662250782008127,-0.170987599326296,0.474466677021245,0.518610274932979,-0.721685048925085,-1.16650169199638,-3.11008304042603,-0.448219219191245,-0.366291920769629,-0.555223463924766,-0.848450517492116,-0.829108084312128,-0.732608905120441,-1.29646277248586,-0.635528448562778,-2.13908422168268,-0.339441280602233,-0.262565871129483,0.659801091423414,-0.24709764256198,0.384311104838173,0.334521531975645,0.118531446077921,-0.379673554837786,0.777392175948662,0.455742529162525,0.305124237646854,0.174262272967947,0.821859427362266,0.213419527107446,0.270862919476477,0.116139134805941,0.148680247715332,-0.44763535429249,0.113248499381954,0.504268985443203,0.526571082409742,0.252696000755231,0.51296107918122,0.277683865859278,0.294446429153205,0.16606660563019,0.420300758194004,0.191199016477241,0.0289538238240679,0.386871432969728,0.0733255292132486,0.133824331790766,0.598702077467856,0.156594984294154,0.0443301814370066,0.0338572001688093,-0.379580561190268,0.0125432838451575,0.683238207514435,0.217131725378335,0.0543767993677033,-1.26043478680659,-0.720390008698326,-0.0621497578214823,-0.644331986437052,-0.796913559881632,-0.501998681924525,-1.32028533533545,-0.914873532681964,-0.447449882441157,-0.133937745851138,-0.17341855234073,-0.937084559483504,0.601360938458379,-0.0814044045562699,-0.264550864026647,-0.181144786071686,0.0223640966364693,-0.351323706848727,0.19255258934085,-0.192143708239907,-0.1425624762763,-0.0883407210971733,-0.18003238499443,0.042429148752325,-0.224343459330792,0.026213140194374
"90",-0.0297053887716036,0.241577480192124,-1.07668268327049,0.154382252782428,-1.89926092149219,-0.0449086987647101,0.222632988194264,-3.87055749619094,0.699050541595608,-0.0894060977072729,1.19528747023815,-0.170893769041693,-0.109836909963893,0.516880661323615,-0.229568489877507,0.0849710879091088,0.585380782118774,-0.0204805232418637,-0.798326200768798,0.0978304702272481,-0.496738814307077,0.184625462917384,-0.916997702111379,-0.457410101344235,0.163512525317772,0.472428110906715,-0.0370217633316709,0.0948465911731363,-0.156444340529853,0.207626548146793,-0.0178017725048056,-0.921964610116428,0.320089960139927,-1.66014696020509,0.228049182693402,-0.15995823988944,-2.75148362982374,-0.885666302101968,-1.29443480355756,0.929724824122935,0.524183225493603,0.262000450090109,0.341682726232854,-0.0602980050555382,0.29279186685441,0.295852502165914,0.933005909287127,0.862748429714862,-0.136713425578501,0.0212168687161193,0.342864388586472,1.59650816372814,0.0418394346577593,-0.0352903624910642,0.363074318618675,0.213685705525965,-0.0502042168506729,0.253255136294324,-0.0720359673144352,-0.306155887671388,-0.0566004981720695,-0.167686080714442,-0.431459548126772,-0.768065762501639,-0.290189338951062,-0.315354290981782,-0.205246324105011,-0.268373121965095,-0.353202502800369,0.530153588164906,-0.264719348174724,0.875420820138901,-0.201826141495469,0.427000049895886,-0.317408999238914,0.0692664862402592,0.450876551553533,0.0891679836959053,0.107715531098952,-0.234287940378804,-0.0908471613785386,-0.817353226942936,-0.0846280403045524,0.578836655821014,-0.0608291504158961,-0.21362507128022,0.182581152130576,-0.722614193882799,0.136514652413036,0.90519876043356,0.281753179082719,0.631921157173474,-0.420980720924589,0.837609084734531,-0.182239008820683,-0.175793538645727,0.0196399097689784,0.889327495749224,0.505252478606152,-0.293524621982013,-0.44487714921979,-0.618126748419103,-1.22046908810111,0.394519278346992,-0.205483339773735,0.0958644415435092,-0.14031572815659,-0.251007415972417,-0.137784186538229,-0.108280087958942,-0.0615065864384486,-0.142805185704201
"150",-0.118890912412687,0.386173308913486,-0.837699473005221,4.3167100497614,1.91514322489512,0.137605746145729,0.495088198358014,-3.12316438311819,0.59485208545351,1.58255852000934,0.729891208396982,0.472316751433287,0.23856688416258,0.40479381737026,-0.775547492948051,1.22154277708362,0.89793037065039,1.2000756583693,-1.45190937224412,2.03897543102923,0.65203257096255,0.445118608371428,-1.83650203278764,-0.172600596332199,0.346260220342524,0.425845197611811,-0.1370400183132,0.958025048135422,0.223086758969091,0.73181282158538,0.889107858072577,0.259646871568536,0.516965370376022,-1.14054992602709,-2.84807773944669,-2.20933980308323,-3.84184130018203,-0.943536285343201,-1.34935981564128,-0.73317530553369,-0.947661776941859,-0.659461122507283,0.187724640813415,-2.37798020979022,-1.21779310052264,-0.509890107919459,-0.0679761816396755,-0.213875090008187,-1.16461885121135,-0.657286302125289,-0.147879880555135,0.376034699249187,-0.188583381702861,-0.234279913141351,0.0604537822758318,-0.00368363554038953,-0.241533353359405,-0.0345488050737728,-0.198868773497216,-0.217453755268091,-0.382428614313912,-0.176484703111221,0.0170649635009897,-0.575614210206503,0.172938265524724,0.0973799468992043,-0.149581415375268,0.0261718234634967,-0.286851277366497,0.35245039988831,0.192127768433963,0.904524554121888,-0.413073705161561,0.0362816991523658,-0.377119607317716,-0.204984449507554,-0.105721786991191,-0.0407145538934751,0.212581260084401,0.176802567999552,-0.00692498033815702,-0.454641965391653,-0.00577168879267207,0.113923650872712,0.090995127517415,0.0125284378365038,-0.253370581230238,-0.462451945066067,0.142476567004056,-0.225266324115482,-0.31283633200423,-0.314577063356685,-0.753022602104621,-0.571490931288224,-0.324011946269901,0.141506870125932,0.146842820218861,-0.597527183861039,0.404597404732305,0.0595372920995747,-0.377063048756022,-0.187116745573874,-0.260152784627315,-0.985309779994694,-0.0800060086175004,-0.223056601857644,-0.238160762828042,-0.337222403808404,-0.367000580759353,-0.000939489542504571,-0.291039981045889,-0.167803158984083
"160",-0.21896891006999,-0.692294638921373,-0.747614826917917,2.60064731335654,2.14267757128561,1.58834845675846,0.983204902714825,-0.3569149440888,0.504294343014213,1.35820669061687,0.719469606848085,0.312297291603267,-0.0387030084636451,0.0253156975325338,0.0937267719801937,0.866481560013898,0.314853845129986,0.603277729884707,-0.780552495256481,1.68811728509095,0.655024230913623,0.275022690079131,-1.14463935310236,0.189899831773846,0.513462274683709,0.329608575003751,-0.21012238281627,0.611664238854662,0.234920605871585,0.36013717284432,-0.205672748123752,-0.13605544061916,0.108819301553063,-0.478019263865154,0.192175689112813,2.13354016060583,0.272938510714067,-0.677451399666698,-1.1360697570502,-0.891754260315713,-1.17610352437819,-0.839941699425339,-1.43042034044075,-1.33998501134514,0.411952763567521,-0.36738055545147,-0.0663901931155186,0.808243793315062,-0.217170633065872,-0.0512767945638772,0.224482000501377,0.14516972751878,-0.46085594911243,0.0694001705495551,0.232283969706236,-0.123704834379466,0.0575720852443331,0.281093776093159,0.00141304946676738,0.170291591307245,-0.0403362688059629,-0.00485670235337461,-0.0859487643699347,-0.265984296466642,0.210352616603336,0.241382144529532,-0.0374121263599094,0.136945351907087,-0.302429966779969,0.252311443422811,0.018792217289322,0.460817551748586,-0.129826978955906,-0.0964012088973182,-0.294373259617099,-0.24160022308327,0.133371629020069,0.270598320772241,0.381546324245887,0.432110361862842,0.332014586520659,-0.911411118051878,0.244232326365359,-0.250204449516078,0.385230437481093,0.498232670677733,-1.23379200284039,-1.29366065592633,0.119519529521465,-0.417168406114807,-0.760624574700405,-0.309975684198985,-1.49004375587348,-0.735859704335996,-0.532102216742583,0.203195285288428,0.107681681047581,-0.903169251787986,-0.376847100260561,-0.191997066978695,-0.201492294604936,0.00720044975898939,-0.0880007383496174,-0.844458664669998,-0.132599768168146,-0.220515014619056,-0.16056143760304,-0.218371644590399,-0.267685397950681,0.0604640737581083,-0.177218708394022,-0.113049943667623
"170",-0.37920122459769,-0.579556053331844,-0.0229775310316652,6.49160297988054,4.72762708857423,-0.308429799457834,0.198698501396023,-0.128159674122842,0.467864343967587,1.8698242839777,-0.145662213527055,-0.0191328764108167,-0.366643990714493,-0.734398494872867,-0.569892406513206,1.96484485681299,-0.178919971822458,-0.8006160550701,-1.04004179607863,3.3925464208548,1.58523715045019,0.00177352871121439,-1.08701339250431,-0.510443256399415,-0.0845434176177124,-0.126145667619712,0.858576463479249,0.619330942921482,0.71117148966093,-0.0283523016922349,-0.451778736212096,0.350860802215005,-0.278769761734733,-0.0502128614996143,-2.58922325012245,-3.98830932761933,-0.194848740994448,0.00494165192859628,0.0659230901603839,-1.64828164737492,-1.74540190995492,-0.949369999837956,-1.28665839871828,-0.191131230446918,-2.60544551084932,-1.52213896133873,-1.09346991926061,-0.721938611356565,0.0449100284582203,-0.675822104721385,-0.484191049803765,-0.685088096104688,-0.91162959738743,-0.315993663126029,-0.282230122819887,-0.611693869424163,-0.738932422061958,-0.256932255165315,-0.510198961078522,-0.570838878114214,-0.687926204650502,-0.607510312381097,-0.46581236447341,-0.470958237811232,-0.250585459342645,-0.112035070456318,-0.212097539401771,-0.139297111814807,0.247528174754452,-0.105609160633288,1.13219906613974,0.508073965198216,-0.190987518196085,-0.277429234101704,0.235615580299513,-0.0757361452107293,0.104850605262869,0.262608865231309,-0.0714794356036854,-0.0810164836396418,-0.0902413770268026,-0.326754116172971,0.336243949656439,0.540690931433086,-0.118593769666057,-0.169889519659737,-0.557016411516892,-0.614980343797996,-0.245755122005973,-0.38522086395856,-0.54473594983371,-0.469016881130055,-1.03855729938307,-0.260415504524718,-0.378390993097052,0.00324606824082785,-0.0165858604064631,-0.444411669539153,-0.321431845947472,-0.321603453766013,-0.182192806799326,-0.315266447208444,0.270405006219154,0.571423148483611,0.052157435570411,-0.162763334855015,-0.0733793078728347,-0.177174056015574,-0.207585655672808,0.0997511381342547,-0.11407958227045,-0.0867993713357969
"180",0.358217128756794,0.00411256780466432,-1.01418905150708,2.4505219930578,0.285008437347699,0.761180279108189,0.819901137946182,-2.65740852353228,0.580981217862006,0.193975333573224,0.446038923288566,-0.410303763210929,-0.759403191329085,-1.18478440960723,-0.52799997027173,0.543452610628176,0.163425527283074,-0.845041706981212,-0.963924637757377,1.08764701775473,0.132654539176021,0.120817508597105,-0.973236022022976,-0.418707188676874,0.0990569322693399,0.137447643236676,1.18519403171769,0.511230511718064,0.552634491560564,0.296343953800756,0.208907759579637,-0.449199949949191,0.0616573766951018,-1.47910869962465,-0.355909935867547,-3.69051449271129,1.38842931828304,-0.572902372532978,-0.241031402579247,-0.26726984399394,-0.39965591561626,-0.399396691319946,-1.38065472791634,-0.586558051607794,-1.54916811586093,-0.598945442567102,-0.786386671119312,0.0510617025146869,-0.416192352938358,0.509141281637371,0.466502234390365,0.369454159295982,-0.830056086133729,-0.22743073912742,0.0590628908414325,-0.307533188749288,-0.78501202190087,-0.0310736434306603,-0.335420704771147,-0.275957332182695,0.219010978794092,-0.152955464804431,-0.0895548876586327,-0.453362906144422,-0.432192250230181,-0.327481464917204,0.129239085359803,-0.03392954091052,0.0522210685032735,0.358814009717613,0.479564830282576,1.06331954386051,0.00930431270966665,0.0857917926584032,-0.178128760008456,0.349634339858938,0.551473694059339,0.358830653842164,0.22260751135212,0.00283889353089162,0.0391195823338562,-0.865431351255628,0.269412251460491,0.171250575362337,0.167520661651962,0.007373172373624,-0.369029114984075,-0.759776242422508,0.0572096880247106,0.614651526740626,0.213008576876961,0.0439349609649271,-0.566179628860065,0.869146583486906,-0.227441376555631,0.175339945662563,0.213397884182133,0.734596998532536,0.12101831503433,-0.286220267452388,-0.292337871155188,-0.533414168167517,-0.31861617776814,0.897798761938679,0.34698501610756,0.476663508965714,-0.0812304488879241,-0.189514918760839,-0.137505777815183,-0.11407388512053,-0.136938744462261,-0.151092468334679
"200",-0.169130895940106,0.548616381551111,-0.368766977252431,2.05039255422195,1.81179068940179,1.74086289941805,1.64397432574261,1.96922970632459,-0.306138336681224,0.432332265889805,0.529527896628236,-0.47513486944922,-0.710336386318137,-1.00896670222943,0.538988444393164,0.805404934769737,0.261195484872513,-0.836302965703729,-0.240890145689542,0.879079583703701,0.376433856084107,0.171858130957404,0.127147328909141,0.00135872006407285,-0.100445722493428,-0.300358774949867,-0.139978046731175,0.249128672356665,0.5317584541276,-0.190137321693736,0.114946384313325,0.195896888213366,-0.0473601326127322,-1.49959336368813,0.00786439251783597,-2.15117666526044,1.54142656071393,-0.842046097669528,-0.688706323676719,-0.364353911105164,-0.0503033133891429,-0.827317421631633,-1.67010039557251,0.235759426330625,-1.55510585932838,0.558020166571319,0.699929255988732,1.5922871252008,1.11640348123422,0.239176052159401,0.279750804164212,-0.767149307587946,0.769204342770677,0.424656786444191,0.0628386596112044,-0.179565153847955,-0.457739775709614,0.17353287988058,0.768400319836659,0.548048009190343,0.450121572436947,0.121223242339199,-0.212661863820598,0.741628304456665,-0.0729312214648287,-0.125583952026236,-0.119031788405758,-0.0283309362372911,-0.0590476021979541,-0.132539908003296,-0.197895861567672,0.311771765172299,0.200312693207362,-0.330932772542272,0.847024821172863,0.0433271874992312,0.35945134594433,0.75998964523109,0.4447752010681,0.811889016416158,0.531388634909837,0.0616620685763905,0.326537050634473,0.0267305815141184,0.495255570452919,0.586193219711002,-0.603507398145391,-0.248466941604414,-0.016788743379447,-0.363279310893213,-0.587049088717752,-0.233030234149962,-0.821661344274246,-0.571106274974898,-0.361921265039612,0.0204308084136774,0.00142740897898181,-0.709786397975057,-0.145329606284509,-0.229907241802526,0.0141909051589545,-0.431654659579702,0.934316768679204,1.01428284499962,0.63139522937761,-0.0593876839769799,-0.0578195490425636,0.105388348510593,-0.0260560806619487,0.13069076312868,-0.0667461566351536,0.120062507679775
"330",0.155295688315862,0.615590550340746,-1.25298289351053,-5.25101417674124,-4.73566409404772,5.5443208348789,2.61853242210328,-1.24974849272685,0.101433652268449,-1.01222459976321,1.37275835923024,0.00700310924336585,-0.267916619027023,-0.18047941270226,0.860751165339481,-1.06297885743124,0.559362333696768,0.182290604603954,1.07643105703661,-1.92293658515859,-0.709376710589327,0.828447907345665,0.851876220765295,1.38471019094248,1.30791941812249,0.781444616290855,0.0173883219898442,0.13777123620627,0.228861195227526,0.591945588326354,1.23160601936077,-0.292580030261822,0.614049020202221,-1.60545130712396,4.617253547243,-4.06296014606052,3.0151961619135,-1.9114656153566,-1.99064899369806,1.03177827264767,1.58282461844654,-0.491209892869625,-2.40565317251027,0.335880232828602,-0.780182694681951,1.62984243262006,2.67436124394904,3.47285001092102,0.807688194959092,3.97046750475175,2.02743804310333,0.0233361133106124,1.51323812331096,2.08268398083356,1.33882670248694,0.949615199469326,0.103662917018369,1.98817254398541,3.91222304741405,2.79473962374143,3.76680078937978,1.27265836348862,0.235041573899163,0.841030952977883,0.646118699490651,0.789397642792371,2.21258199128097,1.5164493881578,-0.436846058174744,0.200613246076792,-1.31270393804701,-0.384129077296965,0.735610404371552,0.199485029983101,-0.201939780760885,1.68521895463927,2.10762278795452,0.85274606612554,1.48347861715165,1.06107614085435,0.297680874004229,-0.982311292275489,0.387270794520015,0.179164250655882,1.13775856994514,0.712998875224547,-0.623183512355564,-1.54606555823202,0.519114712110343,0.293626912783569,-0.576875136283007,0.353871047441733,-1.29932221387453,-0.195741857907262,-0.701840170256663,0.282530622036362,0.306328701582578,-0.358149481511617,-0.166456688274516,-0.0976275065277572,0.0433873397025523,-0.540541206038075,-0.84045262009694,0.955749964860828,0.459950985606413,2.70623104763577,0.296634516253611,0.178743778251248,0.240224644132291,0.0705839114824185,0.312227711557773,-0.0273539884559589
"370",0.153594450465091,-0.847427906932726,-1.17185181980362,0.850659459534206,-0.454591598827435,2.48367889162923,1.73964875174966,-2.93047266843866,0.895029726438821,0.118804095954125,0.282025546923482,-0.531372808455986,-0.670909882514118,-0.808681172974677,-0.0697551952580843,-0.639385631783577,0.0474062898685814,-0.174727710891562,-0.176153845794097,0.29000281009888,-0.0542762785112589,-0.0360107156822106,-0.786688800865106,-0.277038038444958,0.406218627225874,0.146867019919538,0.247329603132596,0.372173617883311,0.260742550106459,0.262312631180038,-0.673499371964318,-0.988746928446928,0.114662798040039,-1.63780554776913,0.409742875854634,0.157008871522261,0.0419040298946543,-2.21847309427104,-2.13303180989607,0.960088357045281,0.329212361439626,-0.00402805100409831,-1.69417210645473,0.17157233750714,0.334471750014777,0.584074872434161,0.999056056648784,1.77765331857613,0.19248781609514,0.355052106758872,0.281485237884843,0.16397101988882,-0.0296738539395607,-0.577270268591689,-0.160595850778891,-0.532156193805408,-0.535109767386925,1.0433422012135,0.572651313478417,-0.00148394288423865,0.108492678486578,0.307236914855468,0.26877413148106,-0.53806054750364,-0.465624238988378,-0.426633534173099,-0.0466523105560245,-0.0960806235671836,-0.169291666600339,0.72296669698226,-0.24949721537617,1.21079814018406,0.0758695627538675,0.141536934824739,-0.240129721172877,0.302568768558064,0.23891624488678,-0.123378561467994,0.190896893309484,-0.166028991708869,-0.322805256732108,-1.34383586686914,-0.326239085801296,0.111218077242139,-0.066803028311123,-0.32183639432239,-1.11765994680054,-1.7109681639481,-0.37968443468516,-0.111246151090871,-0.766136504107023,-0.226548792662245,-1.41738829675546,-0.0468667645905233,-0.833326832868035,-0.194996838900295,-0.0867475351568947,-0.124594014334578,-0.162017652018444,-0.432491541145384,-0.432872838292792,-0.603987133580923,-0.988320779048105,0.568125893972932,-0.11103415101977,0.293821313057554,-0.149252245724392,-0.204826930516538,-0.0981856529893708,-0.221202742032205,-0.0781513761659002,-0.131000727916758
"490",-0.109987314588191,-0.924991503897256,-0.999611353381615,1.75784964119889,2.18978746397965,-0.279724692467183,0.646642156134942,-0.516831201424695,0.607053505818687,0.911478600651369,-1.14317851175276,0.180149341423442,-0.273819290459695,-0.346128975431248,-1.36425413948665,0.836666355714437,-0.274368518679793,-0.25531728521239,-0.334604150083173,1.2186312401173,0.474166420210045,-0.637992226790103,0.169831756178375,-0.83258367015426,-0.629567308073686,-0.74941976159154,0.245288584659916,0.0712129280648481,0.0462913100569619,-0.373332977289112,-0.0880078943129957,1.05449757789484,-0.0665328508879271,0.0810746084164307,-1.49907878507078,-2.99535105462841,0.0204953362244295,-0.0496626539690093,-0.0556499864745595,-1.23188843612192,-0.627553135078107,-0.152306037988251,-0.114815720947602,1.23472230415392,-1.21707563920705,-0.426534773096448,-0.59469295609359,1.7132548731365,-1.19008743174518,-0.318263981726185,-0.307617948228501,-0.176219824400021,-0.453821634112826,-1.03878458531578,-0.409180840276065,-0.671480793915946,-0.582879801500398,-0.564610480127367,-0.0227936975182536,-0.754525246073977,-0.630185438808967,-0.933294258310206,-0.428804969663726,-0.626071988640887,-0.761676918993193,-0.46461023004049,-0.198591121548312,-0.481422284436548,-0.0930603591756458,-0.355172581183805,0.556791925969587,0.0831683916723209,-0.334991708286018,-0.224582519757054,-0.153192407294232,0.212426271464532,-0.0217362210285961,0.167478814946905,0.219544203549968,0.052325233771019,-0.0111028306881833,-0.0580982119848695,0.630198012748935,2.88204042249353,0.0305614788399407,-0.0991649895353313,-0.117915195630524,0.315528830592629,0.0252735127472646,-0.063177025880349,0.362426671544715,-0.0920700289351633,0.916200563273125,0.197371568113046,0.489422267715685,0.269202123399811,0.297613733130174,-0.0121818190063175,2.82631117401855,-0.202529776808371,-0.203240922705432,-0.0607583012209248,0.841112828161372,0.00711358858532133,0.60758386659567,0.106726548372109,-0.151669516782912,-0.259482415932092,-0.263302360386414,0.0323971816492036,-0.226978193633329,-0.14822588650714
