sample ID_ionization,population,M250T42_pos,M113T44_pos,M116T39_pos,M110T41_2_pos,M314T443_pos,M195T35_pos,M74T44_pos,M130T42_pos,M108T41_pos,M135T60_pos,M188T297_pos,M88T41_pos,M494T646_pos,M116T48_pos,M220T38_pos,M263T291_pos,M166T45_pos,M382T289_2_pos,M124T33_pos,M74T42_pos,M180T38_pos,M245T46_2_neg,M153T287_neg,M266T219_neg,M267T217_neg,M145T253_neg,M137T293_neg,M383T176_neg,M275T47_neg,M157T43_2_neg,M279T269_neg,M191T82_neg,M242T59_neg,M322T53_neg,M199T46_neg,M258T41_neg,M105T47_neg,M89T71_neg,M229T45_neg,M455T327_neg,M339T37_neg,M259T42_neg,M115T128_neg,M195T42_2_neg,M131T216_neg,M611T238_neg,M306T80_neg,M171T43_2_neg,M74T38_neg,M150T63_neg,M282T218_neg,M362T93_neg,M135T43_2_neg,M160T262_neg,M347T101_neg,M160T45_neg,M88T39_neg,M173T36_neg,M131T38_neg,M132T39_neg,M174T41_neg,M145T39_neg,M154T36_neg,M130T119_neg,M131T36_neg,M118T39_neg,M203T264_neg,M147T79_neg,M133T56_neg,M173T51_neg,M300T47_neg,M190T290_neg,M188T114_neg,M662T146_neg,M664T67_neg,M122T103_neg,M288T106_neg,M218T258_neg,M164T229_neg,M206T373_neg,M263T286_neg,M87T82_neg,M375T333_neg,M117T111_neg,M382T259_neg,M124T38_1_neg,M136T105_neg,M180T105_neg,M167T87_neg,M243T133_neg,M323T72_neg,M151T114_neg,M283T230_neg,M363T118_neg,M204T285_neg
112,Otavi,18692.05,83021.86,579019.03,26636.68,12703.52,11329.84,495451.82,2279178.35,237347.49,148059.83,50853.46,203336.88,87467.49,891754.13,18076.68,355496,154358.4,14524.77,65597.67,309189.52,13387.55,43380.74,265111.02,14235.97,5874396.63,9039.86,4931.98,20957.45,137522.59,11456.97,4767.4,561679.01,18821.19,6055.79,15698.72,57221.29,7659.39,376158.14,269178.29,13660.32,4487.19,271343.69,4160.28,652742.08,25321.9,4538.43,11976.81,107392.26,75435.22,1795098.48,490797.82,984796.47,71189.91,113705.64,3597211.83,5080.98,31476.37,129372.85,42819.48,23879.48,12943.92,144603.24,196014.53,36456.67,73567.25,41890.63,2189745.66,8848.8,338983.07,21449.75,115742.25,32800.68,13271.2,16312.07,110335.91,8301.08,12145.07,726160.62,111150.8,1543,3992.06,69241.39,9671.25,130065.1,131155.46,3024907.55,3336.28,444016.12,277231.43,595722.97,47277.72,1345524.23,101981.11,171348.93,583027.04
118,Otavi,3979.03,12975.42,646151.34,9841.55,1943.64,1637.93,175931.9,1695820.11,81149.62,2255.55,14982.04,200490.21,95409.77,1438955.13,5929.99,287648.44,17108.19,6800.43,48004.11,363451.34,10725.27,52831.95,912335.79,5564.08,2562116.95,1281.08,7107.53,4231.02,37252.5,4604.76,30434.72,682840.86,8780.53,11740.1,20268.95,10534.89,6397.64,466275.67,37716.67,25627.4,1049.68,216436.38,26196.62,55073.96,7460.57,7126.17,104339.28,38879.44,71168.44,932948.91,141662.16,744145.97,11206.78,24415.87,3329308.71,2732.27,71288.19,73512.79,27831.17,50211.31,1311.4,45146.34,120215.58,99352.35,45242.98,13623.56,986720.47,12869.29,513736.14,35688.96,108548.84,41858.5,9263.51,9258.47,129286.41,14713.88,35690.66,675366.86,107909.69,4875.32,19672.35,155146.69,15298.51,83618.05,60448.52,1706753.47,3679.82,1101721.1,30064.41,834678.19,39514.43,27313.31,23961.25,143071.16,208540.42
122,Karasburg,11345.42,6386.93,330183.77,18732.62,9892.56,11298.59,182722.47,1020562.69,150509.7,119796.79,36430.82,117183.28,50673.73,238676.69,9044.38,142382.19,40677.03,14731.51,36669.21,85333.48,8499.63,25466.3,51008.22,54240.27,761907.99,2388.84,5632.43,5414.53,45448.85,11661.64,16372.35,821524.3,13683.78,22810.51,20719.85,28404.84,5815.5,424009.15,35814.23,13587.15,2634.68,411030.59,11838.37,35323.51,8628.57,1442.25,14785.22,137642.85,17127.23,1004255.26,187966.9,1217176.22,19724.89,60907.31,2024982.57,4953.13,43164.15,81015.07,5508.56,30909.98,2266.51,49502.34,52512.76,16596.57,47103.81,6504.12,1646904.79,10149.78,392213.73,10458.89,32069.72,9856.08,8587.24,171658.48,137961.28,9981.07,11219.39,929387.34,47668.97,753.84,15910.28,252096.56,24745.14,105689.9,147680.92,2075013.25,1552,165717.04,217527.52,745888.55,113023.73,319900.26,18606.53,76451.87,433197.01
128,Karasburg,6698.58,27568.07,606985.51,19263.78,13675.39,3883.87,106593.6,1827982.98,126491.68,124122.99,27193.95,160343.75,17604.55,322030.74,10324.7,86878.37,11911.36,16319.14,67620.68,148494.06,13021.92,24109.01,135076.33,44294.42,894303.86,2094.43,6155.43,4739.34,98271.64,18600,5783.87,383063.49,35975.37,11712.51,13266.97,17526.28,6731.97,340077.99,72869.14,10015.02,3502.22,545844.98,6131.63,56548.86,15340.63,2207.84,16133.31,125188.44,24095.93,746809.18,248537.27,839230.08,36267.6,97335.73,1405631.34,4525.51,35244.92,117223.42,4535.4,32822.55,2008.3,46586.78,28366.03,11905.45,58060.69,7615.46,1028121.42,5450.14,342736.56,13898.64,93273.91,12176.42,11207.43,279298.48,122283.94,21453.98,12172.28,1062354.44,47931.33,1232.74,3620.36,121442.33,24702.81,106512.05,8517.89,2526073.64,2534.96,327220.04,72299.43,1253333.79,44516.04,60803.71,6732.2,25161.33,338821.25
132,Karasburg,15258.45,22988.87,374136.92,14276.72,6560.4,8354.27,254317.68,964750.75,174766.07,137426.99,38702.22,104827.94,126375.7,320338.07,8902.63,120288.57,98522.96,22921.69,43519.26,98949.45,9144.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Karasburg,11313.82,25041.61,476564.89,14505.64,16854.61,4398.41,253370.53,1708396.55,149400.85,105499.19,35062.14,173317.08,132002.07,461474.91,9639.89,140617.76,74970.5,15366.65,50684.72,177436.65,10885.82,35602.43,132154.95,41465.31,1229656.94,4477.98,8835.48,4739.22,84707.12,16919.89,37443.07,491340.9,11672.98,12735.92,14698.91,26662.47,5843.4,332930.76,55022.21,14254.86,2411.4,550751.39,13250.23,25048.63,10399.45,2391.54,42709.78,230639.4,18611.54,1425586.27,256836.45,1487192.36,23617.62,62521.51,4842787.99,4606.83,42856.28,79392.82,8749.88,34452.67,4609.27,35125.93,90749.21,23711.84,42338.54,5578.16,1619660.01,8051.26,470687.35,36310.43,57255.46,21378.07,6378.66,211060.97,180549.95,15776.83,26557.48,864123.73,62490.69,1771.59,13563.44,147108.91,35479.22,149259.71,68256.39,2280288.56,2689,438106.67,40177.88,962625.11,46247.24,93847.75,24778.92,241261,585243.08
142,Karasburg,36088.83,60880.33,464189.71,42916.1,20304.21,26507.95,150497.89,2489224.99,257733.11,150990.87,43938.91,170032.55,762720.03,236975.89,14376.12,176789.78,90638.17,22006.5,50474.52,174152.1,15414.57,31374.93,52933.05,17322.83,865179.86,2002.18,5918.44,7210.22,55611.88,18833.19,41987.76,581848.93,32683.98,18881.58,13924.58,39245.84,4671.35,210070.86,44241.96,13963.55,1944.33,452443.76,14649.14,41656.56,6603.92,2308.69,12569.27,188930.51,18717.69,887258.99,341020.26,1541577.95,19915.5,71816.32,1719737.68,4564.18,55417.09,74011.6,10231.44,51918.34,10842.63,70514.84,119705.08,37608.27,45577.94,5125.42,2209329.97,9033.79,343372.26,37504.61,31131,17660,21404.32,205829.1,96541.02,6533.77,11045.11,770286.11,89647.58,2348.44,30129.72,219980.39,32230.09,79677.26,45113.19,1591705.14,2408.49,380258.4,70183.54,731346.23,107601.62,144295.37,22646.15,129752.19,607513.52
148,Karasburg,5334.04,28546.64,494766.99,2869.65,21771.6,3692.85,218438.63,1524716.6,145322.22,114493.26,17875.65,140730.78,106073.76,362940.37,10158.33,122792.54,65581.7,23908.35,50471.11,217728.65,11652.35,24538.03,153780.4,23188.98,1262698.3,2038.75,5649.22,2262.43,166154.26,19709.69,14912.16,385360.93,9920.58,8244.04,9814.43,17765.61,5117.75,478655.51,47593.79,11003.34,2346.29,298726.83,10665.57,20433.94,7938.97,2916.84,23301.72,192726.58,22855.31,1336257.39,235704.67,1410567.67,15576.55,71597.94,3675685.62,4765.46,36362.76,68328.01,6243.82,29194.7,3645.98,29470.07,55699.36,22286.22,38675.34,7160.09,723967.72,8267.13,435501.37,13325.64,48622.46,18966.06,30865.79,243770.71,156219.11,13223.12,27019.72,844147.83,56720.46,1750.09,8462.4,129326.56,26704.04,139822.92,49273.52,2094119.08,2616.31,498377.06,443344.32,990671.26,28538.75,186701.53,13805.57,206208.73,307383.76
155,Stampriet,6814.96,33504.34,299572.95,40672.96,4777.5,12395.68,66412.77,1027067.65,145995.93,133309.69,14834.58,96217.76,16862.41,350835.16,9022.67,86242.54,6662.51,12268.42,27057.49,105274.88,8572.55,29109.31,143894.87,46803.25,2112947.01,11090.78,4138.47,4451.83,56143.22,6587.79,17679.67,195849.32,15835.13,12802.92,17395.99,51665.22,2534.81,175140.46,53641.43,8710.28,6618.37,370646.38,8449.13,23450.58,11571.36,2132.7,13301.36,253462.25,28506.9,1028435.75,263122.84,834569.69,19787.33,82508.25,4576710.05,3619.74,29517.95,59180.74,9603.99,21641.87,8631.25,88470.21,55956.69,19150.64,34984.87,19412.21,2260683.23,6771.38,264070.88,25056.39,35663.96,16156.5,1607.38,49628.85,97078.4,10122.34,4876.33,786315.86,50022.91,1317.59,14180.47,29131.1,21468.87,109162.07,26924.96,2012570.56,2061.47,301172.03,6077.84,428319.77,113194.33,44009.13,23882.83,246610.78,242175.53
161,Stampriet,5648.67,21105.84,433372.67,13018.94,19941.46,2822.64,111665.58,1402453.91,120186.98,106157.93,19806.89,125723.8,168618.6,336315.43,8638.54,96743.48,20612.66,12214.29,46896.14,171045.76,10132.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Stampriet,11829.42,18652.34,363567.85,20700.71,9075.38,12055.31,74939.43,1148020.56,175663.62,169727.11,53973.53,112510.81,35824.5,328493.43,13764.73,166573.42,12226.82,16781.93,52224.98,89893.43,11704.35,21142.61,70092.23,90201.36,966891.41,2422.95,15134.29,4958.39,48794.3,17420.86,1661.34,850348.06,14532.28,16423.59,22276.58,28275.6,7357.37,251353.56,47580.23,12413.44,6991.51,352039.03,6086.81,26270.11,32051.13,2573.15,3094.22,174656.81,20134.71,1423648.36,416817.85,1411908.54,17936.43,227579.86,1679792.55,3137.65,33202.25,70159.9,7845.93,25303.51,4449.65,88894.83,47148.67,17661.78,39574.85,11216.05,2417075.44,10851.77,324487.48,7221.97,45180.71,13108.91,4482.15,177482.83,107245.09,17131.03,6032.79,1162275.54,52933.91,1169.02,7924.4,277854.57,31439.67,141655.58,33198.63,2135630.7,2224.52,250764.02,30723.66,823418.79,42619.72,223186.31,40613.15,84019.21,647933.34
175,Stampriet,34655.65,60067.98,495359.64,40276.51,45232.79,11188.71,126193.37,2872308.91,445839.85,279490.79,14196.53,113880.5,463242.42,410087.15,20682.56,115668.92,126526.35,42269.58,84377.6,288296.43,17908.87,36285.09,113257.38,41902.34,2272863.34,4356.82,6611.87,8389.22,181511.69,19378.87,3853.34,299842.91,53058,15614.17,20994.1,32022.42,2429.81,257308.37,119492.04,8991.96,5157.04,890904.54,6401.29,38381.89,7370.93,2251.27,10827.06,320286.13,32589.37,1567729.97,255855.04,976554.42,17110.8,71499.64,4117149.55,6289.38,24210.47,186958.04,12111.74,25507.38,3821,84800.85,105330.93,14220.32,83195.46,22606.65,949909.08,5054.8,262998.96,4804.52,92524.94,11242.83,4459.27,149208.82,174306.41,27447.7,10969.2,743385.88,40714.4,1821.12,8616.05,57065.87,33872.6,100426.28,29530.88,3012783.28,3000.19,263895.39,10605.34,694928.4,66850.14,8037.16,8019.92,128067.85,219870.15
179,Stampriet,10967.66,24069.61,380945.69,35587.87,10220.32,14331.62,252768.11,1371106.38,170556.75,123665.28,25886.67,123457.45,24438.62,407887.64,13321.1,90669.21,64612.49,20658,37392.08,133384.58,12259.62,34076.05,85674.55,95039.18,1975283.56,5128.13,5956.8,5185.54,101280.03,6413.45,13367.28,783687.58,24795.15,20143.32,25758.7,64197.78,7366.8,405086.29,55507.49,10545.07,6568.76,376779.55,5522.37,40475.01,17718.95,4952.24,16724.35,265429.56,39475.22,1644884.92,351120.29,844860.24,30912.31,155920.69,3069696.54,3552.01,38944.35,95116.49,9934.61,31487.66,5963.68,97649.4,80980.77,23586.37,51553.76,24392.16,2066084.08,14096.65,391835.59,18161.95,43175.27,14139.37,16213.79,102290.78,137526.86,11161.56,4835.54,837450.53,67051.89,2110.98,11801.83,133034.09,25319.1,163379.69,74519.92,2296245.66,2408.54,344220.49,106088.93,776148.69,137655.51,148080.85,37223.4,337557.5,439706.86
185,Stampriet,5353.04,38108.11,586477.04,12456.13,21961.1,2540.23,224912.09,2160396.15,115263.34,113454.51,20190.52,111867.51,141278.93,351524.7,11413.97,93264.01,68907.89,13411.59,58129.13,184035.18,13244.25,23298.98,122151.76,26996.91,1096791.35,2887.71,4851.26,3479.93,116118.46,6540.79,11269.48,382149.35,13830.87,12681.12,21770.92,18299.47,7529.17,551672.04,57305.98,12066.29,2407.82,432370.43,10287.7,23951.3,6597.54,3117.93,21330.5,213256.36,23111.96,833423.41,303971.2,1127038.27,22667.79,48413.02,3698606.73,4631.51,28039.12,79061.72,8927.57,21172.31,8481.26,61932.42,70892.82,21894.07,46005.03,7795.75,652094.56,8757.31,444594.21,16960.02,60021.88,16204.12,16924.94,231134.32,163070.56,15168.13,33737.38,847467.62,63676.24,1869.1,8821.56,112826.27,29083.07,137607.23,79797.44,1879568.72,2026.19,416900,279032.55,1179077.95,38163.41,96034.03,19562.83,291138.79,329291.58
189,Stampriet,6423.32,21937.51,254042.78,45673.18,12129.28,6158.28,304403.96,963199.5,145687.5,124705.55,20231.43,114360,42244.64,203052.85,5071.56,79115.11,120955.56,7156.71,30909.16,82526.02,5921.3,21746.41,46887.13,69190.39,828399.37,12607.16,4600.88,3593.4,50568.74,16282.39,27123.4,521999.4,12579.27,27839.76,21945.95,38906.18,3333.96,201730.95,31685.9,10081.39,4861.53,414566.55,8848.07,17591.25,6932.61,1779.15,10698.77,240868.65,18249.41,1150513.86,203248.73,957870.08,15215.4,74587.22,979834.7,5100.37,30541.12,58428.31,6645.61,30293.18,2338.26,54930.03,50848.4,16143.27,27798.99,7539.18,2143427.53,6938.11,270309.39,65946.39,32065.36,13695.02,5461.9,112773.05,112867.44,11911.07,5148.27,854548.02,46859.28,1093.87,16573.27,148910.27,35700.21,77247.3,32690.03,1824171.58,1835.34,191025.05,36248.08,566536.85,90463.93,246727.67,19719.36,61708.51,423154.94
195,Stampriet,9036.32,62594.45,403594.2,11655.37,17413.11,1803.2,320736.41,1676483.4,110340.22,130236.25,27796.34,148434.04,364072.23,525392.08,6962.19,107792.28,115424.6,10300.83,48755.56,215344.65,8106.83,35570.76,171654.31,41994.88,1307362.75,5990.3,6195.2,3703.53,204159.21,10929.72,54934.31,385895.18,8332.61,9915.95,27622.33,15268.51,4667.1,280909.71,54426.44,9416.43,3511.42,419284.69,10250.82,36980.41,7846.7,3037.64,11386.42,231081.52,25978.75,1096637.62,260395.28,1565488.09,14471.59,51687.08,4392761.33,3294.22,37820.83,57865.07,7839.31,32507.09,9403,38710.33,146443.35,26795.17,32211.49,12592.34,1857763.67,9320.86,509638.53,29651.47,67730.39,19640.55,6657.97,210656.87,121348.17,15152.55,14202.27,897197.21,75551.24,700.4,8667.84,117794.28,55480,101218.02,64333.43,1712457.81,2339.33,628927.91,12226.07,1059622.16,56634.82,21445.47,23775.72,230786.57,475172.38
198,Stampriet,6435.8,73482.05,401298.25,24218.63,1524.21,5668.67,358413.83,1231727.01,134778.01,94236.6,18388,120557.56,130877.35,433708.74,8451.34,149982.28,97338.05,6214.53,25839.89,166883.37,8943.58,50221.72,84128.71,13169.14,2622739.78,4985.43,6407.57,4397.69,63604.56,7142.81,57709.08,322084.07,21978.41,25094.26,38738.36,39558.07,6774.56,221776.92,28413.67,7287.11,2963.73,744112.01,13567.62,43814.16,4689.71,4011.67,28353.45,420791.05,29583.92,1272181.34,282363.02,835057.72,14588.03,48318.17,1293789.86,2676.21,44103.14,112588.22,13399.08,40362,12854.26,80333.77,105959.55,30627.35,59142.14,16527.67,1924228.18,14307.16,327171.75,47609.19,37229.86,16219.99,10807.49,77110.66,88498.02,8016.57,7725.92,470755.54,66818.48,3542.32,29286.93,65424.49,29912.43,91245.42,103326.34,1824773.16,2875.79,526210.9,17826.04,658092.05,546225.76,265092.6,34181.31,105806.6,315931.03
202,Stampriet,9717.32,39596.85,602166.71,11281.1,28502.27,2395.26,310813.17,1999339.54,148872.83,143296.38,39705.55,156180.78,125156.02,345786.74,10797,66730.47,93650.01,22867.01,68617.12,195613.53,12108.94,40178.46,192833.5,37994.96,940733.86,3410.89,9046.14,3940.31,162329.05,6863.87,33270.46,394773.75,8268.68,18940.62,14466.01,23756.39,8415.94,501283.59,53413.26,13997.35,2939.72,476649.63,5457.73,21600.24,9326.22,2282.7,16321.65,235158.89,20258.46,1343728.64,390298.69,1272482.2,24117.68,72894.41,3585693.68,3832.77,32977.12,75871.39,6360.95,29505.62,8096.73,40641.23,71562.74,18221.66,47235.42,5961.76,1127845.15,7196.99,372986.23,10313.13,69963.15,14956.16,22373.5,398480.31,212705.38,18245.43,22880.92,1196816.96,61226.29,1313.99,6901.18,135010.69,36721.36,120581.42,107450.72,2013596.68,1826.72,641519.19,91375.36,1572546.82,54882.79,56099.99,16686.22,150964.54,555819.48
206,Stampriet,9236.63,72811.65,419674.23,31347.57,8547.45,5051.86,317008.65,1760193.08,131551.65,139332,35642.17,98856.06,185262.6,864751.91,6136.16,69264.25,129704.25,8647.96,34700.64,168675.18,8426.15,29694.67,103237.85,35538.72,1451869.56,18243.3,3280.54,6156.67,141010.17,36885.06,11897.58,424693.6,7346.17,10259.35,11880.15,21227.87,4661.28,263362.73,49886.81,10189.09,2297.49,426183.29,8075.55,176739.16,11612.57,2712.39,8235.62,344477.63,23924.18,1439105.68,371500.89,1388484.31,17873.81,59920.11,3033660.77,4476.87,32663.69,65721.74,10775.09,30948.02,14059.93,81766.52,172793.71,28327.68,37991.57,11810.18,2592663.64,5103.66,433702.8,21963.83,41016.06,21748.65,29966.97,190470.91,90257.39,9687.32,6336.14,676800.21,82004.97,1961.86,8236.38,138004.69,58010.09,109203.18,58507.99,1554525.6,1387.86,502979.32,87019.63,876657.41,31008.5,525554.98,57164.15,247104.99,774940.3
215,Stampriet,13190.52,18393.27,369326.71,18385.48,17505.9,18490.83,126416.79,976304.67,240986.12,220073.1,13052.18,146232.97,24125.4,326193.13,12693.62,30766.38,61895.13,27453.42,48004.38,121985.92,10466.21,6326.5,63646.03,42710.56,1864078.57,29528.12,5306.09,6361.53,35801.35,28177.17,17533.13,325115.14,11347.85,19703.89,19170,9744.96,7066.66,389705.04,41959.99,8015.54,10852.65,344081.11,2278.92,13674.01,12888.53,2453.55,3141.99,210290.55,32852.1,1500143.71,254238.7,551515.46,32620.61,483930.08,2450245.39,5420.96,35815.22,48638.21,6379.18,33614.46,8682.03,95359.34,88095.78,12000.03,31002.06,23167.91,2118217.49,4275.73,252703.68,40835.77,40586.49,8759.68,4404.82,94630.27,72828.29,7331.73,3102.84,834690.72,49961.15,1360.95,2766.8,74353.39,24931.17,159580.7,17637.48,2366075.51,2538.69,291619.68,28341.3,559521.42,42542.46,54971.48,16352.82,122870.42,314317.24
