"","M113T44_pos","M116T39_pos","M108T41_pos","M188T297_pos","M494T646_pos","M116T48_pos","M220T38_pos","M263T291_pos","M124T33_pos","M180T38_pos","M245T46_2_neg","M275T47_neg","M191T82_neg","M242T59_neg","M322T53_neg","M199T46_neg","M258T41_neg","M339T37_neg","M259T42_neg","M195T42_2_neg","M306T80_neg","M171T43_2_neg","M282T218_neg","M135T43_2_neg","M160T262_neg","M347T101_neg","M160T45_neg","M173T36_neg","M174T41_neg","M130T119_neg","M203T264_neg","M133T56_neg","M188T114_neg","M122T103_neg","M288T106_neg","M164T229_neg","M87T82_neg","M375T333_neg","M124T38_1_neg","M180T105_neg","M243T133_neg","M323T72_neg","M151T114_neg","M283T230_neg","M204T285_neg"
"78",-0.0787509498921539,-3.17786058023032,-1.04793018441074,0.205476073043894,-0.815525895154279,0.91623075861759,-0.360705533902909,-0.931296225957476,-1.09892449387105,-0.454832180051426,-0.604661049357516,-0.204465603920129,0.970150067362624,-0.165226133640392,-2.0489367806354,-0.355179079845725,-0.58528546745295,-0.171397646165903,-1.68803405057356,2.84752174983162,-0.472307796885959,-3.07575194635175,-1.00413452144791,-0.407251634134106,-0.364317603289307,-4.67195999461104,-0.386974588895705,-0.876568522894431,-0.198455533070201,-0.199907034645659,4.76193607244294,3.13283040073518,0.140554448240594,-0.412443869599815,-0.349002818202509,-0.569220888609447,-0.624812440078581,-0.148806063376419,-2.160933833846,-0.0622004052375572,2.75453867129283,-2.68110388998247,1.65189201961778,0.122863233512147,1.85523063067745
"84",-1.69878773920536,1.69476308181025,-1.19333319818951,-0.926529553331894,2.09872405245308,-2.87337283006238,-0.00191916408992669,-0.943035184394721,-0.0502157399170648,0.125888319431573,0.658121181469879,0.266954305940446,0.342855590521646,-0.125627531048144,1.61647749335006,0.198971418485483,-0.442913395508008,-0.235611693287299,-1.1864821257565,-1.35743892116683,0.063882161976071,-1.71713978843338,-2.3824268133723,-0.505763989910212,-1.30289557617724,2.74850254041313,-0.502842923712678,-0.432108277029747,-0.883081549344663,-0.920990552509257,-3.12704294628017,-1.4177661278007,-0.384068132589747,0.141421978313593,0.0442592656120642,-0.70004697447037,-0.470909202397032,-0.426608285122494,-1.98129737426348,-2.78504384720591,-0.322561043760884,1.96066711737101,-1.65387949590054,0.522272605080248,-3.17759065082081
"88",-0.333291563139939,-2.51069730913373,-0.749377355302761,-0.00985763723842822,3.42693235632514,1.36931298249698,-0.451654360052599,1.37961809839084,-1.19287346909831,-0.484395277800511,0.356926441858837,-0.284295905288303,7.11949219069814,-0.0385023493100732,-0.0947674657264432,-0.18770345208935,0.131990840877992,-0.24188963211383,-2.17241697295888,2.21980627609548,-0.165289364292897,-2.3209793042403,0.301267882852743,-0.392831041762432,-1.20964208531874,-6.81933963909127,-0.266723057244794,-0.696090478032734,-0.347254117571609,-0.199151105065165,5.97562485121161,3.07717258312765,0.0954130410950298,-0.449205420620782,-0.67483525066278,-0.35214039213944,1.26017873345211,0.97317388731444,-1.22247053791953,0.307873052472444,4.46755449232811,3.06277948909929,-1.36000011890912,2.80291101895595,0.472345675531079
"94",-1.68731966512593,0.689775526555444,1.85559437292524,-1.18268309767627,1.20800614556098,-0.660509534460148,0.421989158314566,-0.752755612651431,0.148981603145635,0.551908785202397,2.26341898816764,0.433805849621369,-3.55832979377248,0.755973755917085,-0.122347161235014,0.38168132710858,1.38606317042735,0.899582730087122,2.05982167293334,-0.899110076631032,-0.0434884073299559,-1.2112927373222,0.14712712564045,-0.154278861267101,-0.0738042073882729,-6.72381189409838,0.468376225437601,1.69064000150367,-0.787561633538607,-1.06525960623452,-0.985021521759623,-1.67387675022924,-0.665243373758401,0.434505273030504,-0.679418859347839,-1.58753557344758,-2.5296421250131,-1.0096166973055,4.9826580820238,2.85243295685351,-2.01060494110746,0.727793648864826,-1.59564996423936,-0.204145781263132,-4.28127141910207
"98",0.888617107299722,-3.08014921455142,-1.0353784128121,0.401754125132712,-2.09779088231489,3.9956650735291,-0.531774896666659,2.45515923200435,-1.09137615055779,-0.542625762054661,-0.868576693962402,-0.269846078144362,0.54827323802269,-0.32930292767124,-0.849346563005914,-0.644482013652524,-0.206735106478178,-0.225269664274966,-1.06624456446,-0.80334006054257,-0.325150603366428,-1.02236867765934,1.10723091157977,0.139738045597211,-0.75137498544005,-0.839375599328636,0.0925734748061224,-1.08132867640596,0.433502133040369,0.384468818974528,4.49550856920252,0.86581674064315,-0.354014098169471,-0.580610514315011,-0.373989644686643,0.739995461351145,1.83198628141976,0.950882851329127,-2.35012813015396,-0.688120752974977,-3.62052496487289,-1.63609566482437,-1.94322607170824,-0.287028541794071,2.12243995723466
"104",-1.59633036336761,4.22081767627803,-0.384457116041906,-0.697607431678456,-1.2171694012613,-3.35224804205763,0.229973014363395,0.666459880022925,0.0659524802419205,0.374699786215462,0.187993492024431,-0.344982401419837,-2.10415532206471,0.26452249766445,2.32909714259796,-0.871028093663264,0.496169225859087,-0.0983249444184416,2.03106865050221,-1.33904149829133,1.00703420530651,0.994834639089021,-1.39100843615287,0.384102630715418,-0.849827042362276,5.99757270819008,0.172522570060991,0.534261322971454,-0.882730689278499,-0.565558120922536,-8.20486449757726,1.42013836027932,-0.356128650455316,0.238659555875581,0.309329518182084,-1.17650799617044,-0.601727828323805,-0.681923005079201,1.92476434660238,-2.71654070014298,-2.53076498343179,1.33818325706623,-2.7886818290195,-1.48951235862784,-2.31376417842676
"113",2.53610616219497,-1.98432510038129,-1.17326985395485,-0.814659841945923,-1.10006504796998,3.44236891064295,-0.474792421018475,7.28454872067067,-1.0841762939249,-0.565889599968096,-0.303060117771138,-0.289394516651288,4.82793017828331,-0.386506992885916,-1.00649815457506,-0.313710557363361,-0.602022354766507,-0.246428318008766,-1.31347168939887,-0.65487875758207,-0.233118176268242,-1.17682985741313,0.217834697346408,-0.0924344779045487,-1.15894899324638,-0.96624141309019,0.32778055619484,-1.00515586669914,1.19634786823465,0.804288827721718,2.68316428623612,0.850027542722421,0.100442020223768,-0.393327402801798,0.399143624550562,1.69521612569516,4.01467560205143,0.469598837187489,-3.16690780675311,0.722999738807738,-0.485043490011054,0.156951317431976,0.00881694871046946,0.603993412161287,-2.65299903619928
"119",-1.64743942887256,0.891035371867503,-0.893416826851182,-0.574089711441424,4.7391982589834,-4.45121568312799,0.0866611319472901,0.23604671645347,0.167650356414923,0.0950769116659209,0.787437014278264,-0.290355962964082,0.00348389807684489,0.278015687911252,1.04231049504006,-0.318775375919356,0.295252655083318,-0.146933905699481,1.83402226136662,-1.42617388613523,0.562138302734791,0.49433611166017,0.827519298976184,-0.281310752595873,-0.897556985218388,3.46384801754644,0.0424402873567287,0.0152215521086416,-0.855210348820776,-0.759349254054505,-0.893731601459793,1.40401412572288,-0.258245564599836,0.415864292699561,0.685990995741615,-0.549366897471564,0.246302232223135,-0.649403435119121,-1.05015438918619,-3.1627923288072,-0.731520731328465,9.14656484812571,0.986376087037868,0.402049255630165,-0.823602634071348
"156",0.675464788389272,-2.7781829153796,1.20740853962214,0.826921026592932,1.31536696731361,-5.3035546845435,1.32727366158423,-0.583339848235875,1.97087071256252,1.29406935773039,-1.22786641222705,-0.0312572626920465,-1.2396936541023,-0.422105935094733,-1.56600753428908,-0.20357219438576,-1.1517485731098,0.157706582232632,-1.15528133464079,-1.37954793182453,-0.472430077416806,-0.602945905340559,3.99098406975571,-0.270372959134209,5.41315971432164,-3.51431667319683,-0.323017733683698,-1.19549445752825,1.5795386475414,0.498661869985837,6.48287408573766,0.893834301284814,-0.486284488805686,-0.370465599494758,-0.848738083959722,0.786052447776818,-1.0237082556702,-0.521104165817639,-0.972844050617024,3.51092796210937,0.0811772260238172,-3.00685343083472,-0.455593577522945,4.32778309273042,-2.15127307938381
"162",0.0818394384913173,1.87431850010087,-0.351737899982775,-0.945842761979019,4.85911391264553e-05,-0.521673845441964,-0.0426793784270628,-0.573074233844564,0.393449751501144,0.18348803126352,0.0940253807741872,-0.130700691403518,-0.116899033590864,0.012391372221249,3.06586655047693,-0.548256325668164,-0.0694393754253836,-0.128529758717388,1.29871148090564,-1.24007537047296,-0.196501699780402,2.88324107936404,-0.501630554390835,-0.310029957335916,-0.613420856432843,-1.24730499603561,-0.353074283249715,-0.102050492277023,-0.162648552185936,-0.00430281418779787,-0.454810120496488,-0.0150812575073834,-0.225115544324663,0.513783285757177,0.0140599163759718,0.0532217328100554,-0.251635995700895,0.655993230178889,0.448941250801996,-0.230138667756541,-1.17845269610639,1.01164719530058,-2.38370785570642,-0.0861110442620135,-2.09033643125161
"170",1.41918727983407,1.26584163656615,-1.09195071693431,0.289550974108797,-1.75436853792345,-2.10241856255355,0.395067372087953,0.294910825256517,0.0075274206333357,0.109322586229324,-1.14566242863841,-0.399493698320677,2.8477093176351,-0.382541795542927,-0.602196024897225,-0.32837751316483,-1.16825330996692,-0.0363387255645909,-1.48292310599823,-1.51603286281719,-0.458591468236692,-1.315244358746,2.93053710579792,-0.561326377072612,2.10035120218862,-3.64620688396575,-0.213401746931751,-0.742498853289551,1.36464728112099,0.886504370131334,8.59298840035162,2.44972301771603,-0.41217824037731,-0.0164151968169455,-0.471933632316401,2.31135124781176,0.70862257971853,-0.270305935999138,-3.40527362373331,3.90120379420256,3.17280666597036,-1.37351016687655,-0.584254607628455,2.97620079459375,2.17425984399606
"176",-1.45455523219138,0.660936782014045,-0.316590298770382,-1.01211719253034,-0.710640239399881,-3.56676231968364,0.0225503119282888,0.684445739713561,0.351659636628909,0.0194145344579973,0.600380322985907,0.158309968820441,-1.2798707409827,0.243800575640247,1.14316222739583,0.613667654293746,0.156284064863375,-0.106855862971896,3.43758259578951,-1.33575496032274,0.266332971963083,2.6796178958011,-0.537614248444184,0.199057114808494,-0.463388212658614,6.58661900939294,-0.00805269432610774,0.372644873486731,-0.876681034788956,-0.475863066789694,-4.06323924919819,1.428132189304,-0.552053663516499,0.603610252163681,-0.11620873957022,-0.553809913338677,-0.419977487086462,0.0886892817543673,1.48281857444123,-3.78274228417728,-1.91624808324231,-0.250649960068825,-2.54140648392557,-0.0831450010298466,-2.74946474452419
