"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102","PC103","PC104","PC105","PC106","PC107","PC108","PC109","PC110","PC111","PC112"
"191",-7.4789,0.41245,-2.4396,0.70246,-4.8622,5.7108,-3.3448,1.8039,-0.17174,3.7993,-0.38826,0.39942,-1.3654,1.8326,-2.3966,1.3214,-0.2373,1.3298,-0.61761,0.69374,-0.20843,0.89348,-0.069867,-0.23763,0.27189,0.4325,-0.057531,-0.2089,-0.40908,-0.16389,0.22768,-0.17706,0.036728,-0.66396,0.089313,-0.24582,0.13859,-0.57681,0.27811,-0.039594,0.074879,-0.12977,0.156,-0.15024,0.0077149,0.19321,-0.01213,0.18533,0.047084,-0.059654,0.098445,0.041712,0.071156,-0.22673,-0.21207,0.053168,0.022309,0.0060067,0.040124,-0.18874,-0.03288,-0.056513,-0.012056,-0.0005992,-0.031533,0.071178,0.16488,-0.10059,-0.016776,-0.0098357,-0.028722,-0.10951,-0.030972,-0.030268,-0.082295,0.019492,0.010199,0.080348,0.022936,0.053752,0.024744,0.031729,0.032525,-0.026619,-0.011131,-0.034875,-0.0037827,-0.0072412,-0.029614,-0.014016,-0.0069448,-0.011939,-0.016138,-0.01605,-0.012471,-0.011215,-0.0093002,-0.0043029,0.025932,0.012478,0.011951,0.015331,0.0079306,0.014141,0.0048866,0.00080631,0.018223,0.001229,0.0012985,0.0024876,0.002571,1.6653e-16
"221",-12.747,0.51183,-0.94901,5.9353,-6.1761,5.4625,-4.1996,-2.2079,-0.64177,2.5445,-2.5908,-2.332,0.92286,-2.2781,-0.86629,-0.98642,0.5326,-1.4835,0.23292,-0.53199,1.1214,-0.78827,-0.91021,-0.13203,0.25193,-0.64069,0.14282,-0.072934,0.5625,0.35421,0.56727,-0.064477,-0.25151,0.42475,-0.75063,0.62021,0.415,-0.37249,0.51639,0.2239,-0.20364,-0.19313,-0.054526,0.19896,0.28025,-0.018356,0.12256,0.16378,-0.27623,-0.063264,0.17049,-0.074891,-0.049522,0.10343,-0.091918,0.022897,0.021742,-0.0078212,0.12357,0.033122,-0.05416,0.058659,-0.074399,-0.026245,-0.017906,0.0077425,-0.049375,0.014089,0.019104,-0.082797,0.061647,0.060914,-0.082758,0.0040434,0.035668,0.078576,0.017554,-0.01351,0.025541,-0.016775,0.019509,0.01028,-0.02316,-0.020875,0.0087511,-0.0062991,-0.013873,-0.025161,0.0042653,0.023988,-0.016999,-0.011939,-0.00024354,-0.002142,-0.013944,0.003007,-0.0045305,-0.00081293,-0.0045196,-0.0053066,0.012505,0.0037674,-0.0032884,-0.00075388,-0.0039989,0.00044619,0.00044661,-0.0016604,0.0013671,-0.0017725,-0.00025618,-2.1788e-15
"281",-9.6327,-0.088145,0.48025,5.925,-2.0673,2.643,-4.9832,-1.5796,-1.6374,-3.1151,-2.4755,2.4391,1.5348,-0.59626,-1.7238,-0.7764,-1.0648,-0.11239,0.34351,-0.96024,-0.11918,-0.21394,0.25583,-0.2857,-0.014507,-0.4366,0.13466,0.25308,0.25472,0.72982,0.15723,0.26961,-0.011796,0.061565,-0.23998,0.26825,0.11165,0.33163,-0.26131,0.17341,-0.38291,-0.12502,0.42506,-0.2402,-0.12457,0.20505,-0.088067,0.20478,-0.047523,-0.11279,-0.26774,0.16895,-0.10912,0.15132,0.296,-0.092082,0.13053,-0.010377,-0.066923,-0.020037,-0.037647,0.083999,-0.0095808,0.08507,-0.06003,0.072511,0.10056,-0.066294,0.050487,0.0096921,-0.1348,-0.14246,0.01997,-0.011827,-0.023362,-0.0030293,0.0060745,-0.038309,-0.013432,0.054952,-0.04317,-0.012491,0.0074767,0.018368,0.016257,-0.00059225,-0.0094133,0.031516,-0.0086255,-0.019498,0.0064623,-0.0037473,0.0045702,-0.010472,0.015457,0.011478,0.011483,-0.0035581,-0.0025112,-0.00021113,0.0031666,0.0017644,-0.0056696,-0.0045402,0.003725,-0.0019966,-0.0041476,0.00012676,-0.0032208,0.0019647,0.0014154,2.72e-15
"321",-9.0549,1.0179,-3.3954,0.67073,-3.9932,4.2551,-0.73323,0.81255,0.88811,-1.3648,0.2154,1.0844,-0.41396,2.1692,-0.9414,1.0473,-0.9604,0.17196,-0.71272,-0.34304,0.0039673,-0.0017936,0.25956,-0.88145,0.057827,-0.29192,-0.062812,-0.58961,-0.16552,0.25858,-0.21755,-0.17395,0.18342,-0.26637,0.1064,0.31432,-0.36096,0.12323,-0.3706,-0.22229,0.12417,-0.086655,0.095288,-0.096343,-0.10449,-0.098143,0.56734,0.12328,-0.1241,-0.11366,0.037351,0.0087709,-0.011008,0.084216,0.068874,0.053769,0.011918,0.12405,-0.022768,0.064945,-0.084254,-0.12183,0.015974,-0.092425,0.049372,-0.06412,-0.084187,-0.048291,0.066783,0.060236,0.087503,0.060979,0.08225,0.042916,-0.013798,0.05127,0.091835,0.02185,0.0544,0.0037217,0.016119,0.0034291,-0.037849,-0.010624,0.039092,-0.0091817,-0.007119,0.053474,0.00024698,0.038595,0.0171,0.023584,-0.025548,0.0022181,-0.026625,-0.044203,0.031122,-0.010202,0.0066719,-0.0010148,0.012618,-0.023483,-0.0020897,-1.8074e-05,0.0078621,0.020579,-0.018201,-0.0022883,0.010447,0.00042527,0.014263,-6.8417e-15
"411",-5.8783,1.5597,-2.935,-4.1819,-2.5326,4.1435,0.45627,1.7692,0.088325,-1.8875,1.5914,0.6517,-0.98,1.5608,0.23843,0.073324,0.35807,-0.13662,-0.26885,-0.18616,-0.7403,0.23293,0.15855,0.31115,0.068737,-0.17315,-0.085594,0.044017,0.080996,-0.042631,0.62062,-0.13977,-0.28117,-0.14752,-0.11219,-0.38708,-0.33275,-0.11244,0.13854,-0.0047159,0.23667,0.060691,0.1312,-0.027095,0.4497,-0.088614,-0.00059026,-0.16893,-0.060905,0.10582,-0.067673,-0.12363,-0.3385,0.10242,0.0065311,-0.13653,0.062725,0.028268,0.1092,-0.0050981,0.038987,0.025678,0.023819,0.12451,0.11396,0.04807,0.072902,0.0099114,-0.015119,-0.044513,-0.039301,-0.023086,0.093081,-0.065671,0.0027774,0.043344,-0.010008,0.044637,-0.018809,-0.097871,0.09799,-0.015467,-0.034845,0.037379,0.021999,0.027775,-0.022912,0.023768,0.030492,-0.014643,0.023215,-0.017477,0.0012246,0.035553,-0.025446,0.027339,0.012144,0.021418,0.0069671,-0.017694,0.011931,-0.015739,-0.03169,0.019468,-0.0086486,-0.014395,-0.0054459,0.012024,-0.0072738,0.01809,-0.0065653,7.494e-16
"501",-9.2968,-0.94614,-0.25847,4.3136,-0.80807,0.52721,-1.6804,1.0158,-0.45518,2.1615,0.67119,-1.8786,0.21516,-0.46262,2.6077,1.3275,0.67733,-1.1747,0.0059204,-0.022852,0.14094,0.38016,1.353,0.98849,-0.94865,-0.90649,-1.2146,-0.46807,0.26041,-0.27947,0.10371,0.008974,-0.060029,-0.30362,0.65341,0.46871,-0.16822,-0.12867,0.017038,0.23322,0.15594,-0.00078492,0.12052,0.036325,0.10078,-0.12721,0.044775,-0.11584,-0.050252,0.13576,0.15797,-0.084023,-0.10795,0.32148,0.13428,0.0028247,0.10325,-0.046213,-0.059954,0.063002,-0.053052,-0.02431,0.057242,-0.094946,-0.028306,0.020069,0.043598,-0.034316,-0.0074882,0.016081,-0.051007,0.021446,0.081179,-0.01218,-0.0088461,-0.018228,-0.061459,0.0042365,0.00016601,0.035155,-0.014962,0.019422,-0.039551,-0.0091279,-0.035956,-0.027748,0.011186,-0.015273,0.0030902,-0.050024,-0.030452,0.015246,-0.0073351,-0.03148,0.025752,-0.012479,-0.0064393,-0.013912,0.0080124,-0.0052218,-5.0473e-05,0.036084,0.0037751,0.012289,-0.0049504,0.015522,0.018705,-0.015053,-0.0023911,0.0070473,0.0102,-2.6645e-15
"541",-8.3461,1.1955,-1.6938,1.2558,-2.9316,1.4932,-0.26937,0.087055,-0.50772,-2.3432,-2.5538,1.6175,-0.75432,0.69975,1.0655,1.7835,-0.4208,-0.55443,0.23891,-0.04888,0.48055,0.018194,-0.69486,-0.06558,0.77372,0.66988,-0.017509,-0.072524,0.18902,-0.17153,-0.10205,-0.097445,-0.038467,-0.11539,-0.22659,0.0065629,0.12252,0.022746,0.083293,0.22969,0.026211,0.028966,-0.29202,0.13521,0.22359,-0.10131,-0.28568,-0.034502,0.12533,-0.0040348,-0.080122,0.030878,0.072689,0.040437,-0.029287,0.03911,0.019989,0.12032,-0.0255,-0.12347,-0.10074,0.12034,0.1001,-0.049187,0.080475,-0.012363,-0.056232,-0.074344,0.072482,0.070263,0.0020298,-0.047596,0.070434,-0.035147,-0.014594,-0.11035,-0.027103,-0.022546,0.021223,-0.0056151,0.017369,-0.089001,-0.036207,-0.086566,0.026016,-0.011436,-0.0051592,-0.027916,0.067206,0.0099168,-0.036141,0.028481,-0.00010676,0.029363,0.020252,-0.019404,-0.022525,0.0012074,0.011046,-0.023478,0.010371,-0.018598,0.037561,0.0054056,-0.020363,-0.0079406,0.0050863,-0.0016393,-0.013561,-0.015396,0.011336,1.8735e-15
"661",-9.2296,1.4691,-3.4352,-0.46715,-3.5143,2.3487,2.7038,0.286,2.227,-0.59188,-1.2826,-1.5047,-1.9584,0.10858,1.291,0.64453,0.10142,-0.40365,-2.0755,-0.80044,-0.72359,0.075831,0.7078,-0.047294,-0.58628,0.10309,-0.79148,-0.10239,0.035247,-0.31361,-0.058034,-0.26931,0.14014,0.34736,-0.20954,0.089414,-0.22508,-0.31498,0.10827,0.0055471,0.06152,0.29105,0.033564,-0.067004,-0.12395,0.018404,0.12255,-0.16608,0.023644,0.067904,0.12375,0.38227,0.1416,-0.015224,0.093301,0.0066888,0.22533,-0.053649,0.016985,-0.020417,-0.017006,0.076633,0.034074,0.063766,0.039169,0.14837,-0.086461,-0.02221,0.023772,0.082799,0.026469,0.018888,-0.010373,0.058903,-0.022283,0.013638,-0.020063,-0.019179,0.01401,-0.024599,-0.037316,0.0098059,0.068478,-0.026975,0.014609,-0.0091636,-0.028555,-0.013734,-0.031394,0.040141,0.020179,-0.050445,0.016722,0.027192,0.014213,0.050757,-0.013022,-0.021258,-0.0092492,0.031008,0.006737,-0.016647,-0.0031516,0.00063806,-0.0026253,0.0030871,-0.0024984,0.006701,-0.0081348,-0.014111,-0.013375,-5.9952e-15
"741",-6.0214,-1.1286,1.2668,3.1125,1.7363,-1.6479,-1.6097,0.30521,-1.8256,-0.016811,1.5039,-0.42643,0.022008,0.43564,0.051926,1.7434,-0.23967,-0.072697,0.60529,1.3049,1.6604,1.0101,2.0157,-0.57539,-0.33287,-0.0061111,-0.98733,-0.19323,0.15258,0.14268,0.38085,0.031623,0.20519,0.89198,0.072602,-0.097852,-0.14553,0.36719,-0.038106,-0.19933,-0.11334,0.11136,0.18663,-0.10898,0.063732,-0.028962,-0.089345,0.2389,0.042727,0.099673,-0.123,0.014165,0.098717,-0.17741,-0.12083,-0.062454,0.023475,0.13681,0.031185,0.083808,0.068733,0.055197,-0.015688,-0.12683,-0.055974,0.0081291,0.088797,-0.0040478,0.07089,-0.041955,-0.05591,0.0096328,-0.060079,0.0172,0.017854,-0.01301,0.043885,0.0055649,-0.035242,-0.056828,0.020605,0.043965,-0.10002,-0.014088,0.0063022,0.00053923,0.010557,-0.016285,0.033843,0.026238,0.0080223,-0.0047696,-0.0082521,0.0025844,-0.023157,0.033257,-0.019261,0.00013809,0.018978,0.013665,0.0053931,-0.019757,0.011097,-0.019367,0.0035275,-0.0033568,0.0090676,0.0051463,0.0068823,-0.012299,-0.004507,0
"801",-8.006,-0.78163,-0.15183,4.0928,0.85215,-1.3086,-0.021005,-0.04314,-0.15887,-1.1524,1.8565,-0.65985,-0.21212,0.87572,-0.33332,0.22567,0.37385,0.35187,-0.32107,-1.0238,0.13599,-0.072013,-0.0027936,0.0057838,-0.26516,-0.23248,0.10568,0.23422,-0.35697,-0.0096266,-0.34528,0.066877,-0.24622,0.17611,-0.22043,0.020252,-0.084341,-0.17954,0.54822,0.088931,0.38346,-0.22428,0.033886,-0.043358,-0.1139,0.027213,-0.16641,0.12931,-0.051754,-0.012683,0.21497,-0.19788,-0.077162,-0.094135,-0.049086,-0.040929,0.030334,-0.082745,-0.10582,0.019367,-0.068086,-0.094052,-0.09283,0.030996,0.013565,-0.046318,-0.021873,0.059177,0.10966,0.055073,-0.013949,-0.057233,0.022253,-0.011529,0.0034861,-0.00044392,0.015942,0.016391,-0.029733,-0.032658,-0.036317,0.023395,-0.00094909,0.0061127,0.03008,-0.049089,0.037126,0.049642,0.019493,-0.071064,0.026216,-0.03799,0.022318,0.01781,0.047407,-0.027715,-0.016681,0.012328,0.017427,-0.0080574,0.00035461,-0.0067042,-0.007724,-0.052882,-0.03629,0.018165,-0.011729,0.014532,0.011363,-0.020752,-0.0068066,8.1601e-15
"831",-6.8255,0.96928,-1.5168,-1.0901,0.014768,0.045418,2.3832,-0.45208,0.62764,-2.0936,-0.66638,0.50188,-0.66282,-0.23371,0.10013,-0.45385,0.41647,-0.029516,-0.23822,-0.90575,0.47537,0.026106,-0.56352,0.33951,0.71733,-0.10093,-0.35751,0.27127,0.085194,0.0017778,-0.061344,0.047309,0.20154,0.54002,-0.19518,0.30763,-0.3981,0.16512,0.26294,-0.21685,-0.050042,0.064178,0.099459,0.042623,-0.12211,-0.16853,-0.17348,0.25771,0.033983,0.15789,0.13091,0.0038916,-0.23924,-0.19032,-0.046324,0.10388,0.091273,-0.12575,0.028224,-0.020137,0.062584,0.045385,-0.024426,-0.0038943,-0.032605,-0.011111,0.015344,-0.021097,-0.12854,0.068476,0.073862,-0.051835,0.04417,0.041122,0.012893,-0.042553,0.010571,-0.050583,-0.060006,0.0016246,0.019875,0.021927,0.042557,-0.012243,0.0085782,0.062725,0.019458,0.023284,-0.0096958,-0.017301,0.0025021,-0.0029261,-0.016585,-0.030359,-0.040812,0.010111,0.0022644,-0.0028951,0.036343,-0.0051558,-0.030354,-0.0033454,0.026193,0.036542,-0.021201,0.017811,-0.0037463,-0.027951,0.026404,0.012025,0.01423,2.6819e-15
"891",7.4644,0.90384,0.40753,-13.515,2.0271,0.26704,-0.11903,3.4435,-1.97,1.927,-0.70496,2.6968,1.7616,-0.70268,-1.0114,1.0556,2.2284,0.31713,-0.52772,0.10215,0.17088,0.59622,0.57078,0.1139,1.1555,-0.39433,0.0026869,-0.26108,-0.53329,-0.38937,-0.44256,0.31886,-0.28237,0.65826,-0.3992,0.25821,-0.062994,-0.22729,0.12782,0.059023,-0.23925,-0.23535,-0.028598,0.12229,-0.31647,0.1142,0.12935,-0.11189,0.10052,-0.079148,-0.043163,-0.075587,0.24543,0.16401,0.016231,-0.051558,0.11122,0.10831,-0.1954,0.018929,0.019102,0.073747,0.069349,0.10058,0.063529,-0.040013,-0.0086466,-0.084374,-0.058376,-0.099544,0.050721,-0.015554,0.02326,0.033061,-0.035295,0.032226,-0.014994,0.019812,-0.029404,-0.074616,-0.036719,0.036589,-0.012302,0.0060974,-0.013239,0.017895,0.017052,-0.030564,-0.0095077,-0.047494,0.016349,0.029578,0.023031,0.022802,-0.0081872,-0.0038134,0.0098664,-0.012657,0.0050905,-0.017118,0.010925,-0.00093808,-0.0010597,0.010129,0.0037573,-0.0013829,0.00082814,0.0066575,0.0044495,0.00074693,0.0032525,2.5535e-15
"901",-1.8387,-0.52457,1.2618,-1.8977,2.4834,-2.0437,0.062762,0.66007,-1.6861,0.32988,-2.2193,-0.97393,-3.0188,-0.7228,-0.90381,1.9761,0.96932,0.10372,-0.073782,-0.10032,0.31622,0.2938,1.2958,-0.83346,-0.013332,-0.091981,-0.50939,0.17907,-0.2568,0.057705,0.096082,0.11619,0.18643,0.43563,-0.14156,-0.16342,-0.030177,-0.1911,0.2903,0.053806,0.076102,-0.22162,-0.080432,-0.33512,0.092474,-0.059583,-0.10355,0.036322,0.072168,-0.034979,-0.00070651,0.02892,-0.00095321,0.060427,-0.051128,0.0082353,-0.055717,-0.051139,-0.023907,-0.034714,-0.021186,-0.026542,-0.057018,-0.017555,0.097469,0.0014562,0.0082775,0.062519,0.087477,-0.04556,-0.088029,0.044663,0.028536,-0.010377,0.050267,-0.012462,0.0093179,-0.065863,-0.021823,0.091237,0.040917,-0.03729,0.10042,0.034915,-0.051465,0.065686,-0.017078,-0.0059162,-0.0099066,0.018185,0.0029913,0.027702,-0.042878,0.0077082,-0.026198,-0.061039,0.024539,-0.0198,-0.028826,-0.019282,-0.02283,-0.0043878,-0.025299,0.0070793,-0.011868,0.0025726,-0.0030641,-0.0025653,-0.015324,-0.0090907,-0.010322,2.6229e-15
"1001",-6.1478,0.12274,0.20516,-0.8729,0.94383,0.19161,0.22751,0.66767,-1.1764,1.1016,1.1855,2.0387,1.1472,0.39603,1.1346,0.83788,0.62707,0.55811,0.34861,-0.012141,-0.3451,-0.3555,0.27289,-0.94965,-0.70942,0.40712,-0.055209,0.081699,-0.29649,0.11592,-0.53457,0.066195,0.012928,-0.36905,-0.27067,-0.19543,0.20723,-0.30686,0.062751,0.21211,-0.12018,0.13462,-0.33412,-0.0066112,0.14983,-0.09606,-0.028024,-0.15204,-0.19929,-0.12726,-0.014789,0.10844,-0.34675,-0.0048253,-0.01974,-0.010278,0.20573,0.021644,-0.16577,-0.050599,0.049381,-0.0077229,-0.014359,0.015978,-0.10031,-0.06976,0.027274,0.066829,0.050479,-0.045253,-0.063106,0.088539,-0.0034333,-0.0064143,0.068326,-0.014655,0.038329,-0.030725,-0.027924,-0.0083712,-0.059599,-0.035849,-0.021578,-0.059907,-0.026955,0.015553,0.0025984,0.037443,-0.053212,0.0057558,-0.0072591,0.0068087,0.0085866,0.018198,-0.036841,-0.0056275,-0.0078277,0.024951,-0.0039096,0.041916,0.013034,0.015991,0.027811,0.015524,0.0030343,-0.019501,-0.0040927,0.00779,0.030782,0.00073456,-0.00043376,2.8033e-15
"1101",-8.9644,0.68941,-1.7262,2.1395,-2.2464,-0.21908,1.9269,1.1519,0.85596,-0.87165,-0.65829,0.74305,0.35094,-0.37292,-1.549,-0.10987,-1.7756,-2.0652,-0.86245,2.27,-0.67095,0.74758,-0.40324,0.22323,-0.71816,-0.10634,-0.23047,-0.052929,-0.56149,-0.24899,-0.34997,-0.52012,-0.12815,0.23334,-0.27905,0.043016,0.56615,-0.071637,-0.19244,0.33855,0.15241,-0.233,-0.40946,0.21038,0.19242,0.15844,0.035628,0.23592,0.52055,-0.11852,-0.10907,-0.13672,-0.090685,0.043854,0.061189,-0.093801,-0.089923,-0.02731,0.018176,0.12397,-0.094615,0.048248,0.034992,-0.0069199,-0.068477,0.0073278,-0.0093601,0.063027,0.016036,0.10041,-0.017452,0.0079349,-0.0036897,0.050969,0.031684,0.005799,-0.0085035,0.059926,-0.0257,0.016663,0.035872,0.021318,0.010162,0.0021518,-0.027936,0.020166,-0.025278,0.01927,-0.026657,-0.026461,0.0072363,0.020802,0.01954,0.011528,-0.010664,0.023968,-0.012096,-0.020925,0.0073227,0.0091751,-0.012126,-0.01025,-0.0086118,0.0071668,0.004601,0.015995,-0.0039617,-0.0054668,0.0099837,0.0057761,-0.0031665,-6.9389e-16
"1111",-5.5589,-0.41846,-0.39831,1.4294,-0.36401,-0.80766,-0.61472,0.49691,0.63555,-0.91999,1.2679,-1.3285,-1.3536,-0.38755,-0.60996,-1.2354,1.344,-0.80366,-0.18279,0.029519,0.35667,-0.34202,0.21351,-0.67141,0.66858,-0.54979,0.21746,-0.65129,-0.59359,-0.043409,0.24708,0.028651,-0.56059,0.0049753,0.17063,-0.42614,0.15596,0.048879,0.1718,-0.05093,0.21492,0.27729,0.1101,-0.20691,0.32294,0.15863,-0.32681,0.0095867,0.0018736,-0.15644,-0.087716,0.024862,0.050902,-0.15083,0.17732,0.15986,0.059957,0.28875,-0.076779,-0.020823,-0.0069251,-0.025152,-0.095096,-0.1319,0.0062975,0.013177,-0.0047089,0.042203,-0.12872,0.13549,0.038969,0.038871,-0.0096647,-0.067196,-0.030451,0.061952,0.022819,-0.082229,0.070079,0.018709,-0.051774,-0.003493,-0.0051376,0.017759,-0.049326,0.026995,-0.0043912,-0.0092911,0.0011525,-0.014596,-0.0048304,0.014057,0.039984,0.0091383,0.015478,0.020091,0.0074551,0.00029294,0.0031305,-0.0083222,0.013704,0.0083134,-0.020164,0.0031143,0.0020006,0.0038104,-0.0041804,-0.0064508,0.008763,-0.0005409,0.008118,1.9984e-15
"1151",12.575,-5.2144,-1.587,9.1286,-2.1447,-1.677,-1.3354,1.0908,2.7037,-0.013437,1.2941,-0.35606,-0.75417,0.71074,0.13945,-0.18666,0.44044,-0.44668,0.039417,0.18477,-0.36841,-0.51523,0.84993,-0.38175,0.42608,0.29793,0.11498,0.41793,0.059507,0.18356,0.16339,-0.21748,-0.090781,0.093298,0.35298,0.53847,0.42274,0.17279,-0.0049961,0.058794,-0.11918,0.16686,-0.030888,-0.0078015,0.075639,0.16111,0.14301,0.050271,0.17516,0.048737,0.10944,0.060062,-0.30941,0.16263,-0.055292,0.010576,-0.01517,0.1404,-0.026576,-0.041217,-0.033822,-0.012471,-0.046931,-0.094788,0.03546,-0.049549,0.070407,-0.069777,-0.062922,-0.0059904,0.041162,-0.015223,-0.067162,-0.017251,-0.067664,-0.02741,-0.043291,0.045823,-0.084676,-0.088356,-0.037416,0.064429,0.082182,-0.023206,0.062562,0.058583,0.017573,0.0045582,0.0092177,0.032657,0.013478,0.01352,0.0044489,0.025562,0.041127,-0.042623,-0.003717,0.024318,-0.020141,0.015159,-0.032316,-0.00012527,-0.0046141,-0.0010022,0.01383,-0.016876,0.003143,0.0023218,-0.0075237,-0.0046952,0.0017146,-1.929e-15
"1181",-9.5097,-0.712,-0.30416,5.6831,-0.23713,-1.3276,-0.34615,0.75159,-0.5101,0.022805,1.4476,0.75154,0.60164,0.84752,0.62949,0.77923,0.086405,-0.23083,0.31687,0.35072,-0.46269,0.020568,-0.033789,-0.51573,-0.30799,-0.035532,-0.20426,-0.12554,0.43418,0.06092,0.073975,-0.15914,-0.041835,0.153,0.044982,-0.16776,-0.10662,0.28083,-0.038429,0.16238,-0.13508,0.0056793,0.21545,0.067358,-0.055354,0.1333,0.13483,-0.08842,-0.030089,0.036174,0.10166,-0.1748,0.065291,0.013315,0.058886,0.029686,-0.032684,-0.091971,0.07148,0.012846,0.014307,-0.019243,0.013361,-0.034381,-0.017424,0.031507,-0.010949,-0.014268,-0.039477,-0.0045821,0.038214,-0.029528,-0.072188,-0.060491,0.031858,-0.0093616,0.077424,0.0056928,0.0025561,0.03073,-0.07601,0.018042,0.063386,0.0010677,-0.042408,-0.037169,0.012545,0.008916,0.0043432,-0.0042906,-0.012965,0.02806,0.045224,0.029484,-0.017188,-0.020808,-0.01402,0.038371,0.015798,-0.036158,0.031349,-0.026158,0.035929,0.036255,-0.0030765,0.010678,-0.019876,-0.013206,-0.019686,0.01119,-0.045668,-1.5543e-15
"1191",3.4613,-3.5534,-1.1684,6.9371,-0.86353,-1.9884,-2.2699,0.015845,2.6694,1.2017,-0.9983,0.087227,0.81579,0.36742,-0.57975,1.4998,-0.8158,-1.3237,-1.3217,0.79584,-0.73958,-0.0039644,0.66353,0.032215,0.69588,-0.12567,0.21723,-0.15617,0.35263,0.23589,-0.18594,-0.17734,-0.01518,-0.058935,-0.060755,-0.42149,-0.19444,0.23436,0.075805,-0.094054,-0.2345,0.15172,-0.25805,-0.13252,-0.46729,0.16843,-0.14643,0.096527,-0.084549,0.26928,0.093565,0.058098,-0.028802,-0.05312,0.074711,0.15338,-0.040257,-0.039471,0.010439,-0.0034837,-0.1742,-0.02082,0.0079021,0.087257,-0.063238,0.04929,-0.053546,0.08512,-0.049219,-0.029877,-0.043865,0.083347,-0.037299,0.037685,0.011446,0.020918,-0.031148,0.0022754,-0.0054561,-0.026128,0.015891,-0.0092241,0.0082497,-0.0062131,0.025051,-0.031948,-0.0047395,0.015275,0.072857,-0.040401,-0.068217,0.018488,-0.012942,0.039358,-0.03857,-0.00046422,0.036734,0.0070997,0.025086,0.0060252,0.010169,0.031975,-0.022149,-0.0036624,-0.0039037,-0.021163,-0.0045944,0.0050548,-0.0016592,-0.000664,0.00546,1.1102e-16
"1201",-8.2402,-1.1793,1.2388,4.0598,2.3993,-1.0151,-1.6577,-1.8121,-1.5248,-1.1461,1.4154,-0.77626,-0.19837,0.087861,0.91869,1.3492,-0.22189,-0.72755,1.1144,1.0016,1.4642,0.90114,0.082885,-0.42053,0.3022,0.12762,-0.29866,-0.058861,0.37188,-0.025737,0.025012,-0.22796,-0.33955,0.071204,0.42725,-0.16831,-0.044957,0.086081,-0.035803,0.16229,0.022116,0.02037,0.04223,-0.02787,0.16927,0.32428,0.018562,-0.18531,0.13435,0.035341,-0.075839,0.11929,0.14193,0.020983,-0.10993,-0.015842,-0.035686,0.0025331,0.039612,-0.047393,0.020528,-0.012164,-0.066291,0.21848,0.08161,-0.085785,-0.098369,0.0044715,-0.0566,-0.074789,0.049867,-0.019916,-0.027619,-0.059883,0.061744,0.068541,-0.035119,-0.032734,-0.0038676,0.068169,-0.016182,-0.014894,-0.0086441,-0.068941,0.11162,-0.0081186,0.0038004,0.03716,-0.047153,-0.031979,0.0063325,-0.015714,-0.00015524,-0.0088739,0.011555,-0.0076037,0.0073329,-0.032376,-0.0038675,0.029391,-0.0083136,0.0016801,0.0016891,0.0039622,-0.013723,0.013954,-0.019983,0.0012578,0.0002484,0.023264,0.0071096,-7.2164e-16
"1221",-5.7072,0.59158,-1.702,-0.54535,-0.8248,-0.55993,1.204,2.4821,-0.97159,-0.09042,1.1178,1.9356,1.1354,1.1828,0.076983,0.78811,-0.13518,0.11582,0.30173,0.50748,-0.095563,-1.1237,-0.29843,-0.53382,-0.34476,0.12133,-0.44039,0.1105,0.46381,0.063053,-0.16763,0.21508,-0.13375,0.0066336,-0.20062,0.014439,-0.079821,0.032808,-0.18829,0.041584,-0.070357,0.22723,0.086328,-0.10573,0.03364,-0.0904,0.087953,-0.1466,-0.13533,-0.089055,0.12162,-0.12765,-0.14058,-0.039744,0.0095018,0.061665,-0.025836,0.080868,-0.011161,0.04444,0.024675,-0.013385,-0.12475,0.12724,-0.038856,0.05352,0.024916,0.0035871,0.031307,-0.0021551,0.10977,-0.027372,0.0053383,-0.020081,0.029085,0.037927,-0.0080415,-0.005702,-0.011047,0.036648,0.046774,-0.068928,0.046781,-0.06965,-0.022567,-0.039108,0.01886,-0.06941,0.011251,-0.033984,0.020431,0.034404,0.01445,-0.024943,0.0050952,0.02638,0.013944,-0.018289,0.039551,-0.0083092,-0.064035,-0.010826,-0.019729,-0.017214,0.042774,0.0015872,0.015723,0.00087205,-0.0066605,-0.020561,-0.0034305,1.9845e-15
