"","X0.861721","X0.881761","X0.901801","X0.921841","X0.941881","X0.961921","X1.002","X1.02204","X1.04208","X1.08216","X1.22244","X1.24248","X1.26252","X1.28256","X1.3026","X1.32264","X1.36272","X1.38276","X1.4028","X1.42284","X1.44288","X1.46292","X1.48296","X1.503","X1.62324","X1.68336","X1.7034","X1.98396","X2.004","X2.02404","X2.04408","X2.08416","X2.1042","X2.12424","X2.14428","X2.3046","X2.32464","X2.34468","X2.36472","X2.38476","X2.4048","X2.48496","X2.505","X2.76552","X2.78556","X2.82564","X2.84568","X3.18636","X3.34668","X3.66732","X3.78756","X4.12824","X4.14828","X4.28856","X4.3086","X4.4088","X5.19037","X5.25049","X5.27053","X5.33065","X5.35069","X5.37073","X5.39077","X5.41081"
"831",1.34038295555453,-0.261520255791598,-0.368952601656151,-0.338344331213468,-0.433898362766449,-0.379904821918322,-0.463418924139865,-0.51036128087868,-0.595705950230307,-0.467951000307705,0.952948497626258,0.620586928574467,1.06529098730682,1.94775186055589,1.73652488489623,1.63049255364981,-0.889409061049199,-0.988520748515918,-1.05201070498191,-1.05950016162733,-1.20233073551203,-1.41068805136256,-1.78510073178981,-3.1786068326746,1.361104487319,0.299232689527064,0.384185530151365,1.35671248289045,0.240843727486993,1.06222354079453,-0.104932428774621,0.174569686052327,0.121313331615026,0.216046595670522,0.216046595670522,0.274673574445138,0.620196203740257,2.25866524338923,-0.181095211765514,-0.399430858656204,-0.171577451297673,-0.19683922446568,-0.0998583945112842,0.831528330053565,0.148677787190771,0.0418499812802034,-0.0139977329177585,-0.10515453178291,1.3490368891947,0.423631727678769,0.527958286856183,0.192462034158113,0.270636096943295,0.220378259028898,0.00544692143121841,0.418068507963506,0.114000663525667,0.235256269559063,0.081405412416743,0.705336856433015,0.904382560595224,0.545685029090083,0.193408824383951,-0.201133528371782
"891",0.458234021412601,2.5904673707166,1.52241799443595,0.962013067230523,0.993350949878631,1.87324621558707,0.971213329335884,1.54220538628972,2.3836293342983,1.74700411888538,-0.88965830037813,-3.75854686239954,-5.40664274563814,-3.60735622051667,-0.841592955349448,2.75716386843298,1.01252438545311,1.01971648740472,1.38588502674005,1.23822546587039,1.22965149078976,1.10900942641066,0.916573080951729,-1.46847018902004,1.50677247539652,1.35561934373232,1.29724314241275,-3.17088488373548,-0.110335333818695,0.926350046847676,0.253262211545311,-0.242618133102379,0.934573061816569,0.937546618743771,0.937546618743771,-4.57460110333158,-0.582844137536244,0.534338204385345,1.04096880133221,0.153668854408074,-0.0817513991011334,0.800250262754257,0.266847545170849,0.634877331434831,0.623618304763632,1.60934110756355,1.07712285565263,0.741222746608918,0.544650127624249,-0.874818625329002,0.0401038223510384,-1.53901126223241,-2.84434993081674,-2.88838862977665,-1.349343513275,0.00901402051921268,0.108486761514348,-1.31644819236364,-1.34034727989304,-0.613628752679505,-0.996998621859041,1.03805570259144,0.909578907445379,0.772827357933036
"901",0.458556864000704,0.373627167763871,0.467788625526402,0.445668487145404,1.35415933114552,0.544597101903954,0.252271077799898,0.336666270593205,0.427987201496007,0.391314910071289,0.689178590069235,1.40423878862997,0.148781373034872,-0.0180622680050402,0.614268064136981,-0.279670028110059,-0.222115780098522,-0.072888707872461,0.0903687769107794,-0.236227894365556,-0.313457108550288,-0.473581778842047,-0.85947067271339,-2.52252614533122,0.0305217210242155,0.453082734487256,0.195855631990927,0.949935477398733,-0.34390857681184,-0.546250172658573,0.00212054465980695,-0.333089201334072,-0.285334212910339,-0.349434263048048,-0.349434263048048,-0.499594965558398,-0.455674827433559,-0.873310860275662,-0.193187576154567,-0.0291859925986312,-0.143449133627551,0.398981598909895,0.0920925116433037,-0.375614517740168,0.283037370162799,-0.150241224279533,-0.0522092810244289,0.322136798167898,-0.351955048797859,-0.446813211377031,-0.0209199307990418,-0.111874602820296,-0.216501062039815,-0.106024062567779,-0.16604395684267,-0.139652600621488,0.231188101684629,0.0112416131750789,0.123576350963351,0.313008770320657,0.410526796112557,-0.339169656863343,-0.199056906676915,-0.327586514434474
"1001",1.2681568254032,-0.405434092221268,-0.61015386571659,-0.505731936581646,-0.141261223591809,-0.139319308141655,-0.194958511442122,-0.169622141219378,0.0179387374676745,-0.0783028571729063,1.55497074727593,0.595289235197529,1.45989208677578,1.33269476083706,0.485185710608919,0.508135529640389,-1.04830934607289,-0.989015575558193,-1.03129647451308,-1.00100687515634,-1.16941174077897,-1.34752686164355,-1.70580273626793,-3.14001169067585,-0.0919421245687484,0.487559032803151,0.439998553835537,0.785015261744438,0.0621397560873018,1.23546921796144,0.21904064258295,0.404606931139295,0.492808509850494,0.403913737443674,0.403913737443674,0.933983854509376,0.257163406473518,-0.0150366794765205,0.0540512883183801,-0.301292453881595,-0.255769094162964,-0.138861977653758,-0.0665352170062049,0.91807232369571,0.398741433209129,1.09870942584303,1.08620035345604,-0.0303721694542296,-0.429827856735859,-1.25045602579437,-0.156306714599917,0.224416446142156,0.611807358376177,0.789287139075741,0.236737592592164,-0.172101300104852,0.0372487502706929,0.37953537505489,0.416164493874269,0.708172558472595,0.859480476608875,1.46050594965167,1.21717050495522,0.805676566728844
"1101",2.88984067750796,-1.48611628044038,-1.14294084349914,-0.81936681749132,-0.690832660877356,-1.16210342751918,-0.800112103573556,-0.913594992547055,-1.27946658656204,-0.956036476211892,-0.848380296705904,1.96280571740047,2.51268724917105,3.43838511598156,2.09865810271758,1.09031342005939,-0.809026983858452,-0.989014225086511,-1.18509331445553,-1.29007899801386,-1.38183586938399,-1.58629054103822,-2.05414410689256,-3.24704659238872,0.102982600832133,-0.118424967963585,0.0093427184618499,1.9922760677261,1.09364876636262,1.59444950806067,0.640610290165063,0.137102804247902,-0.106604998394353,-0.0669726879854302,-0.0669726879854302,0.869514149282579,0.258237801913905,0.408763692414994,0.15758672385565,0.0226012046690293,-0.0224504198880637,-0.286320082985461,-0.030669258240701,1.05758100377482,0.54023599646695,-0.233482209494926,-0.202917995611288,-0.2956506041201,-0.522948040129987,2.28651288860668,-0.272863375012369,0.178677235154569,0.56623091230313,0.205276457354695,0.339779874460644,-0.135079892384201,-0.00830771226228548,0.0098993970002204,0.264627420233266,1.35760780564699,1.8713915763718,1.26930712903876,1.10027764679172,0.260304499622651
"1111",0.456408362517868,-0.524696224016932,-0.268954577433705,-0.407850683094322,-0.242303138247356,-0.438695217180555,-0.329039676051105,-0.250326895267397,-0.176873991804051,-0.436119164397341,0.236524248902661,2.55344738459312,2.22797943864701,1.95738637896616,1.93441372994821,0.490802003159124,-0.190049282894354,-0.0775441708095263,-0.288138781831943,-0.421162569669629,-0.555056950826589,-0.787225925924614,-1.26873834053548,-2.84272475434781,0.530028612635567,-0.0140586253755418,-0.0979158779573592,1.82193690828687,-0.347174554806264,-0.204333120534734,-0.198044054977269,-0.226734972908643,-0.372835191122621,-0.290852475606013,-0.290852475606013,1.06921353067701,0.187919022924261,0.370350421473152,-0.674757587494553,-0.268473972171528,-0.0635982232342783,-0.153923530568085,-0.131662557444757,-0.0756162405850192,-0.119091351790879,-0.598487169428123,-0.562041342665719,0.0222579082151458,1.00001761999609,-0.175896845083705,-0.162272078871492,0.362746709633034,0.656788094044425,0.778917102085024,0.139295195166118,-0.0414109512984615,0.339358825553506,0.435189079163143,0.298532380001155,0.440626551836873,0.919880410384127,-0.443425435251851,-0.284191183184515,-0.369545268585041
"1151",-1.72174644131165,-0.160915462171514,0.31137821681537,0.153977777952596,0.223396136416041,-0.130646388737668,0.131694891128697,0.110890797756221,0.0838498624813198,-0.216509534723818,-4.71385581440028,-0.904414924705357,-0.249140092481333,-1.49952686732372,-1.46841039188177,-2.21587803226473,2.09790681349539,2.25645336690467,2.21811739251324,2.46839173989215,2.83247750214212,3.48440291133282,4.92097886743503,9.7224840622465,-2.81035652707786,-1.76652614757261,-1.5536353071832,-0.229313967714205,-1.48686428008049,-2.36285809302257,-0.701867795324181,-0.556473917796945,-0.935859108622795,-0.770038714825738,-0.770038714825738,1.27495175540854,-1.65118410930975,-2.54490992553913,-0.264475832843496,0.420018569306163,0.418895259891475,-0.0459543899816382,0.114742818662497,-1.57403126168501,-0.799625570933288,-1.21067440083796,-1.02362509547031,-0.107940331520456,-0.950549409919694,-1.38790412254147,-0.28361290324013,0.20487270836261,0.950153071589496,1.07147518100904,0.531736041070789,-0.171357847107961,0.047080966021811,0.415538886873086,0.577059822113818,-1.07365906972467,-0.933293136468801,-2.09219489701487,-1.48520257206141,-0.789031669364807
"1181",1.29587840452583,-1.35426126022773,-1.05822945474772,-0.899796074606317,-0.435279863901274,-0.786324530847156,-0.706136336107655,-0.837710357275455,-0.9776456454113,-0.836788262536454,0.759721436455338,2.39625266098303,3.94003400538353,3.64003901642306,1.04041006852639,-0.57714748656026,-1.08567450836794,-1.15023173358483,-1.27196473674844,-1.22446135168672,-1.33959244575238,-1.53011398022059,-1.92475981299028,-3.20980574509835,-1.11237286457293,-0.443007189384353,-0.391904801066342,2.37400044259455,0.392462935719301,1.0909887520277,0.297852944883345,0.0976312305710982,-0.323222824337615,-0.221836152920044,-0.221836152920044,3.54681023252736,-0.0742317016406123,-1.12549683987902,-0.653860704765485,-0.118215939594146,-0.0745891434369334,-0.22036360599872,0.0513005257650958,0.820294827168661,0.15938758607883,-0.387406502001635,-0.302875148142908,-0.247368717156829,-0.513487417761934,-0.327153136775262,-0.282916094265087,0.884147810270849,2.14329973167613,2.23437744724834,1.0766952673968,-0.0946236944105619,-0.0341610643195997,0.990436640548346,1.30047932289538,1.17963304603916,1.48216034509441,0.796534039108968,0.616055846112559,0.122064504105862
"1191",0.540860215424653,-0.623874338696314,-0.359284904925154,-0.127106847650917,-0.185909979406523,-0.508578404629115,-0.0872140388314826,-0.2889741988836,-0.501166978030182,-0.440694649416257,-0.851412423266235,0.55948762929467,0.862350837072226,0.8602988608848,-0.677400726595453,-1.28013805854638,1.15856573584765,1.15438613298546,1.19222573252505,1.33683429119348,1.61005389517191,1.98593125461236,2.59112689092461,3.4245216763004,-2.90687076588566,-1.67592530013758,-1.80646194162563,0.151415223670073,-0.234546359962332,-0.283337978495019,-0.246199531986483,-0.290370757401495,-0.952394624569699,-1.03105874963958,-1.03105874963958,1.47079807377342,-1.01743321735034,-2.83098802413131,-0.755714059927984,0.170969438083882,0.0385154177708901,-0.0713747520746985,-0.0196261849789826,-0.0942182636661719,-0.261907451651697,-0.844415268647404,-0.710649816951788,-0.108840988197724,-1.02345137324899,0.546427871740612,-0.249700209908557,0.270910864635456,0.927790933751006,0.847264873992797,0.813744115638304,-0.178441644836666,-0.0581443259028437,0.302445160477013,0.702911733501992,0.146889375824963,-0.149500325674009,-0.358867544398688,-0.358240663845122,-0.435974073529842
"1201",0.0589108515953379,-0.912719415487724,-0.629349395821397,-0.564358238491961,0.579745606057852,-0.207154692915972,-0.450095715183391,-0.543424141236828,-0.681764238604843,-0.617382735590647,3.73088151850925,2.78088729812491,3.53674084150347,2.33775446862362,0.387975237920032,-2.01427124898243,-1.10541235807343,-1.03190585667211,-1.09710781771294,-1.0928902798812,-1.23453778397933,-1.4400195212723,-1.85438585044765,-3.18598748302964,-1.14653963972676,-0.177796895001489,-0.137675234587565,2.34090788352314,-0.528340741335562,-0.201207262875423,0.0712348057126114,-0.165480318952066,-0.240661351565847,-0.184522653210927,-0.184522653210927,2.62561198615276,-0.299207825635902,-1.51551448451946,-0.796643100214727,-0.133875786770756,-0.0233144035745039,0.00376361912876911,0.176228293446246,-0.130873721650337,0.157599224943033,-0.436119888269366,-0.300278995508253,-0.137941291341713,0.676320216817648,1.51195471088633,-0.224481398414675,0.71548652517123,1.41759752171665,1.61317938598447,0.459578053002748,-0.154612990733124,-0.000585761404188909,0.712619726532899,0.850861914669782,0.708611893542484,1.08192065893874,-0.0987939146978556,0.0780507357846761,-0.102572197111014
