"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102"
"1511",6.9558,-1.6242,-4.3114,-1.3256,-3.7514,-1.3309,-0.92564,-0.77243,-0.14621,0.23013,-1.555,-1.14,-0.10293,-0.29212,-0.11361,0.16394,0.10259,0.87186,-0.52289,0.090792,-0.29293,-0.089077,0.045905,0.37814,-0.15407,-0.087259,0.076107,-0.31795,-0.14249,0.27761,-0.058817,-0.0051387,0.16001,0.18659,-0.29352,0.20443,-0.1576,0.20077,0.12524,-0.065862,-0.043883,-0.15811,0.12446,-0.0053781,0.015938,-0.094363,0.050205,0.017158,-0.29431,-0.030544,0.13311,0.053541,0.045548,0.012093,-0.12854,0.041853,0.16887,0.039566,-0.12087,0.059979,-0.034346,-0.068976,0.0089561,0.031374,-0.0917,0.031992,-0.073919,-0.011305,0.055353,-0.022763,-0.014818,0.055762,0.0095697,0.052757,0.029998,0.062127,0.051113,0.019202,-0.00033735,-0.030341,-0.02172,-0.030273,-0.044024,-0.025896,0.046613,0.02513,-0.037589,0.042217,-0.056226,0.057032,-0.0032839,-0.018973,0.010345,0.0063425,-0.045514,-0.016581,0.027208,0.0057003,-0.00086924,-0.033427,0.0076698,5.9674e-15
"1581",5.1434,-4.0349,-2.684,-0.70832,-4.7126,-0.55365,0.87976,0.18986,1.0328,-0.38944,-0.54635,-0.85871,0.53119,0.3194,-0.31961,-0.23042,-0.53527,0.49761,0.40976,0.11174,-0.54233,-0.10928,-0.1974,-0.00070071,-0.31802,-0.48333,-0.012992,0.2774,0.058626,0.3627,0.3903,-0.11919,0.0015758,0.17965,-0.37483,-0.1902,0.051436,0.073871,0.12331,-0.039682,-0.10506,-0.07371,0.29745,0.041842,0.057022,0.049584,-0.17881,0.064629,0.033435,-0.10513,-0.013938,0.093797,0.029027,-0.26918,-0.075426,-0.012683,-0.054299,-0.13111,-0.049555,-0.03041,0.0019141,0.033708,0.077927,0.052073,-0.085337,0.0022886,0.0285,-0.034906,0.081433,-0.021714,0.035375,-0.071268,-0.084511,-0.020934,0.022841,-0.098411,-0.02822,0.044939,0.024027,-0.089275,0.039018,0.045034,0.0046898,0.081995,-0.0028362,0.011219,0.010909,-0.033696,-0.0058355,-0.0022087,-0.010246,-0.025163,-0.028342,0.0029893,0.0091581,-0.0083095,0.01443,0.026071,0.030348,0.0042581,-0.002302,1.02e-14
"1771",-3.3446,3.8669,5.0693,2.3511,-0.12418,0.99398,-2.0065,-0.22785,0.85278,1.8095,-0.24746,1.1146,-0.63769,-1.5634,0.73962,0.33132,-0.026613,0.13504,0.6252,0.61917,-0.34376,-0.82979,1.0374,0.6664,-0.061419,-0.022552,-0.42925,-0.082696,-0.13893,0.13792,0.24119,-0.19632,0.49787,0.22942,-0.16781,0.15091,0.27294,-0.054695,0.039187,0.069035,0.045201,-0.24128,-0.11307,0.062007,-0.02133,-0.067139,0.3552,-0.3156,0.082529,0.049657,-0.031717,0.090274,-0.10323,0.06854,0.13412,-0.081946,0.0094956,0.25651,0.018758,-0.048996,-0.017265,-0.081034,-0.099836,0.090319,0.019484,-0.04076,0.051577,-0.095978,0.038893,-0.06424,0.036153,0.0093408,-0.0050591,0.025894,-0.091775,-0.032151,0.024026,0.044572,-0.012643,-0.0051786,0.02027,-0.0062438,-0.01379,0.036141,0.0136,-0.0051469,0.022342,0.020569,-0.0018165,-0.023004,0.0095693,-0.0059025,-0.025087,-0.0043157,0.0016427,-0.010658,-0.0082134,0.005975,0.0086818,0.0041056,0.015643,-5.107e-15
"1821",5.6602,2.296,-0.67973,2.2381,-3.2499,-0.019494,1.3291,-0.13124,1.0363,0.50029,-0.52631,0.62076,0.20012,-1.1986,-0.17386,0.10702,-0.20709,0.71022,0.5162,0.42372,-0.4037,-0.075,0.12606,0.15719,-0.030862,0.14707,-0.0036675,0.079291,0.36564,0.56115,0.16679,0.057137,-0.037556,-0.29763,-0.16076,-0.021032,0.05316,0.015074,0.18073,-0.11353,-0.14779,-0.088746,0.027712,0.21785,-0.067762,0.17102,0.011863,0.063997,0.070027,-0.058836,0.19673,0.16713,0.071354,-0.089181,0.10149,-0.029897,-0.050151,-0.001109,0.077366,0.016922,0.0035552,0.070062,0.041024,0.11267,-0.0094818,-0.10809,-0.012629,-0.070499,-0.023135,-0.0068887,-0.051182,-0.013208,0.053448,-0.015686,0.070511,0.034375,0.020305,-0.070429,0.067528,0.024006,-0.0064053,0.0059632,-0.012882,-0.018094,-0.00084865,0.0042082,0.042653,0.0062932,-0.0262,-0.047959,0.029149,0.029773,0.02065,0.060143,0.00051617,0.042778,-0.0075383,0.013404,-0.03173,-0.021842,-0.01854,-6.1756e-16
"1941",1.8949,5.7485,2.1982,1.6891,-4.6864,0.58495,2.273,-0.071607,0.85862,0.69351,-0.11192,-0.34031,0.47832,0.59457,0.18785,-1.4284,-1.3937,0.11926,1.3081,0.43055,-0.030831,0.1896,0.1834,-0.65209,-0.16549,0.23888,-0.20379,-0.52016,-0.37299,-0.30489,-0.13985,-0.15072,-0.25786,0.084549,0.61614,9.3184e-05,-0.29353,-0.37374,0.090057,0.0030256,-0.10163,-0.35321,0.1365,0.019614,-0.20271,-0.13254,-0.11337,-0.027685,0.1288,-0.05081,-0.17655,0.007571,-0.26006,-0.11961,0.0024209,0.046277,0.019752,0.070569,-0.2172,-0.10997,-0.080195,-0.049749,-0.050656,0.0053851,-0.070531,0.11516,0.016888,-0.067785,-0.072267,-0.008028,-0.01091,-0.0075742,0.046473,-0.047885,0.0046207,0.03861,-0.022872,-0.048879,0.017858,-0.01247,0.0059004,0.0025192,0.027706,-0.030618,-0.022823,0.0097099,-0.01622,0.028581,-0.017461,-0.0088893,-0.016955,-0.0035947,-0.0055949,-0.0053072,0.0032894,0.012012,0.0092303,0.0086474,0.00092962,0.0036209,-0.0023218,1.6612e-14
"2031",1.0685,5.721,3.9173,5.4195,0.58332,1.3208,0.13941,-0.010956,0.24271,0.5024,-0.078513,0.86606,0.12092,-0.052882,-0.61156,-0.53851,-0.09856,-1.2011,0.20977,1.0913,-0.06924,0.35272,0.73221,-0.20964,-0.094522,0.11401,0.32894,0.77751,0.0014312,-0.41469,-0.30562,-0.27037,0.24232,-0.16033,0.092228,0.34896,0.079272,0.006339,0.053682,-0.057326,0.0081297,-0.099188,0.10756,-0.15532,-0.029936,0.11482,-0.13709,-0.17561,-0.036789,0.18127,-0.066351,0.054007,-0.026043,0.086139,-0.0097504,-0.014489,0.042692,-0.080939,-0.040733,0.064784,-0.0030645,0.18187,-0.020949,0.082313,0.026149,0.021568,0.0028043,0.067266,-0.005554,0.012278,-0.062183,-0.0061238,-0.016832,0.01089,0.033108,-0.049947,0.020435,-0.032068,-0.049916,0.062688,-0.050351,0.0071449,-0.019111,0.063008,-0.010991,0.010287,0.013074,-0.0012251,-0.0036421,-0.0070772,0.0010658,-0.065516,0.028262,-0.0043824,-0.028755,-0.017968,0.038887,0.019252,-0.017935,0.0036904,-0.011337,2.4702e-15
"2041",5.4115,-5.9444,-2.916,3.2162,-4.3403,-0.66323,-2.8985,0.2325,0.29181,0.42055,1.4925,-0.60377,2.377,0.060136,2.7221,1.8216,-2.004,-0.81682,-1.769,1.5196,0.49957,0.10176,-1.3878,-0.59241,0.28195,1.1015,-0.072211,-0.45698,0.90042,-0.69036,0.56962,-0.42381,0.13884,0.028752,-0.26661,0.036874,-0.069752,-0.16517,0.018923,-0.053481,-0.10003,-0.057796,0.034541,-0.0065076,0.041737,0.0057035,0.044368,-0.033834,0.025352,0.031342,-0.040252,-0.0073755,0.0052275,0.015256,0.015237,-0.016259,0.0091995,-0.032763,-0.0056098,-0.0039871,0.0079985,0.0031049,0.00066831,0.011378,0.0098879,-0.011444,0.010443,-0.011017,0.0019536,0.0018939,0.0014602,0.0086051,-0.0075668,-0.00020473,-0.0019113,0.0037192,-0.0019584,0.0021844,0.0010567,-0.00051127,0.0017718,0.0023995,-0.00080457,-0.0031429,0.00080717,0.00094759,-0.0003216,-0.002603,0.001631,-0.0012016,0.0023239,2.385e-05,0.0011339,-0.00063357,-0.0012692,-0.0010165,7.128e-05,0.00078696,-0.00047396,-0.0015265,0.00027777,1.138e-15
"2071",5.5139,4.4061,-0.33504,2.0324,-4.9585,-0.042829,0.80075,-0.99381,0.862,0.48224,0.047281,-0.045115,1.0367,-0.99501,-0.80038,-0.37783,0.16655,1.2352,-0.22521,-0.14407,-1.0943,-0.27545,-0.56844,-0.28258,-0.35155,0.90086,0.13965,-0.070788,-0.30072,0.14193,-0.21615,-0.054353,0.061772,0.19577,0.31207,0.066028,0.33343,0.045985,0.27433,-0.1039,-0.13486,0.1535,-0.083204,-0.027725,-0.11413,0.25114,0.18949,0.069103,0.089218,0.24822,0.05257,-0.11101,0.0087159,-0.20292,0.079259,-0.043936,-0.13165,-0.16247,0.030899,-0.066008,0.074849,-0.036779,-0.059613,-0.087113,-0.0042337,-0.018606,-0.027856,0.046244,-0.0062333,-0.070614,0.029939,-0.0099958,0.050198,0.010557,-0.021732,0.0096253,-0.088024,0.039291,-0.057224,0.010325,-0.00703,0.018149,-0.043787,0.004291,0.023723,-0.011746,-0.032321,0.015363,0.0042054,-0.00066729,-0.018641,-0.012689,0.036053,-0.013365,-0.012254,-0.022511,-0.03975,0.011764,-0.0092871,-0.004647,-0.00020365,1.1623e-15
"2101",5.0376,4.4418,0.085913,2.5471,-2.9223,-0.77166,0.92786,-0.27762,0.029066,0.44131,0.67054,0.060775,1.2732,-0.26364,0.15874,-0.045447,-0.26254,-0.007499,-0.42633,-0.63499,-0.643,0.015322,0.12973,-0.27188,0.34946,0.042386,-0.23163,0.15527,-0.29744,0.020454,-0.23306,-0.013477,0.2571,0.079897,-0.13988,0.1426,0.18185,0.082814,0.079729,0.34265,0.14194,-0.21213,0.2002,-0.012544,-0.057587,-0.021934,0.059727,-0.00099382,0.033996,-0.071131,0.018132,-0.018084,-0.00026715,0.054486,-0.096568,0.067723,0.094759,0.020272,0.05406,-0.0238,0.028315,-0.066936,0.00080471,0.055072,-0.014392,-0.019413,-0.026099,-0.0213,-0.0063551,-0.059734,0.064366,0.0077117,0.0023931,-0.030694,0.10473,0.0049759,0.0098193,-0.043125,0.0077813,0.071489,-0.0094721,-0.0056394,0.0096862,0.011852,-0.03399,0.061905,-0.012274,-0.052011,0.025596,0.031612,0.0035553,0.036856,0.053904,0.04046,0.032474,-0.042314,-0.0022097,-0.021404,0.03038,0.025584,0.020967,-5.8703e-15
"2151",-4.6973,2.1012,5.1931,0.98041,-3.8485,0.98738,-0.81255,-2.1442,0.6515,0.04571,0.38513,-1.0675,0.37122,-1.7054,0.47974,-0.21635,1.041,-0.19752,0.31646,-0.058085,-0.35772,-0.24919,-0.11538,0.15465,0.036368,0.40474,0.39413,0.056269,0.29513,0.042657,-0.031081,0.029674,-0.14131,-0.1933,0.0020041,-0.061058,0.49149,0.31409,-0.097434,0.038301,0.10766,-0.12559,-0.20511,-0.012155,0.039725,-0.15341,0.05531,-0.083649,0.077337,0.011247,-0.049314,0.12506,0.016028,-0.096197,-0.051728,-0.0035469,0.14346,-0.017043,-0.024177,0.075206,-0.038299,0.058263,0.15886,-0.085126,0.13582,0.095457,0.048297,0.050016,-0.01122,-0.019131,-0.059387,-0.009548,0.058696,-0.058493,-0.01795,-0.071477,0.0053794,0.0017218,0.073322,-0.0399,0.017183,-0.023393,-0.010434,0.0073789,-0.070528,0.019342,-0.03951,0.03221,0.0037124,0.015899,0.011497,0.032419,0.0053359,-0.017099,-0.039082,0.014395,-0.0045355,-0.020934,0.018196,0.0019937,-0.010664,-6.5919e-15
"2171",-14.512,-13.139,15.231,-6.1583,-3.5391,-10.949,-1.4697,-4.5946,-0.7995,2.3278,-0.2331,5.2055,-0.17676,-0.0041973,-1.5441,0.36621,0.21937,0.088065,-0.48797,0.73146,-0.22088,-0.11499,-0.51097,0.062587,0.51666,-0.42909,0.4202,0.013811,-0.25751,-0.38734,0.29636,0.0056688,-0.12826,-0.25661,0.17731,-0.070586,-0.13262,0.21278,0.11247,-0.10576,0.062442,-0.0090142,0.043361,0.046532,-0.026047,-0.017048,-0.041393,0.11874,0.0058807,-0.040525,-0.040507,-0.027332,-0.0051205,0.04821,0.064247,-0.00010798,-0.016823,0.025826,-0.032673,-0.013185,-0.019628,-0.010476,-0.005649,0.0042143,-0.021803,0.009665,0.016554,-0.011703,0.005824,-0.002891,0.0075679,-0.0050471,0.0054357,-0.0035285,0.0088998,-0.0038179,-0.00010024,-3.7052e-05,-0.0020949,-0.006139,0.0015808,0.00085573,0.0046456,0.0034739,-0.0015512,-9.6087e-05,-0.0038936,-0.0042444,0.0025654,0.0018223,0.0017369,0.00038998,0.0026218,-0.00095706,0.001914,-0.0022305,-0.00060608,-0.0020409,-0.00054177,0.00042337,-0.00066228,-5.7732e-15
"14",5.8439,-7.0565,-2.9241,8.8841,-1.2224,2.5594,3.6063,-6.6555,1.7608,0.28263,-2.3553,-0.086151,-0.67199,0.7711,-1.1476,1.5895,-0.35674,-1.1205,-1.1717,0.75217,0.29839,0.26939,0.98579,-0.038964,0.014791,0.1267,-1.0104,-0.26808,0.063321,0.31833,-0.4149,0.35143,-0.24427,0.0025102,0.13248,-0.024926,-0.10267,-0.11211,-0.12291,0.15445,0.071014,0.16434,0.11424,0.20178,0.29786,0.088981,0.11433,0.062316,-0.18998,0.10363,-0.046452,-0.048743,0.043898,-0.095522,0.017784,0.12606,0.067683,0.030058,-0.0027576,-0.079242,-0.072116,0.030665,0.021482,-0.02193,0.063661,0.049125,-0.012061,0.0026147,-0.017742,0.0015263,0.0072723,-0.024326,-0.0031014,0.017828,-0.015312,-0.0085559,-0.015557,0.0092798,0.0081174,-0.018326,0.010878,-0.0040949,0.014441,0.0088145,0.021239,-0.0057152,0.022607,-0.007766,-0.0032615,-0.0086788,0.012331,0.015813,0.0098027,-0.0094487,0.00062117,-0.0066875,-0.0018743,0.0017519,-0.0011753,0.0063219,-0.0016827,5.2736e-15
"31",-3.4882,3.4207,3.7598,4.157,-3.1061,0.6452,1.5931,-2.2098,-0.92841,-2.8734,1.5893,0.61228,-0.33758,0.04437,0.99051,1.0827,0.64208,0.060468,-0.62803,-1.1822,0.086494,-0.71152,-0.18195,0.42258,-0.96919,0.34002,-0.34875,0.35765,-0.41389,-0.20669,0.15478,0.080614,-0.089514,-0.060503,0.075087,-0.1644,-0.3059,0.076619,-0.26955,0.064536,-0.13781,0.062072,0.031545,-0.14529,-0.22872,0.042174,-0.25702,-0.039798,0.15664,0.035932,-0.021312,0.031985,-0.19076,0.10435,0.02934,-0.087553,0.08444,-0.09267,-0.067969,0.0099642,-0.10883,-0.00035299,0.11911,0.10071,-0.049927,-0.0065265,-0.03691,0.03878,0.10381,-0.074548,-0.027071,0.01853,0.011666,0.0032862,-0.066936,0.040359,-0.0062346,0.0015783,0.013682,0.030426,-0.023561,-0.0089641,0.017894,0.023965,0.059753,0.019464,-0.012395,-0.01724,0.013821,-0.037993,0.0071635,0.0097086,-0.022659,0.010756,-0.0055286,-0.0044536,-0.013261,-0.019102,0.0026184,-0.0073318,-0.010101,7.494e-15
"61",6.8862,4.0283,-2.1955,4.0787,-1.2196,-1.2371,0.43779,-0.4911,-1.7558,-1.5217,-0.099997,0.047824,0.067925,0.2349,-0.59662,1.233,-0.23562,-1.5396,0.19774,-0.36501,0.68697,-0.52469,-0.40393,0.054584,-0.31907,-0.6388,0.36998,-0.12226,-0.10847,-0.13405,-0.34309,-0.043434,0.20071,0.088686,-0.061679,-0.10713,0.015123,-0.14055,0.1425,-0.0045548,-0.061501,0.093177,0.14854,-0.20483,-0.24176,-0.06009,0.14889,-0.014849,0.10765,0.019156,0.27412,0.21374,0.17481,-0.14394,0.2679,0.017022,0.12274,0.059813,0.0025902,-0.0048876,-0.045283,-0.10443,0.0053499,-0.11675,0.039055,0.0018986,-0.046663,0.01204,0.0049934,0.0090385,0.057565,-0.037242,0.016773,0.024862,0.10273,0.0078048,0.047535,-0.032263,-0.040428,0.013658,-0.0034328,0.0099946,-0.005622,0.01895,-0.011466,-0.011999,-0.0081817,0.035246,0.047306,-0.0096139,-0.03007,-0.011218,-0.021787,-0.014123,0.001676,0.036108,0.010939,0.0073608,0.018655,-0.00081092,-0.00036281,-3.0531e-16
"81",6.4185,5.0904,-0.99784,2.8178,-2.3656,-0.60315,0.60872,1.2731,-0.55266,-1.3001,-0.03402,1.0178,-0.607,0.28956,-0.8646,-0.10947,-0.06695,0.87059,-0.70919,-0.20564,-0.090548,0.15956,-0.21935,0.1666,-0.022115,0.25044,-0.19898,0.57103,0.61495,0.44262,-0.18725,-0.018122,0.092128,-0.085979,-0.041394,-0.36403,0.26684,0.13374,0.093024,-0.35139,-0.22428,-0.10946,-0.13226,-0.2748,0.092996,-0.13869,0.17078,0.082952,0.031251,-0.13653,-0.14133,-0.061747,0.060217,0.11178,-0.0026845,0.041374,0.047719,0.03111,-0.10172,-0.042907,-0.094834,-0.00042235,0.0053131,-0.012178,0.052869,0.02497,0.045238,0.034543,-0.087881,0.0017671,0.073716,-0.0011175,0.00070202,0.049289,-0.05498,-0.029703,-0.0077477,0.0076644,-0.031212,-0.026018,-0.10943,0.081518,0.056789,-0.031144,-0.0023999,0.014605,-0.0046564,0.00084586,-0.017228,-0.020716,0.01299,-0.0078574,0.0078212,0.018873,0.02453,0.014681,0.022338,-0.005624,0.0087216,-0.012705,0.017929,-2.6923e-15
"161",4.0597,-1.467,-0.25695,0.99306,-2.3982,0.58815,-0.0039041,0.61969,-0.64288,-1.1435,-0.011871,-1.2807,0.076654,2.158,-0.029491,0.2776,0.0070953,0.89395,-0.54654,-0.57811,-0.44028,0.62861,-0.6367,-0.09379,0.47037,-0.61132,0.076161,0.47411,0.12675,-0.030546,-0.24231,-0.27895,0.10187,0.10052,0.52001,0.47675,-0.37054,0.20236,-0.3043,-0.32905,-0.13871,-0.11004,-0.28826,-0.14371,-0.094363,-0.029089,0.093537,0.21676,0.031142,0.0048276,0.057723,0.032746,-0.078566,-0.036834,0.091806,0.031897,0.16801,0.16645,0.054112,-0.091535,0.0067678,0.1404,-0.059977,0.049885,0.041166,-0.12501,0.027887,-0.052949,-0.020017,-0.0013443,-0.083664,-0.0003969,0.038143,0.0090914,0.032978,-0.053387,-0.035944,0.020569,-0.023471,-0.047753,0.038182,-0.034726,-0.010329,0.020311,0.018806,0.008809,0.025233,0.0045556,0.0012942,0.0071946,-0.012463,0.030213,-0.0064264,-0.0058898,-0.0048122,-0.018788,0.0032565,-0.007844,-0.0012886,0.0097342,9.6014e-05,1.0186e-14
"331",4.6685,-3.2378,-2.5753,-5.4235,2.5161,-1.416,2.9394,-0.030437,1.0392,-0.86923,-0.65365,-1.5486,0.57619,1.2375,-0.13422,-0.46537,0.10325,-0.82152,0.25718,-0.31385,-0.32671,-0.30566,-0.0078169,-0.52489,0.42729,0.45094,-0.11438,0.43174,0.17504,-0.19131,-0.18783,-0.13102,-0.23898,-0.18908,-0.28668,0.54436,-0.11789,0.19019,0.17923,0.069002,0.448,-0.24658,0.1852,0.094461,-0.11075,-0.183,0.097783,-0.024378,0.010759,0.042738,-0.085037,0.13501,0.027467,0.14492,0.19219,0.0010637,-0.23347,-0.034187,0.017212,0.043605,-0.13925,-0.065657,0.072974,0.038147,-0.083515,-0.034508,-0.027051,0.10302,-0.052788,-0.032319,0.011127,-0.03972,0.073891,0.019851,0.0052825,-0.039875,0.0012561,0.069532,0.034285,-0.0086643,-0.0005504,0.026815,-0.029528,-0.033696,0.028863,0.0094788,0.022167,-0.0018849,0.00023625,0.0025755,0.0032151,0.007917,-0.014627,-0.02942,0.013153,0.00050451,0.00054894,-0.011026,-0.008607,-0.0078799,0.0022736,9.8532e-16
"621",-12.619,-3.7132,8.8339,-3.0612,2.2214,-0.76337,-0.6669,0.97558,0.88958,0.21618,-0.68048,-1.1051,-0.58431,-0.23717,0.7565,0.25501,0.67092,-0.30284,-0.64885,-0.32293,0.11686,-0.33913,0.52844,-0.63957,-0.21565,-0.19478,0.31786,-0.31984,-0.2925,0.13693,-0.08838,-0.60187,-0.2701,0.45221,-0.18499,-0.15231,0.011414,-0.14706,-0.1944,-0.19776,0.062135,-0.0068336,0.18328,-0.059353,-0.087014,-0.1119,0.00077702,0.062807,-0.13817,-0.12774,0.0094629,-0.05214,0.3048,-0.22491,-0.024538,-0.024923,0.036066,0.020831,0.080089,-0.080956,-0.08744,0.06156,0.012002,0.16105,0.055607,0.00050988,-0.051947,0.044104,0.01652,0.006864,0.019952,0.031458,0.035144,-0.012387,-0.077603,-0.068667,-0.04999,-0.017959,-0.025775,0.088926,0.024134,-0.0010256,0.032409,-0.053103,-0.01878,0.017854,-0.024057,0.0058682,-0.0015275,0.00080359,-0.0058045,0.0090146,-0.0071032,0.0028225,0.0086992,-0.0063122,0.001933,0.031491,-0.017806,-0.007499,-0.0016328,-5.5511e-17
"761",5.8116,7.5102,-0.24254,0.42696,2.6212,-1.7537,1.1454,1.6067,-0.73513,-0.88165,2.2098,0.064669,2.2099,0.81791,-1.3183,0.61376,0.38097,0.74513,-0.046912,0.25807,0.76472,0.46757,0.3501,0.60502,-1.1166,0.6177,0.62423,-0.21682,-0.34276,-0.42734,0.58827,0.16233,-0.3505,0.18128,0.099973,0.26788,0.38672,0.17556,-0.59661,0.20578,-0.23694,-0.12716,-0.089075,0.21178,0.1577,-0.16149,-0.029554,0.10903,-0.14794,-0.089006,0.034421,-0.029261,-0.0026883,-0.083315,0.07078,0.11416,-0.119,0.11267,0.017756,-0.060327,-0.049788,-0.048236,-0.0082929,0.089998,0.086807,0.0093966,0.054425,0.030616,-0.021367,-0.0083496,0.011511,-0.024228,-0.032478,0.001945,0.06301,0.033833,0.0048465,0.032937,0.0094673,0.02302,0.017797,0.023759,-0.016335,0.025404,0.0050924,-0.0058093,-0.0048519,-0.0034696,-0.012803,0.0059201,0.016223,-0.016233,0.016137,-0.012674,0.002724,0.013203,0.0055186,-0.0041034,-0.0027432,-0.0049996,0.0048922,-4.2952e-15
"851",4.1579,-3.7246,-0.81865,1.6156,-0.72519,-1.1833,1.1901,1.8373,0.80656,-0.7367,0.14712,1.0982,0.33596,-1.3885,0.65966,0.22949,-0.77156,-0.37216,-0.41994,-0.65799,0.39505,0.3668,0.25197,0.28535,0.097728,-0.39297,0.0047706,-0.11866,-0.26347,0.19917,0.11914,0.35283,0.15639,0.30277,0.16455,0.11603,0.067118,-0.14989,0.2972,0.18223,-0.17092,0.020657,-0.12894,-0.11918,0.040502,-0.21786,-0.14614,0.06903,0.096118,0.15657,-0.072463,-0.014795,0.1178,-0.12866,0.09729,0.01556,-0.044981,-0.053722,0.007799,0.037801,-0.10367,-0.099761,-0.028077,-0.11762,-0.061242,-0.055006,0.13414,-0.01092,0.1176,0.078186,-0.08257,-0.010656,0.039006,-0.033013,-0.052069,-0.048508,0.00058675,0.042801,-0.0035522,0.0071817,-0.0083537,-0.056675,-0.0097418,-0.036643,0.0061127,0.005574,0.015082,-0.0026928,-0.0030515,0.0085355,0.038176,-0.0090944,0.046591,0.0090837,0.026705,-0.0084465,0.043035,-0.0091407,-0.0073201,0.00074115,-0.013233,2.2343e-15
"1211",6.2199,-1.5886,-3.3931,-1.1822,-1.8611,-0.90843,0.36796,0.29635,0.38088,-0.28988,-2.2256,-1.6775,-0.62006,0.73626,-0.66895,-0.89123,0.54569,0.75233,-1.1345,0.76103,0.16799,0.35723,0.11342,0.88514,-0.12553,0.3064,0.29392,0.033467,0.01842,-0.28596,-0.19135,0.068284,-0.063738,-0.33472,-0.247,-0.077745,-0.12435,-0.039538,0.26141,-0.043812,-0.10241,0.13489,-0.1182,-0.1314,-0.003343,-0.2227,0.065727,-0.031802,-0.054868,0.16422,0.077768,-0.057206,0.00663,-0.022372,-0.041939,-0.021472,-0.070626,0.061939,0.06711,0.018805,-0.14024,0.047381,-0.10463,-0.016684,0.046135,-0.011828,0.064001,-0.030881,0.063467,-0.047264,0.035064,-0.0042947,0.03948,-0.042122,-0.011452,0.03696,-0.013156,-0.065858,0.09546,0.022516,-0.016228,-0.0075309,-0.041349,-0.0098562,-0.017812,-0.0052403,-0.028447,-0.033974,0.0089456,0.0023426,-0.036025,-0.039187,-0.060189,0.022926,0.011793,-0.015494,-0.0047955,-0.0054351,-0.0052511,0.03242,-0.0078327,5.6136e-15
"1291",2.3128,-16.344,-1.2388,3.5784,3.5803,-1.1658,-1.8691,0.76784,0.73955,3.1983,-0.87161,-1.5751,0.69924,-0.58598,-2.0235,-0.21805,-0.56479,-0.51707,-0.31627,-1.5091,-0.58319,-0.63023,0.013455,-0.082438,-0.13636,0.7165,-0.15966,0.23389,0.50542,0.38009,0.45148,0.27416,-0.43116,0.0069845,0.15126,0.015146,-0.18561,-0.34638,-0.080775,-0.19517,0.30222,-0.18541,-0.33764,-0.22396,-0.2655,-0.17222,-0.11045,-0.18353,0.086816,0.082509,0.0099702,-0.16088,0.1027,-0.018985,0.021398,0.16586,0.016664,0.074555,-0.057555,0.05089,0.035867,-0.011754,0.017841,-0.018403,-0.014068,-0.0014048,-0.0092372,-0.01287,0.04387,-0.0075868,-0.0044283,0.019,-0.082526,0.03054,0.024856,0.021863,-0.016835,-0.0072032,-0.0027538,0.038111,0.016298,0.0019431,0.0072444,0.046552,-0.010475,-0.012122,-9.5305e-05,-0.012296,-0.014482,-0.0010476,-0.0026101,0.0041736,0.0011221,0.0050404,-0.0081738,0.015869,-0.0018738,-0.00050638,-0.0041421,-0.0033144,0.0010511,3.9604e-15
"1301",-2.5867,3.122,4.291,0.63665,-1.5969,0.44523,-1.3686,0.23211,-0.75955,-1.9432,1.1235,0.44641,-0.56512,0.73055,0.18057,-0.75716,-0.90091,0.22182,-0.36026,-0.45749,-0.54249,0.208,0.23799,-0.20332,0.37665,0.13082,-0.14696,-0.2044,0.0045327,0.12834,0.16618,-0.20295,0.019635,0.060029,0.25599,-0.10859,0.13032,0.064855,0.082506,0.0086254,0.064965,0.18116,0.099938,0.18347,-0.035213,-0.23636,0.080074,-0.0091809,-0.090463,-0.0034694,0.037807,-0.066433,0.020382,0.093592,-0.16114,0.063957,0.0018085,0.069643,0.13191,0.055835,0.14526,-0.074629,0.013862,-0.015126,-0.0060276,0.080754,0.01497,0.020111,0.078474,-0.054177,-0.04825,-0.11107,0.018746,0.025305,0.015671,-0.0115,0.008092,0.035842,0.059301,-0.0024066,-0.019054,-0.0066285,0.045035,0.0074096,0.053421,0.017816,0.0031795,0.0052374,0.037628,-0.033477,-0.050888,0.0025201,0.01688,-0.001985,-0.024898,0.039715,0.023379,0.022806,-0.040244,0.023786,0.016354,-3.3307e-15
