"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102"
"21",-12.511,5.8431,5.3055,4.4817,-1.6857,2.1216,-0.4176,0.10238,-0.68126,0.15526,-1.0712,0.15866,-1.8824,1.0052,-0.45734,0.43847,-1.6919,0.071926,-0.49431,0.79515,0.11761,-0.19815,-0.090983,-0.25878,-1.2298,0.48983,-0.077729,0.15524,-0.48174,0.062088,-0.40082,0.2429,-0.5561,0.097126,-0.01032,0.019388,-0.0011888,0.03658,-0.066232,-0.03509,0.21469,-0.023099,-0.17465,0.023149,0.10569,-0.20938,0.092564,0.020638,0.11906,-0.30636,-0.15085,-0.02451,-0.016816,0.0792,0.099966,-0.25544,-0.059224,-0.012453,0.12046,0.16611,0.13503,0.079879,-0.012448,-0.013394,-0.090012,-0.051106,-0.042003,-0.036794,0.086015,0.064495,0.041757,0.014123,0.031814,0.0045831,0.034174,-0.0096052,-0.021207,-0.014865,-0.014817,-0.038306,-0.006295,-0.00032507,-0.0071119,-0.004352,-0.026862,-0.0058277,-0.0093987,0.009543,0.0020171,0.040636,0.0066898,0.0040114,0.0062137,0.0050639,0.0020596,0.0063541,0.0054677,0.0023849,0.0041883,0.0007982,0.0017778,1.1935e-15
"241",-0.63233,-11.986,3.5992,-13.705,-7.0457,10.239,6.1496,0.88499,-8.0209,3.69,-0.21985,1.8463,0.86155,0.23899,0.057406,0.58906,0.026773,-0.37595,-0.14112,-0.14434,-0.11755,0.068222,0.29099,0.1921,-0.065653,0.20978,0.12522,-0.079691,0.13203,0.024406,0.10843,-0.024444,0.08236,-0.092237,-0.066464,0.056135,0.01436,-0.029948,0.0080428,-0.063076,-0.031538,-0.0079678,-0.012194,-0.086457,0.0095222,-0.030022,-0.0039015,-0.025908,-0.045122,0.022739,0.025116,0.009144,0.032538,-0.0089594,-0.021937,0.0032516,-0.022696,-0.011174,0.010868,-0.0062781,0.013571,-0.020601,-0.0054834,-0.0035937,0.0050847,0.010315,0.0038352,-0.0043526,0.0029038,-0.0021249,0.0012909,0.0039315,-0.0042537,-0.0035542,-0.00094403,-0.0062421,-0.0047376,0.0019084,-0.0026428,0.0012292,0.00048584,-0.00068601,-0.00083407,-0.0020147,-0.00073381,0.0035681,-0.00036707,0.0010384,-0.0007151,-0.0020199,-0.0026236,0.0020895,-0.00053543,-0.0013283,0.00046201,0.00080847,0.00050985,0.00021054,-0.00033575,0.00042164,-0.00056393,4.7184e-16
"261",7.0152,5.7752,-3.0571,-8.1094,0.41846,0.53068,0.15251,-1.4761,1.6815,-1.1852,0.60329,1.1241,0.022364,0.48201,0.62977,0.29565,0.28064,-0.30746,0.256,0.13451,-0.32792,0.093684,-0.29109,-0.43418,0.31698,0.48381,-0.31806,0.38885,0.026195,0.075161,-0.078549,0.39278,-0.0079446,-0.25951,0.29582,0.0808,-0.047516,0.095919,-0.092808,-0.072117,0.11597,0.18224,-0.1071,-0.039671,0.015762,0.10736,-0.0067902,-0.00094198,0.12254,-0.034515,0.04221,0.12377,-0.00894,-0.19463,-0.041763,-0.0047165,-0.11997,0.022814,-0.020567,-0.025795,0.049688,0.047395,-0.057345,-0.0039987,0.056958,-0.015756,0.022242,0.035792,0.1129,-0.0092037,0.0070473,-0.02734,-0.099152,-0.066814,-0.032613,0.052624,0.034515,-0.017777,0.014644,0.069001,0.0013951,0.039962,-0.0041547,-0.017319,-0.0091301,-0.010591,0.017471,0.070893,-0.0060829,0.026333,-0.0030731,0.034611,-0.030606,0.0037568,0.0028777,-0.025102,0.048891,0.0084299,0.0063518,-0.01121,0.034044,-4.1078e-15
"371",4.7933,8.9525,1.1072,-3.9704,5.6043,-0.93232,0.10308,-0.084019,-0.25332,0.13418,0.69477,0.71816,0.63567,0.92106,-0.92364,0.27552,-0.15047,0.45467,0.067177,0.3759,-0.46911,-0.42663,0.23388,0.34369,0.47572,0.60899,-0.87373,-0.16275,0.062802,-0.01898,-0.049742,0.12825,0.71731,0.37387,0.13333,0.0092062,-0.050605,-0.066143,-0.25443,-0.026244,0.07303,-0.25792,-0.02242,0.057998,0.051037,-0.18506,-0.010377,0.14569,-0.058323,0.012676,0.055571,-0.0080901,0.018342,-0.025347,-0.067505,-0.12172,0.056664,-0.2439,-0.018879,-0.072627,-0.0013434,-0.011108,0.019067,-0.061954,-0.055944,-0.072284,0.035065,0.084409,-0.047681,0.0081876,0.040207,0.037426,0.049719,-0.027877,-0.0069275,-0.036257,0.055099,-0.034655,-0.0085139,0.013647,-0.0042151,-0.060413,0.0077135,0.041965,-0.0058625,-0.079867,-0.028973,-0.037577,-0.0097563,0.0069653,-0.011917,0.024234,-0.030125,0.014759,-0.01011,0.026195,0.012386,0.014732,-0.0047042,-0.00095369,-0.002134,6.814e-15
"381",-23.607,3.5206,2.399,-7.5643,0.53996,-1.141,-0.43086,0.45636,1.2623,1.0331,-0.32082,-1.3039,0.96647,0.068624,0.65949,0.98783,-0.4009,1.1519,-0.048533,0.015207,0.88195,0.87518,-0.36521,-0.057037,0.76006,0.14258,0.027229,-0.13744,0.019956,0.79341,-0.3923,0.57086,-0.059842,-0.17035,0.21515,-0.17459,0.5124,-0.073351,-0.37213,-0.049128,-0.050515,0.00048853,0.39273,-0.39581,-0.059569,0.14092,0.071885,-0.14226,-0.17165,-0.0051216,-0.040653,0.059353,-0.085459,0.050598,0.15106,0.11405,-0.066938,0.030545,-0.05992,0.10465,0.021183,-0.063444,0.026589,0.090477,-0.043871,-0.0089129,-0.054511,0.007752,0.044535,0.048229,-0.029031,-0.016704,0.073274,-0.0010311,-0.035615,0.012101,-0.015521,-0.033816,-0.0052125,-0.011083,0.006323,-0.012418,0.011856,0.042485,-0.0063276,-0.025966,0.0097344,-0.01084,-9.9626e-05,-0.0032289,-0.021437,-0.015363,0.0031018,0.00021935,-0.0037075,-0.0034205,-0.0024529,-0.0089198,0.0038534,0.010481,-0.0015627,-1.3212e-14
"391",8.3186,6.8727,-4.1721,-6.0899,-0.27498,-0.94827,-1.0615,-0.38605,-0.23705,-0.85534,-0.0093717,0.28419,0.23403,0.0016204,0.76065,1.1208,0.65162,-0.46426,0.33441,-0.32598,0.021548,-0.048964,-0.050128,-0.78482,0.3197,0.22707,0.39785,0.2195,-0.25039,0.40131,-0.42733,-0.18768,-0.16756,0.12332,0.14094,-0.076609,-0.21637,0.23988,-0.083936,-0.13388,0.10467,-0.19518,-0.11999,0.16137,0.23717,-0.15687,0.057168,-0.056727,-0.079733,0.15206,-0.060418,0.0046953,0.12021,-0.098112,-0.065772,-0.10696,0.014476,0.0295,-0.14337,0.016818,0.071613,0.045712,-0.054236,-0.027143,-0.00054265,0.0052606,0.074382,-0.0014562,0.057211,-0.00015454,0.087371,0.084155,0.012174,0.014174,0.026118,0.090961,0.02239,0.063869,0.025549,0.0096407,-0.0046378,-0.015783,0.045325,-0.00023754,-0.024825,0.02153,0.070268,-0.025956,0.0049618,-0.040106,-0.019981,-0.035104,0.018515,-0.00098125,-0.0061849,0.0063107,-0.024204,0.0022937,0.017488,0.00030856,-0.029041,6.7862e-15
"461",7.7484,7.5955,-1.924,-2.3015,2.2359,1.4807,-0.84758,2.6017,-0.30124,-0.38679,-1.2936,1.1552,-1.3462,-1.59,0.32163,1.0493,-0.67731,-0.052392,0.30451,0.36299,0.49315,0.33179,0.30363,0.41941,0.91473,0.25101,-0.51361,0.63692,-0.082492,0.37871,0.33591,-0.44849,-0.26479,0.018921,0.29208,-0.28169,-0.23884,0.13902,0.0058456,-0.056143,0.11928,-0.15171,-0.1137,0.29751,-0.062289,0.16457,-0.012985,0.27228,-0.045141,-0.084251,-0.0028103,-0.041795,-0.0032788,0.10856,0.038767,0.028979,0.067178,-0.0079931,-0.015915,0.022066,-0.084723,-0.091101,-0.041549,-0.055737,0.019553,-0.021536,-0.060071,0.034438,0.030689,-0.048416,-0.013513,-0.00085144,-0.021732,0.018552,0.0009337,-0.022566,-0.073233,-0.057772,0.038391,0.025048,0.072835,0.047678,-0.028947,-0.0036555,0.010398,-0.009084,-0.038173,0.0079985,0.03605,0.012922,0.015114,-0.045203,0.016689,-0.0074204,-0.014213,0.006969,0.0070539,-0.013668,0.019264,0.0020289,-0.0083395,1.5786e-15
"471",7.3321,5.4736,-3.3698,-5.2536,-0.97697,-1.8473,-0.62497,1.1183,0.44025,-0.39126,-0.52051,1.21,-0.078936,0.03636,0.28259,1.1135,-0.21853,-0.16282,0.18089,0.24599,0.081463,-0.054697,0.12447,-0.28061,-0.34342,-0.46233,-0.016255,0.27895,-0.27027,0.18626,-0.051642,-0.28726,-0.014073,0.30282,-0.12441,0.0070328,-0.12886,-0.16158,-0.0099639,0.093702,0.055179,-0.23869,-0.02164,-0.11006,0.053259,0.023808,-0.088342,-0.086431,-0.14722,0.12107,-0.017701,-0.020258,0.02778,-0.12164,-0.10089,0.096511,-0.022685,-0.093472,0.10193,0.013106,0.020401,0.060615,0.094106,-0.051493,-0.024633,0.0047705,-0.0070037,-0.062436,-0.02799,-0.047402,0.048641,-0.056619,-0.010224,0.021659,-0.0059108,0.022567,-0.019466,-0.020494,-0.039368,-0.037196,-0.015295,-0.0036118,0.0035563,0.02343,-0.033784,0.0021525,-0.0053507,0.045562,-0.0063562,-0.0082307,0.029487,-0.0035265,-0.025978,0.0033375,-0.0011704,0.0024019,-0.012942,-0.075684,-0.062568,0.016867,0.016944,1.5245e-14
"481",5.8263,-2.4265,-2.9521,-4.5017,-0.71506,0.22899,-1.0365,1.7188,1.121,1.1689,-2.0301,-0.79837,-0.91872,-0.48074,-0.74541,-0.17276,0.31084,-0.60016,0.19143,0.16535,-0.71308,0.34844,-0.38354,-0.033046,-0.22901,-0.54356,-0.2472,0.088995,0.28728,-0.20934,0.36029,-0.36108,0.055774,-0.14232,0.15912,0.21748,-0.048842,0.20802,-0.30686,0.72518,-0.0039138,-0.08254,-0.15263,-0.18298,0.046003,0.0010838,0.30386,0.19028,0.079693,-0.12871,-0.057309,0.04816,-0.071537,-0.044493,0.19307,0.059288,0.080798,-0.12245,-0.022049,-0.057425,0.097995,-0.018581,0.051665,0.037382,0.023128,0.089511,-0.041429,0.023519,0.067205,0.084705,0.044423,-0.024357,-0.065512,-0.045003,-0.056551,0.014583,0.024771,-0.035638,0.012675,-0.01082,-0.055076,-0.03258,-0.00095978,-0.030096,0.028255,0.01035,-0.0033021,-0.0094787,0.0011658,-0.014864,-0.013778,-0.018117,0.009513,0.0093862,0.0035446,-0.0014441,-0.021287,0.010877,-0.013967,0.0025784,-0.011342,-5.624e-15
"491",-6.4577,-19.699,7.4353,-0.015501,5.3474,2.558,2.3048,1.0653,2.483,-2.6183,1.0462,0.46741,0.45151,-1.9197,0.18605,0.35874,1.6744,1.2949,0.33083,0.43364,-0.45514,0.48774,-0.33977,-0.056424,-0.72794,0.66845,0.28442,0.53172,0.24058,-0.56952,-0.46601,0.089419,0.55109,0.048669,0.36203,-0.094026,-0.47145,-0.29149,0.16191,0.046456,0.12185,-0.13486,0.23758,0.13729,0.24149,0.053885,0.1435,-0.083371,-0.079753,-0.23113,0.14908,-0.1032,0.1583,0.029492,0.033385,0.045217,0.051369,0.06096,-0.029638,0.080475,0.033734,-0.069472,0.038591,-0.03346,-0.0087754,-0.0023992,0.010533,-0.040435,0.0036946,0.0092482,-0.027685,-0.022179,-0.01299,-0.03367,0.0022484,0.0087838,-0.025636,-0.00073501,-0.019725,-0.016662,-0.0031719,-0.0043504,0.0089504,0.0071285,-0.0035859,0.0029188,0.002726,-0.00061378,0.0066395,0.0002844,-0.006866,-0.0079216,-0.0075452,-0.0012885,0.0078257,0.0029163,7e-04,-0.0066007,0.0027227,-0.0011801,-0.0020904,-4.8572e-15
"531",1.8474,1.9548,3.7812,1.8655,10.259,-1.3912,2.5526,0.24775,-2.7557,-0.42247,1.4559,-1.3172,1.515,1.8808,0.2107,-0.38525,1.7534,-0.13333,-0.58316,1.7413,-0.52882,-0.64838,-0.8483,0.18741,0.28673,-0.45113,-0.11196,-0.087202,-0.087177,0.90458,0.37144,-0.15667,-0.6328,0.32065,0.37489,0.065737,0.20338,-0.43807,0.37361,0.24206,0.022117,-0.051653,-0.032266,-0.070415,0.23476,0.097783,0.063791,0.061738,0.22037,0.13893,0.14846,0.015127,-0.032403,0.10405,-0.070744,-0.086005,0.064032,0.036274,-0.042641,0.059521,-0.035116,0.0046652,0.027176,0.050181,-0.014932,0.037893,0.0036374,6.2546e-05,0.033423,0.0053398,-0.016965,-0.0072538,-0.011647,0.016261,-0.0027845,0.0057983,0.0060387,-0.010335,-0.0096582,-0.0075825,-0.00045572,0.010596,-0.0011266,-0.0081879,-0.0099149,0.0069899,0.0014809,0.0056821,0.0015116,0.00036617,0.0014287,0.0024197,0.0002743,0.0020132,0.00021617,-0.0047646,0.00060087,-0.001095,0.00090745,-0.00071553,-0.00020049,-1.1949e-14
"581",7.1494,-4.3935,-5.3466,-4.1659,-0.036093,-0.95376,-2.1158,-1.6943,-1.6739,-0.28407,-0.19998,-2.1822,0.40842,-1.102,0.47218,-0.53308,0.6398,0.14525,-0.70075,-0.076968,0.48929,-0.65665,0.081586,1.203,0.77332,0.20559,-0.58766,0.58162,-0.41815,-0.47544,-0.15284,0.17212,-0.18815,-0.0069559,-0.043269,0.34326,0.044615,-0.1273,0.11118,-0.10202,-0.095825,0.009805,0.089692,0.21639,0.016533,-0.016154,-0.060511,-0.040422,-0.095067,-0.19948,0.040225,-0.040986,-0.19688,-0.18644,0.087384,-0.023218,-0.080439,0.0023817,0.011822,0.014523,0.10021,0.085391,-0.046513,-0.018728,-0.037109,0.029674,0.015916,0.036189,-0.037297,0.048987,-0.024173,-0.027233,-0.028508,0.095551,-0.057629,0.0057701,0.028189,-0.019209,-0.055156,-0.012653,0.017097,-0.016713,0.0084091,0.004158,-0.040409,0.062252,-0.039349,0.0032094,0.013049,-0.039492,-0.021127,0.0042607,0.018467,0.012501,0.022453,0.020581,0.0068028,-0.0032741,0.0018557,-0.0081074,-0.0034999,6.4393e-15
"771",6.9695,0.85661,-3.607,0.059335,0.98885,-4.1621,1.191,-2.6158,-2.5716,-1.113,-1.8562,-1.4321,-0.31798,-1.5396,-0.09808,0.52423,-0.94926,-0.22777,1.2031,-0.84276,0.25916,-0.1935,-0.42781,0.99035,-0.45538,0.4797,0.54834,-0.43387,0.33341,0.2473,-0.050304,-0.57734,0.52085,0.037999,0.33087,0.088774,0.32806,-0.35982,0.020893,-0.01156,0.5963,0.2405,0.045702,-0.21855,0.25122,0.0077226,-0.15232,0.22053,-0.068745,-0.18591,-0.10055,0.1246,-0.089873,0.055898,-0.083045,-0.0038662,-0.01202,0.020585,0.052397,-0.012488,-0.034521,0.09919,-0.10143,0.011259,-0.032522,-0.011434,0.0019416,-0.02498,-0.035283,-0.0091493,-0.024617,0.014496,-0.013464,-0.049811,-0.01762,0.019526,-0.010218,0.015986,0.01059,0.0055266,-0.0080511,0.0031127,-0.0029985,0.005217,0.013798,0.0054095,0.014283,-0.0016073,0.013179,-0.0038051,0.0064857,-0.0066797,0.0045613,-0.003636,0.001936,-0.0039942,-0.0045864,-0.00013372,-0.0028593,-0.0017157,0.0038971,-1.0825e-15
"791",7.4136,8.4731,-1.0261,1.317,1.4951,-0.38942,-1.3612,2.7688,0.026854,2.5733,-2.4549,0.45485,-0.98168,-0.37856,-0.00075528,0.070911,0.27015,-0.0056551,0.20087,0.41153,-0.29976,-0.14125,0.22635,-0.1889,-0.22948,0.022046,0.76146,-0.5355,0.2422,-0.14942,-0.36583,-0.0081713,-0.28644,-0.23993,-0.12478,-0.1344,-0.13774,-0.11279,-0.073277,-0.085703,0.17802,-0.12396,0.039987,0.13642,0.21019,-0.021699,-0.059283,0.078871,0.021363,0.16182,0.083147,-0.06897,-0.097229,-0.011367,-0.069886,0.15124,-0.065247,-0.072013,-0.047889,-0.021638,0.08568,0.045464,0.089366,0.046292,0.058771,-0.097372,0.034856,-0.03364,0.069064,-0.057927,-0.056406,-0.051526,0.067685,0.008903,-0.032492,0.019638,0.059939,-0.02716,-0.086163,-0.018243,-0.017807,0.011032,-0.0055277,-0.013157,0.057345,0.0083236,-0.034306,-0.015639,0.028859,-0.022629,0.0010696,0.036495,-0.00043089,-0.027776,0.022909,0.0070624,0.020408,-0.0061612,0.040157,-7.1915e-05,-0.0028627,1.5821e-15
"911",-23.149,3.5316,5.3284,-2.4428,-1.7527,-2.2144,-1.5957,-0.1692,0.00073011,2.1401,-0.58797,-1.1788,0.69179,-0.3786,0.58583,-0.19268,0.55559,-0.55161,-0.077091,-0.19835,0.25915,-0.22244,-0.1194,0.14402,-0.33014,-0.27579,-0.019787,0.23187,0.60771,0.064193,-0.91168,0.28417,0.035284,0.2578,0.10789,0.19248,0.12379,-0.14835,-0.38513,-0.055515,-0.32675,-0.13997,-0.011259,0.3041,0.10811,-0.085919,-0.22626,-0.0044128,0.053701,0.24174,-0.013052,0.07337,0.052349,0.11564,-0.032978,-0.072509,0.11223,-0.0029909,0.16857,-0.036801,0.011732,-0.12313,-0.060074,-0.068315,-0.10073,-0.017677,-0.02792,0.010358,-0.031508,0.024788,0.016675,-0.013054,-0.10465,-0.058696,0.0091036,0.0046949,-0.049976,-0.034749,0.032288,-0.020245,-0.024034,0.053667,-0.038173,-0.027187,0.018776,0.031319,-0.0017435,-0.0076397,-0.0040882,-0.034265,0.0025302,0.0077052,-0.0085616,-0.017483,-0.0072696,-0.0056457,0.0049731,0.0085911,-0.0013555,-0.0045044,0.0020638,-1.3878e-15
"971",3.66,-0.4108,0.3571,1.0391,-2.315,0.34394,0.38352,-0.51127,-0.44237,0.095119,-2.1952,-1.6944,-0.45967,1.8592,-1.2452,2.0124,-0.6048,0.77384,0.17489,-0.41866,-0.97626,-0.19039,-0.81492,-0.27477,-0.0020366,-0.8458,-0.085815,0.74316,0.39029,-0.01915,-0.0096282,-0.25927,0.21859,0.13473,0.078172,-0.21908,0.28012,-0.018854,-0.14541,0.14868,-0.18831,0.11265,0.27699,0.49473,-0.18677,-0.027504,-0.066221,-0.19153,0.16805,-0.048402,-0.074618,-0.088517,0.01083,0.06918,-0.061785,0.022655,-0.11694,-0.011197,0.034592,0.063255,-0.029261,-0.0054395,-0.027611,-0.0080921,0.054671,0.065324,0.049483,-0.050734,-0.010332,0.0095564,-0.083031,0.060523,0.028135,-0.021471,-0.040403,0.039106,0.059912,0.031799,-0.039142,0.050865,0.015836,-0.0066452,-0.015733,-0.024039,-0.027074,-0.02205,-0.01661,-0.0030275,-0.0035491,0.017772,0.010292,-0.021861,-0.0057112,-0.0032271,0.0041314,0.010935,-0.0030474,-0.0039737,0.0023695,0.00022032,0.0014441,-7.7022e-15
"1091",3.348,-15.287,-2.3418,-0.78045,-0.51544,2.7998,-4.3255,0.20031,0.25978,-1.0283,1.3619,0.86518,-0.046301,-0.052647,0.07393,0.4175,0.065401,0.86115,0.4039,0.73661,-0.016763,0.62325,-0.32863,0.77622,-0.5121,-1.1033,-0.37774,-0.20445,0.049534,0.06505,-0.066718,-0.10536,-0.22322,0.46594,-0.058106,0.2718,0.07196,0.20278,-0.13523,-0.038523,0.43151,0.16271,-0.027369,0.019961,0.029171,-0.02012,0.026087,-0.26741,0.014861,0.14384,-0.12588,0.14868,-0.052795,-0.043098,-0.069712,-0.07265,-0.16244,-0.010379,-0.16648,-0.081927,-0.046298,-0.039731,-0.053735,-0.079755,0.059919,-0.056545,-0.086838,-0.003283,-0.0063123,-0.003999,-0.039099,0.0085984,0.011417,0.0019906,0.046429,-0.013881,-0.043797,-0.033506,0.01541,0.031467,-0.050469,0.034937,0.032316,0.0089107,0.011186,0.0050275,-0.021038,-0.023806,0.0010477,0.011956,-0.019998,0.028845,0.0096769,0.0025906,0.0063727,0.013395,0.0076129,-0.0066157,-0.0055315,-0.0058862,-0.015827,-1.6653e-16
"1311",-2.0763,4.4797,4.4575,-0.58201,-2.0479,1.9413,-1.6168,0.7279,-1.0642,-0.49861,-1.0182,-0.948,-0.73335,-0.622,-1.0379,-1.144,-0.06881,-0.63527,-1.0737,-0.078577,-0.68986,0.65206,-0.42171,-0.40586,0.31227,0.58514,0.69607,-0.21179,-0.52988,-0.28734,-0.048416,-0.056291,-0.20719,0.70643,0.019342,0.062946,0.12712,0.23983,0.094431,0.31975,0.15556,0.13116,0.07908,0.082102,-0.21573,0.48488,-0.0083293,-0.011133,-0.16808,0.030501,-0.060289,-0.025188,-0.091837,-0.053829,0.031104,0.054145,0.11596,0.069288,-0.0013502,0.12733,-0.077209,-0.02152,-0.012373,-0.062211,-0.027226,-0.11115,0.034983,-0.026076,-0.048904,0.023303,0.0073802,0.032108,-0.047443,0.011495,-0.035426,0.0089097,0.024818,0.0065058,0.037474,-0.010124,-0.025358,0.0082395,0.032976,0.0031366,-0.008954,-0.021165,0.017846,-0.023941,-0.006379,-0.024165,0.029991,0.016488,-0.037941,6.5324e-06,-0.00041189,0.01852,0.018671,-0.0002632,0.0069571,-0.0057185,0.0052898,6.1062e-16
"1341",6.8413,-3.2716,-3.8207,-0.30925,-2.1622,0.63063,-2.3788,-0.72171,-0.49719,0.26026,-0.17861,-0.38803,-0.1674,0.18757,-0.29936,-0.38077,0.35878,0.92512,0.76136,0.021253,0.29396,0.06677,-0.1818,-0.29543,0.028698,0.054856,0.036864,-0.63815,0.20791,0.043484,0.14887,0.39739,-0.061732,0.046506,0.048369,0.019074,-0.15497,0.048094,0.083453,0.10452,-0.10743,-0.19282,-0.046286,0.029826,-0.19543,-0.024653,0.046296,0.040673,-0.15482,-0.14341,0.1493,0.061308,0.012283,0.13726,-0.0060324,-0.13025,0.061035,-0.033487,0.1234,0.062373,-0.12024,0.070662,0.038331,-0.049565,0.02102,0.046635,-0.076087,0.016953,0.010857,-0.082533,0.00099536,0.06764,-0.038636,-0.024236,-0.039927,0.020052,0.04412,0.04058,-0.028083,-0.0080406,0.011443,0.057866,0.018035,0.032243,-0.017663,-0.037531,0.0007561,0.032254,-0.0018792,-0.029306,-0.0060061,0.016694,0.039718,-0.021816,0.051502,-0.032665,0.026237,0.0090036,-0.019193,0.031397,-0.030943,6.1617e-15
"1381",6.0841,-2.3327,-4.8891,-1.0051,-3.4588,-3.5561,3.4098,0.40742,0.28209,3.3365,8.2454,-3.1747,-6.4743,-0.49969,-0.38147,0.93636,-0.060948,-0.19025,0.14004,0.53456,-0.25953,0.29643,0.20781,0.028396,0.2241,-0.01003,0.23353,0.016913,0.020825,-0.070295,-0.073232,0.061458,0.070861,0.048036,-0.025302,-0.01523,-0.010574,-0.03245,-0.00087782,-0.012044,0.0052031,0.021868,-0.015535,0.0071152,0.0049209,0.02486,-0.0082552,0.0072096,0.0013995,0.015237,0.0022148,-0.015638,0.007342,0.00058543,-0.012323,0.013692,-0.0023425,-0.0079382,-0.0033436,0.004558,-0.0017645,-0.0061248,0.0032092,-0.0060508,-0.0098113,-0.004954,-0.0020451,0.0018455,-0.0032441,-0.0020636,0.0036999,0.0010127,-0.0010256,0.0014055,-0.0015388,0.0027307,-0.0027198,0.0019082,-0.001639,0.0030525,0.00061843,0.00094472,-0.0011794,-0.00088119,0.0018591,-0.0013113,-0.00012691,-0.0012101,-0.00019718,-0.00057409,-0.00089916,-0.00051728,-0.00037008,-0.00040422,0.00029586,-0.00068734,0.00051453,-0.00027622,-8.8823e-05,0.00029795,-6.5907e-05,1.3323e-15
"1401",-10.579,5.823,4.1757,0.76994,-1.5034,1.3369,-1.6079,-0.29365,0.40251,-0.43098,-1.0374,0.27717,-1.3126,0.44866,0.72519,-0.17258,-0.32569,-0.24919,1.0406,1.079,0.12987,-0.55672,0.718,0.25269,0.12295,0.28536,0.38383,0.91726,0.21613,0.26826,0.56602,-0.16547,0.13285,0.072065,0.0052188,0.11647,0.23851,-0.22897,-0.039798,-0.12255,-0.20056,0.042722,-0.016144,-0.043899,-0.091248,0.078992,-0.091302,0.091867,-0.13394,-0.027866,0.086681,-0.0053152,0.041296,0.084049,0.073243,0.090693,-0.056859,-0.00030424,-0.049155,-0.0090033,-0.019169,0.0050381,0.05799,-0.1351,0.027232,0.022698,-0.041912,0.016182,0.024637,0.028323,-0.0074378,-0.027824,0.0011329,0.035985,0.078426,0.086937,-0.058194,0.066748,0.0050631,-1.9556e-05,-0.028382,-0.079179,0.040357,-0.021765,-0.010215,0.014818,-0.018619,-0.031174,-0.017082,0.0084349,0.0047794,0.043978,-0.032567,-0.017046,0.027623,-0.03479,-0.0038906,0.02295,-0.00039491,0.0043177,-0.0048065,-5.218e-15
"1471",2.1332,-1.9091,2.2486,2.7783,1.3307,1.6508,-2.8358,0.27702,-0.69393,0.25123,1.8523,0.67983,0.58886,-0.051628,-0.1602,-0.46468,-0.2578,0.37788,0.5619,-0.47872,-0.43975,0.36619,0.4708,-0.11595,0.16272,-0.23527,-0.24687,-0.5585,0.023514,-0.2567,0.074538,-0.30029,0.1152,-0.47131,0.3257,-0.30596,0.12997,0.013833,0.0059951,0.030298,-0.031657,0.16182,0.20193,0.085769,0.21768,-0.30026,0.2618,0.024789,0.072644,0.15885,-0.0080268,-0.00031208,-0.15535,-0.16528,0.040007,0.1349,0.076391,-0.058819,0.11946,0.08207,-0.036864,0.050558,-0.0032587,0.027432,-0.11031,0.0013944,-0.071651,0.10947,0.029014,0.016887,-0.041026,0.081052,-0.021251,0.078075,0.038765,0.036554,-0.056869,0.030097,-0.026982,-0.0060321,-0.00094253,0.030635,-0.027046,-0.01874,-0.040963,0.0012663,0.022633,-0.011847,0.0036831,-0.0038692,0.034587,0.0027297,-0.051532,0.021666,0.0021936,-0.0094673,0.011808,-0.01175,0.0078604,-0.0063704,-0.0071142,8.3267e-16
"1501",5.0969,-7.4625,-2.3054,2.8329,1.9634,1.1904,-4.1577,-0.42996,-0.67543,0.8841,0.55872,0.18106,0.44823,0.27761,-0.36182,1.1818,0.8772,-0.033404,-0.2449,0.024114,-0.14759,0.33643,0.68492,-0.33377,-0.22294,0.76612,0.49456,-0.11167,-0.22346,0.71594,0.046043,-0.056647,0.11476,0.13921,0.025377,-0.56735,-0.22418,0.20194,0.26605,0.2817,-0.29346,-0.0074964,-0.097024,0.13421,-0.12862,-0.14736,-0.14284,-0.041369,0.07631,-0.016111,0.098075,0.19488,-0.1298,0.11305,-0.013735,0.11395,-0.12314,0.021959,-0.029414,-0.023934,-0.0011252,0.11854,-0.10362,-0.029117,-0.046789,-0.043394,-0.073936,0.08225,-0.079643,0.087753,0.0018265,-0.020238,0.014115,-0.082692,-0.010914,-0.056745,0.027205,-0.016578,0.0022535,-0.020643,0.0073559,-0.038312,0.0099041,0.0052115,0.019541,0.039044,0.013241,0.015245,0.011905,0.0092494,-0.022569,-0.011684,-0.0058076,-0.0085877,0.014507,-0.0085714,-0.014255,-0.0067507,-0.0016298,-0.010384,0.01826,4.4409e-15
