"","X0.801601","X0.821641","X0.881761","X0.961921","X0.981961","X1.002","X1.02204","X1.04208","X1.06212","X1.08216","X1.1022","X1.12224","X1.26252","X1.3026","X1.32264","X1.4028","X1.42284","X1.44288","X1.46292","X1.48296","X1.6032","X1.62324","X1.64328","X1.66332","X1.68336","X1.7034","X1.72344","X1.74348","X1.76352","X1.78356","X1.8036","X1.82364","X1.84368","X1.86372","X1.88376","X1.9038","X1.92384","X1.94388","X2.004","X2.02404","X2.04408","X2.08416","X2.1042","X2.12424","X2.14428","X2.16432","X2.18436","X2.2044","X2.22444","X2.24448","X2.3046","X2.32464","X2.34468","X2.36472","X2.72544","X2.74548","X2.76552","X2.78556","X2.8056","X2.82564","X2.84568","X2.86572","X3.507","X3.52704","X3.54708","X3.56712","X3.62724","X3.64728","X3.66732","X3.7074","X3.74748","X3.76752","X3.78756","X3.8076","X3.82764","X4.02804","X4.04808","X4.06812","X4.12824","X4.14828","X4.16832","X4.24848","X4.28856","X4.3086","X4.32864","X4.34868","X4.36872","X4.6092","X4.62924","X4.7094","X5.25049","X5.27053","X5.37073","X5.39077","X5.41081"
"21",-0.221810415430919,-0.372742067035967,1.50988701061604,1.06405363042779,0.50144209567899,1.14706291733224,0.976214837868759,0.712274345881375,0.66481277196731,1.01918075237003,0.870960812761227,0.712287533169641,-0.605691350804117,-2.36570774124912,-3.67194360857655,1.37271835379885,1.9302671677787,2.36173962854447,3.06207132917172,4.62339146720538,-2.50885549873905,-2.8089873297764,-1.47770977094935,-1.50514270426447,-1.46163140435069,-0.899776101806464,-0.888435132971457,-1.39531221080408,-0.369547825482204,-0.289607827750939,-0.507856734215093,-0.421964491909224,-0.27342221311826,-0.30307777752818,-0.288628047546804,-0.316572992767171,-0.460293040952156,-0.490320054757652,-1.36599896209517,-3.31569479385645,-1.20480436258211,-0.311447608517633,-0.432171121405338,-0.441899171659212,-0.441899171659212,-0.215570771625682,-0.318288009196349,-0.470591386512155,-0.218260205742803,-0.0348889249668995,0.524156654626234,-1.52576914280563,-2.8007267378642,-0.510028886111747,-0.605309715403568,-1.22140432459845,-2.28038055607618,-0.879593585304935,-0.90833747435976,-0.93273668842617,-0.950230760721659,-0.168417099158774,-0.243860809631667,-0.255676867305514,-0.0961982909463169,-0.0960571266932936,-0.273457319001408,-0.484978209129637,-1.43381369752446,-0.275694107745437,-0.29552913819792,-0.165086145513378,-0.0786009496965963,-0.113333134713636,-0.0675578223723848,-0.0422312812292688,-0.230799404356548,-0.150890470217144,0.754788537818187,0.762694701233241,-0.340716567248221,0.235842313127217,1.0220636247236,0.214623653780283,-0.0868556805732694,-0.071374683170461,0.0014650945621765,0.0968005181013958,0.0134300686401792,-0.0462606730630509,0.67523158063009,0.705479010811962,-2.72552807092824,-2.35561790471285,-1.10957267470833
"241",0.268615580386146,0.902383120419742,0.719740490446203,1.19757879477734,0.292821336334744,0.843078544462007,0.311461479594855,-0.181114028417862,-0.146989884837229,-0.0767375297066096,-0.278847135423733,-0.118553526171262,-2.3355695009468,4.04265992514434,6.27821064535172,3.47919831086764,2.27810874312086,0.912523743208445,-0.40677946564656,-1.51417077735802,0.723916203306683,3.10762655276319,1.82108486942848,1.49609294659893,1.3454160232679,1.05527579351388,0.425937582589666,-0.193804773946937,-0.068205600424069,-0.431968042538902,-0.682917608444811,-0.752265805866089,-0.873585656617318,-1.09983757686774,-1.2312413069526,-1.32482118531203,-1.4074922945114,-1.43316196214104,1.57234532678867,-0.224264255211128,3.78629358925198,3.21132646533724,2.57687198185163,2.37807965931874,2.37807965931874,2.01001793848193,1.55675034278211,0.786189559792754,0.101713304729223,-0.414115196480032,-2.55524563365087,0.207239021743048,3.91980932598775,3.33019913725056,-0.928982091355845,-0.678923424152137,-0.793104246278506,0.331932172092547,-0.0781028434135553,0.514236888298889,0.736025604557413,0.371036479702334,-0.862013001295598,-0.726651276511107,-0.906373529949134,-0.952522409739413,-0.582248810358709,-0.367362508153037,0.32333897828266,0.110364760383214,-0.293443635539487,-0.00751606698330124,-0.135047075209904,-0.157716397256897,-0.11613322428488,-0.382928780384581,-0.48444984179774,-0.515362716325759,-1.50322515272164,-1.73089457210244,1.26099237739199,0.235554522747161,-2.06293069115087,0.127532581040434,0.956626785773912,0.930200759736011,0.549474240525812,-0.233748868946504,-0.062028663814972,-0.0391486570606852,-1.28927827336669,-0.956627414611069,1.33314500979446,2.66952145923701,3.77518816747652
"261",-0.319102559359191,0.0447503104624936,-2.84061401444425,-1.3829490979233,-1.43015558563476,-1.48981447065803,-1.4880452706708,-1.49124066025177,-1.49121936161003,-1.55286042283762,-1.51405871369066,-1.3780196647843,3.61637428097512,1.33236568358266,0.548950074409794,-0.981519349043457,-1.04814510681236,-1.05802593683543,-1.18543504907428,-1.50748251700204,0.481336508202805,-0.267861087473297,-0.350740918455794,-0.317903056147898,-0.493560406856419,-0.535722702168237,-0.632564710562023,-0.669921894600588,-0.57989588228781,-0.594840529264396,-0.605901126074025,-0.610289415900735,-0.675183334339062,-0.669323068177252,-0.760218819528997,-0.813985012060438,-0.977730437400438,-1.16137936397128,1.4937092589327,1.74903789467883,2.01760972735415,0.843173323461767,0.301638760833274,0.167690164531935,0.167690164531935,-0.0649087264263567,-0.0628435846660516,-0.200754757753549,-0.160363263273232,-0.362019018910998,3.39921618159708,0.309299685527821,-0.0737992292293227,0.225973679689877,0.546874530116401,1.08099670825282,1.22004322260954,0.0647569155791421,0.429016102097921,-0.109158398248154,0.0776718993942726,-0.106772929425616,-0.0569199958311332,-0.0472740740105085,-0.177524986913531,-0.121853099904665,-0.302689666805725,-0.386399966179808,0.371680934490051,-0.324269175013773,-0.0836186107848953,-0.189994391147753,-0.189660021457436,-0.216273349803108,-0.0961986268697277,-0.308986107412893,-0.41354223152233,-0.494654655137971,0.0342227374082476,1.49207876615314,0.374720545239479,-0.368621243639661,1.3371999043086,1.18188131252534,0.568702109014377,0.37081741393647,0.223538156057613,-0.14810828309297,-0.0287530598011931,-0.0444844382970038,0.318438676425981,0.886203046611754,1.41254084592163,1.26825236131993,0.665710081441859
"371",0.645380157207783,0.717867181190561,-2.16801038164019,-1.04390843537549,-1.06590094179163,-0.841218152766105,-0.811760786238982,-0.836955006681356,-1.03705335665513,-1.11411621320618,-1.17147470112452,-1.22242287029481,4.59627373295854,-0.789374436484481,-2.51201512745418,-0.209067807816089,-0.321348039686864,-0.301353928075267,-0.422398776835713,-0.805092681062393,-0.555774994652992,-2.4225882995411,-0.768413165435287,-0.485788750436011,-0.719093367711737,-1.05448735251763,-0.602906782318442,-0.351421771862768,-0.63972198616375,-0.636427556083922,-0.623785396509958,-0.597935501906597,-0.57021982420167,-0.531366690144359,-0.549908107064909,-0.535937757651831,-0.690732385863276,-0.901895555151814,-0.0873106618419743,0.0432500698617223,0.399687482891129,0.431820704438785,-0.0788727437572121,-0.397189839300054,-0.397189839300054,-0.195750039128587,-0.0205312513704724,-0.0271841759921634,-0.139924221258789,-0.156665557946038,4.2380577569812,0.586579837436875,-2.78461577914724,-0.949251705287585,0.498466801249522,0.857394175107507,0.171169441344745,-0.559310718077321,-0.456529166197842,-0.657046904167261,-0.447063759538564,-0.0400196905555299,-0.17224071416009,-0.132735888993241,-0.164591378358154,-0.222575672919948,-0.362983030718996,-0.466930725957225,-0.537901687593812,-0.143363353452904,-0.248727643770465,-0.38368908208683,0.0521989454909191,-0.305396676350294,-0.328652265929255,0.0991820620849051,-0.290160650809849,-0.36201039180649,0.675001056245972,2.3414135137039,0.698008610540371,-0.416032509889047,2.09975860787515,1.26366388578041,0.55902349830186,0.419228528612407,0.402911065929074,-0.085591973291713,-0.0143932739979032,0.0364722495616217,0.83602644959582,1.19788235275193,-0.0816990626819714,0.00514456884187176,0.0384619323493509
"381",2.25360476254836,2.65109301063347,-0.889030153684599,-0.551735166988558,-1.16935891144261,0.128755536566223,0.0571307753764616,-0.250453941199241,-0.736988399711772,-0.630110643999724,-1.3316799595675,-1.5587335225271,-3.39797438212779,-3.56459645766476,-2.90262499289902,3.22627431127056,2.63514137553165,3.02988677636505,3.55966144357749,4.84504542583756,-2.93204854218208,-2.41145605287089,-0.0375075679167442,0.176756914849991,-0.0627230238191545,-0.75087946149016,-0.191016423017355,0.911159746192086,-0.589797161619037,-0.963123669611489,-1.42978328965373,-1.30339051605203,-0.98134403783677,-0.973150313969247,-1.08594941384893,-1.27429303039772,-1.63957361277274,-2.11010245055116,-1.72135616679109,-2.81885625710832,-0.209252930236146,0.322066329765338,-0.257851817796241,-0.574183750234352,-0.574183750234352,-0.386364647431411,-0.0352620802864846,0.132313660074305,-0.964103919976939,-1.19501309389426,0.752922882709633,-1.31780287841438,-2.55811416957935,-0.314784765589162,-0.297717188176318,-0.63052324576867,-1.94142016720119,-1.19503634920433,-1.42926634079947,-1.11802455658177,-0.878684282265529,-0.192603396897727,-0.357721826573072,-0.586207618308841,-0.257583255603937,-0.165309364449151,-0.392406764630417,-0.355763586264198,-0.564817951454922,-0.00305709618745438,-0.284189279715213,-0.366258931384601,-0.30297713706054,-0.287675564627745,-0.232919255001864,-0.560398013470276,-0.63546218422454,-0.581452088127763,-0.470099184345513,0.393897225187816,0.524107046099093,-0.260179511849624,0.123835190668098,0.729972990077637,0.501228038178608,0.319790424911552,0.16573907608906,-0.0202248400400795,-0.0598467601196396,0.324432759953014,-0.446201024071778,0.00517004940074783,-2.45018413857041,-1.63992138542551,-0.611667912050503
"391",-0.900587283306808,-0.790814419411833,-2.68532346702414,-1.61681591119224,-1.80490839295125,-1.47204715902988,-1.57522607141711,-1.82600688337532,-1.81092299932264,-1.59279453654187,-1.65278584911794,-1.69069281266213,4.28164192295588,1.55913187553977,0.342239536837042,-1.27672580027634,-1.36514272473991,-1.4334451567164,-1.61379658779483,-2.0298798830382,0.873674355458919,-0.361243922021983,-0.408945280598874,-0.294592205469371,-0.318537135885305,-0.336301361987393,-0.350335130465793,-0.579717263061698,-0.162132706864009,-0.188380861762363,-0.458789798866116,-0.424224012251,-0.201276833132935,-0.133222595340432,-0.163120608866905,-0.15345858894178,-0.255833842359739,-0.406644564264069,1.02588695287787,1.59039627012392,1.048445799353,0.500056062887998,0.10714641169702,0.0346435138458134,0.0346435138458134,-0.194708004666851,-0.113284995279112,-0.171788175960637,-0.165749499990658,-0.17314811624018,3.27784763449414,0.12549355206243,-0.145792351396734,-0.328088107129274,0.461688357317031,1.04190372047716,1.17492170556372,-0.123942378339748,0.185425091176504,-0.236693999002689,-0.171851057897089,-0.357955619888316,-0.15818996341959,-0.175165348187365,-0.0301508869539833,0.00331665053893481,-0.0795534636456916,0.0129768105191107,1.77959573919328,-0.364981759232972,-0.217384691792317,-0.00310399684943982,-0.0882492396925738,-0.0501045321864383,-0.111075986231605,-0.0674325276800068,-0.0940093404510183,-0.00872748888958483,0.536992170984336,1.52677713641007,0.446989088617288,-0.281763428304253,1.50223222070004,0.910292748106728,0.405709635491469,0.316027926743407,0.21130717415728,-0.0532248734982384,0.0658938677000909,0.0166890201707314,0.535044005006549,0.823138223000143,1.2307636978068,0.937621861501079,0.420742701659308
"461",-0.0568070623639626,0.155569514925036,-1.57353855922502,-0.504460442075059,-0.466672972262265,-0.635745486347716,-0.874430361315579,-0.797836319697874,-0.852992996635944,-1.03204014658445,-0.803772392455838,-0.818328797274501,4.59319377657061,1.01071967108076,-1.29682903720875,-1.19106848014321,-1.07482641570739,-1.26696186907846,-1.46398434162139,-1.8636295225826,0.216928077043039,-1.25183578303889,-0.537060220742407,-0.466095386466384,-0.482990264726676,-0.363159814075106,-0.262452060655977,-0.506000768477649,-0.0519395656064426,0.0365996221400673,0.168583776351771,0.414382064605973,0.177520476268176,0.131515900533629,0.0531465395817442,0.0738191981747771,0.0279965439373952,-0.076847862448597,0.0633241661712401,0.0559676601953422,0.625854968353191,-0.215979624642351,-0.201804478341712,-0.244214430996058,-0.244214430996058,-0.343186312316756,-0.251116274907596,-0.309656172944316,-0.0491894918125771,0.193639343095141,3.04640484472255,-0.244356588270087,-1.58278103131076,-0.726551636104817,0.163146385679608,0.558503913399297,-0.0722292007131849,-0.236018565276622,0.668112119191502,-0.690125557638641,-0.595874628416209,-0.596901924307354,-0.329834127922538,-0.185131225956073,-0.448884787237111,-0.443010089545827,-0.385915878297011,-0.242260365907288,1.26109130909167,-0.74203663603571,-0.255719039214491,-0.531864367875152,-0.363127095524871,-0.369489285028107,-0.587041471606806,-0.400125307662284,-0.33282771492852,-0.423852873422046,0.343986695163576,1.30307787355091,-0.07729692172322,-0.544824428438947,1.43509577627563,0.568003874585923,0.143650329866892,0.0121088208962778,-0.0402503385630902,0.301160188305707,0.184332208478724,0.0474176419581903,0.6276060058298,0.807402094070512,0.46388989401357,0.382193378992843,0.204928128676485
"471",-0.9008009954851,-0.931850018374166,-2.11954799972528,-1.15412680692758,-1.46269341757424,-1.23119871600671,-1.30620008399791,-1.54254676129274,-1.55116574107633,-1.4127696940453,-1.43702959264281,-1.5227228246826,3.7824707417766,1.60693517582887,0.0924014951410329,-1.00872473302844,-1.13283314542035,-1.23542437303255,-1.44606094950535,-1.88749891163397,0.542789987259753,-0.00855797710723553,-0.0256160738795177,0.157767515619336,0.132769664537341,0.0234930854563776,0.145297377203538,-0.0148536544761651,0.187981002359233,0.163235833150638,-0.0872662180741359,-0.0922985190610496,0.168115172467791,0.240116888939367,0.209382739407303,0.239067655284411,0.0828719402368004,-0.0837797940716775,0.584679509221295,0.963313381782941,0.758830306743084,0.531439249084271,0.243362203485552,0.228342604746217,0.228342604746217,0.0168276297964938,0.160976895007409,0.132413792267451,0.128653367275011,0.118332083782225,2.70251730860748,0.0600658748081628,-0.0833948615247248,-0.167462372000738,0.500219219442161,0.842874291615375,0.632255603789975,0.07973031391285,0.696860355523601,0.00238478356668115,0.0602191992648066,-0.0918677491167888,-0.178178878578998,-0.183062576096334,-0.104593155927102,-0.0735766743522057,-0.0887526175494868,-0.075771976000063,1.28096249728391,-0.398505029045967,-0.199751718279068,-0.156091259419205,-0.164045108735222,-0.0969879177585503,-0.298984198271991,-0.229771342838673,-0.349794513201195,-0.216495924496164,0.435989299120122,1.27657728466662,0.138692829885696,-0.425191839054575,1.3744919064611,0.597233745594732,0.207039381962156,0.132294972256077,0.0490564969754259,-0.176164873301723,-0.0921886519423898,-0.00135771029022359,0.535465694910337,0.694500485541524,0.93644246678243,0.791829741857278,0.412332464394045
"481",0.000295969541382847,0.396147850600169,-1.21646895213796,-0.725919308236747,-0.352288020169381,-0.777652338570915,-0.778737267951779,-0.594416566005209,-0.59243017734681,-0.836587716428648,-0.70754064750749,-0.638026247398202,0.738920323352818,2.91537084234765,2.1998756786164,-0.437206409499688,-0.808902393208004,-1.00543455561936,-1.25118404595488,-1.64354278407646,1.29705685971553,2.41455462231417,0.933912038722977,0.981984439335853,0.953335469514649,0.704613748106939,0.474781828851406,0.518504261701667,0.171642024115494,0.202722949791926,0.29928630273513,0.343072087194213,0.149385872626001,0.0992633545653253,0.0985979444644469,0.0828789185971146,0.00579505653410502,-0.0902505883975359,0.448717523712924,0.144181117816288,0.695739849264883,-0.0845129898740146,0.271293128334895,0.307141832628746,0.307141832628746,-0.148812715530699,0.121458650634525,0.197677862422045,0.154781793158381,0.0101158297584856,-0.609401699581079,0.425507214240966,2.37100803821893,0.0794062151398537,0.331073211470164,0.295679010503747,0.142231578298032,-0.0851645679522912,0.244622227455144,-0.00471175650765088,0.121521844588612,0.0689443217168049,-0.0997441498380945,-0.00378688489037993,-0.249448562504919,-0.326064949726049,0.03830933972034,0.374358403299423,0.290933209691721,0.0418650583652679,-0.301935390717696,-0.136368449270356,-0.2826367932497,0.227600639145254,-0.229898157559173,-0.270782940977389,-0.263591232965672,-0.235729314498163,-0.584290746749678,-0.701802483585816,0.114224232105192,-0.0463513750091975,-0.751499903320921,-0.264195624515171,0.0204263971286965,-0.0651383202747878,-0.0691848835015356,-0.0561032406059477,-0.0488096735751199,0.0691761714333119,-0.386973442961914,-0.506349872661324,0.550643992728587,0.634656983200323,0.550500456537615
"491",4.5718214423346,5.64788410494184,1.79584158877531,1.645507640053,3.14561312226518,1.14728912533063,1.88690147301176,2.91696472888487,2.79393478910679,1.55513375423387,1.59491600106463,2.2496943937678,-7.84531256424579,-0.883632932043439,3.58200739176141,2.60115480411723,2.49063582631825,2.6118137808802,2.61720597283435,2.48949457809246,-0.900303242008905,2.49119542472232,1.5337942169598,1.33876668903298,1.51077557893441,1.41955481926443,0.658119754153485,1.6632893258634,-0.404127097280487,-0.31003100070827,0.854432602473878,0.699563569484889,-0.229340667603364,-0.370595045952751,-0.375404998191418,-0.43341096490137,-0.240751505058753,0.0900247144482815,-0.861577961293677,0.256522221246459,1.23374764070152,0.102417155985494,1.38818655395521,1.43166112627452,1.43166112627452,0.0836586235468203,0.698829832452884,1.22437005833181,0.921507411818004,0.0881802225830527,-6.71901151814175,-0.684881336013134,1.70138501935779,1.67626446226085,0.898094202543628,0.546390526987344,0.122178779188238,0.305163790073175,1.16245949747598,1.64244299349897,1.33241097581183,0.331922242353357,0.727435116468822,0.970930726426913,0.100167751574798,0.0616814698871347,0.137038462003752,0.0317165352274654,-1.22621223339314,0.475532488027875,0.400596950361788,0.208442230628702,0.195090508983856,0.364951551364851,0.354391085962762,0.192101444332704,1.13823484919647,0.492295625592217,-2.4254298163689,-4.31982433284672,-0.951478343775462,0.534386387987558,-4.3237926128833,-2.00897502380146,-0.483330115102502,-0.218924772770862,-0.22395531361079,-0.129915019451321,-0.118249709428082,0.128606344209183,-2.28601547753619,-2.52493177478683,0.803581951529031,1.35779847657987,1.43310742546477
