"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100","PC101","PC102"
"X0.681361",0.010311,-0.046307,0.0099594,-0.015076,0.074294,0.097448,0.052324,0.080094,0.027033,-0.1296,0.0046374,0.027452,-0.078989,0.050507,0.059133,-0.20422,-0.093746,-0.12071,0.093621,-0.048424,-0.074411,5.5978e-05,-0.12769,-0.018806,0.070155,-0.030071,-0.0065864,0.14705,-0.053155,-0.08247,0.021258,-0.06412,0.021536,0.1029,0.045577,0.066025,0.089991,0.049123,-0.00010069,-0.0083749,-0.037213,0.0063604,0.0070676,-0.055273,0.0079542,-0.098088,0.073707,0.093219,-0.085056,-0.063339,0.21048,0.10629,-0.0013936,0.032867,-0.013813,0.047661,0.02493,0.049628,-0.095476,-0.027609,-0.0015014,0.14851,-0.05064,-0.11211,-0.062219,-0.12652,-0.0094996,0.13936,-0.058533,0.10611,-0.027449,-0.037972,0.11582,0.055968,0.082549,0.052447,-0.040276,0.22781,-0.023644,-0.014027,-0.044399,-0.0036614,-0.015283,-0.012152,0.086356,0.048791,-0.034153,0.010732,-0.050468,0.0041009,-0.097245,0.096706,0.0058925,0.00045174,0.098835,0.13501,-0.17961,-0.03283,-0.10751,-0.068986,0.028331,0.18019
"X0.701401",0.0089577,-0.0066303,-0.017706,-0.041014,0.04707,0.068738,0.037706,0.00041301,-0.0056637,-0.017486,0.009431,0.025366,-0.030348,0.016902,0.025719,-0.055052,-0.015065,-0.018122,-0.033658,-0.067362,-0.085603,-0.030343,0.022554,-0.011807,-0.071233,-0.013653,0.070679,0.017027,-0.015065,-0.010018,0.065871,-0.11243,0.039048,0.0026467,0.068383,0.036269,0.0086724,-0.06124,0.070589,-0.031842,0.0047716,-0.080878,0.022595,-0.014561,-0.046436,-0.006037,0.080293,0.019832,-0.029504,-0.037425,0.097739,-0.016426,-0.04892,-0.080497,-0.045152,0.015737,-0.10998,-0.019615,-0.21564,0.00093427,-0.079664,-0.033074,0.019178,-0.059928,0.058247,0.11058,0.025488,-0.043711,-0.07802,-0.087378,-0.05727,0.064906,0.076496,0.079482,0.022014,-0.016576,0.030788,-0.0044872,-0.0017618,-0.034064,-0.048468,-0.078424,-0.053618,-0.023275,0.014753,-0.092482,-0.020516,0.045554,-0.015774,0.041167,-0.10401,-0.078002,0.0092571,0.10225,0.11581,-0.044526,0.035688,0.0085249,-0.055177,-0.035969,-0.089426,-0.11137
"X0.721441",0.010117,-0.0070568,-0.024191,-0.043743,0.050856,0.066608,0.03515,0.0020227,-0.00089122,-0.01783,0.010642,0.017474,-0.021139,0.01374,0.033418,-0.041242,-0.0080288,-0.0053471,-0.039194,-0.064864,-0.095997,-0.045705,0.03544,-0.012227,-0.076056,-0.0033552,0.071293,0.016428,-0.0055098,-0.0057018,0.088946,-0.10992,0.032793,0.0076418,0.046216,0.042961,0.017826,-0.059379,0.023763,-0.058832,0.017518,-0.039602,0.034033,-0.0037102,-0.048707,0.029737,0.071961,0.0044765,0.0015426,0.022637,0.071855,-0.0001041,-0.070097,-0.058641,-0.043955,-0.01338,-0.10899,-0.015047,-0.15257,0.00041512,-0.033463,-0.016651,0.059879,-0.095352,0.064498,0.090919,-0.0023071,-0.039934,-0.03612,-0.083005,-0.034765,0.04214,0.11184,0.039231,0.028651,-0.055307,0.02724,-0.059446,0.054897,0.0038699,-0.0035738,-0.13435,-0.02199,0.067506,0.097265,0.0002985,-0.049712,-0.0064802,-0.038878,0.063532,-0.036226,-0.10959,0.0242,0.029598,-0.048345,-0.0094703,0.035645,0.020425,-0.028351,-0.025143,-0.020278,0.33815
"X0.741481",0.011841,-0.007402,-0.030524,-0.047213,0.054109,0.071723,0.035734,0.0040245,-0.00075263,-0.019692,0.011625,0.015828,-0.021248,0.013763,0.037156,-0.04319,-0.00091715,-0.0025252,-0.030857,-0.064446,-0.11747,-0.058882,0.046957,-0.013561,-0.06865,-0.0051397,0.07202,0.020975,-0.010712,-0.010632,0.098142,-0.12392,0.041547,0.020472,0.035725,0.048066,0.01553,-0.060152,0.010168,-0.07627,0.030759,-0.025239,0.032123,-0.0062083,-0.035264,0.023443,0.06472,-0.0041134,0.030411,0.05182,0.07768,0.012895,-0.092452,-0.05149,-0.028751,-0.0081266,-0.092085,-0.0089306,-0.11789,0.014233,-0.038786,-0.032333,0.080911,-0.10335,0.042577,0.093681,0.012629,-0.050403,-0.036315,-0.014109,-0.048491,0.051839,0.10389,0.022453,0.0076861,0.013326,-0.0081966,-0.028146,0.082791,0.01584,0.052503,-0.043698,-0.059866,0.065549,0.066146,0.033401,-0.02524,-0.0049403,-0.061295,0.014502,0.032299,-0.070365,0.014724,-0.036131,-0.036384,0.030065,0.059233,-0.0033508,0.017884,-0.035319,-0.0044082,0.080054
"X0.761521",0.01258,-0.013482,-0.01785,-0.04807,0.096972,0.08506,0.071449,0.028483,0.017971,-0.039775,0.0064289,-0.054583,0.043206,0.023758,-0.029652,0.052008,0.053714,0.047008,0.00094192,0.015161,-0.023728,0.034786,0.10857,0.0031381,-0.10109,0.076384,0.12291,-0.018826,-0.077801,-0.073347,0.19862,-0.070914,-0.068419,0.12184,0.033181,0.091662,0.015993,-0.02231,-0.14215,-0.012543,-0.014998,-0.0097163,-0.05359,0.02784,0.016279,-0.035793,0.041003,0.046817,0.030474,0.024783,0.013788,-0.00079029,-0.033745,-0.12608,-0.10272,-0.0054209,-0.086123,0.049729,0.005284,0.023805,0.0019109,-0.039705,0.080951,-0.082813,-0.014409,0.13091,0.07842,-0.074957,-0.020638,-0.059533,-0.032436,-0.040498,-0.10784,-0.060282,0.036035,0.018383,0.047705,0.034364,0.042895,-0.071844,-0.042509,0.00027707,-0.095266,-0.027192,0.12263,0.035074,0.086667,0.07241,-0.033595,-0.075584,0.12019,-0.0093705,-0.12666,-0.091233,-0.068715,-0.036654,-0.080254,-0.11265,0.037869,-0.0762,0.042381,-0.57944
"X0.781561",-0.0072716,-0.024446,0.030819,-0.059255,0.15496,0.078276,0.095337,0.071218,0.083541,-0.055179,0.0034969,-0.17066,0.13011,0.039518,-0.051683,0.18166,0.058956,0.15981,0.048136,0.08849,0.1244,0.14457,0.096041,0.03422,-0.12288,0.1336,0.16814,-0.02642,-0.11832,-0.054065,0.22541,0.024782,-0.22944,0.16559,0.053256,0.055557,0.080061,0.05304,-0.32324,0.084012,-0.11324,-0.022777,0.082633,0.015801,0.037372,0.010704,0.10121,0.062009,-0.14533,-0.020853,0.044231,0.036833,0.013546,-0.094843,-0.02995,0.027989,0.0012534,0.06845,0.074405,-0.14883,0.073553,0.061193,0.0082847,0.082264,6.1291e-05,-0.07112,-0.076279,0.0025859,-0.018197,-0.020922,0.00013204,-0.096749,-0.0064882,0.050808,-0.024902,-0.036233,0.024226,-0.0030665,-0.049278,0.011121,0.032319,0.038402,0.0061878,0.062083,-0.011595,-0.087605,-0.093104,-0.10913,0.076368,0.090347,0.038548,-0.003923,0.027988,0.020934,0.0072224,0.0014796,0.047552,0.039717,0.021051,0.033742,-0.0045022,0.18328
"X0.801601",-0.028548,-0.064343,0.082251,-0.053508,0.20677,0.098353,0.084012,0.12019,0.15907,-0.057887,-0.043812,-0.2091,0.10459,0.048264,-0.026562,0.22388,0.083413,0.21223,0.018769,0.05069,0.082298,0.097734,-0.029793,0.060722,0.00039456,-0.0065283,0.012929,0.0019297,-0.038423,0.023104,0.026977,0.11344,0.056986,-0.034691,0.015096,-0.030546,0.082499,0.053646,0.02292,-0.01127,0.024614,0.028437,-0.065268,-0.0046836,-0.057258,-0.14188,-0.13363,0.10904,-0.032098,-0.047212,-0.03198,-0.078785,0.0025418,0.12026,-0.0112,0.042459,-0.0509,0.16282,-0.080581,0.070158,-0.16775,-0.02533,0.040623,-0.014717,-0.0095563,-0.018658,0.10812,-0.002819,-0.0028238,0.05315,0.027527,-0.017904,-0.0052676,0.018646,-0.077269,0.046268,-0.098132,-0.031846,0.062765,-0.046415,0.014213,-0.010336,0.12108,-0.091449,-0.045936,0.13544,0.047059,0.012486,-0.073894,0.035481,-0.070682,0.021291,0.027259,-0.032432,0.024841,0.066476,0.055102,-0.080125,0.0078413,-0.038652,-0.026185,0.16296
"X0.821641",-0.03859,-0.083694,0.08384,-0.10314,0.25036,0.13802,0.088828,0.14573,0.17894,-0.097863,-0.040557,-0.23693,0.070699,0.053441,0.023803,0.1646,0.028637,0.16469,0.042127,0.040123,0.061819,0.13936,-0.14366,0.028008,0.041975,0.054646,-0.028396,0.035551,0.035335,0.019912,-0.15424,-0.061407,0.077346,-0.11055,-0.030605,-0.15549,-0.1361,0.077221,0.26453,0.048785,0.085493,-0.043449,-0.093745,-0.087726,-0.057245,0.078133,0.037448,-0.077625,0.096231,-0.012238,-0.037077,0.088716,-0.08087,0.11492,0.063038,-0.022044,0.12562,-0.18238,0.018887,0.00015225,0.063616,-0.053665,-0.077107,-0.014963,-0.01713,0.087753,-0.1265,0.0015509,-0.035266,-0.081551,-0.024019,0.10546,0.061685,-0.038248,0.19081,-0.079351,0.082232,0.047247,0.037583,0.043106,-0.063882,-0.022483,-0.14075,0.031615,0.065575,-0.033332,-0.019943,0.040385,-0.004487,-0.14489,-0.012412,0.015045,0.028838,0.067078,0.053912,-0.062568,-0.029363,0.038591,0.023424,0.046432,0.0087904,-0.06891
"X0.841681",0.10627,-0.030255,-0.004762,-0.098613,0.31521,0.074328,0.14768,0.016528,0.083509,-0.15845,-0.16031,0.15996,-0.22698,-0.10018,-0.17977,-0.099758,0.089856,-0.12232,-0.22682,-0.12654,0.069667,0.078496,-0.11589,-0.069225,0.10242,-0.089564,0.02846,0.0011221,-0.019367,0.030622,-0.038707,-0.065773,-0.11365,-0.15218,-0.18059,0.11322,0.03301,0.013792,-0.026909,0.16807,0.16314,0.091446,0.061111,0.077826,-0.013563,0.25487,-0.07376,-0.085583,0.03959,0.0904,0.053054,-0.026183,0.056855,0.0061562,0.00045339,0.16926,-0.038512,0.053459,0.092082,-0.059703,0.03308,0.020263,0.033354,0.1135,0.1183,-0.032591,0.0096184,-0.088789,-0.023629,0.043994,-0.076922,0.0064084,-0.032415,0.011969,-0.041897,0.015715,-0.0037145,-0.050398,-0.01469,-0.075832,0.020698,0.02386,0.12432,-0.012338,0.045612,-0.063975,-0.0034449,-0.0033855,-0.015456,0.014678,-0.067238,0.037296,-0.048644,-0.059279,-0.048452,0.0059614,-0.046108,0.045309,-0.01627,-0.030312,-0.04581,-0.017464
"X0.861721",0.15981,-0.0033951,0.018755,0.1244,-0.20443,-0.0032432,-0.083996,-0.018941,0.10975,-0.12067,0.124,-0.18444,0.21713,-0.05695,0.23909,-0.078206,-0.13498,0.11898,0.018545,0.02083,-0.3078,-0.05529,-0.20624,0.044324,-0.020947,0.0022193,0.073996,-0.22194,-0.040582,-0.04844,-0.1134,0.05815,-0.099859,-0.14372,-0.14589,0.18407,0.066193,-0.073434,0.013479,0.24756,-0.049451,0.095839,0.017699,0.11144,-0.18452,0.1766,0.10947,-0.0031151,-0.021156,-0.10082,0.00022511,-0.014739,-0.00091178,-0.015893,-0.10284,0.12795,-0.029817,0.12656,0.038746,-0.059908,-0.0058662,-0.0028602,0.022603,-0.062352,-0.11118,-0.027576,-0.011179,-0.050094,0.081269,-0.035931,0.049403,-0.0090826,-0.035883,-0.059071,0.00035016,-0.038494,-0.0050653,-0.011536,-0.073067,0.0017678,-0.0025965,0.0010853,-0.083973,0.023947,-0.0078162,-0.031022,0.04172,0.070263,-0.048072,0.0014723,-0.05096,-0.042074,-0.034969,0.037052,0.031632,-0.028122,0.032663,-0.010021,-0.032721,0.019185,0.020897,0.032578
"X0.881761",-0.017722,-0.088646,0.13452,0.20185,-0.14102,0.00076576,0.080202,0.048678,-0.068477,-0.012503,-0.007718,0.018343,0.031594,0.032134,-0.04388,-0.11373,-0.076566,-0.016853,0.091696,0.028164,0.18354,0.12829,-0.018671,-0.11065,0.17185,-0.0028229,-0.11432,-0.11263,0.029205,0.0030151,-0.025615,0.142,-0.097425,0.088734,0.070781,-0.051719,-0.032958,-0.055675,-0.13522,0.11118,0.010225,-0.11789,-0.066609,0.064256,-0.020064,0.064714,-0.023638,-0.016727,0.11944,0.023831,-0.0055327,-0.03942,-0.073372,-0.087893,0.038485,0.041454,0.07214,-0.022647,-0.0097065,0.077119,0.065294,-0.090809,-0.10698,0.0007706,0.14741,0.036482,-0.0019261,-0.026446,-0.21492,-0.15126,-0.017047,0.063917,0.13891,-0.018668,-0.10747,-0.067785,-0.13069,-0.14267,0.056163,-0.084935,0.070974,0.044159,-0.029315,-0.0079547,0.096604,0.086956,-0.060263,0.068483,-0.074806,0.052596,0.0032587,-0.13956,-0.052387,0.099397,0.0023438,-0.016879,-0.052632,-0.056586,0.093148,-0.076929,0.034032,0.0065812
"X0.901801",-0.028704,-0.04201,0.11365,0.16172,-0.11251,-0.0063348,0.03607,-0.0069317,-0.031388,0.055782,-0.0067361,0.005004,0.041252,0.033034,-0.049199,0.021229,-0.070949,0.033579,0.023011,0.035852,0.11395,0.057661,-0.02091,-0.017262,0.05932,-0.065801,-0.077542,0.019731,-0.033646,0.059629,0.012765,0.12592,-0.030903,0.013509,-0.0099502,0.037258,0.019205,0.035062,-0.10933,0.014908,0.0694,-0.083777,-0.024455,0.088424,0.1315,-0.00099295,-0.04755,0.034186,0.028508,0.007521,0.065851,0.022515,-0.024716,0.0074177,0.019076,0.088644,-0.01927,0.042483,-0.066289,0.087938,-0.02778,0.12149,-0.021143,-0.075374,-0.052954,-0.11503,0.0574,0.05302,0.028639,0.078736,-0.058777,-0.046363,0.019879,0.0022982,0.079162,0.14608,0.0070788,0.069746,-0.014516,-0.017413,-0.075831,-0.0076471,0.18201,-0.097798,0.080579,-0.070084,-0.14197,0.020111,-0.02208,-0.12257,0.031954,-0.00042321,0.0094313,0.069601,0.04175,-0.13778,-0.066301,0.045101,0.049907,-0.028619,0.047227,0.038599
"X0.921841",-0.026118,-0.025605,0.098221,0.13443,-0.098614,-0.0074738,0.031087,-0.030415,-0.026012,0.079783,0.0029801,0.011864,0.047753,0.026218,-0.030497,0.057639,-0.050758,0.064958,-0.027506,0.0021444,0.088855,0.022695,0.059565,-0.0019096,0.018731,-0.040799,-0.033097,-0.06554,-0.0178,0.097999,0.015689,0.045369,-0.097782,-0.063413,-0.022845,-0.02262,-0.017717,0.018737,-0.061277,0.024165,0.0483,0.014271,-0.002911,0.049162,0.099418,0.10184,-0.05321,0.065917,0.063373,-0.0092972,0.041079,-0.030927,0.025461,3.1775e-05,0.037649,0.0047573,-0.05065,0.084445,-0.052608,0.013892,0.0019823,0.044951,0.00065553,-0.069007,-0.080512,0.043712,0.03513,0.054177,-0.0013448,0.13542,0.050526,0.12207,0.10711,0.010124,0.12129,-0.084604,0.14432,0.13248,0.0081435,0.016376,-0.06947,0.047801,-0.025991,0.20505,0.12275,-0.12495,0.12599,0.0046329,-0.028904,-0.0011278,0.053025,0.090907,0.07967,-0.080124,-0.068816,-0.022957,-0.15879,-0.016691,0.02647,-0.10202,-0.10765,-0.023054
"X0.941881",-0.0072757,-0.017926,0.083757,0.1254,-0.096427,0.036907,0.013118,-0.036543,-0.017892,0.096597,-0.030217,0.096065,0.015327,0.00068896,0.01261,0.15808,-0.09639,0.012258,0.13541,0.17335,0.12427,-0.01606,0.15068,0.13891,0.038293,-0.0016554,0.0062632,0.30689,0.032499,0.14118,0.075979,-0.068673,0.077745,-0.11999,-0.088935,0.053455,0.073293,-0.040532,0.040811,0.053745,0.035885,-0.034217,0.019377,0.0039068,0.0066947,0.16858,-0.0093561,-0.055586,-0.0051353,-0.0015157,0.019768,0.015287,-0.012858,-0.049745,-0.029877,0.049317,-0.02126,0.042698,-0.045961,-0.076783,-0.0042652,0.14184,0.020783,-0.055972,-0.0045317,0.030474,0.034987,0.097008,0.034258,0.015632,-0.018653,-0.026817,0.096819,-0.075737,0.078753,-0.15537,-0.047944,0.022194,-0.065529,-0.065417,-0.10556,-0.036538,-0.030465,-0.0089733,-0.048709,0.019029,0.030057,-0.00026551,-0.12584,0.021651,0.040256,-0.059743,0.04039,-0.065919,-0.10147,0.060706,0.17057,0.016529,-0.089395,0.056274,-0.087809,-0.081066
"X0.961921",-0.009165,-0.053924,0.087288,0.10613,-0.033344,0.068165,0.072936,0.0061447,-0.012956,0.0094581,-0.015295,0.052045,0.017406,0.018076,-0.027552,0.0068758,-0.10594,-0.070917,0.070796,0.074416,0.059727,0.10651,0.061034,0.051123,0.076148,0.020465,0.044425,0.13136,-0.045289,0.057882,0.040698,0.039816,-0.012921,-0.035705,-0.020147,-0.02588,-0.015699,0.0088873,0.020712,0.0045336,0.043777,-0.035611,-0.0032889,-0.066448,0.056868,0.041348,-0.034082,-0.062105,-0.043258,-0.028009,-0.0079989,0.058201,-0.028742,0.011751,-0.013411,0.032145,0.015694,-0.064975,0.084686,-0.063254,0.068433,-0.056591,-0.023919,-0.060009,-0.053922,0.10025,0.076991,-0.029323,0.079812,-0.047029,-0.041246,-0.022534,-0.12406,-0.0039005,-0.076331,-0.075427,0.0088022,-0.071668,-0.090228,0.10583,0.012883,-0.1482,0.02306,0.15322,-0.029617,-0.11284,-0.095363,0.14692,0.0061286,0.041768,-0.063716,-0.040189,-0.0090819,0.040345,0.064021,0.14347,-0.015193,-0.067194,-0.068945,0.020195,0.0047759,0.067824
"X0.981961",0.0015964,-0.0959,0.07921,0.10536,0.047646,0.059179,0.093796,0.11081,0.013477,-0.15943,-0.010032,0.015481,-0.008123,0.0070936,-0.018982,-0.10722,-0.15616,-0.22277,-0.016774,0.065911,0.0070337,0.19412,-0.02175,-0.0045268,0.15309,0.055587,0.071584,0.044827,0.018775,-0.065266,0.040554,0.085482,-0.062507,0.05126,0.010404,-0.0016826,0.0028322,-0.028119,-0.075199,0.00762,-0.081528,-0.017774,-0.0058378,-0.078351,0.026431,-0.1062,0.026411,0.04344,-0.047414,-0.092267,-0.02194,-0.0078822,0.035453,0.021474,-0.0022481,-0.011336,0.022972,-0.055511,0.074399,8.1848e-05,0.051051,-0.053491,-0.0027429,-0.017322,-0.011884,0.037137,0.046925,-0.039326,0.047077,0.059616,0.060627,0.023704,-0.043588,-0.045332,-0.031295,-0.055048,0.068326,-0.034422,-0.079465,0.084275,-0.017329,-0.016032,-0.13543,0.031308,-0.15601,0.002521,0.1045,-0.0027764,-0.046394,0.014648,0.016168,-0.1027,0.039355,-0.083298,-0.0067704,-0.093959,-0.00292,0.019716,-0.068722,0.0036557,-0.0073437,0.013915
"X1.002",-0.02388,-0.031005,0.088641,0.092248,-0.038807,0.043096,0.038692,0.026555,-0.02193,0.03312,0.010477,-0.015836,0.038705,0.05038,0.071973,0.068971,-0.093455,0.020643,-0.12581,0.084961,0.08006,0.049577,0.031058,-0.094987,0.069195,0.13242,-0.029459,-0.16703,0.22572,-0.07814,0.14953,-0.25937,-0.029508,-0.072129,0.0051982,-0.11941,-0.067614,-0.062742,0.0012617,0.0059694,-0.08268,0.04482,0.029175,-0.03468,0.025534,0.077247,0.041124,0.043633,-0.02647,-0.086809,0.001258,-0.010191,0.1381,-0.031764,0.015153,0.018914,-0.087029,-0.054462,-0.10476,-0.037419,0.072667,-0.028251,0.052589,0.023666,0.0067628,-0.06318,0.062719,0.01945,0.066006,-0.0013421,-0.040298,4.4565e-05,0.053954,0.066147,0.094136,0.066785,-0.091233,0.097235,0.020046,-0.027639,-0.046225,-0.044651,0.022717,-0.112,-0.036171,-0.030437,-0.042249,-0.0008549,0.040817,0.0054829,-0.11939,0.036617,-0.018777,0.083526,0.086659,-0.067003,-0.0082082,0.046905,-0.084291,-0.013158,-0.012481,-0.015452
"X1.02204",-0.023079,-0.045678,0.083917,0.099432,-0.016247,0.042194,0.051471,0.01179,0.018218,0.013885,-0.0058897,-0.029169,0.04395,0.016416,0.0040799,0.073827,-0.039407,0.041686,-0.069045,0.0489,0.019957,0.029389,-0.0048333,-0.037219,0.026574,0.027494,-0.025616,-0.048829,0.063686,-0.01736,0.053215,-0.017273,0.053276,-0.053813,0.0031373,-0.019216,-0.020223,-0.065137,0.039712,0.0010841,0.030145,-0.058021,0.024583,0.0348,0.032579,0.070212,0.0080631,0.013651,0.023687,0.017169,-0.014611,-0.03045,0.0058886,0.012765,-0.027802,-0.0069478,-0.0818,-0.015477,-0.13035,0.011596,-0.078761,-0.0056904,0.070592,-0.045254,0.033707,-0.065577,0.05541,-0.020381,0.049799,0.028922,-0.018813,0.048212,0.024313,0.054794,0.0061858,-4.3969e-05,-0.024779,-0.056124,-0.0099182,0.0064656,0.031435,-0.086425,-0.010982,0.049094,-0.091309,0.025545,0.088138,-0.034574,0.072009,0.086109,-0.10856,-0.070987,-0.18312,-0.026085,0.0026839,0.0065684,-0.0096851,0.14187,0.03101,-0.046462,-0.0090978,-0.12048
"X1.04208",-0.020108,-0.075439,0.09057,0.10223,0.035324,0.057737,0.055442,0.068833,0.061111,-0.062083,-0.026589,-0.033251,-0.0012315,0.024051,0.015445,0.020113,-0.053648,-0.015149,-0.049021,-0.0021236,-0.030917,0.0030919,-0.053292,-0.0027265,0.07836,-0.065779,-0.061183,0.023113,0.044091,0.0091664,-0.0094289,0.090187,0.1519,-0.10244,0.027838,0.03505,0.087602,-0.033138,0.060329,-0.040446,0.031952,-0.046223,-0.067685,0.055877,0.043757,-0.072716,-0.067561,0.13111,0.046223,0.070011,-0.0011801,-0.12895,-0.015931,0.026907,-0.011236,-0.066395,-0.10823,0.13176,-0.16702,0.015238,-0.16322,0.025499,0.034061,-0.067644,0.0061376,-0.0092263,0.010751,0.04163,0.0088418,-0.031845,0.11901,0.071164,-0.021691,-0.0014457,-0.038993,0.027299,-0.043913,-0.047294,0.018528,-0.020871,0.04476,-0.018856,0.031574,-0.052694,-0.013047,0.062521,0.05216,-0.027689,0.079206,0.073145,0.048259,0.0074382,-0.045841,-0.06355,0.0079632,0.025183,0.080911,0.0020421,-0.0589,-0.034631,0.063317,-0.047812
"X1.06212",-0.013902,-0.077625,0.081408,0.11078,0.030188,0.065685,0.067071,0.067666,0.056002,-0.085725,-0.0087974,-0.015963,-0.0064974,0.026932,0.024366,-0.059841,-0.095792,-0.073218,-0.035296,-0.028187,-0.054708,0.032634,-0.029696,-0.017364,0.078239,-0.045313,0.013082,0.0022301,0.015234,-0.01849,0.017777,0.035161,0.076926,-0.069908,0.029035,0.015038,0.031158,-0.023033,0.032946,-0.047115,-0.0014536,-0.042275,-0.025784,0.040946,0.093677,-0.019135,-0.013955,0.022832,0.014235,0.044217,-0.008247,-0.057996,-0.0035139,-0.018096,-0.018579,-0.10837,-0.042968,0.039685,-0.050568,-0.041468,-0.054648,0.046351,-0.030064,0.010197,-0.027426,0.00050509,-0.036783,-0.0045252,-0.012337,-0.033798,0.088006,0.0090724,-0.056439,0.0043743,-0.036339,0.013806,0.065183,-0.068844,-0.033023,0.0047183,0.10585,0.057693,-0.029229,-0.048783,0.040713,0.082744,0.0071851,-0.032561,0.049783,0.060233,-0.0021163,0.037168,-0.044586,-0.061076,-0.1143,0.14978,0.012451,-0.051122,0.035555,0.058801,-0.0067717,-0.041323
"X1.08216",-0.018163,-0.044558,0.072928,0.12705,-0.021763,0.061733,0.065843,-0.0026502,0.05192,0.012465,0.0035522,0.00093437,0.011443,0.035376,0.018449,-0.013439,-0.063842,0.0013462,-0.044289,-0.053143,-0.039196,-0.015148,0.0426,-0.038508,0.030014,-0.028102,0.026698,-0.054383,0.011408,0.0058318,0.058097,-0.079648,0.0014582,-0.045064,0.036698,0.0068094,-0.04588,0.016665,-0.031201,-0.040942,-0.017952,-0.023556,0.02861,0.086005,0.12761,0.057514,0.029927,-0.11866,-0.016458,0.055687,-0.024907,0.049213,-0.048327,-0.0075029,-0.057288,-0.1054,-0.023129,0.032421,-0.010259,-0.082809,-0.025148,0.13934,-0.0020526,0.035587,0.012278,0.010074,-0.075918,-0.061519,0.067156,0.00824,0.048062,-0.011927,0.027011,0.046317,0.14738,0.089039,0.094051,0.0076342,-0.025549,-0.18531,0.15746,0.19165,0.0011654,-0.1545,-0.040822,-0.03402,-0.010697,-0.10883,0.13553,-0.15051,-0.033928,0.088634,-0.038662,0.11738,-0.028449,0.04353,-0.0099451,0.13703,-0.02627,0.1729,0.060797,-0.037188
"X1.1022",-0.004278,-0.049928,0.059353,0.14258,-0.011617,0.072789,0.076742,-0.0055943,0.052488,-0.020369,-0.0036793,0.020125,-0.021452,0.019094,-0.0082857,-0.06062,-0.061624,-0.062372,-0.073721,-0.047321,-0.066161,0.02919,0.095178,-0.032596,0.037929,-0.021257,0.042301,-0.054787,0.0069379,0.034243,0.028927,-0.1112,-0.0015638,-0.049492,0.048421,-0.039819,-0.051329,-0.011384,-0.020382,-0.057136,-0.00096518,0.0057699,0.010604,0.067854,0.023232,0.05071,0.0068808,-0.0050529,0.059481,0.028526,-0.0050505,0.025599,0.0059848,-0.040775,0.017061,-0.082733,-0.044727,0.016288,0.025711,0.029441,0.072115,0.012999,0.039819,0.013883,-0.033083,0.063871,-0.12923,0.0033323,-0.013756,-0.013204,0.017533,0.006194,-0.01078,-0.071327,-0.022898,-0.037444,0.039606,-0.054071,0.037325,-0.0090026,-0.011164,0.066078,0.041382,-0.019239,-0.028063,0.01701,-0.016332,-0.079612,0.08984,0.017345,0.065975,-0.00077648,0.029632,-0.008962,0.062029,-0.019191,0.16577,-0.1508,0.076738,0.083201,-0.035481,0.17186
"X1.12224",3.3908e-05,-0.064761,0.056842,0.13747,0.0098116,0.093545,0.10369,-0.0029605,0.072465,-0.046992,-0.0040261,0.030656,-0.019192,0.00012722,-0.0090602,-0.11417,-0.054122,-0.070621,0.0044849,-0.057811,-0.11128,0.033143,0.097499,0.0042142,0.030516,-0.033123,0.071489,0.018981,-0.10459,0.051081,-0.031727,-0.040073,-0.059102,-0.012886,0.086944,-0.0091617,-0.033529,0.04249,0.0012709,-0.013574,0.0099069,0.0093738,0.046303,0.067035,-0.012244,0.013117,-0.0089794,-0.018867,0.069309,-0.0060182,-0.012737,0.048334,-0.0075665,0.019406,0.01922,-0.11297,-0.045962,-0.043519,0.078669,-0.0064978,0.11422,0.0093215,-0.012132,-0.029622,-0.0019182,0.038437,-0.16009,-0.00324,-0.015791,-0.058185,0.025253,-0.034411,-0.047734,0.0099324,0.006061,0.050857,0.063769,0.030568,0.025423,0.17735,-0.087811,-0.031301,0.04099,0.055667,0.030635,0.11868,-0.11922,-0.10106,-0.032068,-0.018197,0.10952,0.066301,0.00097249,-0.011719,0.011095,-0.055005,0.15467,-0.05656,0.03923,-0.0098085,-0.0078754,-0.065592
